inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement
values_56, 460, 45, 254, 54, 714, 99, 4733.36, 500947.33, 0.01, 105.83, 27830.41
values_26, 454, 45, 250, 51, 704, 96, 4635.81, 511302.97, 0.01, 110.29, 28405.72
values_43, 462, 45, 255, 56, 717, 101, 4773.94, 489115.49, 0.01, 102.46, 27173.08
values_52, 455, 45, 250, 50, 705, 95, 4631.75, 521071.67, 0.01, 112.50, 28948.43
values_98, 452, 45, 249, 49, 701, 94, 4594.77, 525350.63, 0.01, 114.34, 29186.15
values_61, 450, 45, 247, 47, 697, 92, 4546.92, 537649.42, 0.01, 118.24, 29869.41
values_44, 462, 45, 255, 55, 717, 100, 4763.64, 496934.77, 0.01, 104.32, 27607.49
values_68, 464, 45, 255, 57, 719, 102, 4797.47, 482903.61, 0.01, 100.66, 26827.98
values_41, 461, 45, 255, 55, 716, 100, 4757.00, 496241.70, 0.01, 104.32, 27568.98
values_85, 449, 45, 247, 47, 696, 92, 4540.40, 536878.05, 0.01, 118.24, 29826.56
values_79, 453, 45, 250, 51, 703, 96, 4629.23, 510576.69, 0.01, 110.29, 28365.37
values_71, 452, 45, 249, 49, 701, 94, 4594.77, 525350.63, 0.01, 114.34, 29186.15
values_63, 449, 45, 247, 48, 696, 93, 4551.25, 526949.94, 0.01, 115.78, 29275.00
values_20, 452, 45, 249, 50, 701, 95, 4605.47, 516042.78, 0.01, 112.05, 28669.04
values_74, 452, 45, 249, 49, 701, 94, 4594.77, 525350.63, 0.01, 114.34, 29186.15
values_72, 451, 45, 249, 50, 700, 95, 4598.90, 515306.62, 0.01, 112.05, 28628.15
values_86, 449, 45, 247, 46, 696, 91, 4529.43, 547223.47, 0.01, 120.82, 30401.30
values_75, 453, 45, 250, 51, 703, 96, 4629.23, 510576.69, 0.01, 110.29, 28365.37
values_55, 459, 45, 254, 55, 713, 100, 4737.07, 492224.58, 0.01, 103.91, 27345.81
values_14, 450, 45, 247, 48, 697, 93, 4557.79, 527707.05, 0.01, 115.78, 29317.06
values_47, 452, 45, 249, 50, 701, 95, 4605.47, 516042.78, 0.01, 112.05, 28669.04
values_91, 460, 45, 255, 53, 715, 98, 4729.52, 511992.58, 0.01, 108.25, 28444.03
values_64, 448, 45, 247, 48, 695, 93, 4544.72, 526192.83, 0.01, 115.78, 29232.93
values_11, 450, 45, 247, 48, 697, 93, 4557.79, 527707.05, 0.01, 115.78, 29317.06
values_49, 451, 45, 249, 50, 700, 95, 4598.90, 515306.62, 0.01, 112.05, 28628.15
values_62, 449, 45, 247, 48, 696, 93, 4551.25, 526949.94, 0.01, 115.78, 29275.00
values_80, 462, 45, 254, 55, 716, 100, 4757.00, 494295.65, 0.01, 103.91, 27460.87
values_39, 448, 45, 247, 48, 695, 93, 4544.72, 526192.83, 0.01, 115.78, 29232.93
values_90, 461, 45, 255, 55, 716, 100, 4757.00, 496241.70, 0.01, 104.32, 27568.98
values_53, 453, 45, 250, 51, 703, 96, 4629.23, 510576.69, 0.01, 110.29, 28365.37
values_94, 461, 45, 255, 53, 716, 98, 4736.13, 512708.66, 0.01, 108.25, 28483.81
values_7, 462, 45, 254, 55, 716, 100, 4757.00, 494295.65, 0.01, 103.91, 27460.87
values_31, 458, 45, 254, 56, 712, 101, 4740.65, 483799.91, 0.01, 102.05, 26877.77
values_93, 462, 45, 255, 54, 717, 99, 4753.25, 505032.67, 0.01, 106.25, 28057.37
values_38, 449, 45, 247, 47, 696, 92, 4540.40, 536878.05, 0.01, 118.24, 29826.56
values_58, 459, 45, 254, 53, 713, 98, 4716.29, 508558.24, 0.01, 107.83, 28253.24
values_78, 454, 45, 250, 50, 704, 95, 4625.18, 520332.56, 0.01, 112.50, 28907.36
values_50, 452, 45, 250, 51, 702, 96, 4622.64, 509850.41, 0.01, 110.29, 28325.02
values_3, 454, 45, 250, 51, 704, 96, 4635.81, 511302.97, 0.01, 110.29, 28405.72
values_13, 448, 45, 247, 47, 695, 92, 4533.88, 536106.67, 0.01, 118.24, 29783.70
values_83, 459, 45, 254, 53, 713, 98, 4716.29, 508558.24, 0.01, 107.83, 28253.24
values_1, 453, 45, 250, 52, 703, 97, 4639.74, 501894.81, 0.01, 108.17, 27883.05
values_21, 451, 45, 249, 50, 700, 95, 4598.90, 515306.62, 0.01, 112.05, 28628.15
values_32, 459, 45, 254, 55, 713, 100, 4737.07, 492224.58, 0.01, 103.91, 27345.81
values_22, 451, 45, 249, 50, 700, 95, 4598.90, 515306.62, 0.01, 112.05, 28628.15
values_9, 461, 45, 254, 55, 715, 100, 4750.36, 493605.30, 0.01, 103.91, 27422.52
values_6, 462, 45, 254, 56, 716, 101, 4767.28, 486517.89, 0.01, 102.05, 27028.77
values_76, 455, 45, 250, 51, 705, 96, 4642.40, 512029.25, 0.01, 110.29, 28446.07
values_18, 463, 45, 255, 57, 718, 102, 4790.80, 482231.98, 0.01, 100.66, 26790.67
values_16, 460, 45, 255, 55, 715, 100, 4750.36, 495548.62, 0.01, 104.32, 27530.48
values_40, 460, 45, 255, 57, 715, 102, 4770.78, 480217.09, 0.01, 100.66, 26678.73
values_2, 451, 45, 250, 52, 701, 97, 4626.54, 500466.95, 0.01, 108.17, 27803.72
values_60, 450, 45, 247, 48, 697, 93, 4557.79, 527707.05, 0.01, 115.78, 29317.06
values_99, 453, 45, 249, 48, 702, 93, 4590.49, 535796.19, 0.01, 116.72, 29766.46
values_48, 450, 45, 249, 50, 699, 95, 4592.33, 514570.47, 0.01, 112.05, 28587.25
values_69, 460, 45, 255, 55, 715, 100, 4750.36, 495548.62, 0.01, 104.32, 27530.48
values_46, 453, 45, 249, 50, 702, 95, 4612.04, 516778.93, 0.01, 112.05, 28709.94
values_24, 451, 45, 249, 49, 700, 94, 4588.21, 524601.20, 0.01, 114.34, 29144.51
values_95, 453, 45, 249, 49, 702, 94, 4601.32, 526100.06, 0.01, 114.34, 29227.78
values_42, 460, 45, 255, 56, 715, 101, 4760.62, 487751.15, 0.01, 102.46, 27097.29
values_37, 448, 45, 247, 48, 695, 93, 4544.72, 526192.83, 0.01, 115.78, 29232.93
values_10, 449, 45, 247, 48, 696, 93, 4551.25, 526949.94, 0.01, 115.78, 29275.00
values_67, 461, 45, 255, 54, 716, 99, 4746.62, 504328.30, 0.01, 106.25, 28018.24
values_35, 448, 45, 247, 47, 695, 92, 4533.88, 536106.67, 0.01, 118.24, 29783.70
values_30, 458, 45, 254, 56, 712, 101, 4740.65, 483799.91, 0.01, 102.05, 26877.77
values_4, 454, 45, 250, 50, 704, 95, 4625.18, 520332.56, 0.01, 112.50, 28907.36
