;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;DSP;BRAM;Flip_Flop;Area;min_Slack;Max_Freq;Time;Energy
15;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;33;0.0;16.0;934.0;11514.0;6.661338147750939e-16;331.49887995881943;19.0468215180225;571.404645540675
16;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;25;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;46.57934289828721;1397.3802869486162
17;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;19;0.0;16.0;1113.0;11894.0;6.661338147750939e-16;331.49887995881943;38.75729535374614;1162.718860612384
18;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;97;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;44.932278509810764;1347.968355294323
19;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;81;0.0;8.0;674.0;10091.0;6.661338147750939e-16;221.2982138158016;16.507137301345722;495.2141190403717
20;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;8;0.0;16.0;945.0;11500.0;6.661338147750939e-16;331.49887995881943;2.0995546050908556;62.98663815272566
21;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;73;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;29.761789847451695;892.8536954235508
22;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;89;0.0;8.0;674.0;10091.0;6.661338147750939e-16;221.2982138158016;4.740209972382059;142.2062991714618
23;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;82;0.0;8.0;674.0;10091.0;6.661338147750939e-16;221.2982138158016;4.7085784473042;141.25735341912602
24;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;34;0.0;16.0;934.0;11514.0;6.661338147750939e-16;331.49887995881943;16.802470043615035;504.074101308451
25;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;70;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;6.304697018160758;189.14091054482273
26;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;29;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;54.68495097857331;1640.5485293571994
27;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;51;0.0;16.0;948.0;11501.0;6.661338147750939e-16;331.49887995881943;55.994156005311005;1679.82468015933
28;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;57;0.0;16.0;948.0;11501.0;6.661338147750939e-16;331.49887995881943;38.313854941464015;1149.4156482439205
29;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;88;0.0;8.0;674.0;10091.0;6.661338147750939e-16;221.2982138158016;2.5802286884939525;77.40686065481857
30;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;23;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;39.73165762018916;1191.9497286056749
31;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;45;0.0;16.0;992.0;11654.0;6.661338147750939e-16;331.49887995881943;9.300182252148142;279.00546756444425
32;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;66;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;4.461553535818068;133.84660607454202
33;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;36;0.0;16.0;934.0;11514.0;6.661338147750939e-16;331.49887995881943;16.757221021953594;502.7166306586078
34;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;56;0.0;16.0;948.0;11501.0;6.661338147750939e-16;331.49887995881943;43.927750228926776;1317.8325068678032
35;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;26;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;41.457153646212106;1243.714609386363
36;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;43;0.0;16.0;992.0;11654.0;6.661338147750939e-16;331.49887995881943;10.126731047830463;303.80193143491385
37;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;52;0.0;16.0;948.0;11501.0;6.661338147750939e-16;331.49887995881943;35.110224207834;1053.30672623502
38;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;98;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;54.56127031936538;1636.8381095809611
39;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;61;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;5.260952918503523;157.82858755510568
40;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;44;0.0;16.0;992.0;11654.0;6.661338147750939e-16;331.49887995881943;37.909630347955144;1137.2889104386543
41;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;68;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;6.054319098300786;181.62957294902355
42;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;41;0.0;16.0;992.0;11654.0;6.661338147750939e-16;331.49887995881943;29.698441217125676;890.9532365137703
43;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;85;0.0;8.0;674.0;10091.0;6.661338147750939e-16;221.2982138158016;2.9191378857567307;87.57413657270193
44;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;79;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;25.5506142314936;766.518426944808
45;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;71;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;4.986442187090781;149.59326561272343
46;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;63;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;6.660655988564093;199.81967965692277
47;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;20;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;49.78900683480541;1493.6702050441625
48;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;74;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;5.260952918503523;157.82858755510568
49;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;72;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;4.346922680942417;130.40768042827253
50;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;86;0.0;8.0;674.0;10091.0;6.661338147750939e-16;221.2982138158016;4.988743383708097;149.66230151124293
51;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;75;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;6.401228264371832;192.03684793115497
52;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;55;0.0;16.0;948.0;11501.0;6.661338147750939e-16;331.49887995881943;44.389290249873476;1331.6787074962042
53;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;14;0.0;16.0;1113.0;11894.0;6.661338147750939e-16;331.49887995881943;26.214266549194733;786.427996475842
54;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;47;0.0;16.0;992.0;11654.0;6.661338147750939e-16;331.49887995881943;9.888419533746873;296.6525860124062
55;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;91;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;60.006235925958755;1800.1870777787626
56;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;64;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;2.2684842859602345;68.05452857880704
57;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;11;0.0;16.0;1113.0;11894.0;6.661338147750939e-16;331.49887995881943;5.574679468689513;167.24038406068536
58;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;49;0.0;16.0;992.0;11654.0;6.661338147750939e-16;331.49887995881943;11.514367712114648;345.43103136343944
59;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;62;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;3.577689312697923;107.3306793809377
60;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;80;0.0;8.0;673.0;10091.0;6.661338147750939e-16;221.2982138158016;2.4898529025572116;74.69558707671635
61;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;39;0.0;16.0;934.0;11514.0;6.661338147750939e-16;331.49887995881943;22.58227841050308;677.4683523150924
62;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;90;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;40.55820641587148;1216.7461924761444
63;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;53;0.0;16.0;948.0;11501.0;6.661338147750939e-16;331.49887995881943;40.85684995883699;1225.7054987651097
64;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;94;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;52.428533098389465;1572.855992951684
65;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;7;0.0;16.0;945.0;11500.0;6.661338147750939e-16;331.49887995881943;1.7647118447961931;52.94135534388579
66;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;31;0.0;16.0;934.0;11514.0;6.661338147750939e-16;331.49887995881943;11.15237553882312;334.5712661646936
67;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;93;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;39.40586466422679;1182.1759399268035
68;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;38;0.0;16.0;934.0;11514.0;6.661338147750939e-16;331.49887995881943;38.71506293352879;1161.4518880058636
69;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;58;0.0;16.0;948.0;11501.0;6.661338147750939e-16;331.49887995881943;43.031819600030246;1290.9545880009073
70;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;78;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;6.063368902633074;181.9010670789922
71;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;50;0.0;16.0;947.0;11501.0;6.661338147750939e-16;331.49887995881943;28.14489147341621;844.3467442024862
72;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;3;0.0;16.0;945.0;11500.0;6.661338147750939e-16;331.49887995881943;1.9245917213332842;57.73775163999852
73;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;13;0.0;16.0;1113.0;11894.0;6.661338147750939e-16;331.49887995881943;6.38011205426316;191.40336162789478
74;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;83;0.0;8.0;674.0;10091.0;6.661338147750939e-16;221.2982138158016;2.9281754643504048;87.84526393051215
75;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;1;0.0;16.0;945.0;11500.0;6.661338147750939e-16;331.49887995881943;2.1538534310845843;64.61560293253753
76;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;21;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;48.27768951131329;1448.3306853393985
77;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;32;0.0;16.0;934.0;11514.0;6.661338147750939e-16;331.49887995881943;8.0332096456278;240.99628936883394
78;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;22;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;29.936752731209264;898.1025819362779
79;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;9;0.0;16.0;945.0;11500.0;6.661338147750939e-16;331.49887995881943;1.758678641908001;52.760359257240026
80;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;6;0.0;16.0;945.0;11500.0;6.661338147750939e-16;331.49887995881943;1.5776825552622376;47.33047665786712
81;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;76;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;3.635004740135748;109.05014220407244
82;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;18;0.0;16.0;1113.0;11894.0;6.661338147750939e-16;331.49887995881943;6.974382538750083;209.23147616250247
83;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;16;0.0;16.0;1113.0;11894.0;6.661338147750939e-16;331.49887995881943;4.108611166858829;123.25833500576486
84;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;40;0.0;16.0;992.0;11654.0;6.661338147750939e-16;331.49887995881943;6.844668676653952;205.34006029961856
85;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;2;0.0;16.0;945.0;11500.0;6.661338147750939e-16;331.49887995881943;1.7888446563489615;53.66533969046885
86;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;60;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;3.7496355950113984;112.48906785034194
87;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;99;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;40.01521815593419;1200.4565446780257
88;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;48;0.0;16.0;992.0;11654.0;6.661338147750939e-16;331.49887995881943;10.452524003792837;313.57572011378505
89;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;69;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;6.08146851129765;182.4440553389295
90;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;46;0.0;16.0;992.0;11654.0;6.661338147750939e-16;331.49887995881943;7.188561241280903;215.65683723842707
91;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;24;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;42.706026644067876;1281.1807993220361
92;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;95;0.0;16.0;1082.0;12090.0;6.661338147750939e-16;331.49887995881943;40.92924839349529;1227.8774518048588
93;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;42;0.0;16.0;992.0;11654.0;6.661338147750939e-16;331.49887995881943;6.374078851374968;191.22236554124902
94;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;37;0.0;16.0;934.0;11514.0;6.661338147750939e-16;331.49887995881943;6.606357162570364;198.1907148771109
95;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;10;0.0;16.0;1113.0;11894.0;6.661338147750939e-16;331.49887995881943;4.570151187805526;137.10453563416576
96;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;67;0.0;16.0;968.0;11500.0;6.661338147750939e-16;331.49887995881943;34.09966272406182;1022.9898817218547
97;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;35;0.0;16.0;934.0;11514.0;6.661338147750939e-16;331.49887995881943;21.239890767880333;637.19672303641
98;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;30;0.0;16.0;934.0;11514.0;6.661338147750939e-16;331.49887995881943;44.74223261883271;1342.2669785649812
99;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;4;0.0;16.0;945.0;11500.0;6.661338147750939e-16;331.49887995881943;1.1975907733061344;35.92772319918403
100;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;27;0.0;8.0;434.0;6838.0;6.661338147750939e-16;239.91166719816425;2.9844317634147917;89.53295290244374
101;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;84;0.0;16.0;733.0;7600.0;6.661338147750939e-16;331.49887995881943;17.016648746145854;510.49946238437565
102;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;65;0.0;16.0;723.0;7575.0;6.661338147750939e-16;331.49887995881943;15.598846067420709;467.9653820226212
103;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;96;0.0;16.0;748.0;7592.0;6.661338147750939e-16;331.49887995881943;5.544513454248552;166.33540362745654
104;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;28;0.0;16.0;681.0;7567.0;6.661338147750939e-16;331.49887995881943;7.339391313485706;220.18173940457118
105;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;54;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;14.241375417577483;427.24126252732447
106;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;15;0.0;16.0;722.0;7575.0;6.661338147750939e-16;331.49887995881943;12.938203593727987;388.1461078118396
107;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;87;0.0;16.0;732.0;7575.0;6.661338147750939e-16;331.49887995881943;25.122256826431958;753.6677047929587
108;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;59;0.0;16.0;634.0;7406.0;6.661338147750939e-16;331.49887995881943;1.2639560050762477;37.91868015228743
109;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;5;0.0;16.0;733.0;7600.0;6.661338147750939e-16;331.49887995881943;21.62601575272463;648.7804725817389
110;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;92;0.0;16.0;733.0;7600.0;6.661338147750939e-16;331.49887995881943;16.983466130260798;509.5039839078239
111;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;0;0.0;16.0;482.0;6914.0;6.661338147750939e-16;388.25975146702586;0.7598006202944108;22.79401860883232
112;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;77;0.0;8.0;434.0;6838.0;6.661338147750939e-16;239.91166719816425;2.9969363657754684;89.90809097326404
113;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;17;0.0;16.0;415.0;6734.0;6.661338147750939e-16;344.1597281360378;0.1772432827349521;5.317298482048563
114;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;12;0.0;16.0;482.0;6914.0;6.661338147750939e-16;388.25975146702586;0.7675274062635065;23.02582218790519
115;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;33;0.0;8.0;552.0;7005.0;6.661338147750939e-16;388.25975146702586;2.310309004759615;69.30927014278845
116;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;25;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;14.214226004580619;426.4267801374185
117;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;19;0.0;16.0;649.0;7400.0;6.661338147750939e-16;331.49887995881943;4.012079920647755;120.36239761943266
118;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;97;0.0;16.0;731.0;7575.0;6.661338147750939e-16;331.49887995881943;18.48875025086473;554.6625075259419
119;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;81;0.0;16.0;681.0;7567.0;6.661338147750939e-16;331.49887995881943;7.321291704821129;219.63875114463386
120;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;8;0.0;16.0;723.0;7575.0;6.661338147750939e-16;331.49887995881943;10.506822829786564;315.20468489359695
121;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;73;0.0;16.0;611.0;7366.0;6.661338147750939e-16;304.82238773305977;1.8174518089699863;54.52355426909959
122;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;89;0.0;16.0;733.0;7600.0;6.661338147750939e-16;331.49887995881943;21.638082158501014;649.1424647550303
123;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;82;0.0;16.0;418.0;6748.0;6.661338147750939e-16;239.91166719816425;0.8211355550177569;24.634066650532706
124;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;34;0.0;16.0;733.0;7600.0;6.661338147750939e-16;331.49887995881943;21.604899542615957;648.1469862784787
125;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;70;0.0;16.0;611.0;7366.0;6.661338147750939e-16;304.82238773305977;1.8305742047026214;54.91722614107864
126;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;29;0.0;16.0;681.0;7567.0;6.661338147750939e-16;331.49887995881943;7.357490922150282;220.72472766450846
127;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;51;0.0;16.0;418.0;6748.0;6.661338147750939e-16;239.91166719816425;0.8253037558046491;24.75911267413947
128;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;57;0.0;16.0;681.0;7567.0;6.661338147750939e-16;331.49887995881943;7.348441117817994;220.4532335345398
129;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;88;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;11.668214385763546;350.0464315729064
130;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;23;0.0;16.0;649.0;7400.0;6.661338147750939e-16;331.49887995881943;4.015096522091851;120.45289566275554
131;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;45;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;14.20517620024833;426.1552860074499
132;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;66;0.0;16.0;748.0;7598.0;6.661338147750939e-16;331.49887995881943;6.4253610759246005;192.76083227773802
133;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;36;0.0;8.0;656.0;7169.0;6.661338147750939e-16;388.25975146702586;7.126672258829269;213.80016776487807
134;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;56;0.0;16.0;748.0;7592.0;6.661338147750939e-16;331.49887995881943;5.55356325858084;166.6068977574252
135;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;26;0.0;16.0;634.0;7406.0;6.661338147750939e-16;331.49887995881943;1.2579228021880555;37.737684065641666
136;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;43;0.0;16.0;723.0;7575.0;6.661338147750939e-16;331.49887995881943;15.601862668864804;468.0558800659441
137;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;52;0.0;16.0;748.0;7592.0;6.661338147750939e-16;331.49887995881943;5.559596461469032;166.78789384407096
138;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;98;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;11.674247588651738;350.2274276595522
139;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;61;0.0;16.0;733.0;7600.0;6.661338147750939e-16;331.49887995881943;17.04983136203091;511.49494086092733
140;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;44;0.0;8.0;656.0;7169.0;6.661338147750939e-16;388.25975146702586;7.10091630559895;213.0274891679685
141;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;68;0.0;16.0;415.0;6734.0;6.661338147750939e-16;344.1597281360378;0.1772432827349521;5.317298482048563
142;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;41;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;11.686313994428124;350.5894198328437
143;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;85;0.0;16.0;415.0;6734.0;6.661338147750939e-16;344.1597281360378;0.1772432827349521;5.317298482048563
144;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;79;0.0;16.0;723.0;7575.0;6.661338147750939e-16;331.49887995881943;15.616945676085285;468.50837028255853
145;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;71;0.0;16.0;724.0;7588.0;6.661338147750939e-16;331.49887995881943;9.366547483918255;280.99642451754767
146;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;63;0.0;8.0;552.0;7005.0;6.661338147750939e-16;388.25975146702586;2.3180357907287106;69.54107372186132
147;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;20;0.0;16.0;634.0;7406.0;6.661338147750939e-16;331.49887995881943;1.2488729978557673;37.46618993567302
148;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;74;0.0;8.0;552.0;7005.0;6.661338147750939e-16;388.25975146702586;2.3154601954056786;69.46380586217036
149;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;72;0.0;16.0;748.0;7598.0;6.661338147750939e-16;331.49887995881943;6.4253610759246005;192.76083227773802
150;Bambu;5SGXEA7N2F45C1-Stratix-V;bellmanford;int8_t;86;0.0;8.0;656.0;7169.0;6.661338147750939e-16;388.25975146702586;7.111218686891078;213.33656060673235
