;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;BugsDelivered;DifficultyLevel;DistinctOperands;DistinctOperators;Effort;ProgramLength;ProgramLevel;ProgramVolume;TimeToImplement;TotalOperators;Total_Operands;VocabularySize;Sloc;DecisionPoint;GlobalVariables;If;Loop;Goto;Assignment;ExitPoint;Function;FunctionCall;PointerDereferencing;CyclomaticComplexity;SyntacticallyReachableFunctions;SemanticallyReachedFunctions;CoverageEstimation;SCALAR_INPUT;RANGE_SCALAR_VALUES;SCALAR_INDEX_INPUT;RANGE_SCALAR_INDEX_VALUES;ARRAY_INPUT;RANGE_ARRAY_INPUT;cInstr;assemblyInstr;clockCycles;CC4CS
78;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;22;7.295466666666667;143.48;230;66;3140222.99;2666;0.01;21886.4;174456.83;1666;1000;296;103;19;13;19;7;3;36;10;10;11;9;29;10;10;100.0;1;3;1;3;1;1;14214;;9924.0;0.698184888138455
79;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;9;2.36016;72.88;139;66;516060.07;922;0.01;7080.48;28670.0;615;307;205;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;937;;583.0;0.6221985058697972
80;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;6;2.37078;73.41;138;66;522138.4;927;0.01;7112.34;29007.69;620;307;204;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;849;;523.0;0.6160188457008245
81;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;76;2.8618266666666665;69.96;175;66;600640.53;1085;0.01;8585.48;33368.92;714;371;241;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;1848;;1205.0;0.6520562770562771
82;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;18;3.027896666666667;71.08;182;66;645640.89;1142;0.01;9083.69;35868.94;750;392;248;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;3530;;2312.0;0.654957507082153
83;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;16;3.01225;69.18;187;66;625130.38;1132;0.01;9036.75;34729.47;740;392;253;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;2061;;1362.0;0.660844250363901
84;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;40;3.343353333333333;75.62;192;66;758523.02;1252;0.01;10030.06;42140.17;812;440;258;103;19;13;19;7;3;36;10;10;11;9;29;10;10;100.0;1;3;1;3;1;1;3405;;2269.0;0.6663729809104258
85;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;2;2.36859;73.95;137;66;525463.64;927;0.01;7105.77;29192.42;620;307;203;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;957;;593.0;0.619644723092999
86;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;60;2.8517533333333334;70.36;174;66;601965.49;1082;0.01;8555.26;33442.53;711;371;240;103;19;13;19;7;3;36;10;10;11;9;29;10;10;100.0;1;3;1;3;1;1;1900;;1243.0;0.6542105263157895
87;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;99;7.398363333333333;142.86;231;66;3170727.18;2702;0.01;22195.09;176151.51;1702;1000;297;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;18014;;13265.0;0.7363717108915289
88;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;48;3.4254000000000002;71.88;202;66;738665.29;1274;0.01;10276.2;41036.96;834;440;268;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;5312;;3465.0;0.6522966867469879
89;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;69;2.876346666666667;71.18;172;66;614216.78;1093;0.01;8629.04;34123.15;722;371;238;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;2800;;2016.0;0.72
90;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;46;3.3810333333333333;70.83;205;66;718428.14;1255;0.01;10143.1;39912.67;815;440;271;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;3583;;2383.0;0.6650851241975998
91;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;24;7.31622;142.86;231;66;3135522.96;2672;0.01;21948.66;174195.72;1672;1000;297;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;20810;;14157.0;0.680297933685728
