inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement
values_1, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_21, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_32, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_22, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_9, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_6, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_76, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_18, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_16, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_40, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_2, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_60, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_99, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_48, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_69, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_46, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_24, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_95, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_42, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_37, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_10, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_67, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_35, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_30, 182, 31, 52, 18, 234, 49, 1313.84, 58830.93, 0.02, 44.78, 3268.38
values_4, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
