,BugsDelivered,ProgramLevel,GlobalVariables,CoverageEstimation,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_2,M_VAL_3,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Max_Freq
10,2.13669,0.01,13,90,1,3,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
11,3.811246667,0.01,13,100,1,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,16,55,3,17,34,19,24,0,30,3,21,7,28,19,4,6,25,15,8,10,13,20,12,0,18,0,10,200.0
12,2.870926667,0.01,13,90,1,3,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,22,11,21,6,11,3,5,6,0,2,9,4,16,7,0,3,1,12,10,8,5,5,2,1,0,6,200.0
13,2.459206667,0.01,13,90,1,3,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,7,2,8,6,0,4,1,1,0,0,7,1,5,5,3,0,2,1,1,1,1,2,1,0,2,0,200.0
14,2.470753333,0.01,13,90,1,3,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,10,1,6,3,1,3,2,0,0,0,7,5,5,8,0,0,0,0,1,1,1,1,1,0,1,0,200.0
15,4.987316667,0.01,13,90,1,3,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,0,61,0,5,14,28,11,0,74,0,14,28,8,38,2,0,46,0,27,17,15,21,0,0,68,4,18,200.0
16,2.57334,0.01,13,90,1,3,1,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,6,6,4,2,4,1,2,0,0,0,4,1,5,5,1,1,1,2,1,1,3,3,2,1,1,0,219.731927
17,2.46347,0.01,13,90,1,3,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,2,5,0,9,6,1,1,1,1,1,1,3,1,3,4,0,3,1,0,3,2,1,3,1,2,2,0,200.0
18,2.134716667,0.01,13,90,1,3,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
19,6.652046667,0.01,13,90,1,3,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,72,4,27,12,24,5,0,54,0,21,16,34,19,18,0,42,3,14,16,23,23,31,0,45,0,14,200.0
20,3.780423333,0.01,13,100,1,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,0,48,14,22,25,16,0,0,34,0,7,16,15,27,27,0,29,5,16,14,6,28,5,4,20,0,4,200.0
21,2.86663,0.01,13,90,1,3,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,20,6,7,9,3,0,3,10,0,3,16,6,12,7,0,2,5,9,10,3,5,6,1,0,4,1,200.0
22,6.55427,0.01,13,90,1,3,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,24,63,0,6,0,39,28,0,73,0,15,36,27,22,20,0,68,0,37,16,18,36,0,0,50,0,11,200.0
23,6.547246667,0.01,13,90,1,3,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,22,11,57,0,28,13,33,7,8,84,0,46,15,18,30,31,4,72,0,26,23,24,29,34,0,53,0,37,200.0
24,5.036096667,0.01,13,90,1,3,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,11,0,79,0,32,13,29,0,6,62,2,10,10,21,17,2,0,38,25,23,14,24,26,22,0,43,0,23,200.0
25,2.865186667,0.01,13,100,1,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,1,22,3,7,8,9,0,0,10,0,4,13,4,16,8,1,0,3,16,7,3,7,12,2,0,0,4,200.0
26,2.603633333,0.01,13,90,1,3,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,5,0,8,5,5,1,0,0,0,0,4,2,4,4,0,1,1,2,0,1,3,2,2,0,0,0,219.731927
27,2.575446667,0.01,13,90,1,3,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,1,7,1,7,6,4,2,4,2,1,0,5,2,7,5,1,1,0,2,3,2,3,3,1,1,2,0,219.731927
28,2.580153333,0.01,13,90,1,3,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,10,5,8,6,3,0,2,0,2,0,7,4,5,5,0,2,1,1,3,2,3,3,2,0,2,0,219.731927
29,6.615263333,0.01,13,100,1,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,20,74,11,36,40,10,22,0,55,26,31,26,20,27,9,18,63,11,27,6,48,28,5,0,70,4,29,200.0
30,2.582096667,0.01,13,90,1,3,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,1,10,1,13,6,0,5,1,0,1,0,6,5,9,4,1,3,2,2,2,2,3,2,2,0,0,0,219.731927
31,2.58636,0.01,13,90,1,3,1,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,1,9,0,11,10,3,0,3,2,1,0,9,4,7,10,1,1,0,1,7,4,1,4,1,0,0,0,219.731927
32,2.353623333,0.01,13,90,1,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,2,3,2,0,3,1,0,1,0,0,2,1,3,0,0,0,0,0,0,1,1,0,0,0,0,200.0
33,5.037333333,0.01,13,100,1,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,0,59,6,39,27,30,0,0,51,7,18,0,41,6,29,3,79,8,29,32,22,23,17,9,52,0,17,200.0
34,2.59814,0.01,13,90,1,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,0,5,2,12,7,2,2,4,0,0,0,6,5,7,6,1,2,1,4,0,1,6,4,1,0,1,0,219.731927
35,2.56266,0.01,13,90,1,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,11,0,9,5,2,3,2,1,2,0,8,2,8,7,0,0,4,1,2,3,2,3,2,0,1,0,219.731927
36,2.56956,0.01,13,90,1,3,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,1,16,2,7,4,2,4,3,1,0,0,4,1,8,7,0,2,1,2,3,2,4,2,1,0,1,0,219.731927
37,2.585583333,0.01,13,90,1,3,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,7,4,15,6,4,1,1,0,1,0,6,4,7,5,1,1,3,2,4,1,3,3,1,0,1,0,219.731927
38,2.13446,0.01,13,90,1,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
39,2.359756667,0.01,13,90,1,3,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,4,3,6,3,0,1,1,0,0,0,1,3,2,4,0,0,0,0,0,0,1,0,1,0,0,0,200.0
40,2.565253333,0.01,13,90,1,3,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,3,14,5,18,7,4,2,1,1,1,0,6,3,8,8,1,2,0,3,2,1,4,3,3,0,0,0,219.731927
41,2.374723333,0.01,13,90,1,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1,0,1,1,0,0,2,1,0,1,0,2,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,200.0
42,2.592043333,0.01,13,90,1,3,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,8,5,4,9,7,2,1,1,1,4,9,8,13,6,0,1,3,5,6,4,2,2,2,0,2,0,219.731927
43,6.598836667,0.01,13,90,1,3,1,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,5,53,0,12,30,10,29,2,63,0,51,16,20,12,33,0,55,4,32,0,25,10,13,14,59,4,26,200.0
44,2.854386667,0.01,13,90,1,3,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,2,20,5,13,9,3,0,2,7,1,3,11,5,8,8,0,3,2,9,5,7,9,6,2,0,0,4,200.0
45,2.843363333,0.01,13,90,1,3,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,30,0,25,7,5,0,0,2,3,8,7,5,16,9,1,6,0,12,7,0,11,3,2,1,1,5,200.0
46,2.36873,0.01,13,90,1,3,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,2,0,2,2,0,2,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,200.0
47,2.573036667,0.01,13,90,1,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,4,0,6,6,6,3,1,2,0,1,9,4,6,4,0,2,0,4,2,3,3,2,2,0,1,0,219.731927
48,2.853916667,0.01,13,90,1,3,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,20,2,14,9,8,0,4,16,0,0,12,11,8,6,0,11,9,5,14,3,8,4,3,6,0,2,200.0
49,2.84038,0.01,13,90,1,3,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,21,4,9,10,6,0,6,13,3,10,9,2,9,8,0,6,3,7,7,7,5,4,0,2,0,2,200.0
50,6.597663333,0.01,13,100,1,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,0,68,0,9,18,31,4,1,49,0,30,30,21,17,6,0,57,0,23,27,26,8,15,0,61,0,19,200.0
51,2.86493,0.01,13,90,1,3,1,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,22,3,16,7,4,4,1,11,0,2,10,5,7,8,1,1,2,18,6,3,12,7,2,0,0,5,200.0
52,2.587746667,0.01,13,90,1,3,1,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,11,7,6,6,1,0,1,0,0,0,4,4,5,6,0,1,0,4,2,3,4,2,1,0,0,0,219.731927
53,2.471673333,0.01,13,90,1,3,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,1,3,3,7,3,0,1,1,0,0,2,7,3,3,4,1,1,0,1,0,1,2,2,1,0,0,0,200.0
54,2.5963,0.01,13,90,1,3,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,8,5,3,8,7,3,2,2,2,0,1,6,4,8,5,0,1,0,2,3,2,3,2,1,0,0,0,219.731927
55,2.132213333,0.01,13,90,1,3,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
56,2.364463333,0.01,13,90,1,3,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,1,2,7,1,0,1,1,0,1,0,1,3,1,4,0,0,0,0,0,0,0,1,0,0,0,0,200.0
57,2.477686667,0.01,13,90,1,3,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,1,5,6,1,1,2,0,1,0,3,2,5,3,2,0,0,0,0,1,2,3,0,0,0,0,200.0
58,2.614546667,0.01,13,90,1,3,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,8,3,7,6,1,3,2,0,0,1,9,4,4,9,0,4,0,1,2,1,4,2,1,0,0,0,219.731927
59,2.357993333,0.01,13,90,1,3,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1,3,2,3,4,0,1,1,0,2,0,0,3,2,4,0,0,0,0,0,0,1,1,0,0,0,0,200.0
60,6.618003333,0.01,13,100,1,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,54,0,17,31,29,17,0,31,0,30,28,28,22,8,0,70,0,34,42,16,18,18,0,95,1,31,200.0
61,5.069823333,0.01,13,90,1,3,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,69,10,22,50,32,5,20,68,0,39,10,24,25,20,0,56,0,17,33,25,16,10,0,43,0,16,200.0
62,2.131953333,0.01,13,90,1,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
63,2.582986667,0.01,13,90,1,3,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,15,8,6,7,2,1,3,0,0,2,4,7,5,8,0,2,0,1,1,2,5,4,2,0,0,0,219.731927
64,2.134183333,0.01,13,90,1,3,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
65,3.81346,0.01,13,90,1,3,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,0,50,18,23,29,28,2,0,38,6,8,11,19,18,16,0,36,12,31,20,15,22,2,0,31,4,19,200.0
66,5.056163333,0.01,13,90,1,3,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,54,0,13,49,18,8,10,64,0,39,22,44,10,17,8,49,17,23,11,29,27,16,0,61,0,36,200.0
67,2.134183333,0.01,13,90,1,3,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
68,5.023666667,0.01,13,100,1,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,0,50,0,21,35,29,0,0,66,0,26,27,13,16,17,0,42,5,23,18,24,26,16,5,52,0,8,200.0
69,2.580393333,0.01,13,90,1,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,14,3,7,2,3,2,1,1,0,0,6,2,6,4,1,0,0,0,2,2,2,2,1,0,0,0,219.731927
70,2.887273333,0.01,13,90,1,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,18,0,24,19,6,0,3,3,0,0,17,7,8,6,0,7,16,6,9,5,9,5,1,1,1,3,200.0
71,2.58798,0.01,13,90,1,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,13,0,14,5,5,3,5,2,0,0,9,7,8,4,1,1,1,1,3,2,2,3,1,0,2,0,219.731927
72,3.82227,0.01,13,90,1,3,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,9,39,0,11,20,20,14,0,40,6,12,23,20,17,6,0,45,7,10,13,23,16,0,0,22,3,18,200.0
73,2.46909,0.01,13,90,1,3,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,2,0,4,2,1,5,2,1,2,0,2,2,7,5,1,1,0,1,2,1,2,2,1,0,0,0,200.0
74,6.53631,0.01,13,90,1,3,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,0,89,0,28,11,40,24,0,53,0,20,26,25,4,27,3,64,6,11,32,17,34,11,0,43,6,22,200.0
75,3.811006667,0.01,13,90,1,3,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,59,3,19,11,5,16,0,31,0,12,15,25,20,10,0,40,4,23,13,18,18,6,0,30,6,11,200.0
76,2.61194,0.01,13,90,1,3,1,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,15,4,14,6,1,2,2,0,0,1,7,7,9,5,0,0,0,1,2,1,1,2,2,0,0,0,219.731927
77,5.06797,0.01,13,90,1,3,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,0,63,0,21,21,22,0,10,53,0,24,12,37,34,29,0,38,9,49,29,3,21,13,9,47,5,40,200.0
78,2.6029,0.01,13,90,1,3,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,7,6,6,5,3,2,2,0,1,0,6,6,7,5,0,0,0,2,1,2,3,3,1,0,0,0,219.731927
79,3.752343333,0.01,13,90,1,3,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,28,0,19,26,19,0,0,31,0,8,22,16,21,16,0,30,0,23,17,12,20,11,5,31,0,12,200.0
80,3.781533333,0.01,13,100,1,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,0,35,0,22,17,9,0,0,34,0,23,7,11,21,13,0,29,0,25,15,2,30,14,0,28,9,18,200.0
81,2.86974,0.01,13,90,1,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,0,19,6,10,6,7,0,3,6,0,6,13,7,8,6,0,3,7,7,5,3,4,4,1,0,0,0,200.0
82,2.46909,0.01,13,90,1,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,8,4,5,3,1,1,2,1,0,2,2,3,4,3,1,0,0,0,0,1,2,2,0,0,0,0,200.0
83,2.459636667,0.01,13,90,1,3,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,2,5,2,5,4,3,1,2,0,0,1,7,4,4,7,1,2,1,2,0,1,3,1,2,0,1,0,200.0
84,2.58066,0.01,13,90,1,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,2,14,0,5,8,3,4,2,1,0,2,5,2,8,9,0,2,1,3,3,2,2,5,1,0,1,0,219.731927
85,3.7982,0.01,13,90,1,3,1,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,4,46,0,18,20,22,2,0,42,0,13,12,26,10,27,5,30,9,17,6,18,19,0,0,50,15,28,200.0
86,2.362316667,0.01,13,90,1,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,1,0,2,1,0,1,0,2,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,200.0
87,2.129166667,0.01,13,90,1,3,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
88,2.590586667,0.01,13,90,1,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,4,11,5,9,6,4,2,2,0,0,0,11,8,4,7,0,0,1,3,6,2,3,3,1,0,2,0,219.731927
