,BugsDelivered,DistinctOperands,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,VocabularySize,DecisionPoint,GlobalVariables,If,PointerDereferencing,SyntacticallyReachableFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,cInstr,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Area
30,1.126486667,90,121397.69,472,0.03,3379.46,6744.32,350,143,3,6,3,5,2,100,0,0,1,3,1,18.0,1.126486667,2,0,0,-49,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
31,1.306293333,112,135376.43,532,0.03,3918.88,7520.91,386,165,3,6,3,5,2,100,0,0,1,3,1,645.0,1.306293333,26,0,0,42,62,-88,-27,91,-68,-82,78,-63,-45,77,-86,-110,41,84,122,50,89,-23,-45,-68,-48,117,-57,9,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
32,1.18866,99,125043.44,492,0.03,3565.98,6946.86,361,152,3,6,3,5,2,100,0,0,1,3,1,168.0,1.18866,11,0,0,120,-68,101,8,32,-110,112,-43,51,-73,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
33,1.22239,102,129573.22,504,0.03,3667.17,7198.51,368,155,3,6,3,5,2,100,0,0,1,3,1,252.0,1.22239,16,0,0,-88,25,52,3,-9,-8,-25,32,114,78,13,55,-13,65,75,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
34,1.29513,108,137283.64,530,0.03,3885.39,7626.87,386,161,3,6,3,5,2,100,0,0,1,3,1,453.0,1.29513,24,0,0,-32,-110,-50,-27,98,-45,2,-113,-38,-43,-113,31,-105,5,-93,-45,-32,-68,30,-81,-15,42,98,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
35,1.311206667,112,136816.08,534,0.03,3933.62,7600.89,387,165,3,6,3,5,2,100,0,0,1,3,1,753.0,1.311206667,27,0,0,102,-59,33,-91,111,19,-40,-11,10,-25,112,-120,27,-8,27,-52,77,-86,109,-66,-112,-95,-44,24,61,20,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
36,1.242516667,104,131073.6,511,0.03,3727.55,7281.87,373,157,3,6,3,5,2,100,0,0,1,3,1,324.0,1.242516667,18,0,0,-1,-14,4,79,-72,103,-99,-42,-55,117,69,95,101,-13,-113,34,119,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
37,1.31366,112,138004.76,535,0.03,3940.98,7666.93,387,165,3,6,3,5,2,100,0,0,1,3,1,834.0,1.31366,28,0,0,-9,126,-41,-3,84,1,87,35,57,58,-110,117,85,53,-10,-95,-57,73,-16,-26,67,-72,34,-69,87,-53,-40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
38,1.143183333,93,122154.54,477,0.03,3429.55,6786.36,352,146,3,6,3,5,2,100,0,0,1,3,1,42.0,1.143183333,5,0,0,29,59,-105,80,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
39,1.311206667,112,136816.08,534,0.03,3933.62,7600.89,387,165,3,6,3,5,2,100,0,0,1,3,1,741.0,1.311206667,27,0,0,103,100,-31,-92,-97,52,-112,2,102,-48,103,-1,-49,101,41,-54,-108,-123,20,-46,35,80,107,-84,-17,-113,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
40,1.240086667,104,130817.1,510,0.03,3720.26,7267.62,372,157,3,6,3,5,2,100,0,0,1,3,1,399.0,1.240086667,18,0,0,44,5,106,70,70,122,-30,-48,65,-86,-114,57,-90,69,-36,-115,90,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
41,1.269133333,107,132956.63,520,0.03,3807.4,7386.48,379,160,3,6,3,5,2,100,0,0,1,3,1,414.0,1.269133333,21,0,0,108,18,-60,-6,-93,-80,101,-53,-74,-62,-108,5,107,80,-46,7,-86,59,-44,-9,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
42,1.207146667,100,128597.21,499,0.03,3621.44,7144.29,365,153,3,6,3,5,2,100,0,0,1,3,1,234.0,1.207146667,14,0,0,20,88,-63,42,-6,20,-33,19,102,-110,71,-72,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
43,1.159146667,94,123523.17,483,0.03,3477.44,6862.4,357,147,3,6,3,5,2,100,0,0,1,3,1,66.0,1.159146667,6,0,0,110,-54,-70,-51,-81,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
44,1.137626667,91,123238.88,476,0.03,3412.88,6846.6,352,144,3,6,3,5,2,100,0,0,1,3,1,33.0,1.137626667,4,0,0,20,-69,-5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
45,1.19505,100,125408.53,494,0.03,3585.15,6967.14,362,153,3,6,3,5,2,100,0,0,1,3,1,147.0,1.19505,12,0,0,-32,57,69,-117,120,123,-44,124,-115,41,125,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
46,1.241793333,102,133565.68,512,0.03,3725.38,7420.32,374,155,3,6,3,5,2,100,0,0,1,3,1,285.0,1.241793333,18,0,0,-12,-61,-117,-4,-109,106,-28,59,109,35,47,-2,-2,71,-44,-39,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
47,1.180706667,97,124832.38,490,0.03,3542.12,6935.13,361,150,3,6,3,5,2,100,0,0,1,3,1,105.0,1.180706667,9,0,0,-83,-122,87,106,-26,-23,110,-31,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
48,1.20871,101,126537.45,499,0.03,3626.13,7029.86,366,154,3,6,3,5,2,100,0,0,1,3,1,162.0,1.20871,13,0,0,-81,-56,-124,-3,122,-113,57,94,-51,-87,111,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
49,1.147976667,93,122666.72,479,0.03,3443.93,6814.82,354,146,3,6,3,5,2,100,0,0,1,3,1,51.0,1.147976667,5,0,0,-19,31,-102,120,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
50,1.304453333,114,134633.43,530,0.03,3913.36,7479.63,382,167,3,6,3,5,2,100,0,0,1,3,1,633.0,1.304453333,28,0,0,-118,2,68,33,-115,-49,43,79,74,105,56,92,-13,-80,77,117,51,96,109,94,-70,47,-57,6,-115,105,122,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
51,1.180706667,97,125800.08,490,0.03,3542.12,6988.89,360,150,3,6,3,5,2,100,0,0,1,3,1,105.0,1.180706667,10,0,0,-75,-62,0,40,-117,122,25,-82,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
52,1.16793,95,125103.9,486,0.03,3503.79,6950.22,358,148,3,6,3,5,2,100,0,0,1,3,1,99.0,1.16793,8,0,0,-3,123,64,-26,-87,76,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
53,1.223946667,103,127534.15,504,0.03,3671.84,7085.23,369,156,3,6,3,5,2,100,0,0,1,3,1,216.0,1.223946667,15,0,0,40,-103,-119,-22,30,-62,-52,108,-25,-79,12,82,-57,43,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
54,1.235223333,104,129359.86,508,0.03,3705.67,7186.66,371,157,3,6,3,5,2,100,0,0,1,3,1,318.0,1.235223333,17,0,0,-101,79,-119,33,108,123,42,78,-73,79,-76,-19,-93,-36,-48,11,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
55,1.18951,98,125444.88,493,0.03,3568.53,6969.16,363,151,3,6,3,5,2,100,0,0,1,3,1,120.0,1.18951,10,0,0,-99,-32,-45,60,-33,75,-82,-26,86,-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
56,1.29277,105,141927.59,531,0.03,3878.31,7884.87,386,158,3,6,3,5,2,100,0,0,1,3,1,513.0,1.29277,25,0,0,-74,-27,-94,94,-80,76,-121,-126,-52,72,-12,-27,87,38,-71,-91,-27,121,-46,-38,21,0,91,-46,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
57,1.154346667,94,123011.69,481,0.03,3463.04,6833.98,355,147,3,6,3,5,2,100,0,0,1,3,1,60.0,1.154346667,6,0,0,-113,34,-124,16,-103,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
58,1.135236667,91,121988.2,475,0.03,3405.71,6777.12,352,144,3,6,3,5,2,100,0,0,1,3,1,21.0,1.135236667,3,0,0,-115,-78,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
59,1.159146667,94,124503.51,483,0.03,3477.44,6916.86,356,147,3,6,3,5,2,100,0,0,1,3,1,78.0,1.159146667,7,0,0,0,34,-95,104,-124,66,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
60,1.147976667,93,122666.72,479,0.03,3443.93,6814.82,354,146,3,6,3,5,2,100,0,0,1,3,1,57.0,1.147976667,5,0,0,56,48,-96,-44,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
61,1.294016667,112,133185.57,527,0.03,3882.05,7399.2,382,165,3,6,3,5,2,100,0,0,1,3,1,507.0,1.294016667,25,0,0,-20,55,-64,-99,-80,-8,-11,-91,106,-123,56,34,93,101,110,107,-39,108,72,122,53,-70,34,14,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
62,1.140016667,91,123497.78,477,0.03,3420.05,6860.99,353,144,3,6,3,5,2,100,0,0,1,3,1,42.0,1.140016667,4,0,0,-106,47,-115,-125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216
