,ProgramLevel,TimeToImplement,CoverageEstimation,RANGE_SCALAR_VALUES,SV_VAL_1,V_VAL_1,V_VAL_2,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,clockCycles
37,0.01,126814.02,100,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,25,19,0,45,2,23,40,26,27,17,0,43,0,16,31,26,21,0,0,58,0,13,18,19,20,18,12,66,0,10,11639
38,0.01,174978.04,90,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,0,11,0,59,8,29,20,27,12,4,4,86,0,22,19,39,16,21,0,60,0,37,16,18,35,1,0,33,7,27,18087
39,0.01,33051.36,90,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,20,17,0,22,3,13,11,14,11,1,0,5,0,4,11,6,10,10,2,2,2,10,4,4,10,7,0,2,1,2,1744
40,0.01,40695.95,90,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,23,11,3,45,0,12,24,13,20,0,0,20,1,3,10,11,13,14,7,23,7,11,21,13,9,12,0,11,1,11,12567
41,0.01,33689.79,90,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,15,1,0,21,11,19,8,5,18,0,0,6,0,0,10,7,11,7,0,4,7,11,8,7,6,6,1,0,1,0,2007
42,0.01,40951.75,90,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,20,19,5,0,24,13,27,14,13,24,0,0,24,0,12,9,11,13,7,3,11,4,13,7,2,12,3,2,7,4,12,9845
43,0.01,30348.8,90,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,13,4,1,5,3,6,5,1,6,2,1,1,2,0,10,4,5,8,0,1,0,5,1,2,3,5,1,0,0,0,646
44,0.01,34124.44,90,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,25,8,0,23,0,15,5,0,14,0,4,2,0,5,14,8,15,10,0,7,4,12,8,2,5,5,1,5,3,2,8470
45,0.01,32134.09,90,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,12,0,0,19,0,13,7,7,15,0,0,13,3,5,8,5,13,7,0,3,2,11,13,2,7,4,4,6,0,3,1653
46,0.01,32312.44,90,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,21,7,0,18,3,13,8,3,15,0,3,4,0,8,11,3,11,5,0,11,2,9,8,1,7,6,0,0,0,4,2208
47,0.01,175564.77,100,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,23,0,0,60,0,26,4,46,21,24,0,56,0,47,19,10,17,0,0,51,14,13,13,30,1,21,0,67,0,14,16505
48,0.01,33672.34,90,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,20,7,3,17,3,16,5,8,12,1,3,2,0,5,9,1,7,8,0,7,7,8,10,5,5,5,2,0,5,0,1744
49,0.01,34604.35,100,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,16,12,1,17,1,15,12,4,12,3,0,9,0,8,9,4,14,13,0,3,1,8,4,9,6,6,3,1,0,3,1441
50,0.01,30655.66,90,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,19,2,0,3,0,10,8,0,8,5,2,0,0,0,9,4,5,4,0,0,0,3,3,0,2,2,2,0,1,0,1104
51,0.01,32811.63,90,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,15,0,0,18,0,10,6,5,12,1,1,1,1,9,15,6,9,11,3,7,2,6,5,3,6,5,1,2,2,2,2122
52,0.01,128293.47,90,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,25,1,0,56,2,19,18,40,38,22,0,61,0,42,23,8,13,6,0,63,0,35,13,29,14,17,0,50,0,21,14715
53,0.01,35158.98,90,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,9,9,0,38,3,14,13,10,15,0,0,11,0,6,10,8,10,13,0,9,4,16,10,5,7,5,2,5,3,3,8690
54,0.01,40489.37,90,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,10,11,0,46,15,22,15,16,20,3,0,26,0,9,6,17,24,20,0,21,0,21,9,11,13,2,7,13,2,12,3278
55,0.01,173547.27,90,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,14,10,0,76,0,16,31,7,17,32,0,48,0,27,2,63,23,21,1,48,0,36,16,27,18,12,0,67,0,25,19892
56,0.01,33112.56,90,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,16,5,8,30,10,6,7,4,17,0,0,4,0,1,11,4,9,12,0,5,0,9,4,6,10,6,2,2,1,2,752
57,0.01,34158.78,90,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,10,8,0,26,7,16,22,5,18,3,1,29,2,13,17,3,21,8,0,10,8,9,11,7,8,6,1,2,1,7,1848
58,0.01,41377.17,90,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,16,21,0,36,0,23,18,8,30,0,0,28,0,9,7,8,6,14,2,25,10,15,10,13,15,4,0,18,0,8,3817
59,0.01,33553.45,100,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,18,12,0,23,8,6,8,8,11,1,3,5,1,9,7,5,5,6,0,13,7,8,5,5,10,4,0,0,0,1,1186
60,0.01,30226.82,100,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,8,0,12,4,10,9,3,9,2,3,0,1,0,7,2,5,6,0,2,4,2,5,3,4,5,1,0,1,0,551
61,0.01,60585.39,90,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,18,0,0,54,0,28,8,26,26,11,17,43,0,36,15,4,33,8,0,37,0,21,30,11,15,4,0,52,0,19,7486
62,0.01,174912.84,100,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16,8,0,2,48,0,15,0,56,4,1,0,59,0,26,18,0,17,4,13,76,0,37,17,28,28,18,0,58,0,9,13445
63,0.01,125511.6,90,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,12,8,0,52,0,42,34,18,8,10,0,74,0,30,24,18,15,20,0,65,0,35,18,33,32,35,0,49,0,22,13544
64,0.01,174782.46,90,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,14,34,0,63,0,19,33,23,20,0,0,64,0,29,28,22,7,4,0,83,0,38,29,9,18,10,0,70,0,12,17380
65,0.01,28670.0,90,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,2,0,2,0,2,2,0,3,2,1,0,1,0,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,585
66,0.01,59874.47,90,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,7,7,22,63,18,36,22,33,31,0,0,59,0,19,22,17,32,19,0,33,3,20,20,24,23,7,0,40,0,13,3697
67,0.01,174653.15,90,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,30,12,0,60,0,25,42,7,28,3,0,76,0,11,4,44,20,0,0,77,0,33,10,23,14,33,6,73,0,15,13063
68,0.01,60867.71,90,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31,31,15,1,56,0,25,28,13,25,17,0,44,0,19,17,29,29,21,0,55,0,38,10,12,14,2,0,34,6,14,12834
69,0.01,126063.79,90,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,11,22,16,6,58,0,14,2,27,25,26,0,78,2,25,16,17,14,9,24,46,0,34,24,7,43,14,0,65,1,34,14265
70,0.01,34014.03,90,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,20,0,3,19,0,9,9,8,17,1,0,5,0,4,8,6,9,6,0,6,5,12,10,4,10,7,2,5,2,1,2010
71,0.01,125898.13,100,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,7,18,24,62,0,32,24,16,16,0,0,53,15,32,23,32,11,7,17,57,0,30,23,29,25,0,6,64,2,29,9330
72,0.01,29007.69,90,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,1,1,0,2,2,0,1,2,1,0,1,0,0,2,2,4,0,0,0,0,0,0,1,1,0,0,0,0,638
73,0.01,36456.35,90,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,22,10,0,21,0,23,10,4,16,2,2,10,2,7,7,5,17,5,0,13,2,8,5,2,9,8,0,2,0,7,2115
74,0.01,29676.8,90,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,13,7,1,21,6,10,8,1,5,1,2,0,3,0,6,3,8,7,0,1,0,0,2,1,3,3,1,1,3,0,648
75,0.01,28305.83,90,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,3,2,0,4,1,1,2,2,1,0,1,0,2,2,1,2,1,2,1,0,0,0,0,0,1,0,0,0,714
76,0.01,174976.18,90,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,6,2,27,89,0,29,19,9,33,9,0,39,0,10,47,21,17,15,0,42,2,23,17,20,11,0,0,57,0,18,16004
77,0.01,61100.77,100,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,21,21,2,55,0,16,15,13,26,0,0,32,14,17,20,13,25,12,0,46,9,20,24,14,19,9,9,24,11,18,2663
78,0.01,174456.83,100,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,24,14,0,68,15,23,24,29,25,19,0,52,0,32,18,33,13,14,12,61,0,26,20,23,42,19,0,61,0,32,9924
79,0.01,28670.0,90,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,4,1,0,1,5,0,0,2,2,1,0,1,0,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,583
80,0.01,29007.69,90,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,8,5,0,0,1,2,1,0,2,1,1,0,0,0,1,2,2,4,0,0,0,0,0,1,1,1,0,0,0,0,523
81,0.01,33368.92,90,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,25,10,0,14,0,1,8,3,9,5,3,5,0,2,8,6,10,7,0,5,3,4,7,3,10,3,0,4,3,2,1205
82,0.01,35868.94,90,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,23,2,0,31,0,21,14,2,24,0,7,9,0,1,14,7,18,12,0,16,5,15,11,6,9,6,1,1,0,10,2312
83,0.01,34729.47,90,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,12,8,0,23,3,12,11,13,23,0,0,22,0,12,9,5,11,13,2,15,3,11,6,7,8,3,2,0,0,7,1362
84,0.01,42140.17,100,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,22,2,3,29,0,19,21,6,22,0,0,27,0,14,10,11,24,7,0,19,3,20,17,10,22,9,0,15,1,6,2269
85,0.01,29192.42,90,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,8,4,2,0,0,1,0,0,3,1,1,1,1,0,3,1,2,4,0,1,2,0,1,0,0,0,1,0,0,0,593
86,0.01,33442.53,100,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,21,3,2,20,3,10,10,5,10,3,1,2,0,11,9,2,11,10,2,6,4,9,5,2,5,4,2,2,2,7,1243
87,0.01,176151.51,90,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,5,2,52,0,33,21,17,14,15,0,46,0,12,0,44,15,28,17,75,7,27,34,16,15,29,0,38,0,29,13265
88,0.01,41036.96,90,1,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,10,10,7,42,7,13,16,5,20,0,11,30,1,9,17,7,14,21,0,8,11,18,9,9,11,9,0,19,5,6,3465
89,0.01,34123.15,90,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,18,0,0,22,10,10,10,9,5,0,0,11,0,5,11,3,13,9,0,4,10,8,9,7,5,6,2,2,0,0,2016
90,0.01,39912.67,90,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25,7,0,39,2,29,23,12,13,0,1,19,0,9,4,17,14,17,0,31,7,11,16,11,11,2,0,12,0,7,2383
91,0.01,174195.72,90,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,4,17,0,54,5,25,42,44,21,9,1,73,0,22,36,30,18,3,0,68,15,55,13,28,30,0,0,44,0,22,14157
92,0.01,175760.35,90,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,14,30,0,0,60,0,16,40,25,17,4,0,51,2,35,30,4,28,23,0,56,0,14,34,4,30,3,1,71,20,36,13568
