,Effort,ProgramLength,ProgramLevel,TimeToImplement,CoverageEstimation,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Max_Freq
12,1208197.47,1659,0.01,67122.08,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,13,0,57,4,11,15,13,17,0,45,1,20,24,15,28,22,0,48,0,29,25,10,20,26,2,44,1,17,290.7822041
13,1510642.79,1861,0.01,83924.6,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,14,3,71,0,13,24,16,33,0,47,0,29,19,19,16,0,0,43,10,13,26,15,14,0,0,48,1,19,290.7822041
14,1482121.59,1840,0.01,82340.09,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,12,0,63,0,29,18,2,36,0,76,0,18,2,0,19,27,0,57,0,18,16,10,22,4,0,59,0,9,290.7822041
15,607731.62,1076,0.01,33762.87,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,14,0,15,4,15,10,7,14,4,15,2,2,7,6,10,14,0,12,4,12,6,2,8,6,2,3,2,5,290.7822041
16,501352.32,851,0.01,27852.91,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.7822041
17,1482121.59,1840,0.01,82340.09,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,24,1,60,0,18,50,16,25,0,45,0,25,27,37,26,15,0,74,11,29,31,19,8,14,15,47,0,17,290.7822041
18,510942.27,887,0.01,28385.68,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,1,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,290.7822041
19,612250.07,1084,0.01,34013.89,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,5,0,18,1,9,13,4,16,1,9,0,4,12,2,12,9,1,1,6,11,9,4,8,9,3,1,4,6,290.7822041
20,522629.43,922,0.01,29034.97,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,4,0,7,2,0,4,1,0,1,0,2,2,4,3,1,0,0,0,0,1,0,1,1,0,0,0,290.7822041
21,1205291.37,1668,0.01,66960.63,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,46,1,0,53,0,26,25,22,18,0,52,0,16,21,21,28,10,0,35,0,37,21,6,24,28,0,49,0,21,290.7822041
22,590212.87,1082,0.01,32789.6,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,1,16,4,20,16,8,14,0,3,0,0,10,5,8,7,0,6,3,8,7,7,5,5,1,2,2,4,290.7822041
23,595475.25,1081,0.01,33081.96,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,0,20,4,8,11,6,11,2,10,0,2,13,4,11,9,0,6,6,7,11,4,5,4,1,1,0,2,290.7822041
24,579400.45,1088,0.01,32188.91,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,4,12,4,15,6,5,15,3,6,0,5,11,3,12,12,0,2,3,15,10,3,6,6,2,0,1,3,290.7822041
25,1187111.4,1662,0.01,65950.63,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,0,10,54,2,12,28,20,12,2,48,0,21,23,27,27,21,0,44,2,26,13,39,39,1,0,24,0,13,290.7822041
26,505108.99,851,0.01,28061.61,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.7822041
27,639553.43,1142,0.01,35530.75,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,4,4,32,0,22,11,10,25,1,22,0,1,14,6,16,11,0,7,5,14,9,4,17,5,4,1,3,6,290.7822041
28,648431.12,1136,0.01,36023.95,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,9,0,28,10,22,12,21,13,6,12,0,0,9,6,11,12,3,17,6,13,14,13,8,3,0,6,1,9,290.7822041
29,594031.25,1089,0.01,33001.74,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,10,0,15,2,13,8,6,12,2,3,0,3,5,8,8,7,0,4,0,8,7,3,6,6,2,0,1,3,290.7822041
30,508329.48,850,0.01,28240.53,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.7822041
31,1188102.4,1657,0.01,66005.69,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,12,0,61,0,21,17,7,22,0,50,3,10,14,36,12,9,0,48,0,13,23,21,15,17,0,37,0,14,290.7822041
32,2269613.28,2292,0.01,126089.63,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,10,0,54,2,37,31,29,6,0,69,0,33,6,47,9,24,21,59,0,30,38,29,63,19,0,55,0,31,290.7822041
33,572385.05,1085,0.02,31799.17,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,12,0,15,0,12,7,5,11,2,2,0,8,8,4,10,9,0,1,0,6,3,2,5,8,1,0,0,3,290.7822041
34,643802.54,1155,0.01,35766.81,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,1,0,19,11,22,19,9,15,0,10,0,0,14,13,13,6,0,13,4,14,11,5,11,3,0,3,0,2,290.7822041
35,501941.45,852,0.01,27885.64,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.7822041
36,1206012.66,1656,0.01,67000.7,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,23,0,63,14,40,25,29,36,16,62,0,10,25,15,27,36,0,49,0,33,10,27,24,14,0,45,1,18,290.7822041
37,624447.27,1136,0.01,34691.51,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,1,0,25,7,24,6,5,7,0,7,0,11,6,6,12,6,0,12,2,14,7,4,13,4,1,4,0,4,290.7822041
38,519071.67,895,0.01,28837.32,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,290.7822041
39,2301942.57,2290,0.01,127885.7,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,12,3,54,26,19,54,29,34,21,70,0,47,19,12,19,3,0,67,2,37,13,33,27,41,2,66,0,25,290.7822041
40,1206374.42,1663,0.01,67020.8,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,35,0,53,0,36,18,14,41,7,40,0,23,19,26,35,17,0,56,26,19,19,11,11,2,0,33,0,24,290.7822041
41,2292628.98,2298,0.01,127368.28,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,40,0,0,79,0,33,34,36,27,5,46,0,34,21,27,35,20,0,63,0,10,21,21,13,3,9,74,0,15,290.7822041
42,1178304.12,1656,0.01,65461.34,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,3,0,55,0,30,28,17,34,13,48,0,17,19,21,14,20,3,48,8,21,16,10,14,12,0,42,5,19,290.7822041
43,607220.34,1086,0.01,33734.46,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,0,19,4,16,6,14,13,1,9,0,9,7,4,9,8,0,5,3,7,5,3,6,6,1,2,0,7,290.7822041
44,1180723.08,1634,0.01,65595.73,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,49,6,3,91,0,27,27,12,9,0,55,1,21,2,33,11,26,5,54,9,20,21,17,26,0,0,41,14,29,290.7822041
45,1198394.79,1652,0.01,66577.49,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,18,8,53,0,16,13,15,6,0,57,0,19,14,24,15,19,0,51,0,31,25,6,29,10,3,42,0,29,290.7822041
46,2319778.59,2299,0.01,128876.59,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,3,3,58,0,23,8,23,44,0,51,0,35,23,18,9,25,9,56,0,18,28,9,16,21,0,73,3,31,290.7822041
47,505108.99,851,0.01,28061.61,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.7822041
48,1189104.16,1652,0.01,66061.34,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45,13,0,78,0,13,11,14,13,0,32,0,17,25,14,33,8,0,32,0,4,13,10,16,15,0,38,0,28,290.7822041
49,1177111.67,1648,0.01,65395.09,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,10,0,54,0,24,33,9,20,0,49,0,21,17,14,17,8,0,42,0,23,28,32,29,1,0,32,0,19,290.7822041
50,592940.28,1087,0.01,32941.13,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,9,0,20,4,21,9,3,19,0,5,0,8,16,2,11,8,0,0,3,18,10,6,9,6,1,1,1,2,290.7822041
51,1209307.02,1654,0.01,67183.72,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,11,0,62,0,12,26,10,24,0,33,0,18,23,26,13,26,8,44,0,15,12,20,22,4,0,43,0,25,290.7822041
52,654709.94,1147,0.01,36372.77,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,25,0,7,15,13,21,0,10,0,11,18,0,10,9,4,9,11,16,6,5,9,6,0,3,2,1,290.7822041
53,1468438.73,1837,0.01,81579.93,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,28,20,78,23,29,11,39,36,0,58,0,16,14,21,21,22,6,60,0,33,24,18,36,12,2,50,0,26,290.7822041
54,1192404.52,1663,0.01,66244.7,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,14,0,66,2,21,24,15,17,0,49,0,17,27,24,21,2,1,41,0,24,23,20,23,4,0,38,6,7,290.7822041
55,504727.72,894,0.01,28040.43,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,2,1,1,0,0,0,2,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,290.7822041
56,2293259.68,2290,0.01,127403.32,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,19,0,63,0,24,41,25,17,0,58,0,7,28,31,27,15,0,60,0,27,36,19,38,13,0,65,0,19,290.7822041
57,1499963.99,1855,0.01,83331.33,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,2,0,55,5,21,31,38,31,0,57,0,27,27,29,37,12,0,39,0,22,7,34,23,17,7,55,0,19,290.7822041
58,1167960.25,1654,0.01,64886.68,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,12,18,58,3,12,36,19,27,11,46,3,15,5,23,21,7,2,42,0,26,34,22,30,6,0,44,1,28,290.7822041
59,2342821.18,2313,0.01,130156.73,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,2,0,75,0,32,12,41,17,19,52,14,19,25,41,12,46,0,57,0,27,8,20,35,0,3,73,0,19,290.7822041
60,597489.22,1090,0.01,33193.85,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,0,25,7,14,10,6,7,5,0,0,7,7,6,5,6,0,10,2,6,4,2,9,5,5,1,0,10,290.7822041
61,587352.27,1082,0.01,32630.68,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,9,0,26,0,8,9,5,10,5,3,0,3,16,9,15,7,0,8,9,14,3,1,9,4,2,0,2,6,290.7822041
62,506956.98,892,0.01,28164.28,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,2,1,3,2,1,2,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,290.7822041
63,630982.23,1132,0.01,35054.57,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,12,8,24,0,12,13,13,23,2,10,0,7,9,5,10,10,0,8,3,17,7,7,9,8,7,4,0,5,290.7822041
64,507525.32,893,0.01,28195.85,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,3,1,2,1,1,0,2,0,0,1,0,1,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,290.7822041
65,519795.21,917,0.01,28877.51,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,1,2,0,8,4,0,4,1,0,0,0,1,3,1,3,1,0,0,0,0,1,1,1,1,0,0,0,290.7822041
66,588437.94,1084,0.01,32691.0,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6,1,22,0,14,10,6,10,0,6,0,3,10,7,7,8,0,1,2,8,6,1,4,3,1,3,1,2,290.7822041
67,505856.86,896,0.01,28103.16,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,1,0,0,0,2,0,2,1,0,0,0,1,1,2,3,0,0,0,1,0,0,0,1,0,0,0,0,290.7822041
68,600640.53,1085,0.01,33368.92,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,2,0,21,0,11,10,6,14,4,9,0,7,9,2,13,8,0,3,3,18,8,7,7,6,1,3,0,3,290.7822041
69,633589.54,1142,0.01,35199.42,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,13,0,20,0,24,6,8,15,3,15,0,3,6,11,12,11,5,5,4,11,6,2,9,9,4,1,0,5,290.7822041
70,1198729.98,1646,0.01,66596.11,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,49,21,0,57,10,33,12,21,22,0,46,0,28,31,4,18,0,0,43,3,37,13,33,6,12,0,41,0,20,290.7822041
71,626508.6,1145,0.01,34806.03,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,12,8,26,0,23,11,6,21,3,13,0,8,13,1,19,9,4,7,8,12,7,5,10,6,4,2,1,1,290.7822041
72,517179.5,924,0.01,28732.19,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,9,2,0,3,1,2,0,3,2,0,2,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,290.7822041
73,1477258.19,1841,0.01,82069.9,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,19,0,67,0,30,17,19,27,0,47,0,28,18,44,31,14,0,45,21,26,18,11,23,11,0,57,14,10,290.7822041
74,586142.35,1085,0.01,32563.46,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,6,0,28,0,19,14,8,11,0,4,0,1,19,7,9,9,0,4,7,8,11,3,6,5,2,2,2,1,290.7822041
75,508184.28,925,0.01,28232.46,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,1,0,4,3,1,2,1,0,0,0,2,1,1,1,1,1,2,0,1,1,0,0,1,0,0,0,290.7822041
76,505108.99,851,0.01,28061.61,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.7822041
77,587763.02,1088,0.01,32653.5,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,1,0,19,1,10,10,7,15,0,8,4,8,7,6,8,11,0,1,7,11,13,2,10,3,2,0,0,0,290.7822041
78,505108.99,851,0.01,28061.61,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.7822041
79,515500.35,921,0.01,28638.91,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,2,1,0,5,2,0,3,1,0,0,0,2,1,2,2,1,1,3,0,0,0,0,0,1,0,0,0,290.7822041
80,506536.12,922,0.01,28140.9,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,6,3,1,1,4,0,3,2,1,0,0,2,2,1,3,1,0,0,0,0,0,1,2,1,0,0,0,290.7822041
81,1190543.75,1654,0.01,66141.32,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,24,0,41,0,24,26,20,20,14,58,0,14,22,19,31,24,0,43,0,32,38,19,19,12,1,33,0,19,290.7822041
82,1478094.09,1835,0.01,82116.34,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,65,22,0,68,13,36,28,20,18,3,61,5,34,18,24,39,17,2,47,0,26,20,9,24,23,8,49,0,33,290.7822041
83,1485343.6,1844,0.01,82519.09,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,26,0,76,0,16,28,13,20,0,55,0,7,17,19,38,9,0,56,0,27,20,16,31,17,0,38,0,38,290.7822041
84,1180466.6,1640,0.01,65581.48,90,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,6,3,67,0,29,42,5,19,0,67,0,20,10,34,21,33,5,49,2,33,34,10,29,0,22,37,6,14,290.7822041
