,BugsDelivered,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,VocabularySize,DecisionPoint,GlobalVariables,Goto,ExitPoint,PointerDereferencing,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,cInstr,Bugs_Delivered,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Area
10,1.140016667,91,53,123497.78,477,0.03,3420.05,6860.99,353,144,3,6,0,2,5,2,2,100,0,0,1,3,1,39.0,1.140016667,0,0,-16,22,-69,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
11,1.224813333,102,53,129830.31,505,0.03,3674.44,7212.8,369,155,3,6,0,2,5,2,2,100,0,0,1,3,1,249.0,1.224813333,0,0,12,15,-53,-11,-112,-95,34,92,44,-72,-20,101,-97,16,11,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
12,1.26269,106,53,134476.6,518,0.03,3788.07,7470.92,376,159,3,6,0,2,5,2,2,100,0,0,1,3,1,495.0,1.26269,0,0,21,98,104,-28,-69,69,78,69,97,2,-11,-46,76,-80,122,28,113,-82,-29,112,-46,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
13,1.165526667,95,53,123871.12,485,0.03,3496.58,6881.73,358,148,3,6,0,2,5,2,2,100,0,0,1,3,1,72.0,1.165526667,0,0,-116,37,-108,99,-55,-90,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
14,1.171913333,96,53,124222.64,487,0.03,3515.74,6901.26,359,149,3,6,0,2,5,2,2,100,0,0,1,3,1,81.0,1.171913333,0,0,43,-125,-97,-109,-116,-19,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
15,1.137626667,91,53,123238.88,476,0.03,3412.88,6846.6,352,144,3,6,0,2,5,2,2,100,0,0,1,3,1,36.0,1.137626667,0,0,-45,31,62,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
16,1.264253333,107,53,131505.93,518,0.03,3792.76,7305.89,378,160,3,6,0,2,5,2,2,100,0,0,1,3,1,435.0,1.264253333,0,0,-35,84,-6,-115,2,126,100,-97,-53,122,-20,-43,67,-120,-38,48,-8,5,-9,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
17,1.132846667,91,53,121731.38,474,0.03,3398.54,6762.85,351,144,3,6,0,2,5,2,2,100,0,0,1,3,1,24.0,1.132846667,0,0,-43,48,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
18,1.204726667,100,53,126423.99,498,0.03,3614.18,7023.55,366,153,3,6,0,2,5,2,2,100,0,0,1,3,1,150.0,1.204726667,0,0,44,-107,-70,-53,24,-7,-65,-33,-26,-98,100,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
19,1.207146667,100,53,128597.21,499,0.03,3621.44,7144.29,365,153,3,6,0,2,5,2,2,100,0,0,1,3,1,210.0,1.207146667,0,0,114,70,-86,-45,121,-85,-110,68,78,-117,78,58,86,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
20,1.177446667,98,53,124172.62,488,0.03,3532.34,6898.48,358,151,3,6,0,2,5,2,2,100,0,0,1,3,1,132.0,1.177446667,0,0,35,22,97,39,2,58,80,-23,118,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
21,1.171913333,96,53,124222.64,487,0.03,3515.74,6901.26,359,149,3,6,0,2,5,2,2,100,0,0,1,3,1,114.0,1.171913333,0,0,123,18,-87,72,-117,-81,-84,-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
22,1.130456667,91,53,121474.56,473,0.03,3391.37,6748.59,350,144,3,6,0,2,5,2,2,100,0,0,1,3,1,24.0,1.130456667,0,0,25,-85,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
23,1.151946667,94,53,122755.95,480,0.03,3455.84,6819.77,354,147,3,6,0,2,5,2,2,100,0,0,1,3,1,60.0,1.151946667,0,0,68,-90,99,-75,82,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
24,1.23852,103,53,131920.24,510,0.03,3715.56,7328.9,372,156,3,6,0,2,5,2,2,100,0,0,1,3,1,309.0,1.23852,0,0,-64,65,-109,118,90,-17,7,-13,-18,-112,32,-90,88,85,73,96,88,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
25,1.1871,98,53,126153.43,492,0.03,3561.3,7008.52,361,151,3,6,0,2,5,2,2,100,0,0,1,3,1,150.0,1.1871,0,0,11,86,-108,35,-81,-112,8,85,65,122,-116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
26,1.297383333,111,53,134734.84,529,0.03,3892.15,7485.27,384,164,3,6,0,2,5,2,2,100,0,0,1,3,1,546.0,1.297383333,0,0,75,-94,-61,-79,-110,-53,36,116,-46,-117,-78,64,84,-102,15,-126,18,36,48,-74,69,-30,44,38,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
27,1.1241,90,53,121140.49,471,0.03,3372.3,6730.03,349,143,3,6,0,2,5,2,2,100,0,0,1,3,1,18.0,1.1241,0,0,41,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
28,1.132846667,91,53,121731.38,474,0.03,3398.54,6762.85,351,144,3,6,0,2,5,2,2,100,0,0,1,3,1,24.0,1.132846667,0,0,-101,102,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
29,1.169506667,96,53,123967.56,486,0.03,3508.52,6887.09,358,149,3,6,0,2,5,2,2,100,0,0,1,3,1,111.0,1.169506667,0,0,93,31,-28,-23,75,85,-58,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
30,1.194336667,98,53,125953.78,495,0.03,3583.01,6997.43,365,151,3,6,0,2,5,2,2,100,0,0,1,3,1,156.0,1.194336667,0,0,-2,-22,-45,-107,92,-121,-24,-35,-60,-101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
31,1.21282,99,53,130506.77,502,0.03,3638.46,7250.38,368,152,3,6,0,2,5,2,2,100,0,0,1,3,1,228.0,1.21282,0,0,78,79,-47,-78,75,80,-9,-99,-114,-119,-1,100,100,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
32,1.24495,104,53,130378.44,512,0.03,3734.85,7243.25,375,157,3,6,0,2,5,2,2,100,0,0,1,3,1,318.0,1.24495,0,0,-101,-5,59,-66,70,-126,-35,-27,75,-112,-75,83,41,-90,-71,-22,-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
33,1.316116667,112,53,137328.5,536,0.03,3948.35,7629.36,389,165,3,6,0,2,5,2,2,100,0,0,1,3,1,573.0,1.316116667,0,0,-70,-99,66,-80,107,-21,91,101,-34,-34,-79,-21,108,117,-46,-19,0,-63,112,115,-56,-74,-29,-14,121,111,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
34,1.194336667,98,53,126922.66,495,0.03,3583.01,7051.26,364,151,3,6,0,2,5,2,2,100,0,0,1,3,1,147.0,1.194336667,0,0,4,-118,-45,112,-22,-81,-117,126,-56,78,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
35,1.289106667,112,53,132680.12,525,0.03,3867.32,7371.12,380,165,3,6,0,2,5,2,2,100,0,0,1,3,1,603.0,1.289106667,0,0,85,98,47,-10,76,-97,62,-5,-12,50,13,20,-69,-31,-116,43,80,107,108,39,106,103,87,-80,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
36,1.15996,93,53,124938.74,484,0.03,3479.88,6941.04,358,146,3,6,0,2,5,2,2,100,0,0,1,3,1,66.0,1.15996,0,0,-64,-112,-66,-102,-4,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
37,1.229666667,102,53,129386.08,507,0.03,3689.0,7188.12,372,155,3,6,0,2,5,2,2,100,0,0,1,3,1,261.0,1.229666667,0,0,-89,-68,-99,-8,62,-3,-42,81,-115,87,-81,-58,69,-117,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
38,1.264253333,107,53,132445.26,518,0.03,3792.76,7358.07,377,160,3,6,0,2,5,2,2,100,0,0,1,3,1,471.0,1.264253333,0,0,5,66,-81,-104,56,97,124,-14,92,-104,100,14,-96,-36,-72,64,-80,-48,9,35,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
39,1.310523333,110,53,140178.33,535,0.03,3931.57,7787.68,387,163,3,6,0,2,5,2,2,100,0,0,1,3,1,678.0,1.310523333,0,0,-25,-125,83,-85,-20,-81,4,126,104,-123,33,-123,-28,80,75,-111,-51,42,51,104,72,-103,112,57,-36,-104,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
40,1.154346667,94,53,123011.69,481,0.03,3463.04,6833.98,355,147,3,6,0,2,5,2,2,100,0,0,1,3,1,66.0,1.154346667,0,0,40,-85,67,-120,36,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
41,1.250503333,106,53,131302.81,513,0.03,3751.51,7294.6,373,159,3,6,0,2,5,2,2,100,0,0,1,3,1,387.0,1.250503333,0,0,108,-3,25,71,-33,-71,-65,22,-115,37,97,63,15,-50,50,88,53,93,46,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
42,1.198323333,99,53,127984.64,496,0.03,3594.97,7110.26,363,152,3,6,0,2,5,2,2,100,0,0,1,3,1,207.0,1.198323333,0,0,-15,2,38,46,97,-13,72,11,20,2,106,-62,-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
43,1.132846667,91,53,121731.38,474,0.03,3398.54,6762.85,351,144,3,6,0,2,5,2,2,100,0,0,1,3,1,24.0,1.132846667,0,0,-99,116,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
44,1.278896667,107,53,136830.0,524,0.03,3836.69,7601.67,380,160,3,6,0,2,5,2,2,100,0,0,1,3,1,579.0,1.278896667,0,0,103,4,34,-88,3,4,-115,94,-67,115,101,-69,-83,25,-63,75,46,-34,-77,1,-19,-107,20,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
45,1.23434,105,53,128036.22,507,0.03,3703.02,7113.12,370,158,3,6,0,2,5,2,2,100,0,0,1,3,1,291.0,1.23434,0,0,-44,62,-7,-110,73,-84,119,108,50,-69,74,109,-65,107,5,-61,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
46,1.24495,104,53,131330.11,512,0.03,3734.85,7296.12,374,157,3,6,0,2,5,2,2,100,0,0,1,3,1,375.0,1.24495,0,0,-87,0,52,-43,-20,7,76,95,-25,-59,-83,-63,49,-96,113,-89,-96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
47,1.176723333,96,53,125707.27,489,0.03,3530.17,6983.74,360,149,3,6,0,2,5,2,2,100,0,0,1,3,1,120.0,1.176723333,0,0,0,-72,66,-53,59,-110,36,-73,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
48,1.300723333,110,53,136310.06,531,0.03,3902.17,7572.78,386,163,3,6,0,2,5,2,2,100,0,0,1,3,1,582.0,1.300723333,0,0,-26,-86,-16,-114,71,-98,-90,73,14,-67,42,-86,17,-126,-33,102,99,-115,-63,118,-114,-126,-47,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
49,1.241643333,105,53,129733.93,510,0.03,3724.93,7207.44,372,158,3,6,0,2,5,2,2,100,0,0,1,3,1,354.0,1.241643333,0,0,94,30,100,-62,29,-96,-15,-10,118,-2,-12,-70,28,13,71,-76,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
50,1.154346667,94,53,123011.69,481,0.03,3463.04,6833.98,355,147,3,6,0,2,5,2,2,100,0,0,1,3,1,42.0,1.154346667,0,0,-96,-78,-16,65,12,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
51,1.13126,90,53,122911.36,474,0.03,3393.78,6828.41,351,143,3,6,0,2,5,2,2,100,0,0,1,3,1,24.0,1.13126,0,0,-1,-110,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
52,1.223946667,103,53,127534.15,504,0.03,3671.84,7085.23,369,156,3,6,0,2,5,2,2,100,0,0,1,3,1,198.0,1.223946667,0,0,-84,-37,-61,23,-71,-63,25,45,-112,-27,20,-107,17,67,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
53,1.14558,93,53,122410.63,478,0.03,3436.74,6800.59,353,146,3,6,0,2,5,2,2,100,0,0,1,3,1,51.0,1.14558,0,0,20,125,-47,-72,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
54,1.19675,98,53,127179.07,496,0.03,3590.25,7065.5,365,151,3,6,0,2,5,2,2,100,0,0,1,3,1,123.0,1.19675,0,0,-107,-87,57,-11,-123,-93,-34,-20,124,-76,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
55,1.289366667,109,53,135419.02,527,0.03,3868.1,7523.28,383,162,3,6,0,2,5,2,2,100,0,0,1,3,1,624.0,1.289366667,0,0,5,-69,97,-50,83,64,-37,86,79,23,38,-95,58,-95,-55,112,-120,-67,-103,-50,-18,-18,-9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
56,1.273136667,108,53,134015.24,521,0.03,3819.41,7445.29,378,161,3,6,0,2,5,2,2,100,0,0,1,3,1,492.0,1.273136667,0,0,85,-73,-124,-39,59,15,63,103,-111,30,20,86,68,-75,116,-107,101,-37,2,84,-75,-39,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
57,1.19675,98,53,128149.9,496,0.03,3590.25,7119.44,364,151,3,6,0,2,5,2,2,100,0,0,1,3,1,165.0,1.19675,0,0,-110,37,96,-69,57,-55,-88,113,-110,98,-110,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
58,1.226376667,103,53,129680.34,505,0.03,3679.13,7204.46,368,156,3,6,0,2,5,2,2,100,0,0,1,3,1,297.0,1.226376667,0,0,28,116,-88,95,46,-12,-29,-22,-15,23,23,40,40,50,27,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
59,1.21924,100,53,130855.06,504,0.03,3657.72,7269.73,369,153,3,6,0,2,5,2,2,100,0,0,1,3,1,273.0,1.21924,0,0,4,71,118,-66,45,-110,-81,-71,109,-79,32,-82,43,-32,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
60,1.207146667,100,53,126677.85,499,0.03,3621.44,7037.66,367,153,3,6,0,2,5,2,2,100,0,0,1,3,1,177.0,1.207146667,0,0,29,-115,-48,-76,90,-121,-25,-95,-35,107,-108,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
61,1.126486667,90,53,121397.69,472,0.03,3379.46,6744.32,350,143,3,6,0,2,5,2,2,100,0,0,1,3,1,15.0,1.126486667,0,0,-80,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
62,1.25625,105,53,133162.53,516,0.03,3768.75,7397.92,376,158,3,6,0,2,5,2,2,100,0,0,1,3,1,405.0,1.25625,0,0,-76,-71,-40,113,74,93,79,49,-40,19,-74,-45,-76,-121,61,-102,105,110,77,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
63,1.228803333,103,53,128988.68,506,0.03,3686.41,7166.04,370,156,3,6,0,2,5,2,2,100,0,0,1,3,1,282.0,1.228803333,0,0,33,20,-75,20,81,-121,-112,100,61,-28,-110,60,-117,87,-26,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2488
