,BugsDelivered,DistinctOperands,DistinctOperators,ProgramLength,ProgramLevel,ProgramVolume,TotalOperators,Goto,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,Bugs_Delivered,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_2,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Max_Freq
25,1.1871,98,53,492,0.03,3561.3,361,0,100,0,0,1.1871,0,0,11,86,-108,-81,-112,8,85,65,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
26,1.297383333,111,53,529,0.03,3892.15,384,0,100,0,0,1.297383333,0,0,75,-94,-61,-110,-53,36,116,-46,-117,64,84,-102,15,-126,18,36,48,-74,69,-30,44,38,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
27,1.1241,90,53,471,0.03,3372.3,349,0,100,0,0,1.1241,0,0,41,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
28,1.132846667,91,53,474,0.03,3398.54,351,0,100,0,0,1.132846667,0,0,-101,102,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
29,1.169506667,96,53,486,0.03,3508.52,358,0,100,0,0,1.169506667,0,0,93,31,-28,75,85,-58,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
30,1.194336667,98,53,495,0.03,3583.01,365,0,100,0,0,1.194336667,0,0,-2,-22,-45,92,-121,-24,-35,-60,-101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
31,1.21282,99,53,502,0.03,3638.46,368,0,100,0,0,1.21282,0,0,78,79,-47,75,80,-9,-99,-114,-119,100,100,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
32,1.24495,104,53,512,0.03,3734.85,375,0,100,0,0,1.24495,0,0,-101,-5,59,70,-126,-35,-27,75,-112,83,41,-90,-71,-22,-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
33,1.316116667,112,53,536,0.03,3948.35,389,0,100,0,0,1.316116667,0,0,-70,-99,66,107,-21,91,101,-34,-34,-21,108,117,-46,-19,0,-63,112,115,-56,-74,-29,-14,121,111,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
34,1.194336667,98,53,495,0.03,3583.01,364,0,100,0,0,1.194336667,0,0,4,-118,-45,-22,-81,-117,126,-56,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
35,1.289106667,112,53,525,0.03,3867.32,380,0,100,0,0,1.289106667,0,0,85,98,47,76,-97,62,-5,-12,50,20,-69,-31,-116,43,80,107,108,39,106,103,87,-80,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
36,1.15996,93,53,484,0.03,3479.88,358,0,100,0,0,1.15996,0,0,-64,-112,-66,-4,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
37,1.229666667,102,53,507,0.03,3689.0,372,0,100,0,0,1.229666667,0,0,-89,-68,-99,62,-3,-42,81,-115,87,-58,69,-117,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
38,1.264253333,107,53,518,0.03,3792.76,377,0,100,0,0,1.264253333,0,0,5,66,-81,56,97,124,-14,92,-104,14,-96,-36,-72,64,-80,-48,9,35,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
39,1.310523333,110,53,535,0.03,3931.57,387,0,100,0,0,1.310523333,0,0,-25,-125,83,-20,-81,4,126,104,-123,-123,-28,80,75,-111,-51,42,51,104,72,-103,112,57,-36,-104,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
40,1.154346667,94,53,481,0.03,3463.04,355,0,100,0,0,1.154346667,0,0,40,-85,67,36,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
41,1.250503333,106,53,513,0.03,3751.51,373,0,100,0,0,1.250503333,0,0,108,-3,25,-33,-71,-65,22,-115,37,63,15,-50,50,88,53,93,46,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
42,1.198323333,99,53,496,0.03,3594.97,363,0,100,0,0,1.198323333,0,0,-15,2,38,97,-13,72,11,20,2,-62,-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
43,1.132846667,91,53,474,0.03,3398.54,351,0,100,0,0,1.132846667,0,0,-99,116,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
44,1.278896667,107,53,524,0.03,3836.69,380,0,100,0,0,1.278896667,0,0,103,4,34,3,4,-115,94,-67,115,-69,-83,25,-63,75,46,-34,-77,1,-19,-107,20,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
45,1.23434,105,53,507,0.03,3703.02,370,0,100,0,0,1.23434,0,0,-44,62,-7,73,-84,119,108,50,-69,109,-65,107,5,-61,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
46,1.24495,104,53,512,0.03,3734.85,374,0,100,0,0,1.24495,0,0,-87,0,52,-20,7,76,95,-25,-59,-63,49,-96,113,-89,-96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
47,1.176723333,96,53,489,0.03,3530.17,360,0,100,0,0,1.176723333,0,0,0,-72,66,59,-110,36,-73,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
48,1.300723333,110,53,531,0.03,3902.17,386,0,100,0,0,1.300723333,0,0,-26,-86,-16,71,-98,-90,73,14,-67,-86,17,-126,-33,102,99,-115,-63,118,-114,-126,-47,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
49,1.241643333,105,53,510,0.03,3724.93,372,0,100,0,0,1.241643333,0,0,94,30,100,29,-96,-15,-10,118,-2,-70,28,13,71,-76,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
50,1.154346667,94,53,481,0.03,3463.04,355,0,100,0,0,1.154346667,0,0,-96,-78,-16,12,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
51,1.13126,90,53,474,0.03,3393.78,351,0,100,0,0,1.13126,0,0,-1,-110,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
52,1.223946667,103,53,504,0.03,3671.84,369,0,100,0,0,1.223946667,0,0,-84,-37,-61,-71,-63,25,45,-112,-27,-107,17,67,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
53,1.14558,93,53,478,0.03,3436.74,353,0,100,0,0,1.14558,0,0,20,125,-47,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
54,1.19675,98,53,496,0.03,3590.25,365,0,100,0,0,1.19675,0,0,-107,-87,57,-123,-93,-34,-20,124,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
55,1.289366667,109,53,527,0.03,3868.1,383,0,100,0,0,1.289366667,0,0,5,-69,97,83,64,-37,86,79,23,-95,58,-95,-55,112,-120,-67,-103,-50,-18,-18,-9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
56,1.273136667,108,53,521,0.03,3819.41,378,0,100,0,0,1.273136667,0,0,85,-73,-124,59,15,63,103,-111,30,86,68,-75,116,-107,101,-37,2,84,-75,-39,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
57,1.19675,98,53,496,0.03,3590.25,364,0,100,0,0,1.19675,0,0,-110,37,96,57,-55,-88,113,-110,98,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
58,1.226376667,103,53,505,0.03,3679.13,368,0,100,0,0,1.226376667,0,0,28,116,-88,46,-12,-29,-22,-15,23,40,40,50,27,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
59,1.21924,100,53,504,0.03,3657.72,369,0,100,0,0,1.21924,0,0,4,71,118,45,-110,-81,-71,109,-79,-82,43,-32,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
60,1.207146667,100,53,499,0.03,3621.44,367,0,100,0,0,1.207146667,0,0,29,-115,-48,90,-121,-25,-95,-35,107,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
61,1.126486667,90,53,472,0.03,3379.46,350,0,100,0,0,1.126486667,0,0,-80,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
62,1.25625,105,53,516,0.03,3768.75,376,0,100,0,0,1.25625,0,0,-76,-71,-40,74,93,79,49,-40,19,-45,-76,-121,61,-102,105,110,77,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
63,1.228803333,103,53,506,0.03,3686.41,370,0,100,0,0,1.228803333,0,0,33,20,-75,81,-121,-112,100,61,-28,60,-117,87,-26,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
64,1.26336,108,53,517,0.03,3790.08,376,0,100,0,0,1.26336,0,0,-100,-42,-35,-11,-81,-125,-54,57,19,16,-49,4,95,-108,106,9,33,64,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
65,1.235876667,106,53,507,0.03,3707.63,369,0,100,0,0,1.235876667,0,0,35,50,125,-88,40,13,8,119,-86,94,124,110,-98,-15,5,-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
66,1.209563333,100,53,500,0.03,3628.69,366,0,100,0,0,1.209563333,0,0,20,113,20,41,-8,72,-10,23,-87,123,-100,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
67,1.30474,111,53,532,0.03,3914.22,386,0,100,0,0,1.30474,0,0,-26,-9,-66,-113,-95,106,124,73,-18,47,38,-38,105,-76,-83,91,124,122,-37,94,-40,62,96,-109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
68,1.289366667,109,53,527,0.03,3868.1,382,0,100,0,0,1.289366667,0,0,61,-97,67,-71,-114,83,124,-6,-11,84,29,1,38,80,109,-84,61,126,-125,-56,-61,-27,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
69,1.1871,98,53,492,0.03,3561.3,362,0,100,0,0,1.1871,0,0,26,-65,-101,-125,-93,-29,66,38,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
70,1.240086667,104,53,510,0.03,3720.26,374,0,100,0,0,1.240086667,0,0,-63,29,-47,-71,-62,23,75,-28,-72,-73,-123,-78,91,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
71,1.302286667,111,53,531,0.03,3906.86,385,0,100,0,0,1.302286667,0,0,-29,122,-6,-106,44,-78,57,126,-104,-2,-34,-81,-29,-85,42,29,57,41,-82,114,-110,109,58,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
72,1.19747,100,53,495,0.03,3592.41,363,0,100,0,0,1.19747,0,0,103,-50,55,63,37,36,-115,-85,-45,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
73,1.135236667,91,53,475,0.03,3405.71,351,0,100,0,0,1.135236667,0,0,121,18,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
74,1.23609,103,53,509,0.03,3708.27,373,0,100,0,0,1.23609,0,0,93,-30,4,-41,-100,-114,-95,39,-13,80,-68,-48,-8,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
75,1.1871,98,53,492,0.03,3561.3,361,0,100,0,0,1.1871,0,0,-86,34,105,17,-21,8,38,-13,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
76,1.195906667,99,53,495,0.03,3587.72,363,0,100,0,0,1.195906667,0,0,-61,28,-3,66,-34,-9,-61,96,123,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
77,1.202306667,100,53,497,0.03,3606.92,364,0,100,0,0,1.202306667,0,0,57,118,-1,17,124,-11,123,-112,111,76,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
78,1.21113,101,53,500,0.03,3633.39,366,0,100,0,0,1.21113,0,0,-118,91,32,45,115,97,-78,-92,115,85,-37,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
79,1.309643333,111,53,534,0.03,3928.93,386,0,100,0,0,1.309643333,0,0,-80,81,-35,-49,60,53,78,13,-97,76,33,47,64,8,-45,-20,-41,45,40,0,17,33,-82,64,-82,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
80,1.133646667,90,53,475,0.03,3400.94,352,0,100,0,0,1.133646667,0,0,-1,-82,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2498353
