inputName,size,arr[size]
values_79,12,"{68, 58, 42, 72, 91, 49, 35, 70, 102, 2, 101, 38"
values_71,18,"{28, 116, 53, 52, 113, 96, 100, 46, 79, 68, 99, 68, 84, 78, 88, 62, 76, 112"
values_63,27,"{82, 57, 14, 36, 8, 30, 41, 58, 31, 114, 69, 9, 114, 92, 29, 27, 34, 112, 42, 98, 106, 85, 7, 51, 72, 91, 24"
values_20,25,"{102, 72, 33, 111, 47, 39, 90, 28, 6, 55, 37, 56, 73, 109, 74, 74, 55, 60, 21, 110, 112, 11, 24, 64, 10"
values_74,12,"{24, 80, 49, 82, 102, 67, 94, 37, 95, 103, 14, 95"
values_72,6,"{79, 86, 52, 29, 71, 50"
values_86,26,"{19, 68, 86, 38, 20, 58, 25, 91, 76, 23, 22, 63, 39, 32, 9, 65, 64, 66, 105, 16, 79, 95, 113, 87, 62, 75"
values_75,24,"{78, 107, 28, 106, 75, 93, 71, 85, 82, 30, 94, 51, 87, 84, 60, 37, 89, 5, 20, 34, 49, 9, 114, 78"
values_55,4,"{12, 51, 33, 74"
values_14,19,"{78, 105, 47, 34, 89, 95, 4, 52, 113, 21, 27, 89, 24, 108, 14, 63, 20, 26, 27"
values_47,22,"{87, 11, 90, 15, 42, 60, 43, 27, 31, 38, 4, 15, 26, 76, 85, 55, 113, 114, 102, 68, 63, 12"
values_91,23,"{9, 16, 73, 43, 69, 48, 11, 35, 97, 22, 13, 74, 65, 69, 64, 91, 35, 51, 115, 60, 32, 29, 17"
values_64,6,"{114, 102, 50, 28, 110, 29"
values_11,19,"{60, 29, 13, 41, 94, 45, 91, 29, 17, 4, 33, 98, 17, 50, 57, 116, 72, 19, 48"
values_49,15,"{53, 11, 78, 52, 102, 79, 74, 47, 28, 92, 73, 96, 41, 50, 113"
values_62,28,"{10, 48, 112, 27, 14, 11, 34, 94, 95, 59, 72, 15, 22, 4, 83, 79, 74, 113, 12, 80, 74, 49, 68, 36, 51, 82, 87, 36"
values_80,23,"{59, 25, 72, 66, 110, 103, 99, 48, 14, 4, 102, 69, 104, 61, 40, 60, 110, 109, 81, 109, 97, 45, 70"
values_39,15,"{80, 68, 44, 91, 97, 33, 58, 58, 46, 93, 113, 67, 38, 19, 30"
values_90,9,"{12, 95, 16, 107, 54, 25, 66, 7, 104"
values_53,21,"{100, 82, 22, 103, 14, 31, 102, 48, 37, 35, 11, 50, 15, 41, 16, 111, 54, 104, 115, 3, 94"
values_94,14,"{32, 45, 107, 57, 88, 56, 97, 97, 99, 19, 75, 21, 108, 15"
values_7,17,"{76, 85, 88, 13, 106, 52, 102, 4, 50, 71, 83, 54, 17, 25, 17, 98, 44"
values_31,19,"{61, 86, 111, 60, 35, 4, 4, 104, 113, 68, 12, 101, 102, 42, 51, 116, 20, 88, 92"
values_93,25,"{85, 36, 98, 78, 80, 3, 43, 113, 11, 99, 39, 106, 73, 53, 56, 105, 78, 52, 56, 73, 60, 107, 92, 78, 48"
values_38,26,"{14, 9, 100, 15, 88, 13, 56, 7, 104, 96, 93, 56, 7, 42, 82, 103, 25, 10, 101, 15, 42, 65, 113, 89, 15, 18"
values_58,12,"{69, 100, 10, 84, 97, 9, 104, 16, 47, 69, 17, 65"
values_78,19,"{40, 5, 50, 45, 83, 4, 6, 84, 90, 107, 101, 43, 79, 34, 69, 87, 62, 63, 29"
values_50,7,"{106, 25, 105, 110, 3, 25, 30"
values_3,10,"{49, 44, 23, 51, 87, 34, 104, 9, 100, 62"
values_13,22,"{8, 24, 26, 12, 10, 19, 51, 74, 81, 28, 46, 33, 3, 108, 105, 10, 87, 59, 112, 94, 114, 116"
values_83,8,"{76, 23, 70, 2, 41, 54, 53, 106"
values_1,8,"{4, 89, 7, 9, 89, 25, 47, 89"
values_21,7,"{70, 24, 14, 20, 111, 78, 47"
values_32,27,"{30, 14, 84, 35, 18, 40, 24, 111, 30, 59, 73, 70, 65, 53, 4, 66, 52, 79, 77, 82, 83, 58, 91, 114, 39, 30, 59"
values_22,4,"{64, 91, 106, 70"
values_9,2,"{73, 26"
values_6,19,"{99, 23, 100, 89, 110, 97, 52, 45, 35, 7, 21, 62, 74, 38, 40, 113, 70, 91, 63"
values_76,7,"{54, 43, 79, 101, 68, 40, 26"
values_18,15,"{45, 115, 116, 67, 62, 72, 21, 29, 44, 20, 91, 67, 29, 112, 36"
values_16,25,"{20, 25, 110, 7, 101, 42, 75, 61, 65, 50, 33, 28, 68, 29, 45, 22, 43, 20, 49, 114, 78, 94, 61, 42, 18"
values_40,18,"{4, 41, 113, 52, 33, 42, 89, 59, 31, 96, 90, 72, 67, 81, 79, 4, 50, 43"
values_2,4,"{44, 61, 3, 71"
values_60,22,"{6, 89, 82, 65, 25, 42, 94, 44, 78, 8, 19, 74, 25, 44, 47, 75, 17, 29, 65, 34, 4, 104"
values_99,10,"{16, 107, 13, 8, 78, 19, 116, 36, 32, 31"
values_48,25,"{10, 13, 66, 24, 97, 101, 93, 33, 52, 111, 69, 53, 76, 31, 92, 77, 53, 55, 53, 63, 69, 27, 112, 67, 113"
values_69,25,"{54, 109, 98, 24, 2, 105, 52, 93, 93, 79, 18, 88, 107, 99, 92, 41, 110, 38, 93, 73, 14, 83, 108, 104, 8"
values_46,16,"{61, 6, 87, 4, 68, 84, 98, 2, 112, 33, 104, 39, 44, 59, 61, 93"
values_24,8,"{45, 94, 8, 21, 43, 6, 63, 34"
values_95,16,"{107, 95, 100, 41, 18, 56, 114, 51, 49, 39, 51, 62, 33, 22, 35, 58"
values_42,9,"{52, 87, 80, 39, 32, 106, 54, 14, 77"
values_37,3,"{37, 98, 104"
values_10,12,"{100, 63, 40, 99, 82, 59, 96, 85, 44, 10, 98, 56"
values_67,7,"{34, 46, 60, 8, 68, 93, 8"
values_35,12,"{72, 111, 64, 43, 54, 89, 57, 60, 95, 31, 65, 79"
values_30,2,"{28, 89"
values_4,19,"{18, 95, 47, 73, 53, 101, 24, 91, 54, 87, 89, 65, 60, 33, 7, 102, 98, 55, 98"
