,Area,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function.1,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,ARRAY_INPUT,RANGE_ARRAY_INPUT,cInstr
TotalOperators,0.19314038451336346,0.9955581512144699,0.6289966638996276,0.8628427667162012,0.39316753565547624,0.9532735599018901,0.9961736728399271,-0.6092138530146347,0.9955581512139278,0.9532735576743252,1.0,0.9774862296071872,0.8316393128180475,0.5964217420901774,0.6759378640967872,0.5915773300106327,0.6759378640967872,0.6624661058806353,0.21627240513220303,0.4698409119147267,0.5361206863789707,0.5361206863789707,0.5253997778337947,0.25824312800045485,0.6691107961394335,0.5357372891068911,0.5256680108846253,-0.10601336401479229,-0.17599032674962364,-0.19547512600904024,0.3452714509252992,0.34527145092529865,0.3746640114177288,0.04561289943086448,-0.047086030852849105
Total_Operands,0.20297558584784858,0.9882319242335025,0.6170806671563539,0.8359876223381846,0.28448770601617557,0.9394814477169784,0.9921864782792112,-0.6003200699631521,0.9882319242346099,0.9394814481137307,0.9774862296071872,1.0,0.788715790240742,0.5631249314355852,0.6358418311531766,0.5117892444771533,0.6358418311531766,0.6265567516811322,0.18202705156111815,0.4363619790268895,0.5309683656476681,0.5309683656476681,0.5138617358307348,0.2569269444354673,0.6378594711465398,0.5255805525174291,0.5198571609792157,-0.09070565884875956,-0.1995232991573752,-0.23363965720265648,0.3622091654707606,0.36220916547075965,0.4345515268757212,-0.03870619011280736,-0.04241307312796155
VocabularySize,0.1268422963395675,0.840662533990948,0.37870400372862933,0.9900354882418049,0.7101673428670036,0.7056898930258955,0.8184334885853449,-0.4465594480428586,0.8406625339889464,0.7056898825959802,0.8316393128180475,0.788715790240742,1.0,0.47970549592617456,0.5481456247320922,0.8005312280938468,0.5481456247320922,0.5089360852029176,0.177472170258855,0.32649284428657627,0.5389032174712218,0.5389032174712218,0.561603070850652,0.1502333114339868,0.5755896337936675,0.5632928659486971,0.5397951192276452,-0.13479689153714136,-0.14253537493782056,-0.10296334411434602,0.33636355524494166,0.336363555244941,0.3776327298374243,-0.06194108323108165,-0.04100901275367726
Sloc,0.6361790011139121,0.5669527599088423,0.7996537681092551,0.45259501963238297,0.45231428675921426,0.5837276334291828,0.5859098665279955,-0.8082717262511404,0.5669527598992699,0.5837276415201251,0.5964217420901774,0.5631249314355852,0.47970549592617456,1.0,0.958558789359746,0.5233829264267399,0.958558789359746,0.9273091922973445,0.5287201472136166,0.9456815893613365,0.7612326949403457,0.7612326949403457,0.7214373675298003,0.4869746681324448,0.9491783764403704,0.6887250028205687,0.6551200462265042,-0.34152288482395,-0.007114724535034559,-0.14362858099021822,0.45652959164765794,0.4565295916476561,0.45443375360983485,0.2907947797862066,-0.03969080842066401
DecisionPoint,0.5536611634254383,0.6480548023275368,0.7586390659055742,0.5354487994823661,0.42544627669832785,0.6431289478219228,0.6630470035011073,-0.7736967572397574,0.6480548023176994,0.6431289579782189,0.6759378640967872,0.6358418311531766,0.5481456247320922,0.958558789359746,1.0,0.5925354449389963,1.0,0.9587796748150019,0.5400869322303553,0.850986384759624,0.756600945314253,0.756600945314253,0.7116284600820061,0.4294174532277455,0.978324897306497,0.6933508203067259,0.6609877194800584,-0.31335995502345876,0.022516964479467383,-0.10763712331374624,0.42077212399096664,0.42077212399096686,0.4186416185342788,0.24545040566139642,-0.05303871978185506
GlobalVariables,0.06405642178319304,0.588496743829288,0.27871626497594876,0.7607109180838482,0.727715170323394,0.4924903335202892,0.56178216214082,-0.3647549339599682,0.588496743826418,0.49249032380938135,0.5915773300106327,0.5117892444771533,0.8005312280938468,0.5233829264267399,0.5925354449389963,1.0,0.5925354449389962,0.5035770889863348,0.16554487052170208,0.3239683642341124,0.7296464046923341,0.7296464046923341,0.7573750318861322,0.019054981742113133,0.6687874961228801,0.7752593997211619,0.7541189530127392,-0.11921792469025363,0.01271668864933626,0.08684168428648387,0.16337434459115105,0.16337434459115235,0.22376617538799645,-0.009901475429767163,-0.05097403588683092
If,0.5536611634254383,0.6480548023275368,0.7586390659055742,0.5354487994823661,0.42544627669832785,0.6431289478219228,0.6630470035011073,-0.7736967572397574,0.6480548023176994,0.6431289579782189,0.6759378640967872,0.6358418311531766,0.5481456247320922,0.958558789359746,1.0,0.5925354449389962,1.0,0.9587796748150019,0.5400869322303553,0.850986384759624,0.756600945314253,0.756600945314253,0.7116284600820061,0.4294174532277455,0.978324897306497,0.6933508203067259,0.6609877194800584,-0.31335995502345876,0.022516964479467383,-0.10763712331374624,0.42077212399096664,0.42077212399096686,0.4186416185342788,0.24545040566139642,-0.05303871978185506
Loop,0.5424259998817166,0.6298081938813993,0.7329759184075254,0.5051600201678476,0.35495414327178987,0.608844915758642,0.651235285371333,-0.7400869297902603,0.6298081938722759,0.6088449217434095,0.6624661058806353,0.6265567516811322,0.5089360852029176,0.9273091922973445,0.9587796748150019,0.5035770889863348,0.9587796748150019,1.0,0.4243135530311253,0.8355672479605888,0.6424537018557988,0.6424537018557988,0.5892731132313237,0.4245583669102739,0.9117255121706374,0.5826482645509083,0.5608924060418989,-0.253434024028716,-0.1393737455479634,-0.2907790918034695,0.5212342693563065,0.5212342693563072,0.4780305106098539,0.23412818000594693,-0.04690645709322707
Goto,0.7937918044689569,0.19762739215241695,0.45206135045453394,0.13375129439226105,0.33578007338005855,0.26852708191703156,0.20327725546957107,-0.4075753081365171,0.19762739212463962,0.26852708386615387,0.21627240513220303,0.18202705156111815,0.177472170258855,0.5287201472136166,0.5400869322303553,0.16554487052170208,0.5400869322303553,0.4243135530311253,1.0,0.4943839996235655,0.36558891911261127,0.36558891911261127,0.33595571616924486,0.21534740462581192,0.5147497529444592,0.23039988431444655,0.1610367534439485,-0.5615581858028754,0.6424950916742427,0.5080343690578243,-0.0164559176904962,-0.016455917690496678,-0.07016826879805657,0.26000349950984436,-0.04516080891125072
Assignment,0.6671429087399559,0.429572454516077,0.855797077774482,0.28743371385830474,0.4108788804967539,0.48822096851604246,0.4585575510856539,-0.8055742071954941,0.42957245451349035,0.48822097694731226,0.4698409119147267,0.4363619790268895,0.32649284428657627,0.9456815893613365,0.850986384759624,0.3239683642341124,0.850986384759624,0.8355672479605888,0.4943839996235655,1.0,0.5599224266458888,0.5599224266458888,0.5200943290040195,0.6553079257624367,0.8059599535000178,0.47476136021369336,0.4396974211467068,-0.34616300904754904,-0.013565530054659818,-0.16917894928633787,0.45781947130293915,0.45781947130293976,0.4264603396894815,0.34873238093953135,-0.03517226892687005
ExitPoint,0.35444005812206736,0.5451785313831043,0.4203748272570607,0.5333457267296069,0.3836493059024566,0.5069130894017283,0.5369346517600422,-0.5241005258340427,0.5451785313658506,0.5069130925590065,0.5361206863789707,0.5309683656476681,0.5389032174712218,0.7612326949403457,0.756600945314253,0.7296464046923341,0.756600945314253,0.6424537018557988,0.36558891911261127,0.5599224266458888,1.0,1.0,0.9931600535475272,0.07427349086499983,0.8756036389580226,0.9841227658858847,0.9663980042177231,-0.21886537871449754,0.06502926975856918,0.04953221241994258,0.1947427977655485,0.19474279776554926,0.3421190648669764,0.07205483517325306,-0.02969503559605276
Function.1,0.35444005812206736,0.5451785313831043,0.4203748272570607,0.5333457267296069,0.3836493059024566,0.5069130894017283,0.5369346517600422,-0.5241005258340427,0.5451785313658506,0.5069130925590065,0.5361206863789707,0.5309683656476681,0.5389032174712218,0.7612326949403457,0.756600945314253,0.7296464046923341,0.756600945314253,0.6424537018557988,0.36558891911261127,0.5599224266458888,1.0,1.0,0.9931600535475272,0.07427349086499983,0.8756036389580226,0.9841227658858847,0.9663980042177231,-0.21886537871449754,0.06502926975856918,0.04953221241994258,0.1947427977655485,0.19474279776554926,0.3421190648669764,0.07205483517325306,-0.02969503559605276
FunctionCall,0.30025936600232855,0.535698368902596,0.3854115502865725,0.551139825917055,0.42316589611917627,0.49297424574208865,0.5235098291436329,-0.4988594765481629,0.535698368885599,0.4929742451635358,0.5253997778337947,0.5138617358307348,0.561603070850652,0.7214373675298003,0.7116284600820061,0.7573750318861322,0.7116284600820061,0.5892731132313237,0.33595571616924486,0.5200943290040195,0.9931600535475272,0.9931600535475272,1.0,0.05448962967652618,0.8402155404429351,0.990125702099295,0.9722146012527189,-0.2031233723821505,0.07096971129229253,0.08371208403671224,0.15572843637248854,0.155728436372489,0.30416779452907233,0.050234979474996076,-0.026379976580472284
PointerDereferencing,0.4015490245318252,0.2266195636163559,0.717253135983068,0.1204276426369682,0.24822257002278414,0.307893440079083,0.2591180087013945,-0.5455597057886143,0.22661956361766394,0.3078934456919214,0.25824312800045485,0.2569269444354673,0.1502333114339868,0.4869746681324448,0.4294174532277455,0.019054981742113133,0.4294174532277455,0.4245583669102739,0.21534740462581192,0.6553079257624367,0.07427349086499983,0.07427349086499983,0.05448962967652618,1.0,0.3407397958942578,0.005579709232079283,-0.02188336928156597,-0.21282566556650404,-0.1039206367165329,-0.22632695572622125,0.4155081547605263,0.4155081547605263,0.428945817614834,0.1005967111525483,-0.009302511214850583
CyclomaticComplexity,0.5212465497281578,0.6513816137984042,0.6935481438356502,0.5644502692716749,0.4357822288090015,0.635624542955871,0.6598458662985965,-0.737520342441437,0.6513816137856726,0.6356245514583814,0.6691107961394335,0.6378594711465398,0.5755896337936675,0.9491783764403704,0.978324897306497,0.6687874961228801,0.978324897306497,0.9117255121706374,0.5147497529444592,0.8059599535000178,0.8756036389580226,0.8756036389580226,0.8402155404429351,0.3407397958942578,1.0,0.8238515162637481,0.7943310858215945,-0.3007967978615413,0.037227749048121594,-0.06382710207176485,0.37250468063951137,0.3725046806395118,0.4176033259468893,0.20413749882728152,-0.048598096641273174
SyntacticallyReachableFunctions,0.20106693659745073,0.5469780472347638,0.34408482825784936,0.5618015182925226,0.3794259269366432,0.48983824203689896,0.5344763206891013,-0.47437871893325284,0.5469780472208784,0.48983824211608584,0.5357372891068911,0.5255805525174291,0.5632928659486971,0.6887250028205687,0.6933508203067259,0.7752593997211619,0.6933508203067259,0.5826482645509083,0.23039988431444655,0.47476136021369336,0.9841227658858847,0.9841227658858847,0.990125702099295,0.005579709232079283,0.8238515162637481,1.0,0.9920520902160332,-0.13088754761643237,-0.0012800289023558625,0.027972027972027396,0.14750521233800054,0.14750521233800118,0.3076825548936922,0.021926450482676562,-0.02902578364606921
SemanticallyReachedFunctions,0.144625309132704,0.5377475791155709,0.31037770451881946,0.5457790456013107,0.3265358986345669,0.47456103183220066,0.5261517361345223,-0.44564709001233244,0.5377475791024782,0.4745610318230108,0.5256680108846253,0.5198571609792157,0.5397951192276452,0.6551200462265042,0.6609877194800584,0.7541189530127392,0.6609877194800584,0.5608924060418989,0.1610367534439485,0.4396974211467068,0.9663980042177231,0.9663980042177231,0.9722146012527189,-0.02188336928156597,0.7943310858215945,0.9920520902160332,1.0,-0.01203802267413605,-0.04858422293704433,-0.01195342070028083,0.13610523490868928,0.13610523490868973,0.3065000844673471,0.004207747422150395,-0.027363392864858584
CoverageEstimation,-0.5481160141365404,-0.09794444330075386,-0.30187341862876166,-0.09407202363573468,-0.2926206854077925,-0.14355457781066003,-0.10025587596601432,0.26002701683468776,-0.09794444329257522,-0.14355457751264086,-0.10601336401479229,-0.09070565884875956,-0.13479689153714136,-0.34152288482395,-0.31335995502345876,-0.11921792469025363,-0.31335995502345876,-0.253434024028716,-0.5615581858028754,-0.34616300904754904,-0.21886537871449754,-0.21886537871449754,-0.2031233723821505,-0.21282566556650404,-0.3007967978615413,-0.13088754761643237,-0.01203802267413605,1.0,-0.348524610906006,-0.25029158794663176,-0.08548568231776228,-0.08548568231776198,-0.0531959087351268,-0.11553975072710132,0.015829716661191137
SCALAR_INPUT,0.3964520478600434,-0.1766693817818663,-0.017460063162160224,-0.17581475115481682,0.0722602228848067,-0.09024321466029385,-0.1867054137817064,0.11811403670054195,-0.17666938178458363,-0.09024321636128638,-0.17599032674962364,-0.1995232991573752,-0.14253537493782056,-0.007114724535034559,0.022516964479467383,0.01271668864933626,0.022516964479467383,-0.1393737455479634,0.6424950916742427,-0.013565530054659818,0.06502926975856918,0.06502926975856918,0.07096971129229253,-0.1039206367165329,0.037227749048121594,-0.0012800289023558625,-0.04858422293704433,-0.348524610906006,1.0,0.9152206651837477,-0.61005323411454,-0.6100532341145404,-0.5887097706016731,-0.10435121109853972,-0.05511955694843823
RANGE_SCALAR_VALUES,0.15080002240948512,-0.19119684242743407,-0.1594767696345184,-0.13716114615693029,0.10298332218431129,-0.12391613684378222,-0.21235773866241645,0.2190605811364142,-0.19119684242515583,-0.12391614565861792,-0.19547512600904024,-0.23363965720265648,-0.10296334411434602,-0.14362858099021822,-0.10763712331374624,0.08684168428648387,-0.10763712331374624,-0.2907790918034695,0.5080343690578243,-0.16917894928633787,0.04953221241994258,0.04953221241994258,0.08371208403671224,-0.22632695572622125,-0.06382710207176485,0.027972027972027396,-0.01195342070028083,-0.25029158794663176,0.9152206651837477,1.0,-0.7126096406869616,-0.7126096406869616,-0.6825113027061738,-0.02192645048267582,-0.06025600383976403
SCALAR_INDEX_INPUT,0.2717321206435164,0.3418832490356213,0.42298013280415736,0.3246858449630609,0.2805010714129807,0.31239675996088834,0.35418564009858117,-0.4292878755338174,0.3418832490265748,0.3123967687729023,0.3452714509252992,0.3622091654707606,0.33636355524494166,0.45652959164765794,0.42077212399096664,0.16337434459115105,0.42077212399096664,0.5212342693563065,-0.0164559176904962,0.45781947130293915,0.1947427977655485,0.1947427977655485,0.15572843637248854,0.4155081547605263,0.37250468063951137,0.14750521233800054,0.13610523490868928,-0.08548568231776228,-0.61005323411454,-0.7126096406869616,1.0,1.0000000000000004,0.9061030445113442,0.21250000000000063,0.04287306594172156
RANGE_SCALAR_INDEX_VALUES,0.27173212064351604,0.341883249035621,0.4229801328041576,0.3246858449630594,0.28050107141298025,0.3123967599608894,0.35418564009858094,-0.4292878755338165,0.3418832490265762,0.3123967687729024,0.34527145092529865,0.36220916547075965,0.336363555244941,0.4565295916476561,0.42077212399096686,0.16337434459115235,0.42077212399096686,0.5212342693563072,-0.016455917690496678,0.45781947130293976,0.19474279776554926,0.19474279776554926,0.155728436372489,0.4155081547605263,0.3725046806395118,0.14750521233800118,0.13610523490868973,-0.08548568231776198,-0.6100532341145404,-0.7126096406869616,1.0000000000000004,1.0,0.9061030445113442,0.21249999999999938,0.04287306594172176
ARRAY_INPUT,0.26191166274333827,0.39005234090823354,0.41337551166497855,0.3810552218772848,0.23225827683136083,0.34644180400598057,0.40152960370811536,-0.43975162463342377,0.39005234090124286,0.3464418115157778,0.3746640114177288,0.4345515268757212,0.3776327298374243,0.45443375360983485,0.4186416185342788,0.22376617538799645,0.4186416185342788,0.4780305106098539,-0.07016826879805657,0.4264603396894815,0.3421190648669764,0.3421190648669764,0.30416779452907233,0.428945817614834,0.4176033259468893,0.3076825548936922,0.3065000844673471,-0.0531959087351268,-0.5887097706016731,-0.6825113027061738,0.9061030445113442,0.9061030445113442,1.0,0.010660035817780914,0.029225095012303148
RANGE_ARRAY_INPUT,0.11910969680457588,0.0035858625491581625,0.22933749990148286,-0.09882707497382151,0.14351217607175862,0.07514856393643722,0.010938810461053992,-0.21668008579315662,0.003585862526328179,0.0751485778697183,0.04561289943086448,-0.03870619011280736,-0.06194108323108165,0.2907947797862066,0.24545040566139642,-0.009901475429767163,0.24545040566139642,0.23412818000594693,0.26000349950984436,0.34873238093953135,0.07205483517325306,0.07205483517325306,0.050234979474996076,0.1005967111525483,0.20413749882728152,0.021926450482676562,0.004207747422150395,-0.11553975072710132,-0.10435121109853972,-0.02192645048267582,0.21250000000000063,0.21249999999999938,0.010660035817780914,1.0,-0.08472727280458882
cInstr,-0.017546522146998596,-0.044372803610407345,-0.04085580854840982,-0.042478381846947515,-0.019725155060196637,-0.03913133170703482,-0.045409853018275194,0.0375922273920983,-0.044372803602931055,-0.03913133306620384,-0.047086030852849105,-0.04241307312796155,-0.04100901275367726,-0.03969080842066401,-0.05303871978185506,-0.05097403588683092,-0.05303871978185506,-0.04690645709322707,-0.04516080891125072,-0.03517226892687005,-0.02969503559605276,-0.02969503559605276,-0.026379976580472284,-0.009302511214850583,-0.048598096641273174,-0.02902578364606921,-0.027363392864858584,0.015829716661191137,-0.05511955694843823,-0.06025600383976403,0.04287306594172156,0.04287306594172176,0.029225095012303148,-0.08472727280458882,1.0
