,BRAM,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28
V_VAL_7,-0.011476501851787682,0.05530482480855892,-0.01550318737618015,-0.021243527188845226,0.06670642978834292,0.119985544850069,0.10413232883122865,0.11472406988514182,0.05468906712502937,0.12663167608448614,1.0,0.13634152795031101,0.16155760341436318,0.12324773835728559,0.09726740278165341,0.07079954229552071,0.06202583660536702,0.11398141797896126,0.1063661603404213,0.09326562563405018,0.09963141531894591,0.13930867762917704,0.12943818369533835,0.021298113389720666,0.03661727588876629,0.10713200715488855,0.08601252418902082,0.07695617034948722,0.07434537823552846,0.10073325293980367,-0.004480064906315115,0.021674647199658743
V_VAL_8,-0.04865072349584829,0.08393132157466647,-0.014360179930989314,-0.022828621425057982,0.1276638950709904,0.07635074445420957,0.09242890677987528,0.09403091590139631,0.08698573412895168,0.08340015413965583,0.13634152795031101,1.0,0.1565827032723043,0.11465118578185421,0.15280074974207994,0.12361377497346594,0.09134546009089922,0.15086022210924982,0.06298971054519838,0.0800045263559349,0.10791321791002828,0.05068261524809055,0.16809252567835348,0.05447235118057343,0.07953454238387606,0.10545528567183526,0.08670150619242283,0.07243517830604929,-0.047284272763668166,0.07986996888077175,-0.026421639705264607,0.00022281243298897247
V_VAL_9,-0.024939757048638076,0.07934404136980888,-0.008725112491185663,-0.018858591771849027,0.08215354360515532,0.09476864555422794,0.1540231016454704,0.08724981147432713,0.007098791928776801,0.11656741310173445,0.16155760341436318,0.1565827032723043,1.0,0.13117415252447165,0.190254037303048,0.1367037167172912,0.11011237228448607,0.08688765383545297,0.09977167446256342,0.046291360393857166,0.07222743326974194,0.053759214457201984,0.12792966975844094,0.02927914318917994,0.09020646840855301,0.03486912344744237,0.10575920222833217,0.0805364682872506,0.04949720151921959,0.004166552478653559,0.0033350212443867466,0.031173766547966462
V_VAL_10,-0.05011569004462217,0.08792286820431335,-0.030337746117378078,-0.016040532462440263,0.11425361705607245,0.16586499485357953,0.15040501652510985,0.12378238715932478,0.09763327027632135,0.15123211846217174,0.12324773835728559,0.11465118578185421,0.13117415252447165,1.0,0.12670606201020304,0.12175021386172546,0.12113396074141437,0.13488487635330745,0.16046789159836944,0.09460908113102699,0.09212454537979735,0.08353110320759043,0.1411051230277078,0.0937535675529081,0.09337815541597698,0.1270126703913701,0.19608719511407238,0.14365521899203848,0.11002425379476506,0.059108655600713066,0.027891635370069646,0.05712783985769291
V_VAL_11,-0.05830547697456963,0.07950727669625303,-0.022493490867729893,-0.01682849759307492,0.11796043664921216,0.14981477343172173,0.1423084401718949,0.1447447316860028,0.1504458247873385,0.08051809847534708,0.09726740278165341,0.15280074974207994,0.190254037303048,0.12670606201020304,1.0,0.1415318974859185,0.09000301605817095,0.1021408899863199,0.11122061487593603,0.10335529086312578,0.10928244982457369,0.07845911410650179,0.11135308368939223,0.10155534030377358,0.1007823078576734,0.08696947320834662,0.06994997561130259,0.15723552995796422,0.08519356700881711,0.06499410754239217,0.07185121160742884,0.09986866334700964
V_VAL_12,-0.04797832815695151,0.10285614916902261,-0.01820641928463172,-0.021273118075703305,0.06885605403388084,0.14691692453909527,0.1268859605482386,0.08956297065455546,0.0761928649600627,0.06415188891211496,0.07079954229552071,0.12361377497346594,0.1367037167172912,0.12175021386172546,0.1415318974859185,1.0,0.10610139321517165,0.07477813112657003,0.1551002115317876,0.16571492001097268,0.12503940141588918,0.1419833946474638,0.16614997564294717,0.05238340512830331,0.13997982127560882,0.06767721373118257,0.04970481706357257,0.07922661817901076,-0.0012489006022602688,-0.018452651589483938,0.10881657763948091,0.03418277802901753
V_VAL_13,-0.04839745784352442,0.09560196845579327,-0.01229094233359752,-0.01792064709986341,0.06966848764285953,0.07597264803830159,0.12201715260086399,0.0828995856001756,0.12420309932696412,0.10940915908067234,0.06202583660536702,0.09134546009089922,0.11011237228448607,0.12113396074141437,0.09000301605817095,0.10610139321517165,1.0,0.08918857492705236,0.1759713381628272,0.18487475192127648,0.12671310202599217,0.07962542991444062,0.11289360893134137,0.1521773864192965,0.18002329138899925,0.11662964208573558,0.10089312426872894,0.1525179166522259,0.026609814344912452,-0.008779609683846811,0.05940515359210881,0.060476090848438226
V_VAL_14,-0.046458781419277374,0.146996751859049,-0.01838783305133193,-0.025930561508134744,0.13921438657746035,0.10700488424714262,0.06916926567304375,0.09676260540877672,0.08580886224415314,0.06440386995250197,0.11398141797896126,0.15086022210924982,0.08688765383545297,0.13488487635330745,0.1021408899863199,0.07477813112657003,0.08918857492705236,1.0,0.16199817125211688,0.15413725725846134,0.12795024694880416,0.11782672550488765,0.14044466883672116,0.09297229483904719,0.08680411010187437,0.12087371863055882,0.16169668703015236,0.09104925729839282,0.09913988146795505,0.0828460179027275,0.035324265888030046,-0.004419234131306825
V_VAL_15,-0.03877216911129292,0.09965057758656909,-0.026578528251493577,-0.015010860178434653,0.057517845050595574,0.10294128966154957,0.10241686548790697,0.061027038634705655,0.16650034333875047,0.16562424273154594,0.1063661603404213,0.06298971054519838,0.09977167446256342,0.16046789159836944,0.11122061487593603,0.1551002115317876,0.1759713381628272,0.16199817125211688,1.0,0.19108979983233726,0.15381756608565406,0.122595639000956,0.2670325918319077,0.17562400399668082,0.16938647740125895,0.19085813305545937,0.21741244749240876,0.12993823461075785,0.0911714044104523,0.058064788167605415,0.1076000002261591,0.06117765744249611
V_VAL_16,-0.04377808826866737,0.11780797383574211,-0.015145398300835352,-0.018466499670690233,0.10016560995174893,0.06900461949865949,0.07537159855326425,0.08309845590586112,0.08259769206691299,0.07109086246041521,0.09326562563405018,0.0800045263559349,0.046291360393857166,0.09460908113102699,0.10335529086312578,0.16571492001097268,0.18487475192127648,0.15413725725846134,0.19108979983233726,1.0,0.09251497720385993,0.21151781633678016,0.12240649758180168,0.1773586348715693,0.09145737948448675,0.15299584613877598,0.1266694514056569,0.1065228635981449,0.04757761339057185,0.04593857160734029,0.09955865235741483,0.07045256797793496
V_VAL_17,-0.049106098332693186,0.19999357973065865,-0.016281299549080603,-0.03227303176487443,0.08239425925846351,0.05791130409417142,0.13957734150727588,0.10768577932992593,0.03678860103326502,0.09776896694593644,0.09963141531894591,0.10791321791002828,0.07222743326974194,0.09212454537979735,0.10928244982457369,0.12503940141588918,0.12671310202599217,0.12795024694880416,0.15381756608565406,0.09251497720385993,1.0,0.17582043348420803,0.17807022123992244,0.17792404827432573,0.13228655168030728,0.17000895527256354,0.1402290491957347,0.1540447610193442,0.04724007344178401,0.02167681030110699,0.05948898086212908,0.021459803788063503
V_VAL_18,-0.0524277255733586,0.13926522083828233,-0.034422906994924354,-0.020576580725717383,0.10252241796181451,0.055604900665056516,0.08716816569741123,0.10154670924842718,0.1445071476912382,0.07885646881951464,0.13930867762917704,0.05068261524809055,0.053759214457201984,0.08353110320759043,0.07845911410650179,0.1419833946474638,0.07962542991444062,0.11782672550488765,0.122595639000956,0.21151781633678016,0.17582043348420803,1.0,0.23301894636461915,0.1643408108294526,0.13785132535703754,0.11063728040126089,0.08169984064395784,0.09129121289011125,0.08766870642544766,0.1583273205530667,0.0245782379457435,0.12062804168822296
V_VAL_19,-0.04799748601020055,0.10701383294156919,-0.015434217389947505,-0.013607508128099492,0.07314679759610013,0.07887017769053585,0.11789224936920166,0.08634910114509188,0.07927578815837558,0.09856217646882365,0.12943818369533835,0.16809252567835348,0.12792966975844094,0.1411051230277078,0.11135308368939223,0.16614997564294717,0.11289360893134137,0.14044466883672116,0.2670325918319077,0.12240649758180168,0.17807022123992244,0.23301894636461915,1.0,0.1573501169738735,0.12362976424166323,0.25663906589149893,0.07745531252169614,0.12714235254419484,0.07927938327009089,0.11603326846242942,0.07266725903943193,0.0052518448066266555
V_VAL_20,-0.023987326551974546,0.1497981855170974,-0.03213502867920412,-0.019394261052384253,0.06301206373587485,0.059559805659283795,0.10786359036678775,0.0695295969494997,0.058304984528380795,0.10319940480829923,0.021298113389720666,0.05447235118057343,0.02927914318917994,0.0937535675529081,0.10155534030377358,0.05238340512830331,0.1521773864192965,0.09297229483904719,0.17562400399668082,0.1773586348715693,0.17792404827432573,0.1643408108294526,0.1573501169738735,1.0,0.10343213782687602,0.17547943464834007,0.1731180715443753,0.15100109613600365,0.04274191266056296,0.1042021417182274,0.14730611184770998,0.04767711292390002
V_VAL_21,-0.03217635583530251,0.15091118350234414,-0.01813887337156396,-0.02063536113628909,0.09691840272079694,0.06006512977449402,0.12233070337067928,0.12740697613783686,0.10758223320846402,0.14467027415996667,0.03661727588876629,0.07953454238387606,0.09020646840855301,0.09337815541597698,0.1007823078576734,0.13997982127560882,0.18002329138899925,0.08680411010187437,0.16938647740125895,0.09145737948448675,0.13228655168030728,0.13785132535703754,0.12362976424166323,0.10343213782687602,1.0,0.2010467021155051,0.09626126128824011,0.10613210544874863,0.12279311334532662,0.1270303300028234,0.10722107195145814,0.0755198194788155
V_VAL_22,-0.044433254741773086,0.07201004126558644,-0.008026900701310116,-0.008870559785532329,0.10836138749074667,0.09829592828193216,0.09961184008719293,0.06545964884800017,0.08480520090927834,0.04756235743017188,0.10713200715488855,0.10545528567183526,0.03486912344744237,0.1270126703913701,0.08696947320834662,0.06767721373118257,0.11662964208573558,0.12087371863055882,0.19085813305545937,0.15299584613877598,0.17000895527256354,0.11063728040126089,0.25663906589149893,0.17547943464834007,0.2010467021155051,1.0,0.18198418317947504,0.2630667603816062,0.05108212320118053,0.12294599615866356,0.12331800275234675,0.017860036360510423
V_VAL_23,-0.04605539636419059,0.14898943054569483,-0.0023813725978600493,-0.018030468521816296,0.07943740255701506,0.11367540258285999,0.08747742581730443,0.0648268014095918,0.08853893677348207,0.12806164768881953,0.08601252418902082,0.08670150619242283,0.10575920222833217,0.19608719511407238,0.06994997561130259,0.04970481706357257,0.10089312426872894,0.16169668703015236,0.21741244749240876,0.1266694514056569,0.1402290491957347,0.08169984064395784,0.07745531252169614,0.1731180715443753,0.09626126128824011,0.18198418317947504,1.0,0.17649590078399172,0.03947890895782865,0.026308336204854878,-0.03566508545720521,0.08086832910513139
V_VAL_24,-0.02947391985535196,0.0603339227221587,-0.006771352471491721,-0.008175466517939671,0.07086807895264399,0.07019449596528132,0.09361363313618098,0.10071906178669059,0.09014166074559361,0.04589532539895944,0.07695617034948722,0.07243517830604929,0.0805364682872506,0.14365521899203848,0.15723552995796422,0.07922661817901076,0.1525179166522259,0.09104925729839282,0.12993823461075785,0.1065228635981449,0.1540447610193442,0.09129121289011125,0.12714235254419484,0.15100109613600365,0.10613210544874863,0.2630667603816062,0.17649590078399172,1.0,-0.0179705572785021,0.06707884981730763,0.11293866584277319,0.08288427657435438
V_VAL_25,-0.0322869488424531,0.07270868440554738,0.013298364066163157,-0.008694697309877849,0.06601064566228663,0.08763066973616056,0.036540684196837064,0.028402592463274368,0.07947722673323751,0.08454555335629703,0.07434537823552846,-0.047284272763668166,0.04949720151921959,0.11002425379476506,0.08519356700881711,-0.0012489006022602688,0.026609814344912452,0.09913988146795505,0.0911714044104523,0.04757761339057185,0.04724007344178401,0.08766870642544766,0.07927938327009089,0.04274191266056296,0.12279311334532662,0.05108212320118053,0.03947890895782865,-0.0179705572785021,1.0,0.0823832508935878,0.031108836110921318,0.09584296517743897
V_VAL_26,-0.010804769250716186,0.06527647405480903,-0.011239052784913443,-0.007158395843427052,0.05041062913960569,0.04597470711602557,0.07578798382368616,0.047794007976784264,0.017638425970321166,0.013068265776063511,0.10073325293980367,0.07986996888077175,0.004166552478653559,0.059108655600713066,0.06499410754239217,-0.018452651589483938,-0.008779609683846811,0.0828460179027275,0.058064788167605415,0.04593857160734029,0.02167681030110699,0.1583273205530667,0.11603326846242942,0.1042021417182274,0.1270303300028234,0.12294599615866356,0.026308336204854878,0.06707884981730763,0.0823832508935878,1.0,0.14577951438453715,0.07316014037445906
V_VAL_27,-0.010467241310959852,0.07197728456387388,-0.0073785272384802114,-0.007305532087348155,-0.04790195877771827,0.008861676067976169,0.015628959849366124,0.022141691982915993,0.012886462480243032,0.030610853796487543,-0.004480064906315115,-0.026421639705264607,0.0033350212443867466,0.027891635370069646,0.07185121160742884,0.10881657763948091,0.05940515359210881,0.035324265888030046,0.1076000002261591,0.09955865235741483,0.05948898086212908,0.0245782379457435,0.07266725903943193,0.14730611184770998,0.10722107195145814,0.12331800275234675,-0.03566508545720521,0.11293866584277319,0.031108836110921318,0.14577951438453715,1.0,0.09054312538131519
V_VAL_28,-0.010834021971663834,0.03535585955257731,-0.0036794715263610083,-0.0036430708231485597,0.028040550430331945,0.06403529200811643,0.018933166958781448,0.054553846159579006,-0.0362404636795611,0.03227121300703202,0.021674647199658743,0.00022281243298897247,0.031173766547966462,0.05712783985769291,0.09986866334700964,0.03418277802901753,0.060476090848438226,-0.004419234131306825,0.06117765744249611,0.07045256797793496,0.021459803788063503,0.12062804168822296,0.0052518448066266555,0.04767711292390002,0.0755198194788155,0.017860036360510423,0.08086832910513139,0.08288427657435438,0.09584296517743897,0.07316014037445906,0.09054312538131519,1.0
