,min_Slack,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32
M_VAL_11,-0.1997949897466065,0.7936994858176922,0.7860444634680269,0.5982525034108664,0.36460346141482897,0.8361034835656453,0.3315882784841523,0.7873484016791351,0.7893525389465164,0.7623969476261245,1.0,0.5020379291308034,0.3020726466368113,0.8166123023470444,0.32106376931782993,0.7301863230142023,0.7643561281870072,0.7441312852821619,0.8126885849436034,0.6616212888120254,0.3210658080763655,0.7773911637524653,0.4921249043883161,0.8011636591366809,0.7634842379135326,0.7292312828264547,0.8009348438134815,0.6073113872177628,0.3441544081611933,0.7568531215989072,0.4698769463586589,0.7608551779610205
M_VAL_12,-0.14690308479790387,0.5328867246616525,0.4762780019750532,0.6346926233465134,0.3536267902432717,0.6763783026258775,0.11037326874331217,0.6208828863906986,0.5333775343623166,0.5674968135124596,0.5020379291308034,1.0,0.14284096514345798,0.7170830050350528,0.18296932641003946,0.669783274128341,0.6040009696203822,0.5621924742835199,0.5208491078957966,0.6369416727079922,0.35958831376991096,0.7246240696588975,0.14822765778763897,0.638822277516676,0.5571187053744769,0.6257342185172112,0.5079427758562869,0.6785306180810697,0.24300041246050066,0.7497474276964871,0.20373648545957262,0.7093038536996685
M_VAL_13,-0.11904965425401007,0.39217998656183717,0.3200148041636632,0.3063568168338489,0.2686831200209546,0.3678273659896282,0.1454934785014137,0.36989971621837636,0.35748036586890125,0.3357280443738281,0.3020726466368113,0.14284096514345798,1.0,0.32041605042310256,0.2703629411632321,0.3324926370381551,0.3141036638659387,0.37101839688424476,0.3294631201783636,0.350629291098256,0.2923966320614463,0.3112455174282331,0.1488252649964687,0.2979273973102827,0.3313773447962328,0.38103091258832594,0.29304771015422215,0.30402957177608364,0.35139422715568364,0.26445865872670654,0.178222548661991,0.3028682400013956
M_VAL_14,-0.194058561215949,0.8189169684511296,0.7548240944177461,0.7474359904769542,0.3786641798148175,0.9452300027162118,0.27391082817187085,0.863992042450906,0.8488935019124971,0.8582307742283924,0.8166123023470444,0.7170830050350528,0.32041605042310256,1.0,0.2896653744956375,0.8840337654009309,0.8343173657990318,0.865796990565389,0.8241227621559835,0.7847633026299691,0.4392496453241114,0.9640538995646679,0.37020410966980133,0.9005219855378291,0.8555214247004398,0.8828222612975999,0.8412224667759405,0.7564870164480826,0.41556584918107226,0.9489822641197065,0.37332950882072613,0.9166979413841625
M_VAL_15,-0.09435696707432009,0.30776241308955377,0.3310570191857574,0.21518631464806867,0.33335162131308493,0.308691041614186,0.2347478821719528,0.3029969945677583,0.32311685461901124,0.2874730446615601,0.32106376931782993,0.18296932641003946,0.2703629411632321,0.2896653744956375,1.0,0.2602411772554705,0.27801507166329803,0.3312318615889675,0.32601664477409736,0.28795316629696494,0.31409638208523755,0.27657803394765906,0.20831736719163554,0.2878036227087883,0.2995548918436638,0.29394086658744145,0.3145021210270538,0.20170978841833764,0.25925915991350046,0.26226997134033503,0.18368795009760797,0.28231481513498397
M_VAL_16,-0.183808086171013,0.7801577249787404,0.683805341581667,0.662448566886838,0.3729756738923166,0.8730361658671962,0.2736432217384944,0.800535554797801,0.7797722393778947,0.804210558666654,0.7301863230142023,0.669783274128341,0.3324926370381551,0.8840337654009309,0.2602411772554705,1.0,0.7550263349840638,0.7962340161524527,0.7355529486403649,0.7565954821362354,0.4609367261388218,0.8685231020849996,0.29781314924310287,0.8382675097614487,0.7557876159306159,0.8030477417505351,0.7653045339869823,0.7396956832286169,0.4011845370494829,0.8706624572261381,0.37746572987907484,0.8618300518545554
M_VAL_17,-0.19432547385253784,0.7789529074148496,0.7858411474986864,0.6082998438687722,0.33857540732865643,0.8351836104815362,0.2219413627157475,0.7605517845843476,0.7695411813222098,0.7808206460250158,0.7643561281870072,0.6040009696203822,0.3141036638659387,0.8343173657990318,0.27801507166329803,0.7550263349840638,1.0,0.7528551526976921,0.7743135385178443,0.6570269543112203,0.34533213814177466,0.8221790366040999,0.3715385170026213,0.7903209206178885,0.7808758133804963,0.7736422811925217,0.733286488628384,0.6160154734719478,0.3684127668862374,0.8129069985042167,0.37394243410022926,0.7865926475535547
M_VAL_18,-0.18645551804119567,0.764717390640448,0.7317207949234212,0.6403351696270237,0.3493794349219215,0.8648671842186378,0.2746702717405206,0.794719378243485,0.7923670382319677,0.7885541339751931,0.7441312852821619,0.5621924742835199,0.37101839688424476,0.865796990565389,0.3312318615889675,0.7962340161524527,0.7528551526976921,1.0,0.7377488035512529,0.7144596676265106,0.43659917348360977,0.8629525947333708,0.3700272133476443,0.8115951274388845,0.7837990450606264,0.8092132440811031,0.7948947000613814,0.6697822093748569,0.4265693313291284,0.8336256761022214,0.3426539904605833,0.8264158416132007
M_VAL_19,-0.19587036344446296,0.8012935890620893,0.7859772636495322,0.6091268468026396,0.31879268364164004,0.8407527661206826,0.37221194939513397,0.7883008841692914,0.8407530484951828,0.7811299749441392,0.8126885849436034,0.5208491078957966,0.3294631201783636,0.8241227621559835,0.32601664477409736,0.7355529486403649,0.7743135385178443,0.7377488035512529,1.0,0.6475693883214092,0.3436276030843135,0.8020861762737107,0.41658660040908263,0.8253307894389446,0.8149460341318749,0.7234259982856992,0.8231982343521036,0.6158762650475695,0.31093294302781005,0.784475565468562,0.4317601654807309,0.7547679834524161
M_VAL_20,-0.19857521244078402,0.707610924580387,0.638782313593245,0.7307236292460796,0.3801912972519421,0.8000121714310947,0.28086097182644865,0.785748152748634,0.7209609919620641,0.689049949878068,0.6616212888120254,0.6369416727079922,0.350629291098256,0.7847633026299691,0.28795316629696494,0.7565954821362354,0.6570269543112203,0.7144596676265106,0.6475693883214092,1.0,0.46375486397725313,0.788539379154495,0.33208445994649566,0.7543053413021279,0.6990466118465604,0.6834821982837155,0.6849887551444219,0.730692856415962,0.4567522792256386,0.7456494926940047,0.2929057571924911,0.721914418685263
M_VAL_21,-0.11713976170686116,0.40253011886260864,0.34379753208044833,0.41850929229021905,0.3656682215864191,0.44759099826019866,0.17418058227173266,0.4512575186200774,0.42420372689613134,0.40716631400394726,0.3210658080763655,0.35958831376991096,0.2923966320614463,0.4392496453241114,0.31409638208523755,0.4609367261388218,0.34533213814177466,0.43659917348360977,0.3436276030843135,0.46375486397725313,1.0,0.432965052195335,0.16035468082309015,0.4155609821225676,0.3483673301535011,0.4127866579918348,0.3767445940560963,0.3950950657810277,0.3175583959452932,0.40979177377795384,0.21385169325039263,0.4050793907876969
M_VAL_22,-0.18932680776894054,0.8111007607166505,0.7389673776575746,0.7408687316763162,0.3646668051838013,0.944940387286779,0.23088169588222732,0.8558738863046708,0.8407015236004146,0.8391647854364134,0.7773911637524653,0.7246240696588975,0.3112455174282331,0.9640538995646679,0.27657803394765906,0.8685231020849996,0.8221790366040999,0.8629525947333708,0.8020861762737107,0.788539379154495,0.432965052195335,1.0,0.3567874621488631,0.8827803882838627,0.8642492974876353,0.8727113187819774,0.8180446045955008,0.7523804782426596,0.3775448080940208,0.948410277446623,0.34688221124966245,0.8996629632988264
M_VAL_23,-0.11237515837361585,0.3468524086415071,0.47977458259228606,0.3058189221134859,0.19190683764706518,0.40444524042812063,0.2512520914353694,0.4361409106558776,0.4734080579690517,0.3555352125664105,0.4921249043883161,0.14822765778763897,0.1488252649964687,0.37020410966980133,0.20831736719163554,0.29781314924310287,0.3715385170026213,0.3700272133476443,0.41658660040908263,0.33208445994649566,0.16035468082309015,0.3567874621488631,1.0,0.40889001705555145,0.3698819564554914,0.35781823041592997,0.39476346633190174,0.25397462099273194,0.1383496373294621,0.29217742532181523,0.30595960878847844,0.33561296501821136
M_VAL_24,-0.19494084754277144,0.8092583902914403,0.7640998809971099,0.6937350372195605,0.3413500808940284,0.895474115249219,0.329782507608379,0.8467981070744826,0.8266517101489753,0.8058641142221886,0.8011636591366809,0.638822277516676,0.2979273973102827,0.9005219855378291,0.2878036227087883,0.8382675097614487,0.7903209206178885,0.8115951274388845,0.8253307894389446,0.7543053413021279,0.4155609821225676,0.8827803882838627,0.40889001705555145,1.0,0.8293673081747194,0.7962126825709004,0.8156802513186772,0.7136164899196602,0.36918880949533056,0.8772466465750128,0.3934822944840122,0.8634355627738487
M_VAL_25,-0.1866546582050675,0.7903713602409419,0.7367636975475772,0.6463384986028491,0.2833435628733793,0.878076083324306,0.28137723927654945,0.8098402915604959,0.8237990283509499,0.8056167030759505,0.7634842379135326,0.5571187053744769,0.3313773447962328,0.8555214247004398,0.2995548918436638,0.7557876159306159,0.7808758133804963,0.7837990450606264,0.8149460341318749,0.6990466118465604,0.3483673301535011,0.8642492974876353,0.3698819564554914,0.8293673081747194,1.0,0.758103500104015,0.8043532891178521,0.635997787617394,0.3598734172445384,0.8326833444253317,0.3792103293837935,0.7820683824762558
M_VAL_26,-0.17824205872551288,0.7720211772947374,0.6970854534048567,0.6406850025066081,0.3825980361337302,0.8631517932342044,0.29607644472101763,0.7672574037618002,0.7688986110309153,0.8150144227769183,0.7292312828264547,0.6257342185172112,0.38103091258832594,0.8828222612975999,0.29394086658744145,0.8030477417505351,0.7736422811925217,0.8092132440811031,0.7234259982856992,0.6834821982837155,0.4127866579918348,0.8727113187819774,0.35781823041592997,0.7962126825709004,0.758103500104015,1.0,0.74910078561384,0.6650111730287686,0.4087303978988873,0.8556261616627407,0.31693717902873675,0.8234681068522929
M_VAL_27,-0.18685905727494911,0.7826375211009442,0.769669013772618,0.5758560004440973,0.3702985611663772,0.8472374188700723,0.36767426819915533,0.8023317582281443,0.8065176797250313,0.8056566007132826,0.8009348438134815,0.5079427758562869,0.29304771015422215,0.8412224667759405,0.3145021210270538,0.7653045339869823,0.733286488628384,0.7948947000613814,0.8231982343521036,0.6849887551444219,0.3767445940560963,0.8180446045955008,0.39476346633190174,0.8156802513186772,0.8043532891178521,0.74910078561384,1.0,0.6222203851182175,0.3506903941967299,0.7873650686563007,0.40755092833644013,0.7743052897435945
M_VAL_28,-0.1706308630655483,0.6554724628084376,0.562500113675835,0.6476098843805413,0.3454759065860167,0.7588009175054684,0.2298955906496348,0.7286300503500592,0.6316465361356238,0.6750427919416884,0.6073113872177628,0.6785306180810697,0.30402957177608364,0.7564870164480826,0.20170978841833764,0.7396956832286169,0.6160154734719478,0.6697822093748569,0.6158762650475695,0.730692856415962,0.3950950657810277,0.7523804782426596,0.25397462099273194,0.7136164899196602,0.635997787617394,0.6650111730287686,0.6222203851182175,1.0,0.3320245395241705,0.7526320865185868,0.19523689374025707,0.7401861415848572
M_VAL_29,-0.12090799538765172,0.4040233865722617,0.36170412053688067,0.41720743166036867,0.21910501375552532,0.41916347087372713,0.13950043147617563,0.4449766058183934,0.40133162145093804,0.4000126822071199,0.3441544081611933,0.24300041246050066,0.35139422715568364,0.41556584918107226,0.25925915991350046,0.4011845370494829,0.3684127668862374,0.4265693313291284,0.31093294302781005,0.4567522792256386,0.3175583959452932,0.3775448080940208,0.1383496373294621,0.36918880949533056,0.3598734172445384,0.4087303978988873,0.3506903941967299,0.3320245395241705,1.0,0.3544208544039149,0.14548310042932217,0.3637805694908319
M_VAL_30,-0.1798395148917723,0.7852654801477216,0.7160262921559516,0.7002261714364264,0.34406684049329705,0.918577764429884,0.2356216071315462,0.8224731045497038,0.8032099708501975,0.839363020344046,0.7568531215989072,0.7497474276964871,0.26445865872670654,0.9489822641197065,0.26226997134033503,0.8706624572261381,0.8129069985042167,0.8336256761022214,0.784475565468562,0.7456494926940047,0.40979177377795384,0.948410277446623,0.29217742532181523,0.8772466465750128,0.8326833444253317,0.8556261616627407,0.7873650686563007,0.7526320865185868,0.3544208544039149,1.0,0.32847733684334984,0.9102531395274364
M_VAL_31,-0.10748593472047671,0.39119021379911356,0.434593352078729,0.30690105094107717,0.17873383752431748,0.39883668363264835,0.16727178222273917,0.381099520113386,0.4076339063596209,0.35701218824929526,0.4698769463586589,0.20373648545957262,0.178222548661991,0.37332950882072613,0.18368795009760797,0.37746572987907484,0.37394243410022926,0.3426539904605833,0.4317601654807309,0.2929057571924911,0.21385169325039263,0.34688221124966245,0.30595960878847844,0.3934822944840122,0.3792103293837935,0.31693717902873675,0.40755092833644013,0.19523689374025707,0.14548310042932217,0.32847733684334984,1.0,0.33449035990555165
M_VAL_32,-0.18184225024805575,0.776850263156753,0.7201173645371876,0.6805940466416185,0.36307447416649785,0.8882836803830417,0.27039760773469107,0.79717736335096,0.7882184579072845,0.8001734174251552,0.7608551779610205,0.7093038536996685,0.3028682400013956,0.9166979413841625,0.28231481513498397,0.8618300518545554,0.7865926475535547,0.8264158416132007,0.7547679834524161,0.721914418685263,0.4050793907876969,0.8996629632988264,0.33561296501821136,0.8634355627738487,0.7820683824762558,0.8234681068522929,0.7743052897435945,0.7401861415848572,0.3637805694908319,0.9102531395274364,0.33449035990555165,1.0
