,FUNCTION,Column1,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function_1,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,cInstr,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,DSP
18,insertionsort,2118,1.204726667,34.98,100,53,126423.99,498,0.03,3614.18,7023.55,366,132,153,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,150,1.204726667,12,0,0,44,-107,-70,-53,24,-7,-65,-33,-26,-98,100,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,insertionsort,2119,1.207146667,35.51,100,53,128597.21,499,0.03,3621.44,7144.29,365,134,153,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,210,1.207146667,14,0,0,114,70,-86,-45,121,-85,-110,68,78,-117,78,58,86,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,insertionsort,2120,1.177446667,35.15,98,53,124172.62,488,0.03,3532.34,6898.48,358,130,151,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,132,1.177446667,10,0,0,35,22,97,39,2,58,80,-23,118,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,insertionsort,2121,1.171913333,35.33,96,53,124222.64,487,0.03,3515.74,6901.26,359,128,149,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,114,1.171913333,8,0,0,123,18,-87,72,-117,-81,-84,-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,insertionsort,2122,1.130456667,35.82,91,53,121474.56,473,0.03,3391.37,6748.59,350,123,144,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,24,1.130456667,3,0,0,25,-85,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,insertionsort,2123,1.151946667,35.52,94,53,122755.95,480,0.03,3455.84,6819.77,354,126,147,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,60,1.151946667,6,0,0,68,-90,99,-75,82,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,insertionsort,2124,1.23852,35.5,103,53,131920.24,510,0.03,3715.56,7328.9,372,138,156,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,309,1.23852,18,0,0,-64,65,-109,118,90,-17,7,-13,-18,-112,32,-90,88,85,73,96,88,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,insertionsort,2125,1.1871,35.42,98,53,126153.43,492,0.03,3561.3,7008.52,361,131,151,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,150,1.1871,11,0,0,11,86,-108,35,-81,-112,8,85,65,122,-116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,insertionsort,2126,1.297383333,34.62,111,53,134734.84,529,0.03,3892.15,7485.27,384,145,164,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,546,1.297383333,25,0,0,75,-94,-61,-79,-110,-53,36,116,-46,-117,-78,64,84,-102,15,-126,18,36,48,-74,69,-30,44,38,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,insertionsort,2127,1.1241,35.92,90,53,121140.49,471,0.03,3372.3,6730.03,349,122,143,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,18,1.1241,2,0,0,41,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,insertionsort,2128,1.132846667,35.82,91,53,121731.38,474,0.03,3398.54,6762.85,351,123,144,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,24,1.132846667,3,0,0,-101,102,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,insertionsort,2129,1.169506667,35.33,96,53,123967.56,486,0.03,3508.52,6887.09,358,128,149,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,111,1.169506667,8,0,0,93,31,-28,-23,75,85,-58,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,insertionsort,2130,1.194336667,35.15,98,53,125953.78,495,0.03,3583.01,6997.43,365,130,151,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,156,1.194336667,10,0,0,-2,-22,-45,-107,92,-121,-24,-35,-60,-101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,insertionsort,2131,1.21282,35.87,99,53,130506.77,502,0.03,3638.46,7250.38,368,134,152,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,228,1.21282,14,0,0,78,79,-47,-78,75,80,-9,-99,-114,-119,-1,100,100,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,insertionsort,2132,1.24495,34.91,104,53,130378.44,512,0.03,3734.85,7243.25,375,137,157,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,318,1.24495,17,0,0,-101,-5,59,-66,70,-126,-35,-27,75,-112,-75,83,41,-90,-71,-22,-111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,insertionsort,2133,1.316116667,34.78,112,53,137328.5,536,0.03,3948.35,7629.36,389,147,165,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,573,1.316116667,27,0,0,-70,-99,66,-80,107,-21,91,101,-34,-34,-79,-21,108,117,-46,-19,0,-63,112,115,-56,-74,-29,-14,121,111,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,insertionsort,2134,1.194336667,35.42,98,53,126922.66,495,0.03,3583.01,7051.26,364,131,151,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,147,1.194336667,11,0,0,4,-118,-45,112,-22,-81,-117,126,-56,78,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,insertionsort,2135,1.289106667,34.31,112,53,132680.12,525,0.03,3867.32,7371.12,380,145,165,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,603,1.289106667,25,0,0,85,98,47,-10,76,-97,62,-5,-12,50,13,20,-69,-31,-116,43,80,107,108,39,106,103,87,-80,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,insertionsort,2136,1.15996,35.9,93,53,124938.74,484,0.03,3479.88,6941.04,358,126,146,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,66,1.15996,6,0,0,-64,-112,-66,-102,-4,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,insertionsort,2137,1.229666667,35.07,102,53,129386.08,507,0.03,3689,7188.12,372,135,155,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,261,1.229666667,15,0,0,-89,-68,-99,-8,62,-3,-42,81,-115,87,-81,-58,69,-117,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,insertionsort,2138,1.264253333,34.92,107,53,132445.26,518,0.03,3792.76,7358.07,377,141,160,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,471,1.264253333,21,0,0,5,66,-81,-104,56,97,124,-14,92,-104,100,14,-96,-36,-72,64,-80,-48,9,35,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,insertionsort,2139,1.310523333,35.65,110,53,140178.33,535,0.03,3931.57,7787.68,387,148,163,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,678,1.310523333,28,0,0,-25,-125,83,-85,-20,-81,4,126,104,-123,33,-123,-28,80,75,-111,-51,42,51,104,72,-103,112,57,-36,-104,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,insertionsort,2140,1.154346667,35.52,94,53,123011.69,481,0.03,3463.04,6833.98,355,126,147,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,66,1.154346667,6,0,0,40,-85,67,-120,36,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,insertionsort,2141,1.250503333,35,106,53,131302.81,513,0.03,3751.51,7294.6,373,140,159,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,387,1.250503333,20,0,0,108,-3,25,71,-33,-71,-65,22,-115,37,97,63,15,-50,50,88,53,93,46,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,insertionsort,2142,1.198323333,35.6,99,53,127984.64,496,0.03,3594.97,7110.26,363,133,152,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,207,1.198323333,13,0,0,-15,2,38,46,97,-13,72,11,20,2,106,-62,-113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,insertionsort,2143,1.132846667,35.82,91,53,121731.38,474,0.03,3398.54,6762.85,351,123,144,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,24,1.132846667,3,0,0,-99,116,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,insertionsort,2144,1.278896667,35.66,107,53,136830,524,0.03,3836.69,7601.67,380,144,160,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,579,1.278896667,24,0,0,103,4,34,-88,3,4,-115,94,-67,115,101,-69,-83,25,-63,75,46,-34,-77,1,-19,-107,20,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,insertionsort,2145,1.23434,34.58,105,53,128036.22,507,0.03,3703.02,7113.12,370,137,158,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,291,1.23434,17,0,0,-44,62,-7,-110,73,-84,119,108,50,-69,74,109,-65,107,5,-61,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,insertionsort,2146,1.24495,35.16,104,53,131330.11,512,0.03,3734.85,7296.12,374,138,157,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,375,1.24495,18,0,0,-87,0,52,-43,-20,7,76,95,-25,-59,-83,-63,49,-96,113,-89,-96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,insertionsort,2147,1.176723333,35.61,96,53,125707.27,489,0.03,3530.17,6983.74,360,129,149,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,120,1.176723333,9,0,0,0,-72,66,-53,59,-110,36,-73,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,insertionsort,2148,1.300723333,34.93,110,53,136310.06,531,0.03,3902.17,7572.78,386,145,163,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,582,1.300723333,25,0,0,-26,-86,-16,-114,71,-98,-90,73,14,-67,42,-86,17,-126,-33,102,99,-115,-63,118,-114,-126,-47,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,insertionsort,2149,1.241643333,34.83,105,53,129733.93,510,0.03,3724.93,7207.44,372,138,158,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,354,1.241643333,18,0,0,94,30,100,-62,29,-96,-15,-10,118,-2,-12,-70,28,13,71,-76,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,insertionsort,2150,1.154346667,35.52,94,53,123011.69,481,0.03,3463.04,6833.98,355,126,147,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,42,1.154346667,6,0,0,-96,-78,-16,65,12,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,insertionsort,2151,1.13126,36.22,90,53,122911.36,474,0.03,3393.78,6828.41,351,123,143,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,24,1.13126,3,0,0,-1,-110,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
