inputName,size,goal,a[size][size]
values_92,20,43,"[[-66, 25, -100, -4, 84, 58, -90, 72, 60, 25, -48, 35, 122, -76, -102, -128, -32, 96, -20, 24],[-79, 44, -9, 54, -125, 26, -110, -77, -16, 116, -65, 66, -73, 13, -6, 41, 93, 95, -34, -30],[91, 116, -101, -122, 86, -84, 41, 74, 71, -67, 81, 94, 34, -16, 11, -31, -14, 63, 61, -6],[58, 71, -68, 117, 22, 124, 118, 25, -128, -21, -14, -12, 115, 47, 99, 37, 76, -43, -38, -13],[85, -85, 22, -121, -48, -70, 58, 40, -80, -25, 16, -26, 119, -48, -9, -72, -46, 11, 115, -51],[110, 124, 103, 14, 58, -120, 64, -47, 59, 35, -110, -31, 78, -97, 37, 103, 32, 29, -67, 91],[-122, -71, 78, 114, 15, -111, -56, 22, 100, -52, 94, 122, 10, -118, -50, 56, 48, 32, 113, -107],[-51, 27, 100, 106, -20, -78, -69, 13, 26, -16, -87, -60, 123, -75, -83, 87, 49, -15, 26, -75],[40, 29, -104, 17, 78, 49, -61, -68, 10, -46, 12, 40, -19, 26, -103, 85, 1, 39, -124, 30],[57, -15, 102, 75, -69, 32, -65, 84, 85, -34, 69, -30, -16, 22, -94, 14, 48, 29, -88, 99],[-58, 8, -93, -93, 104, -45, 105, 17, -108, -24, -72, 71, 87, 24, 31, 4, 91, -109, -103, -117],[-81, -17, -110, -68, 37, 15, -6, 114, 73, 28, 30, -127, 50, 1, 82, 49, 42, 74, 124, 63],[85, 123, 67, -18, -44, -53, -12, 98, 13, 109, 81, -94, 85, -107, -84, -115, 55, -104, -49, -118],[-90, 124, 71, -49, 39, 63, 9, 65, 41, 64, 103, 72, 99, 111, 100, -94, 8, -44, -39, 57],[-110, -111, -45, -87, 11, 3, 61, 93, 2, -35, 5, -58, 111, 101, 22, 40, 89, 44, 1, 28],[-64, -122, -108, -89, -55, 109, -16, -82, 29, -117, 66, -88, 14, -124, 112, 64, -80, 3, -24, 124],[5, 1, 82, -63, 125, 26, -111, 103, -120, -117, 32, 57, -27, 23, 106, 7, -34, 114, -74, -125],[99, 39, 32, -52, -128, 70, 88, 59, -74, -121, -48, 97, 62, -67, 73, -31, 98, -111, -116, -23],[-21, 57, 2, 127, 93, -54, 35, 97, 103, -51, -26, -109, 64, -83, -73, -85, 81, -110, 65, -93],[-100, -114, 76, -61, 122, -35, 10, -115, 75, -36, 21, 91, 89, -121, -28, -10, 82, 87, -36, -26]]"
values_0,18,21,"[[-4, -75, 104, 80, 21, 17, -49, 5, -68, 51, 96, -33, -60, 12, 104, 2, -87, 121],[-14, -10, 31, 71, -4, 110, -41, 94, 53, 92, 62, -41, -61, 12, 35, 30, -52, -55],[-127, 114, 109, -95, -29, 7, 78, 102, 52, -9, -76, 28, 50, -15, -76, 37, 127, 103],[59, 74, -8, -71, -119, -99, -107, 103, -94, -39, -128, -1, -13, -65, -63, 21, 97, 33],[95, -43, 69, 51, 91, 12, -39, 58, -24, 48, 73, -26, -15, 36, -127, 121, -43, -39],[-105, 104, -104, 65, -66, 115, -124, 124, -127, 18, -77, 98, -87, 65, -89, -4, -110, 97],[55, 86, -119, 56, 39, 124, 85, -6, -26, -55, 52, -123, -103, 79, -90, 125, -106, 69],[125, -62, 125, -51, 14, -71, 98, -51, 35, 36, 80, -55, -120, -3, 71, 95, -33, 83],[-111, 80, 23, -55, -20, -95, -100, 120, -88, 6, -124, 44, 96, -37, 105, -93, -14, 40],[119, -82, -94, -89, -99, -49, -25, -115, -14, -122, -31, 66, 79, 91, -12, -29, -39, -47],[-9, 88, -102, -116, 59, 56, 63, 6, 74, 81, 108, 53, 18, 107, 54, -111, 106, -63],[-125, -96, -63, -2, -62, 86, -48, 109, 19, 42, -93, -23, 24, -38, -10, -128, 102, -96],[41, -85, 124, -109, 50, 33, -54, -97, 0, -111, -32, 70, 111, 98, 89, 33, -1, 125],[44, 76, -71, -82, 8, 14, -126, 94, 99, 114, -57, 15, 123, -48, -117, 50, 14, 116],[-72, 107, 46, -42, -21, -100, 11, -30, 37, -88, -100, -35, -91, -50, 47, -71, 112, 43],[-59, 112, -97, -116, -22, 84, 91, 85, 60, -91, -69, 46, -101, 47, -21, -4, -1, 123],[52, -7, -19, -125, -50, 61, 105, -53, 65, -72, -111, 108, 101, 60, 43, -65, 88, -95],[-119, 41, 4, 66, -80, -110, 66, -90, -56, 24, -26, -10, 44, 14, 17, 40, -28, 106]]"
values_77,4,187,"[[110, -83, -108, -54],[-103, -6, 22, 78],[-30, -3, 17, 82],[93, -97, -128, 91]]"
values_17,18,187,"[[19, -107, -57, -41, -94, -97, 73, 27, 126, 76, 0, -54, -123, 11, 34, -27, 29, -124],[-66, 121, 116, 89, -80, 75, -4, -125, 14, 27, 90, 40, 58, -61, -76, 15, -17, -37],[74, -123, 32, -104, -116, -120, -22, -89, 106, 50, -106, 84, 8, 62, 51, -96, 57, 9],[79, -70, -19, -61, 47, -22, -30, -103, 85, 58, -110, 119, -123, -79, 10, 23, -61, -107],[112, 117, -41, -46, 28, 84, 86, -87, -111, 76, -75, 10, -62, 63, 50, 1, 67, -52],[-110, -98, 30, 125, -29, 48, -10, 74, -13, -6, -43, -47, -42, 87, 44, 30, 96, 37],[99, 114, -15, -38, 60, 12, 6, -105, -49, -14, -105, 122, -24, 62, 66, -41, 70, -54],[-107, -39, 98, 91, -18, 12, -47, 75, -19, -21, 121, 15, -31, -31, 121, -68, -120, -22],[108, -106, 38, 76, 39, 69, 92, -59, 127, 100, -75, 28, -104, 23, 114, -28, -13, 84],[-113, -124, 103, 104, -112, 31, 84, 88, 119, -125, -47, -128, 27, 10, 52, -28, -18, -105],[99, 98, 65, -26, -47, 90, -127, -118, 75, -86, 79, 29, 73, -37, -53, -89, -33, 8],[51, -46, -29, 70, 52, -42, 101, -45, -84, -115, -66, -105, -8, -43, 31, -21, 118, 125],[54, -87, 44, -23, -108, 5, -18, -91, 38, 35, -70, -80, -70, 13, 104, -68, 46, -44],[-93, 32, -52, 12, 51, 12, -69, -112, -110, -63, 125, 10, -89, 70, 99, -99, -14, -120],[7, -32, -13, 99, -7, -104, -17, -55, -81, 46, -103, 94, -68, -99, 42, -100, -60, -58],[102, -59, 31, 3, -110, -47, -54, -52, 23, -63, 32, 64, 26, 79, 35, -94, 47, 34],[66, 109, -89, -19, -91, -108, -58, -16, -85, 22, -60, -85, -115, -105, 46, 26, 36, 59],[-49, -87, -15, -48, -120, 16, 11, 19, 34, 30, 90, -7, -19, -5, 107, 9, 114, 98]]"
values_12,18,43,"[[-45, -34, -103, 29, -7, 23, 60, 46, 117, -20, 31, 26, 58, 53, -59, -13, 17, -125],[106, -65, -114, 27, 42, 106, 100, 67, -120, 72, -72, -93, -63, -51, -72, 82, 30, -2],[-5, -63, 111, -60, 31, 123, 12, 7, -64, -87, -116, 65, -15, -67, 1, 23, -128, -114],[-51, -22, 127, 33, -6, -60, 11, 51, -2, -15, 99, 100, -38, 38, -21, 117, -55, -53],[-89, 21, -74, -96, 31, 118, -111, -32, 17, 103, -12, 112, -113, 109, -102, 99, 100, 52],[-59, -67, -103, -25, 51, 103, 13, 15, -36, 94, 8, -83, 2, -66, 30, 116, 40, 101],[-45, 119, -38, 35, -86, 6, -14, 53, -127, -94, -127, 116, 72, 125, -99, -99, 120, 58],[37, 10, 3, -97, -24, 13, 95, -105, -5, -35, 110, 88, -4, -80, 72, -111, -24, 12],[109, 85, -102, -9, -92, 112, -80, 81, -34, 2, -104, 0, -47, -23, 125, 68, -93, -67],[34, 41, 21, -81, 122, -2, 53, -73, -101, 37, -19, 82, 13, 72, 1, 99, 96, 64],[121, -59, -44, 46, 51, -22, -15, -30, -123, 105, -3, 100, -127, -13, -127, 115, -57, 105],[124, -72, 83, -107, 87, 61, -75, 56, 76, -44, -67, 118, 102, -109, -116, 63, -36, 118],[-128, 6, 36, -91, 104, 55, 25, 46, -29, 110, 3, 75, -44, 46, -5, -119, 2, -93],[59, 118, 97, -37, -17, -89, -15, -114, 36, 59, -96, 16, 92, 17, 31, 54, 23, 78],[101, 108, -110, -96, -66, 10, -32, 73, -88, 124, -85, -5, -27, 127, -127, -53, 1, -65],[57, -69, -7, -53, -125, -20, 111, -66, 30, -16, -127, -60, -49, 22, 105, 80, -103, -79],[-113, 109, 75, 42, 60, 127, 93, 23, -51, -116, -96, -125, -106, 27, -27, -75, -16, 27],[-54, -73, 38, 93, 89, -18, 13, -14, -76, 42, -14, 74, 66, -98, 47, 69, 73, -52]]"
values_33,16,144,"[[-42, 9, -43, 34, -72, -33, 29, 0, 56, -24, -17, 76, 53, -27, 58, 78],[51, 5, 12, -91, -97, -11, 112, -93, -84, -64, 48, 57, -102, -58, -47, 16],[-103, 41, 19, 10, -50, 122, 77, -12, 41, 3, 102, 121, 38, -88, 1, 42],[20, 106, 23, -39, 38, 18, 125, 16, -72, 9, -122, 124, 10, 90, 16, 19],[9, -74, 14, -115, 76, 42, 52, 78, 10, -123, 36, 22, 8, -111, 1, -122],[86, 78, 60, 93, -68, -27, -110, -55, -124, 110, -107, 30, 3, -122, -57, 102],[-13, -84, 92, -63, 55, -49, -22, 12, 119, 70, -97, 32, -78, -81, -76, 110],[-110, -94, -107, 82, -43, -5, -40, -37, 120, 109, 21, 23, 101, 46, -37, -109],[103, -128, 60, -87, -46, 48, -127, 29, -88, -57, 53, -18, -37, -123, -4, -82],[-89, 86, -34, -15, -87, 25, 66, -17, 65, -56, -89, 67, -42, -15, 102, 38],[-105, 121, -64, 23, 9, 29, 97, -21, 63, 54, 21, 32, 1, -6, 39, -65],[42, -6, 91, -75, 72, 12, 2, 102, -17, 89, -120, 26, -45, -74, -128, -42],[96, 127, 77, -113, -114, 6, -76, 18, 111, -22, 127, -74, 66, 125, -102, -9],[21, 17, -49, 25, -62, 119, -4, -118, -54, -94, -111, -104, -109, -73, 68, 50],[-22, -77, 62, -39, -98, -56, 111, 43, -53, 111, -116, -48, 30, -119, 58, -58],[-19, 35, -20, 38, 74, 74, -28, -109, -119, 54, 42, 78, 55, -109, -121, -28]]"
values_25,12,169,"[[10, -48, 19, 24, 60, -52, -22, -57, -91, 63, -100, -6],[-13, -46, -12, 0, 2, 95, 23, 116, 85, -67, 27, 28],[-109, -113, 66, -85, 118, -9, -2, -1, 27, 69, 112, 69],[-120, -40, 96, -72, 53, 56, -83, 23, -70, -1, 83, 65],[45, -93, 121, 22, 3, 42, 52, 87, -106, 19, 86, -23],[4, -71, 10, -124, -21, 127, 73, -97, -68, -34, 80, 67],[109, 98, 111, 30, 126, -120, 86, 33, 9, 102, 23, -62],[-76, -47, -80, -124, 116, -99, -98, 7, -122, -24, 115, -2],[-69, -43, 109, -98, -53, -1, 57, 28, 103, 5, -48, 39],[42, 53, -59, 82, 54, 65, 52, 94, 104, -38, -64, 61],[43, 76, 99, -10, -60, -59, -117, -5, 59, -10, -2, 90],[100, 47, 76, -24, -74, -70, 95, 73, -25, 122, -64, -91]]"
values_19,18,134,"[[-39, -1, -34, -100, 57, -121, 64, -9, -71, -7, -36, 80, -119, -54, -92, -94, 39, -75],[127, 29, -82, 44, -112, -33, -47, -70, 120, 34, 4, -105, 92, -66, 119, 85, 4, -126],[-52, -86, -34, -100, 89, -113, 90, -27, -36, 103, 121, -31, -22, 82, 61, 15, -89, 64],[-47, 46, 99, 127, 108, 111, -35, 64, 59, 1, 71, -2, -73, -89, 63, -48, -70, 77],[101, -30, -10, -103, -101, 93, -67, 86, -56, -57, -128, -15, 25, -62, 80, 54, 94, -91],[-127, 115, -49, -19, -28, -19, 114, 99, 99, -42, -41, 71, -121, 48, -38, 30, -96, 124],[-104, -21, -39, 89, -83, 115, -125, 4, 27, -33, 56, -18, 50, -81, -21, 26, 124, -128],[-51, -124, -51, -58, -122, -16, 124, -66, 95, -112, -2, 78, 27, 68, 58, -35, -3, -9],[32, -65, -9, 76, 1, 84, -21, 44, 23, 41, 31, -103, 70, 9, 9, -5, 97, -24],[55, 93, -45, 56, 45, -1, 15, -116, 82, 60, -84, -78, 6, 73, -103, -123, -90, 75],[-110, -90, -71, 94, -50, 19, -53, -73, 112, 72, -59, 40, 71, 47, -85, -119, 38, 28],[10, 17, 88, 59, 72, 52, -1, -14, -125, 99, -95, -73, -118, 15, 121, 86, 86, -108],[-55, 95, -113, 110, -57, -57, 57, -22, 15, 1, -55, 106, 27, -85, -97, 41, -117, -71],[61, -122, 61, 73, 47, -29, 92, 63, -21, 84, 114, -92, 98, -128, -14, 7, 53, 34],[-113, 86, 21, 105, 52, -87, -41, 80, -18, -1, -81, -90, 95, -124, 56, -70, 71, 85],[28, 96, -116, 126, 2, -46, 69, 105, 103, 30, 77, 44, 70, 61, -32, 96, -7, -6],[60, -7, 1, 38, -12, -60, -85, -26, 44, 25, -47, 71, 22, -75, 98, 115, 7, 111],[-44, -89, 72, 53, 106, -91, 117, -35, -91, 11, 73, 66, -127, -48, -68, 99, -24, 115]]"
values_97,20,187,"[[-51, 69, -42, -127, -24, 21, -63, -27, -18, -93, -64, 18, -71, 81, -6, 85, 20, -61, 23, 73],[87, 35, 87, 93, 12, -75, -42, -34, 7, 33, -19, 4, -82, -89, -109, -127, -120, 46, 59, -73],[26, -110, 28, 77, -92, -21, -69, -25, -125, -17, 18, 75, -52, 120, 32, 21, 4, -63, 39, 102],[97, -110, -10, -50, 3, -106, 21, -11, 12, -85, 93, -44, -101, 48, -83, 33, 64, 84, -77, 38],[71, -5, -74, 107, -32, 67, 75, -78, -77, -63, -39, -47, 91, -72, -19, -103, -101, -27, -17, -104],[-114, -123, -67, -103, 89, 75, -44, -96, 36, -44, -43, -108, 120, -15, 106, 6, 12, -93, -2, -69],[-98, 12, 14, -14, 41, -37, 75, 120, -84, 62, 47, 69, -82, -116, 73, 106, -93, -7, -43, -5],[104, 21, 66, 104, -16, 14, 69, -72, 74, 97, 105, 82, -121, 56, 126, -30, 104, 65, -80, -81],[-90, 75, -89, 126, -64, -44, -28, 103, 87, 52, 114, -6, 83, 26, 122, -80, 53, 3, 19, -66],[3, 62, 64, 63, -8, -127, 11, 125, 15, -34, 82, 117, -63, -118, 63, 92, -101, -102, 77, -122],[-53, 86, -59, -15, -57, 0, -66, -52, 116, 103, -108, -80, 5, -78, -95, 30, 95, -68, -119, -127],[62, 124, -49, 119, -49, -35, 65, 53, 119, -107, 51, 65, -86, -113, 92, 58, 104, 57, 115, -7],[-121, -111, 108, 67, -116, -117, 75, -46, 91, -66, -6, -107, -62, -88, 95, -57, 72, -4, -37, -24],[-124, -52, 29, -125, 108, 102, -18, 112, 85, -78, 89, -72, -33, -97, 73, 64, -27, 56, 112, -92],[101, -101, 46, 20, -10, 95, 108, 70, 83, 11, -100, -45, 111, -72, -82, 36, -51, -2, -13, 110],[15, -5, 95, -97, 2, -91, -27, 58, 6, 54, 71, -52, 14, -38, 31, 118, 123, -115, 67, -32],[-38, 6, 37, 82, -25, 64, 101, -43, -30, 110, -96, -57, -68, 56, 104, 59, -33, 112, 18, 22],[-91, -89, -29, 90, -3, -15, -7, 71, -67, -41, 119, -17, -102, -38, 105, 94, 8, -71, 79, 37],[-5, -72, -103, -55, 102, 13, 107, -31, 110, -3, 20, 14, -59, -74, -42, 84, -20, 37, 81, 112],[22, -83, 106, 63, -113, 126, 24, -71, 2, 50, -96, 81, 63, 2, 16, -83, -94, 84, -108, -63]]"
values_81,2,186,"[[100, -75],[62, -49]]"
