Column1,FUNCTION,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function_1,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,ARRAY_INPUT,RANGE_ARRAY_INPUT,cInstr,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,clockCycles
4292,insertionsort,1.132846667,35.82,91,53,121731.38,474,0.03,3398.54,6762.85,351,123,144,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,1,21,1.132846667,3,0,0,-64,-6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5363,straight_sort,0.35179,44.8,15,32,47280.66,190,0.02,1055.37,2626.7,148,42,47,20,3,1,3,2,0,7,2,2,1,5,5,2,2,100,0,0,1,3,1,0,24,0.35179,3,0,0,57,64,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5379,straight_sort,0.346143333,46.86,14,32,48657.85,188,0.02,1038.43,2703.21,147,41,46,20,3,1,3,2,0,7,2,2,1,5,5,2,2,100,0,0,1,3,1,0,,0.346143333,2,0,0,93,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5389,straight_sort,0.35179,44.8,15,32,47280.66,190,0.02,1055.37,2626.7,148,42,47,20,3,1,3,2,0,7,2,2,1,5,5,2,2,100,0,0,1,3,1,0,24,0.35179,3,0,0,52,62,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5907,selectionsort,0.36175,44.8,15,28,48619.33,200,0.02,1085.25,2701.07,152,48,43,22,3,1,3,2,0,11,2,2,1,6,5,2,2,100,0,0,1,3,1,1,17,0.36175,2,0,0,-41,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5924,selectionsort,0.36356,44.8,15,28,48862.43,201,0.02,1090.68,2714.58,153,48,43,22,3,1,3,2,0,11,2,2,1,6,5,2,2,100,0,0,1,3,1,1,18,0.36356,2,0,0,-81,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5925,selectionsort,0.36356,44.8,15,28,48862.43,201,0.02,1090.68,2714.58,153,48,43,22,3,1,3,2,0,11,2,2,1,6,5,2,2,100,0,0,1,3,1,1,17,0.36356,2,0,0,-96,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5958,selectionsort,0.36175,44.8,15,28,48619.33,200,0.02,1085.25,2701.07,152,48,43,22,3,1,3,2,0,11,2,2,1,6,5,2,2,100,0,0,1,3,1,1,18,0.36175,2,0,0,40,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5959,selectionsort,0.359943333,44.8,15,28,48376.24,199,0.02,1079.83,2687.57,151,48,43,22,3,1,3,2,0,11,2,2,1,6,5,2,2,100,0,0,1,3,1,1,18,0.359943333,2,0,0,88,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5973,selectionsort,0.36175,44.8,15,28,48619.33,200,0.02,1085.25,2701.07,152,48,43,22,3,1,3,2,0,11,2,2,1,6,5,2,2,100,0,0,1,3,1,1,17,0.36175,2,0,0,-45,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5991,selectionsort,0.36356,44.8,15,28,48862.43,201,0.02,1090.68,2714.58,153,48,43,22,3,1,3,2,0,11,2,2,1,6,5,2,2,100,0,0,1,3,1,1,18,0.36356,2,0,0,-66,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
6073,gcd,0.34467,37.27,15,26,38534.01,193,0.03,1034.01,2140.78,150,43,41,26,6,2,6,2,1,9,3,3,2,0,9,3,3,100,2,1,0,0,0,0,35,0.34467,0,78,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
6066,gcd,0.34467,37.27,15,26,38534.01,193,0.03,1034.01,2140.78,150,43,41,26,6,2,6,2,1,9,3,3,2,0,9,3,3,100,2,1,0,0,0,0,37,0.34467,0,80,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
4505,qsort,1.1991,157.65,23,37,567121.59,609,0.01,3597.3,31506.76,413,196,60,81,12,2,12,6,0,49,2,2,1,37,14,2,2,100,0,0,1,3,1,1,22,1.1991,2,0,0,-88,-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
4551,qsort,1.19516,157.65,23,37,565259.13,607,0.01,3585.48,31403.28,411,196,60,81,12,2,12,6,0,49,2,2,1,37,14,2,2,100,0,0,1,3,1,1,24,1.19516,2,0,0,67,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
4571,qsort,1.19713,157.65,23,37,566190.36,608,0.01,3591.39,31455.02,412,196,60,81,12,2,12,6,0,49,2,2,1,37,14,2,2,100,0,0,1,3,1,1,22,1.19713,2,0,0,60,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
4581,qsort,1.1991,157.65,23,37,567121.59,609,0.01,3597.3,31506.76,413,196,60,81,12,2,12,6,0,49,2,2,1,37,14,2,2,100,0,0,1,3,1,1,22,1.1991,2,0,0,-105,-117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
5175,bubblesort,0.457936667,41.59,22,30,57137.84,241,0.02,1373.81,3174.32,180,61,52,29,4,1,4,2,0,13,3,3,2,2,7,3,2,67,0,0,1,3,1,1,28,0.457936667,4,0,0,-92,-31,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
6013,gcd,0.34467,37.27,15,26,38534.01,193,0.03,1034.01,2140.78,150,43,41,26,6,2,6,2,1,9,3,3,2,0,9,3,3,100,2,1,0,0,0,0,45,0.34467,0,78,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
6097,gcd,0.34467,37.27,15,26,38534.01,193,0.03,1034.01,2140.78,150,43,41,26,6,2,6,2,1,9,3,3,2,0,9,3,3,100,2,1,0,0,0,0,45,0.34467,0,80,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
6098,gcd,0.34467,37.27,15,26,38534.01,193,0.03,1034.01,2140.78,150,43,41,26,6,2,6,2,1,9,3,3,2,0,9,3,3,100,2,1,0,0,0,0,45,0.34467,0,80,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
5342,straight_sort,0.35179,44.8,15,32,47280.66,190,0.02,1055.37,2626.7,148,42,47,20,3,1,3,2,0,7,2,2,1,5,5,2,2,100,0,0,1,3,1,0,,0.35179,3,0,0,63,70,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
6057,gcd,0.34467,37.27,15,26,38534.01,193,0.03,1034.01,2140.78,150,43,41,26,6,2,6,2,1,9,3,3,2,0,9,3,3,100,2,1,0,0,0,0,52,0.34467,0,78,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
4567,qsort,1.214656667,145.78,25,37,531217.68,612,0.01,3643.97,29512.09,415,197,62,81,12,2,12,6,0,49,2,2,1,37,14,2,2,100,0,0,1,3,1,1,30,1.214656667,3,0,0,-106,-87,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
5024,quicksort,0.654356667,70.56,25,36,138514.51,331,0.01,1963.07,7695.25,233,98,61,60,5,1,5,2,0,31,5,5,5,6,10,5,5,100,0,0,1,3,1,1,1.24E+12,0.654356667,2,0,0,55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
5031,quicksort,0.658313333,70.56,25,36,139351.45,333,0.01,1974.94,7741.75,235,98,61,60,5,1,5,2,0,31,5,5,5,6,10,5,5,100,0,0,1,3,1,1,2.81E+14,0.658313333,2,0,0,-54,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
5044,quicksort,0.656333333,70.56,25,36,138932.98,332,0.01,1969,7718.5,234,98,61,60,5,1,5,2,0,31,5,5,5,6,10,5,5,100,0,0,1,3,1,1,2.71E+16,0.656333333,2,0,0,78,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
5067,quicksort,0.656333333,70.56,25,36,138932.98,332,0.01,1969,7718.5,234,98,61,60,5,1,5,2,0,31,5,5,5,6,10,5,5,100,0,0,1,3,1,1,12884901919,0.656333333,2,0,0,65,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
4269,insertionsort,1.135236667,36.11,91,53,122979.97,475,0.03,3405.71,6832.22,351,124,144,22,3,6,3,2,0,9,2,2,1,5,5,2,2,100,0,0,1,3,1,1,33,1.135236667,4,0,0,105,-31,36,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
5202,shell_sort,0.436776667,60.16,16,35,78824.55,231,0.02,1310.33,4379.14,176,55,51,37,5,1,5,4,0,15,2,2,1,5,7,2,2,100,0,0,1,3,1,1,31,0.436776667,2,0,0,98,-123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
5213,shell_sort,0.438666667,60.16,16,35,79165.79,232,0.02,1316,4398.1,177,55,51,37,5,1,5,4,0,15,2,2,1,5,7,2,2,100,0,0,1,3,1,1,31,0.438666667,2,0,0,-36,-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
5234,shell_sort,0.434886667,60.16,16,35,78483.32,230,0.02,1304.66,4360.18,175,55,51,37,5,1,5,4,0,15,2,2,1,5,7,2,2,100,0,0,1,3,1,1,31,0.434886667,2,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
5908,selectionsort,0.37124,42.88,16,28,47750.92,204,0.02,1113.72,2652.83,155,49,44,22,3,1,3,2,0,11,2,2,1,6,5,2,2,100,0,0,1,3,1,1,29,0.37124,3,0,0,-4,-109,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
5941,selectionsort,0.36942,42.88,16,28,47516.85,203,0.02,1108.26,2639.82,154,49,44,22,3,1,3,2,0,11,2,2,1,6,5,2,2,100,0,0,1,3,1,1,28,0.36942,3,0,0,-82,126,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
6000,gcd,0.34467,37.27,15,26,38534.01,193,0.03,1034.01,2140.78,150,43,41,26,6,2,6,2,1,9,3,3,2,0,9,3,3,100,2,1,0,0,0,0,51,0.34467,0,62,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
6094,gcd,0.34467,37.27,15,26,38534.01,193,0.03,1034.01,2140.78,150,43,41,26,6,2,6,2,1,9,3,3,2,0,9,3,3,100,2,1,0,0,0,0,56,0.34467,0,80,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
5321,straight_sort,0.357436667,43,16,32,46109.45,192,0.02,1072.31,2561.64,149,43,48,20,3,1,3,2,0,7,2,2,1,5,5,2,2,100,0,0,1,3,1,0,40,0.357436667,4,0,0,34,90,51,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
5394,straight_sort,0.35179,44.8,15,32,47280.66,190,0.02,1055.37,2626.7,148,42,47,20,3,1,3,2,0,7,2,2,1,5,5,2,2,100,0,0,1,3,1,0,1.84E+12,0.35179,3,0,0,81,66,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
6012,gcd,0.34467,37.27,15,26,38534.01,193,0.03,1034.01,2140.78,150,43,41,26,6,2,6,2,1,9,3,3,2,0,9,3,3,100,2,1,0,0,0,0,58,0.34467,0,81,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
4559,qsort,1.210686667,145.78,25,37,529481.67,610,0.01,3632.06,29415.65,413,197,62,81,12,2,12,6,0,49,2,2,1,37,14,2,2,100,0,0,1,3,1,1,34,1.210686667,3,0,0,9,-59,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
4562,qsort,1.21267,145.78,25,37,530349.67,611,0.01,3638.01,29463.87,414,197,62,81,12,2,12,6,0,49,2,2,1,37,14,2,2,100,0,0,1,3,1,1,34,1.21267,3,0,0,-105,-71,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
6014,gcd,0.34467,37.27,15,26,38534.01,193,0.03,1034.01,2140.78,150,43,41,26,6,2,6,2,1,9,3,3,2,0,9,3,3,100,2,1,0,0,0,0,65,0.34467,0,78,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
6015,gcd,0.34467,37.27,15,26,38534.01,193,0.03,1034.01,2140.78,150,43,41,26,6,2,6,2,1,9,3,3,2,0,9,3,3,100,2,1,0,0,0,0,65,0.34467,0,80,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
6018,gcd,0.34467,37.27,15,26,38534.01,193,0.03,1034.01,2140.78,150,43,41,26,6,2,6,2,1,9,3,3,2,0,9,3,3,100,2,1,0,0,0,0,60,0.34467,0,93,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
