inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement
values_57, 455, 45, 250, 51, 705, 96, 4642.40, 512029.25, 0.01, 110.29, 28446.07
values_88, 455, 45, 250, 51, 705, 96, 4642.40, 512029.25, 0.01, 110.29, 28446.07
values_23, 461, 45, 254, 55, 715, 100, 4750.36, 493605.30, 0.01, 103.91, 27422.52
values_45, 461, 45, 254, 56, 715, 101, 4760.62, 485838.40, 0.01, 102.05, 26991.02
values_66, 462, 45, 255, 55, 717, 100, 4763.64, 496934.77, 0.01, 104.32, 27607.49
values_36, 453, 45, 250, 52, 703, 97, 4639.74, 501894.81, 0.01, 108.17, 27883.05
values_56, 454, 45, 250, 52, 704, 97, 4646.34, 502608.75, 0.01, 108.17, 27922.71
values_26, 460, 45, 255, 56, 715, 101, 4760.62, 487751.15, 0.01, 102.46, 27097.29
values_43, 461, 45, 255, 57, 716, 102, 4777.46, 480888.72, 0.01, 100.66, 26716.04
values_52, 463, 45, 255, 55, 718, 100, 4770.29, 497627.85, 0.01, 104.32, 27645.99
values_98, 462, 45, 254, 53, 716, 98, 4736.13, 510698.03, 0.01, 107.83, 28372.11
values_61, 453, 45, 250, 52, 703, 97, 4639.74, 501894.81, 0.01, 108.17, 27883.05
values_44, 461, 45, 255, 57, 716, 102, 4777.46, 480888.72, 0.01, 100.66, 26716.04
values_68, 460, 45, 255, 55, 715, 100, 4750.36, 495548.62, 0.01, 104.32, 27530.48
values_41, 461, 45, 255, 55, 716, 100, 4757.00, 496241.70, 0.01, 104.32, 27568.98
values_85, 455, 45, 250, 51, 705, 96, 4642.40, 512029.25, 0.01, 110.29, 28446.07
values_79, 462, 45, 255, 56, 717, 101, 4773.94, 489115.49, 0.01, 102.46, 27173.08
values_71, 457, 45, 254, 56, 711, 101, 4733.99, 483120.42, 0.01, 102.05, 26840.02
values_63, 453, 45, 250, 52, 703, 97, 4639.74, 501894.81, 0.01, 108.17, 27883.05
values_20, 459, 45, 254, 55, 713, 100, 4737.07, 492224.58, 0.01, 103.91, 27345.81
values_74, 460, 45, 254, 55, 714, 100, 4743.71, 492914.94, 0.01, 103.91, 27384.16
values_72, 462, 45, 254, 53, 716, 98, 4736.13, 510698.03, 0.01, 107.83, 28372.11
values_86, 452, 45, 250, 51, 702, 96, 4622.64, 509850.41, 0.01, 110.29, 28325.02
values_75, 463, 45, 255, 54, 718, 99, 4759.88, 505737.04, 0.01, 106.25, 28096.50
values_55, 452, 45, 250, 51, 702, 96, 4622.64, 509850.41, 0.01, 110.29, 28325.02
values_14, 455, 45, 250, 51, 705, 96, 4642.40, 512029.25, 0.01, 110.29, 28446.07
values_47, 460, 45, 254, 54, 714, 99, 4733.36, 500947.33, 0.01, 105.83, 27830.41
values_91, 459, 45, 255, 54, 714, 99, 4733.36, 502919.57, 0.01, 106.25, 27939.98
values_64, 455, 45, 250, 52, 705, 97, 4652.94, 503322.68, 0.01, 108.17, 27962.37
values_11, 451, 45, 250, 50, 701, 95, 4605.47, 518115.24, 0.01, 112.50, 28784.18
values_49, 461, 45, 254, 55, 715, 100, 4750.36, 493605.30, 0.01, 103.91, 27422.52
values_62, 455, 45, 250, 52, 705, 97, 4652.94, 503322.68, 0.01, 108.17, 27962.37
values_80, 452, 45, 250, 51, 702, 96, 4622.64, 509850.41, 0.01, 110.29, 28325.02
values_39, 455, 45, 250, 52, 705, 97, 4652.94, 503322.68, 0.01, 108.17, 27962.37
values_90, 461, 45, 255, 54, 716, 99, 4746.62, 504328.30, 0.01, 106.25, 28018.24
values_53, 458, 45, 255, 55, 713, 100, 4737.07, 494162.47, 0.01, 104.32, 27453.47
values_94, 460, 45, 255, 54, 715, 99, 4739.99, 503623.94, 0.01, 106.25, 27979.11
values_7, 455, 45, 250, 50, 705, 95, 4631.75, 521071.67, 0.01, 112.50, 28948.43
values_31, 454, 45, 250, 52, 704, 97, 4646.34, 502608.75, 0.01, 108.17, 27922.71
values_93, 461, 45, 255, 54, 716, 99, 4746.62, 504328.30, 0.01, 106.25, 28018.24
values_38, 452, 45, 250, 52, 702, 97, 4633.14, 501180.88, 0.01, 108.17, 27843.38
values_58, 455, 45, 250, 52, 705, 97, 4652.94, 503322.68, 0.01, 108.17, 27962.37
values_78, 460, 45, 255, 56, 715, 101, 4760.62, 487751.15, 0.01, 102.46, 27097.29
values_50, 458, 45, 255, 55, 713, 100, 4737.07, 494162.47, 0.01, 104.32, 27453.47
values_3, 459, 45, 255, 55, 714, 100, 4743.71, 494855.55, 0.01, 104.32, 27491.97
values_13, 453, 45, 250, 49, 703, 94, 4607.88, 528965.35, 0.01, 114.80, 29386.96
values_83, 455, 45, 250, 51, 705, 96, 4642.40, 512029.25, 0.01, 110.29, 28446.07
values_1, 462, 45, 255, 56, 717, 101, 4773.94, 489115.49, 0.01, 102.46, 27173.08
values_21, 459, 45, 254, 54, 713, 99, 4726.73, 500245.73, 0.01, 105.83, 27791.43
values_32, 455, 45, 250, 52, 705, 97, 4652.94, 503322.68, 0.01, 108.17, 27962.37
values_22, 460, 45, 254, 54, 714, 99, 4733.36, 500947.33, 0.01, 105.83, 27830.41
values_9, 453, 45, 250, 51, 703, 96, 4629.23, 510576.69, 0.01, 110.29, 28365.37
values_6, 453, 45, 250, 50, 703, 95, 4618.61, 519593.46, 0.01, 112.50, 28866.30
values_76, 462, 45, 255, 56, 717, 101, 4773.94, 489115.49, 0.01, 102.46, 27173.08
values_18, 462, 45, 255, 54, 717, 99, 4753.25, 505032.67, 0.01, 106.25, 28057.37
values_16, 461, 45, 255, 56, 716, 101, 4767.28, 488433.32, 0.01, 102.46, 27135.18
values_40, 458, 45, 255, 56, 713, 101, 4747.30, 486386.81, 0.01, 102.46, 27021.49
values_2, 462, 45, 255, 56, 717, 101, 4773.94, 489115.49, 0.01, 102.46, 27173.08
values_60, 453, 45, 250, 51, 703, 96, 4629.23, 510576.69, 0.01, 110.29, 28365.37
values_99, 461, 45, 254, 54, 715, 99, 4739.99, 501648.94, 0.01, 105.83, 27869.39
values_48, 459, 45, 254, 55, 713, 100, 4737.07, 492224.58, 0.01, 103.91, 27345.81
values_69, 459, 45, 255, 55, 714, 100, 4743.71, 494855.55, 0.01, 104.32, 27491.97
values_46, 460, 45, 254, 56, 714, 101, 4753.96, 485158.90, 0.01, 102.05, 26953.27
values_24, 460, 45, 254, 55, 714, 100, 4743.71, 492914.94, 0.01, 103.91, 27384.16
values_95, 460, 45, 254, 55, 714, 100, 4743.71, 492914.94, 0.01, 103.91, 27384.16
values_42, 460, 45, 255, 55, 715, 100, 4750.36, 495548.62, 0.01, 104.32, 27530.48
values_37, 455, 45, 250, 52, 705, 97, 4652.94, 503322.68, 0.01, 108.17, 27962.37
values_10, 455, 45, 250, 50, 705, 95, 4631.75, 521071.67, 0.01, 112.50, 28948.43
values_67, 460, 45, 255, 55, 715, 100, 4750.36, 495548.62, 0.01, 104.32, 27530.48
values_35, 455, 45, 250, 50, 705, 95, 4631.75, 521071.67, 0.01, 112.50, 28948.43
values_30, 453, 45, 250, 51, 703, 96, 4629.23, 510576.69, 0.01, 110.29, 28365.37
values_4, 464, 45, 255, 55, 719, 100, 4776.93, 498320.92, 0.01, 104.32, 27684.50
