;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;DSP;BRAM;Flip_Flop;Area;min_Slack;Max_Freq;Time;Energy;BugsDelivered;DifficultyLevel;DistinctOperands;DistinctOperators;Effort;ProgramLength;ProgramLevel;ProgramVolume;TimeToImplement;TotalOperators;Total_Operands;VocabularySize;Sloc;DecisionPoint;GlobalVariables;If;Loop;Goto;Assignment;ExitPoint;Function;FunctionCall;PointerDereferencing;CyclomaticComplexity;SyntacticallyReachableFunctions;SemanticallyReachedFunctions;CoverageEstimation;SCALAR_INPUT;RANGE_SCALAR_VALUES;SCALAR_INDEX_INPUT;RANGE_SCALAR_INDEX_VALUES;ARRAY_INPUT;RANGE_ARRAY_INPUT;cInstr;assemblyInstr;clockCycles;CC4CS;Bugs_Delivered;SS_VAL_1;SV_VAL_1;SV_VAL_2;V_VAL_1;V_VAL_2;V_VAL_3;V_VAL_4;V_VAL_5;V_VAL_6;V_VAL_7;V_VAL_8;V_VAL_9;V_VAL_10;V_VAL_11;V_VAL_12;V_VAL_13;V_VAL_14;V_VAL_15;V_VAL_16;V_VAL_17;V_VAL_18;V_VAL_19;V_VAL_20;V_VAL_21;V_VAL_22;V_VAL_23;V_VAL_24;V_VAL_25;V_VAL_26;V_VAL_27;V_VAL_28;M_VAL_1;M_VAL_2;M_VAL_3;M_VAL_4;M_VAL_5;M_VAL_6;M_VAL_7;M_VAL_8;M_VAL_9;M_VAL_10;M_VAL_11;M_VAL_12;M_VAL_13;M_VAL_14;M_VAL_15;M_VAL_16;M_VAL_17;M_VAL_18;M_VAL_19;M_VAL_20;M_VAL_21;M_VAL_22;M_VAL_23;M_VAL_24;M_VAL_25;M_VAL_26;M_VAL_27;M_VAL_28;M_VAL_29;M_VAL_30;M_VAL_31;M_VAL_32
6310;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;92;0.0;32.0;752.0;4304.0;3.4416913763379853e-15;200.00000002;0.0;0.0;2.13669;78.31;118;66;501941.45;852;0.01;6410.07;27885.64;572;280;184;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;253;0.0;0.0;0.0;2.13669;0.0;179.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6311;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;0;0.0;16.0;1280.0;4117.0;3.4416913763379853e-15;200.00000002;0.0;0.0;3.8112466666666656;78.32;209;66;895442.3;1411;0.01;11433.74;49746.79;915;496;275;103;19;13;19;7;3;36;10;10;11;9;29;10;10;100.0;1;3;1;3;1;1;5014;0.0;0.0;0.0;3.8112466666666656;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6312;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;77;0.0;16.0;1248.0;4030.0;3.4416913763379853e-15;200.00000002;0.0;0.0;2.870926666666667;68.78;178;66;592394.8;1086;0.01;8612.78;32910.82;715;371;244;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;1665;0.0;0.0;0.0;2.870926666666667;0.0;136.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6313;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;17;0.0;16.0;1287.0;4086.0;3.4416913763379853e-15;200.00000002;0.0;0.0;2.4592066666666668;71.35;148;66;526403.02;953;0.01;7377.62;29244.61;633;320;214;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;1414;0.0;0.0;0.0;2.4592066666666668;0.0;136.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6314;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;12;0.0;16.0;1287.0;4086.0;3.4416913763379853e-15;200.00000002;0.0;0.0;2.4707533333333336;72.83;145;66;539816.66;960;0.01;7412.26;29989.81;640;320;211;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;1431;0.0;0.0;0.0;2.4707533333333336;0.0;179.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6315;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;33;0.0;16.0;1228.0;4071.0;3.4416913763379853e-15;200.00000002;0.0;0.0;4.987316666666667;98.41;225;66;1472455.58;1828;0.01;14961.95;81803.09;1157;671;291;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;21904;0.0;0.0;0.0;4.987316666666667;0.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6316;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;25;0.0;8.0;987.0;6695.0;5e-10;219.7319270490003;6.940274999999998;208.20824999999996;2.57334;69.53;159;66;536759.59;988;0.01;7720.02;29819.98;653;335;225;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;1516;0.0;1525.0;1.0059366754617414;2.57334;0.0;188.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6317;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;19;0.0;16.0;1287.0;4086.0;3.4416913763379853e-15;200.00000002;0.0;0.0;2.46347;70.4;150;66;520284.71;953;0.01;7390.41;28904.71;633;320;216;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;886;0.0;0.0;0.0;2.46347;0.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6318;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;97;0.0;32.0;752.0;4304.0;3.4416913763379853e-15;200.00000002;0.0;0.0;2.1347166666666664;79.66;116;66;510123.58;853;0.01;6404.15;28340.2;573;280;182;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;320;0.0;0.0;0.0;2.1347166666666664;0.0;136.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6319;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;81;0.0;16.0;1288.0;4150.0;3.4416913763379853e-15;200.00000002;0.0;0.0;6.652046666666666;127.45;232;66;2543375.78;2428;0.01;19956.14;141298.65;1532;896;298;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;22941;0.0;0.0;0.0;6.652046666666666;0.0;210.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6320;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;8;0.0;16.0;1280.0;4117.0;3.4416913763379853e-15;200.00000002;0.0;0.0;3.7804233333333337;76.85;213;66;871520.95;1396;0.01;11341.27;48417.83;900;496;279;103;19;13;19;7;3;36;10;10;11;9;29;10;10;100.0;1;3;1;3;1;1;21839;0.0;0.0;0.0;3.7804233333333337;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6321;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;73;0.0;16.0;1248.0;4030.0;3.4416913763379853e-15;200.00000002;0.0;0.0;2.86663;69.56;176;66;598229.53;1086;0.01;8599.89;33234.97;715;371;242;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;2399;0.0;0.0;0.0;2.86663;0.0;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6322;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;89;0.0;16.0;1288.0;4150.0;3.4416913763379853e-15;200.00000002;0.0;0.0;6.554270000000001;129.68;228;66;2549956.55;2398;0.01;19662.81;141664.25;1502;896;294;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;20788;0.0;0.0;0.0;6.554270000000001;0.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6323;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;82;0.0;16.0;1288.0;4150.0;3.4416913763379853e-15;200.00000002;0.0;0.0;6.547246666666667;129.12;229;66;2536100.73;2394;0.01;19641.74;140894.48;1498;896;295;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;19572;0.0;0.0;0.0;6.547246666666667;0.0;179.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6324;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;34;0.0;16.0;1228.0;4071.0;3.4416913763379853e-15;200.00000002;0.0;0.0;5.036096666666667;98.85;224;66;1493495.14;1847;0.01;15108.29;82971.95;1176;671;290;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;19692;0.0;0.0;0.0;5.036096666666667;0.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6325;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;70;0.0;16.0;1248.0;4030.0;3.4416913763379853e-15;200.00000002;0.0;0.0;2.8651866666666663;73.31;167;66;630152.01;1093;0.01;8595.56;35008.44;722;371;233;103;19;13;19;7;3;36;10;10;11;9;29;10;10;100.0;1;3;1;3;1;1;1294;0.0;0.0;0.0;2.8651866666666663;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6326;Bambu;xc7z020-1clg484-Zynq-7000;astar;int8_t;29;0.0;8.0;987.0;6695.0;5e-10;219.7319270490003;8.619593999999998;258.5878199999999;2.603633333333333;68.66;161;66;536331.98;998;0.01;7810.9;29796.22;663;335;227;103;19;13;19;7;3;36;10;10;11;9;29;10;9;90.0;1;3;1;3;1;1;1880;0.0;1894.0;1.0074468085106385;2.603633333333333;0.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
