;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;SV_VAL_1;SV_VAL_2
23;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;82;8;0.0
24;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;34;114;0.0
25;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;70;6;0.0
26;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;29;122;0.0
27;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;51;193;0.0
28;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;57;16;0.0
29;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;88;119;0.0
30;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;23;66;0.0
31;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;45;80;0.0
32;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;66;63;0.0
33;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;36;63;0.0
34;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;56;63;0.0
35;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;26;63;0.0
36;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;43;66;0.0
37;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;52;8;0.0
38;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;98;119;0.0
39;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;61;193;0.0
40;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;44;114;0.0
41;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;68;119;0.0
42;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;41;193;0.0
43;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;85;80;0.0
44;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;79;122;0.0
45;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;71;193;0.0
46;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;63;66;0.0
47;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;20;6;0.0
48;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;74;114;0.0
49;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;72;8;0.0
50;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;86;63;0.0
51;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;75;80;0.0
52;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;55;80;0.0
53;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;14;114;0.0
54;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;47;16;0.0
55;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;91;193;0.0
56;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;64;114;0.0
57;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;11;193;0.0
58;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;49;122;0.0
59;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;62;8;0.0
60;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;80;6;0.0
61;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;39;122;0.0
62;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;90;6;0.0
63;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;53;66;0.0
64;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;94;114;0.0
65;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;7;16;0.0
66;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;31;193;0.0
67;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;93;66;0.0
68;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;38;119;0.0
69;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;58;119;0.0
70;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;78;119;0.0
71;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;50;6;0.0
72;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;3;66;0.0
73;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;13;66;0.0
74;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;83;66;0.0
75;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;1;193;0.0
76;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;21;193;0.0
77;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;32;8;0.0
78;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;22;8;0.0
79;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;9;122;0.0
80;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;6;63;0.0
81;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;76;63;0.0
82;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;18;119;0.0
83;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;16;63;0.0
84;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;40;6;0.0
85;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;2;8;0.0
86;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;60;6;0.0
87;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;99;122;0.0
88;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;48;119;0.0
89;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;69;122;0.0
90;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;46;63;0.0
91;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;24;114;0.0
92;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;95;80;0.0
93;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;42;8;0.0
94;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;37;16;0.0
95;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;10;6;0.0
96;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;67;16;0.0
97;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;35;80;0.0
98;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;30;6;0.0
99;Bambu;5SGXEA7N2F45C1-Stratix-V;astar;int8_t;4;114;0.0
100;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;27;-94;0.0
101;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;84;-100;0.0
102;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;65;-110;0.0
103;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;96;-98;0.0
104;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;28;-61;0.0
105;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;54;-100;0.0
106;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;15;-110;0.0
107;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;87;-94;0.0
108;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;59;120;0.0
109;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;5;-110;0.0
110;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;92;52;0.0
111;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;0;49;0.0
112;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;77;-94;0.0
113;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;17;-94;0.0
114;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;12;52;0.0
115;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;33;-34;0.0
116;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;25;-110;0.0
117;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;19;120;0.0
118;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;97;-94;0.0
119;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;81;47;0.0
120;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;8;-61;0.0
121;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;73;-34;0.0
122;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;89;120;0.0
123;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;82;52;0.0
124;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;34;-100;0.0
125;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;70;49;0.0
126;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;29;120;0.0
127;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;51;47;0.0
128;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;57;-94;0.0
129;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;88;-61;0.0
130;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;23;-34;0.0
131;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;45;-110;0.0
132;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;66;-98;0.0
133;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;36;-98;0.0
134;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;56;-98;0.0
135;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;26;-98;0.0
136;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;43;-34;0.0
137;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;52;52;0.0
138;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;98;-61;0.0
139;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;61;47;0.0
140;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;44;-100;0.0
141;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;68;-61;0.0
142;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;41;47;0.0
143;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;85;-110;0.0
144;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;79;120;0.0
145;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;71;47;0.0
146;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;63;-34;0.0
147;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;20;49;0.0
148;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;74;-100;0.0
149;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;72;52;0.0
150;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;86;-98;0.0
151;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;75;-110;0.0
152;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;55;-110;0.0
153;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;14;-100;0.0
154;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;47;-94;0.0
155;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;91;47;0.0
156;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;64;-100;0.0
157;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;11;47;0.0
158;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;49;120;0.0
159;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;62;52;0.0
160;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;80;49;0.0
161;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;39;120;0.0
162;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;90;49;0.0
163;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;53;-34;0.0
164;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;94;-100;0.0
165;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;7;-94;0.0
166;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;31;47;0.0
167;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;93;-34;0.0
168;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;38;-61;0.0
169;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;58;-61;0.0
170;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;78;-61;0.0
171;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;50;49;0.0
172;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;3;-34;0.0
173;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;13;-34;0.0
174;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;83;-34;0.0
175;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;1;47;0.0
176;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;21;47;0.0
177;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;32;52;0.0
178;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;22;52;0.0
179;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;9;120;0.0
180;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;6;-98;0.0
181;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;76;-98;0.0
182;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;18;-61;0.0
183;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;16;-98;0.0
184;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;40;49;0.0
185;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;2;52;0.0
186;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;60;49;0.0
187;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;99;120;0.0
188;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;48;-61;0.0
189;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;69;120;0.0
190;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;46;-98;0.0
191;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;24;-100;0.0
192;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;95;-110;0.0
193;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;42;52;0.0
194;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;37;-94;0.0
195;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;10;49;0.0
196;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;67;-94;0.0
197;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;35;-110;0.0
198;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;30;49;0.0
199;Bambu;5SGXEA7N2F45C1-Stratix-V;binarysearch;int8_t;4;-100;0.0
200;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;27;9;-1.0
201;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;84;3;1.0
202;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;65;2;0.0
203;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;96;3;1.0
204;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;28;9;1.0
205;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;54;2;1.0
206;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;15;3;0.0
207;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;87;3;-1.0
208;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;59;2;1.0
209;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;5;3;0.0
210;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;92;3;-1.0
211;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;0;3;0.0
212;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;77;3;-1.0
213;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;17;3;-1.0
214;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;12;3;-1.0
215;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;33;9;1.0
216;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;25;9;0.0
217;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;19;3;1.0
218;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;97;3;-1.0
219;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;81;3;1.0
220;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;8;3;1.0
221;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;73;2;1.0
222;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;89;3;1.0
223;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;82;3;-1.0
224;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;34;9;1.0
225;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;70;2;0.0
226;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;29;9;1.0
227;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;51;2;1.0
228;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;57;2;-1.0
229;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;88;3;1.0
230;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;23;3;1.0
231;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;45;9;0.0
232;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;66;2;1.0
233;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;36;9;1.0
234;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;56;2;1.0
235;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;26;9;1.0
236;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;43;9;1.0
237;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;52;2;-1.0
238;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;98;3;1.0
239;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;61;2;1.0
240;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;44;9;1.0
241;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;68;2;1.0
242;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;41;9;1.0
243;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;85;3;0.0
244;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;79;3;1.0
245;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;71;2;1.0
246;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;63;2;1.0
247;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;20;3;0.0
248;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;74;2;1.0
249;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;72;2;-1.0
250;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;86;3;1.0
251;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;75;3;0.0
252;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;55;2;0.0
253;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;14;3;1.0
254;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;47;9;-1.0
255;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;91;3;1.0
256;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;64;2;1.0
257;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;11;3;1.0
258;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;49;9;1.0
259;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;62;2;-1.0
260;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;80;3;0.0
261;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;39;9;1.0
262;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;90;3;0.0
263;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;53;2;1.0
264;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;94;3;1.0
265;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;7;3;-1.0
266;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;31;9;1.0
267;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;93;3;1.0
268;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;38;9;1.0
269;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;58;2;1.0
270;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;78;3;1.0
271;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;50;2;0.0
272;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;3;3;1.0
273;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;13;3;1.0
274;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;83;3;1.0
275;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;1;3;1.0
276;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;21;3;1.0
277;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;32;9;-1.0
278;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;22;3;-1.0
279;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;9;3;1.0
280;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;6;3;1.0
281;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;76;3;1.0
282;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;18;3;1.0
283;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;16;3;1.0
284;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;40;9;0.0
285;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;2;3;-1.0
286;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;60;2;0.0
287;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;99;3;1.0
288;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;48;9;1.0
289;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;69;2;1.0
290;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;46;9;1.0
291;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;24;3;1.0
292;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;95;3;0.0
293;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;42;9;-1.0
294;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;37;9;-1.0
295;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;10;3;0.0
296;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;67;2;-1.0
297;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;35;9;0.0
298;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;30;9;0.0
299;Bambu;5SGXEA7N2F45C1-Stratix-V;fft;int8_t;4;3;1.0
300;Bambu;5SGXEA7N2F45C1-Stratix-V;fibcall;int8_t;27;4;0.0
301;Bambu;5SGXEA7N2F45C1-Stratix-V;fibcall;int8_t;84;11;0.0
302;Bambu;5SGXEA7N2F45C1-Stratix-V;fibcall;int8_t;65;11;0.0
303;Bambu;5SGXEA7N2F45C1-Stratix-V;fibcall;int8_t;96;11;0.0
304;Bambu;5SGXEA7N2F45C1-Stratix-V;fibcall;int8_t;28;4;0.0
305;Bambu;5SGXEA7N2F45C1-Stratix-V;fibcall;int8_t;54;8;0.0
