,Flip_Flop,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32
M_VAL_11,0.08454227694040166,0.8090162430764085,0.7879166447566375,0.6334102540435339,0.35670145633848444,0.8558219944383366,0.3421615337956624,0.8114594694200905,0.7878697063867124,0.7655044282756281,1.0,0.5430866290556229,0.33795516579939877,0.8119669899573142,0.32859552464434094,0.7533669778178443,0.8013055372083302,0.7461913994018928,0.8255110399602723,0.654726151333595,0.35417218212572604,0.8086212661707437,0.3767602634674986,0.7926164267267422,0.8080780921001144,0.7425646717765577,0.8162739367870039,0.5778977929464763,0.3475984938614595,0.7744200921377262,0.35857318491694473,0.7328404004597914
M_VAL_12,0.0459415702704797,0.5689958956722727,0.4738687361144711,0.6312591668496028,0.27392186609220776,0.6687740544971585,0.14291893657543314,0.6361452324088095,0.5387081093042605,0.5405020174141605,0.5430866290556229,1.0,0.16486635612144396,0.7308142841147559,0.1713176330333685,0.6975143322821872,0.5158172922969917,0.5743883397196665,0.47512304805446426,0.6341677183476316,0.34958859718574625,0.6939568803069515,0.18793550686729224,0.612285840885944,0.5377626899432786,0.6000008010815636,0.5424843536433409,0.6625807282400381,0.2163008936213844,0.7348181708064713,0.18367359346305834,0.6795800470267875
M_VAL_13,0.029349283391379235,0.4201501879788066,0.3308758846923641,0.28918937284795515,0.28190472513727677,0.3754385286410672,0.19137421551056474,0.3596384787374016,0.34717503361416496,0.3953688132030067,0.33795516579939877,0.16486635612144396,1.0,0.34636553559818684,0.18850008252787312,0.3708185080111891,0.345655931598705,0.4137258220209033,0.3651566794581384,0.3362312345546184,0.2711658216279556,0.33652437350019254,0.06912209788148793,0.35508656038835873,0.3548391376961848,0.3340670884662419,0.356186621869013,0.2397373808534901,0.3611236433426876,0.32104227836918037,0.13559826460911298,0.3142581318544697
M_VAL_14,0.07787462704017285,0.8073249414072537,0.7325629052130777,0.7501886585913721,0.3519541537568199,0.9439277328198309,0.289602277235918,0.8626106274841188,0.8284489910111218,0.8581298050023538,0.8119669899573142,0.7308142841147559,0.34636553559818684,1.0,0.32829485075673903,0.9000687268275722,0.7993603022738068,0.8420804397897169,0.7972109573668206,0.7528816555864216,0.42920138472085356,0.9492090734681682,0.30516302683842306,0.8946447554795166,0.8415878095682955,0.8714371904900322,0.8485165093623339,0.7569639735589979,0.37411952483102007,0.9526727845130436,0.3103076303873899,0.8982110995829357
M_VAL_15,0.02502224295137989,0.2753519532801337,0.2930346157905831,0.2665273606073896,0.23026564018267373,0.3394515508895721,0.1342708874320847,0.2820969687175797,0.2997556181914785,0.3317755122385982,0.32859552464434094,0.1713176330333685,0.18850008252787312,0.32829485075673903,1.0,0.3331737884167434,0.29780190540927265,0.31317212506469444,0.30262066965601697,0.2591969559410959,0.19803142990145386,0.32512922595756927,0.09676327946016824,0.2634071477253717,0.32568536109193624,0.3197805070030754,0.36485470216436716,0.2314443731671541,0.20361855540377172,0.30955255327193554,0.18969312737157093,0.3473003439690473
M_VAL_16,0.071488771911338,0.7617306877957746,0.6670006171188825,0.6861585812196994,0.376754915389003,0.8808070541005446,0.28125994026732515,0.8342146077903075,0.7595956962729025,0.8176998713900852,0.7533669778178443,0.6975143322821872,0.3708185080111891,0.9000687268275722,0.3331737884167434,1.0,0.743492669696649,0.740725844854478,0.731805841342329,0.7411455703704636,0.42737140909680227,0.878400154639456,0.2569376678183051,0.8125995693135654,0.7787933678125415,0.8151770202987112,0.791687610400702,0.73696274814849,0.3883984532245901,0.8878592198186873,0.2812744012128218,0.8323406906308239
M_VAL_17,0.07822587928132588,0.7593800435247782,0.7386180297956969,0.5900595639126336,0.3901284511757004,0.8520153005582667,0.2934767248719066,0.7574090117266887,0.7854761414670529,0.7484784312791247,0.8013055372083302,0.5158172922969917,0.345655931598705,0.7993603022738068,0.29780190540927265,0.743492669696649,1.0,0.7138919200977387,0.786259509002016,0.5950363904587076,0.3439220478831305,0.8123897234133226,0.29746857094956336,0.7511298788528672,0.7874120445429253,0.7423385203185644,0.758472429804218,0.5780804007665431,0.3364665689393887,0.7801330947630158,0.3420908503508153,0.7355933291697684
M_VAL_18,0.07930847197342196,0.7729367143337532,0.7036655646978414,0.651812544763925,0.3417953679786845,0.8561736684374912,0.27640762593645923,0.7794044404410717,0.7676815760659276,0.7527432642271301,0.7461913994018928,0.5743883397196665,0.4137258220209033,0.8420804397897169,0.31317212506469444,0.740725844854478,0.7138919200977387,1.0,0.746719954992133,0.6510181388096772,0.43900037365884,0.8493139141820291,0.2929015988129209,0.7883831289735621,0.7838903694780968,0.7720940388442356,0.7886486105852079,0.6142590645618436,0.39452847463336527,0.8228550318955318,0.2529795438583709,0.7626840165802035
M_VAL_19,0.08608337728756373,0.804250597765414,0.7929748465044264,0.575112001579555,0.2949262570933609,0.8421022014274223,0.3603082865913834,0.7937354683785168,0.7898787293934693,0.7353960152185711,0.8255110399602723,0.47512304805446426,0.3651566794581384,0.7972109573668206,0.30262066965601697,0.731805841342329,0.786259509002016,0.746719954992133,1.0,0.6543704078913603,0.31523308910362347,0.8088447232358071,0.3814478871690305,0.7734178061571813,0.8027619583697477,0.7327257111041606,0.8078247577408019,0.5506689241829862,0.36916223441314683,0.7599056172327656,0.34409642313333233,0.7374212966878846
M_VAL_20,0.0631013734905809,0.6981410489881973,0.6026838950538438,0.6987933116593534,0.3340559348449887,0.762289798948391,0.29397548073091084,0.7680715897261027,0.6844027689013096,0.6699784444379259,0.654726151333595,0.6341677183476316,0.3362312345546184,0.7528816555864216,0.2591969559410959,0.7411455703704636,0.5950363904587076,0.6510181388096772,0.6543704078913603,1.0,0.3848026063790946,0.7336866533939569,0.29268920146291594,0.7168899421778681,0.6905226208966321,0.6565308748042973,0.669062513018059,0.6715491146574426,0.3794176603140805,0.7212877088661157,0.2833611895059103,0.7060353264910233
M_VAL_21,0.02345885224353119,0.3650454546368565,0.3250327867110706,0.3941869238783486,0.3093506517739113,0.4311363598588936,0.07595815012420942,0.3902034899301339,0.37174032689769193,0.3840474726330568,0.35417218212572604,0.34958859718574625,0.2711658216279556,0.42920138472085356,0.19803142990145386,0.42737140909680227,0.3439220478831305,0.43900037365884,0.31523308910362347,0.3848026063790946,1.0,0.4367744153024452,0.10813171184497893,0.37604289749014624,0.40579050463713234,0.3897813249451347,0.3860356330952145,0.35096111975133604,0.24219968697359923,0.4216460856094779,0.08613366143596025,0.40978174497235775
M_VAL_22,0.07882926678092357,0.8111045760182825,0.743788084886483,0.7347765500647392,0.3385318256461873,0.9426753666819522,0.24737694389372897,0.8541289810574485,0.8291594277166222,0.8310942634277915,0.8086212661707437,0.6939568803069515,0.33652437350019254,0.9492090734681682,0.32512922595756927,0.878400154639456,0.8123897234133226,0.8493139141820291,0.8088447232358071,0.7336866533939569,0.4367744153024452,1.0,0.25802673644720375,0.8840863150827803,0.8610461888837853,0.8582436072798882,0.8398913581776788,0.7411930733269446,0.3779511515931634,0.9475032865818933,0.2928193010866401,0.8802609249824279
M_VAL_23,0.048572050632705525,0.3446995888413009,0.4050972062385107,0.21871149770133405,0.04114740991568042,0.33237922301611783,0.16149257314597215,0.3646840008100232,0.34812398163746733,0.30522833995689963,0.3767602634674986,0.18793550686729224,0.06912209788148793,0.30516302683842306,0.09676327946016824,0.2569376678183051,0.29746857094956336,0.2929015988129209,0.3814478871690305,0.29268920146291594,0.10813171184497893,0.25802673644720375,1.0,0.3521842849765832,0.3074242689278265,0.27131315826960634,0.34317526838824075,0.23538856203616063,0.07326976034551613,0.22821310153478583,0.20139851361238562,0.2673247567423848
M_VAL_24,0.0788457037571279,0.8030732448203473,0.7480740925129845,0.6868886450826129,0.3115300068664844,0.8908711234887271,0.3384780730201087,0.8387711536662716,0.7983989021251356,0.8016923931868524,0.7926164267267422,0.612285840885944,0.35508656038835873,0.8946447554795166,0.2634071477253717,0.8125995693135654,0.7511298788528672,0.7883831289735621,0.7734178061571813,0.7168899421778681,0.37604289749014624,0.8840863150827803,0.3521842849765832,1.0,0.8069963206279731,0.7819385938332124,0.8290814786551536,0.701563993398887,0.40372520767116954,0.8581389481489389,0.32763950928591756,0.8348839637998928
M_VAL_25,0.08149527505004919,0.7785115799834751,0.7531204646866843,0.6422493481241734,0.3324375827758527,0.8847514947632195,0.3177851099674373,0.7922791923816619,0.7999531008487077,0.7673830833722567,0.8080780921001144,0.5377626899432786,0.3548391376961848,0.8415878095682955,0.32568536109193624,0.7787933678125415,0.7874120445429253,0.7838903694780968,0.8027619583697477,0.6905226208966321,0.40579050463713234,0.8610461888837853,0.3074242689278265,0.8069963206279731,1.0,0.7537379153445972,0.8181888966025247,0.6123457823765787,0.3841910548162495,0.8180696455119917,0.31078681160892924,0.755314938321721
M_VAL_26,0.07493583025041033,0.7396798771718124,0.6896219723211121,0.6345480229768539,0.33529257318248695,0.8606090680180183,0.27438283000078134,0.7590995465904802,0.769292158201243,0.7976123279365124,0.7425646717765577,0.6000008010815636,0.3340670884662419,0.8714371904900322,0.3197805070030754,0.8151770202987112,0.7423385203185644,0.7720940388442356,0.7327257111041606,0.6565308748042973,0.3897813249451347,0.8582436072798882,0.27131315826960634,0.7819385938332124,0.7537379153445972,1.0,0.7479470167677866,0.6454511851165547,0.3579198775374506,0.8574368330404226,0.2634755618788907,0.8026624728474592
M_VAL_27,0.08425886529107061,0.7854524557171253,0.7690355361417164,0.6069790544278566,0.3418245020406867,0.8567923443999909,0.373154757300746,0.8092506745019585,0.7663590842305049,0.7953401651620762,0.8162739367870039,0.5424843536433409,0.356186621869013,0.8485165093623339,0.36485470216436716,0.791687610400702,0.758472429804218,0.7886486105852079,0.8078247577408019,0.669062513018059,0.3860356330952145,0.8398913581776788,0.34317526838824075,0.8290814786551536,0.8181888966025247,0.7479470167677866,1.0,0.6124359851501497,0.34812792405221155,0.815723574478744,0.3185840204507261,0.7836667057938669
M_VAL_28,0.05452315325243739,0.6180216688771877,0.5575202659458444,0.613496526782318,0.29954143643901626,0.7314961432250925,0.24621381331337505,0.6976084192833603,0.613609257052572,0.6843338043235261,0.5778977929464763,0.6625807282400381,0.2397373808534901,0.7569639735589979,0.2314443731671541,0.73696274814849,0.5780804007665431,0.6142590645618436,0.5506689241829862,0.6715491146574426,0.35096111975133604,0.7411930733269446,0.23538856203616063,0.701563993398887,0.6123457823765787,0.6454511851165547,0.6124359851501497,1.0,0.274254004094118,0.753647529616825,0.2037343352129704,0.7435849557673873
M_VAL_29,0.024760461397524042,0.38231162051100465,0.32968702638934305,0.3999910837620192,0.19632205213441464,0.41130604235146606,0.15104483939594524,0.41358013841494096,0.37798622998034265,0.3835864725878794,0.3475984938614595,0.2163008936213844,0.3611236433426876,0.37411952483102007,0.20361855540377172,0.3883984532245901,0.3364665689393887,0.39452847463336527,0.36916223441314683,0.3794176603140805,0.24219968697359923,0.3779511515931634,0.07326976034551613,0.40372520767116954,0.3841910548162495,0.3579198775374506,0.34812792405221155,0.274254004094118,1.0,0.350232808765688,0.21372355405760712,0.3293937101114596
M_VAL_30,0.07634235979209258,0.7862359409225913,0.6993220947915803,0.7026915166434362,0.34200375171227704,0.9171680721125013,0.25497984364807014,0.835819720407434,0.796701174350769,0.8393872466755408,0.7744200921377262,0.7348181708064713,0.32104227836918037,0.9526727845130436,0.30955255327193554,0.8878592198186873,0.7801330947630158,0.8228550318955318,0.7599056172327656,0.7212877088661157,0.4216460856094779,0.9475032865818933,0.22821310153478583,0.8581389481489389,0.8180696455119917,0.8574368330404226,0.815723574478744,0.753647529616825,0.350232808765688,1.0,0.2710477936101124,0.8833550293027294
M_VAL_31,0.04605238717608639,0.31892205842420807,0.3934145893297012,0.27891524684480423,0.1558465796532502,0.3340160320744899,0.15225533000561722,0.31377494832211283,0.330478847864176,0.289806302556125,0.35857318491694473,0.18367359346305834,0.13559826460911298,0.3103076303873899,0.18969312737157093,0.2812744012128218,0.3420908503508153,0.2529795438583709,0.34409642313333233,0.2833611895059103,0.08613366143596025,0.2928193010866401,0.20139851361238562,0.32763950928591756,0.31078681160892924,0.2634755618788907,0.3185840204507261,0.2037343352129704,0.21372355405760712,0.2710477936101124,1.0,0.3197686788559677
M_VAL_32,0.07019625959780058,0.7635834010385759,0.690885230466296,0.6959784826900611,0.33746257085092934,0.8742217411525033,0.26895064448005856,0.8010794731823803,0.7544816351372144,0.7936894679224383,0.7328404004597914,0.6795800470267875,0.3142581318544697,0.8982110995829357,0.3473003439690473,0.8323406906308239,0.7355933291697684,0.7626840165802035,0.7374212966878846,0.7060353264910233,0.40978174497235775,0.8802609249824279,0.2673247567423848,0.8348839637998928,0.755314938321721,0.8026624728474592,0.7836667057938669,0.7435849557673873,0.3293937101114596,0.8833550293027294,0.3197686788559677,1.0
