,min_Slack,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32
M_VAL_11,-0.29195171385908397,0.7840703960992218,0.7589644863449608,0.5920729799174077,0.31524874995341606,0.835800368640105,0.3107221395717044,0.7861193052264953,0.7607998200741969,0.7382771957954214,1.0,0.5064386379875097,0.2945234934909091,0.7883378634544432,0.30167801844358877,0.7237175280716073,0.7752442289861037,0.7166245179376219,0.8028228399157271,0.6132736414727327,0.3136856827080651,0.7844504528507348,0.3466897406530463,0.7663018187416272,0.7843511893351461,0.7147342079200544,0.793804420027521,0.5364684027353355,0.30643824477767534,0.7483543251678757,0.3308237011828721,0.7027830173380132
M_VAL_12,-0.13894368107039246,0.5350344998379739,0.4298005907813936,0.6046482456440307,0.23955914714958917,0.644045876144435,0.11029003213655086,0.6082521321441942,0.5023589316729612,0.506001244487381,0.5064386379875097,1.0,0.12491345820088955,0.7118452090468338,0.14374257576530322,0.6757268160624088,0.476808182967364,0.5426440226597048,0.43252640263314207,0.6070681886606394,0.3196125013138597,0.6716931959188245,0.1562661794791612,0.5826618157390538,0.5018902107853852,0.571326597895988,0.5071997506471839,0.6400402341606972,0.17985636099238875,0.7162507998407615,0.15444180819095435,0.6567195481732041
M_VAL_13,-0.08954916880977185,0.38396744770376523,0.28591206441596584,0.2467025789206652,0.25391486129110163,0.3338902815350477,0.16599332494999053,0.31767143821210453,0.3055378282412646,0.35942002723511074,0.2945234934909091,0.12491345820088955,1.0,0.30503144536441634,0.16605485239517087,0.33241469730835826,0.30316991012697,0.3790739675097924,0.3245130756049837,0.2953817240134628,0.24334442394717168,0.2942885315240538,0.038973793978178684,0.31422235829788986,0.31455045551577193,0.29532331703912557,0.31622898045908604,0.19816098413493222,0.3366842163462876,0.2798360967025015,0.10981516695625614,0.2733174189301101
M_VAL_14,-0.2500917444860882,0.7833998185467013,0.6980057878474286,0.7232574359331063,0.31142770166585626,0.9370439630825421,0.25514138908524214,0.8452118343288567,0.8075625397196011,0.8423225475908412,0.7883378634544432,0.7118452090468338,0.30503144536441634,1.0,0.3018819139120114,0.8885762453924082,0.7743571395787303,0.8244363129203678,0.7721201649301229,0.7244943830134738,0.39580506394845233,0.9430776112832185,0.27052307694147365,0.8818796008670473,0.8228071090063405,0.8582908570069195,0.8307176133702505,0.7347382360458989,0.3363194665440273,0.9475732274998899,0.27967585864353567,0.88740292584325
M_VAL_15,-0.08973065251683428,0.24469383124462313,0.2630114343083618,0.23766985379250133,0.20918445251408468,0.31291368802748765,0.11478212782502757,0.2514741320028534,0.27118716181201663,0.3063575443126245,0.30167801844358877,0.14374257576530322,0.16605485239517087,0.3018819139120114,1.0,0.3075300848425076,0.26872670391553805,0.28658629139155434,0.2740118467734388,0.2288575224285932,0.1764223165472389,0.29844898595411135,0.07587103867243115,0.23237101327098997,0.299253384001912,0.2943642315953148,0.34112629842151515,0.20303265632709497,0.18212604852171946,0.28279870964133663,0.17234800359679653,0.32313258723226856
M_VAL_16,-0.2245199918100535,0.7334141040254407,0.6257933909708937,0.6532957171238396,0.3391368805185042,0.8665239615745064,0.24708485328843904,0.8142578689554499,0.7315259548977796,0.7979570608900274,0.7237175280716073,0.6757268160624088,0.33241469730835826,0.8885762453924082,0.3075300848425076,1.0,0.7128891177664453,0.7126007101870928,0.7000078369281294,0.712460404949078,0.39452014419678855,0.8643557756566481,0.21984633244811927,0.7908366660641281,0.753571282238575,0.7964191524905047,0.7681181872993113,0.7132014242933254,0.35257192785234615,0.8757684098073163,0.2493788919152586,0.8147375141515419
M_VAL_17,-0.29857556605480806,0.728262290354918,0.7033219204641572,0.5440951509790062,0.3517336101186816,0.8317350979676733,0.25847495941329446,0.725153545141525,0.7583531669163333,0.7194379281662322,0.7752442289861037,0.476808182967364,0.30316991012697,0.7743571395787303,0.26872670391553805,0.7128891177664453,1.0,0.6807377950371101,0.7587361920452987,0.5467823864761965,0.3028511504704123,0.7889035716821916,0.26141149829475785,0.7198258649531375,0.7613262805891656,0.7146451959976559,0.7290962528015457,0.5369572034571832,0.29465828699837116,0.7549131175578601,0.31320859645292753,0.7060573877215295
M_VAL_18,-0.2600304221127538,0.7468093892259094,0.6682436651857887,0.6161725221234586,0.3023028896764268,0.8395094023707399,0.24249918420255934,0.7535681390495603,0.7413608777349174,0.7265942807798567,0.7166245179376219,0.5426440226597048,0.3790739675097924,0.8244363129203678,0.28658629139155434,0.7126007101870928,0.6807377950371101,1.0,0.7176090682641673,0.613317962053526,0.40744235879268137,0.8324404353709668,0.2588506743710387,0.7645235888244779,0.7599359032497525,0.7493522303309971,0.7653864855252815,0.5795041141560842,0.3597118186890984,0.8041741417127451,0.21980153068378833,0.7382616670125871
M_VAL_19,-0.3033720504286456,0.7791419775450911,0.7653024558783791,0.5277639907414384,0.24887846216565265,0.8206801019607267,0.3305145891558805,0.7665603030677659,0.7635139766388718,0.7050032706762072,0.8028228399157271,0.43252640263314207,0.3245130756049837,0.7721201649301229,0.2740118467734388,0.7000078369281294,0.7587361920452987,0.7176090682641673,1.0,0.6135295294005798,0.2720425980282539,0.7850863360807373,0.35196188287004915,0.7451353925033363,0.7787331950865378,0.7040974773096483,0.784641514488867,0.5069481326876061,0.3302480877295088,0.7324706599677411,0.31546400602322505,0.7082578476968122
M_VAL_20,-0.19056219420504755,0.662381861981491,0.5536304477887318,0.6673874859611952,0.29339710876102754,0.7328650021620278,0.2607583858115758,0.7400963733090254,0.6476968495501394,0.6343671289709691,0.6132736414727327,0.6070681886606394,0.2953817240134628,0.7244943830134738,0.2288575224285932,0.712460404949078,0.5467823864761965,0.613317962053526,0.6135295294005798,1.0,0.34892389812935976,0.7029727918692918,0.25814418311985726,0.6841223798428996,0.6553937489316763,0.6215567542367397,0.6317879128545771,0.6416599743990582,0.34303811298629133,0.691305757654862,0.2516969266818074,0.6751984652001991
M_VAL_21,-0.084518271043088,0.3258128019162256,0.2812100228967784,0.36018780669009554,0.28316325916269963,0.3963105191520668,0.047627700745827194,0.352443672422994,0.33356232890654275,0.3486152038029781,0.3136856827080651,0.3196125013138597,0.24334442394717168,0.39580506394845233,0.1764223165472389,0.39452014419678855,0.3028511504704123,0.40744235879268137,0.2720425980282539,0.34892389812935976,1.0,0.4038998818143702,0.08003782846262786,0.338321325179488,0.3708431973859839,0.35599037102994247,0.3497649421925873,0.31708182631010323,0.21399266955536697,0.38893256190678654,0.05953869768786999,0.37672083426301506
M_VAL_22,-0.2647131736591754,0.7875393039973372,0.7105296821866264,0.7060652189205585,0.2968273386829535,0.9355468553302227,0.20977375187997896,0.8355395493053579,0.80826804543744,0.8121786790791122,0.7844504528507348,0.6716931959188245,0.2942885315240538,0.9430776112832185,0.29844898595411135,0.8643557756566481,0.7889035716821916,0.8324404353709668,0.7850863360807373,0.7029727918692918,0.4038998818143702,1.0,0.2198560227163251,0.8699801785984468,0.8445104350512019,0.8436594923895613,0.8210074660157504,0.7173568679498168,0.3403525646991304,0.9418256533310096,0.2608761258892893,0.8674549372395612
M_VAL_23,-0.1554080239664983,0.3123484804986658,0.3770028294409568,0.18080323396995557,0.010283464122646482,0.29790300213239923,0.1396250670581055,0.3334760477091754,0.3163848092938684,0.27200967267535814,0.3466897406530463,0.1562661794791612,0.038973793978178684,0.27052307694147365,0.07587103867243115,0.21984633244811927,0.26141149829475785,0.2588506743710387,0.35196188287004915,0.25814418311985726,0.08003782846262786,0.2198560227163251,1.0,0.3208249745139792,0.27323993321041445,0.23724068254528424,0.31167190693695046,0.20173225302077685,0.04399921893357281,0.19003501449200258,0.18161898524699419,0.23230399144728753
M_VAL_24,-0.2680399236863995,0.7784017821031592,0.7152302767048707,0.6528010978368536,0.2675663353212554,0.8766874318116263,0.3073953719804463,0.8181057302608725,0.7736501150280394,0.7793800409418179,0.7663018187416272,0.5826618157390538,0.31422235829788986,0.8818796008670473,0.23237101327098997,0.7908366660641281,0.7198258649531375,0.7645235888244779,0.7451353925033363,0.6841223798428996,0.338321325179488,0.8699801785984468,0.3208249745139792,1.0,0.7839418345357674,0.7590626034326903,0.8088534914062834,0.6737117783775507,0.36807312812894444,0.8423172659944086,0.2981116555899254,0.8170178833284444
M_VAL_25,-0.2724898879825847,0.7514183293039307,0.7217800284506617,0.6039316830257925,0.2907799920291591,0.8702984344062278,0.2856020166880156,0.7662999205966312,0.7759478263670941,0.7416209670641056,0.7843511893351461,0.5018902107853852,0.31455045551577193,0.8228071090063405,0.299253384001912,0.753571282238575,0.7613262805891656,0.7599359032497525,0.7787331950865378,0.6553937489316763,0.3708431973859839,0.8445104350512019,0.27323993321041445,0.7839418345357674,1.0,0.7281785610823565,0.7970928903148043,0.5760807275510321,0.3474841527509117,0.7980182450841724,0.28041859429551447,0.7290347155731282
M_VAL_26,-0.23880306916104285,0.7117540840392278,0.655114857519763,0.5991087453154619,0.29695086678784255,0.8463382330507806,0.24164664739941766,0.7329658102211424,0.744971772880618,0.7774494230794837,0.7147342079200544,0.571326597895988,0.29532331703912557,0.8582908570069195,0.2943642315953148,0.7964191524905047,0.7146451959976559,0.7493522303309971,0.7040974773096483,0.6215567542367397,0.35599037102994247,0.8436594923895613,0.23724068254528424,0.7590626034326903,0.7281785610823565,1.0,0.7219302990762203,0.6149409018141607,0.321938409978325,0.8433009644807077,0.23219120493185688,0.7834388555690568
M_VAL_27,-0.2862744400039328,0.7594635380214291,0.7400571825014907,0.5651577349951652,0.30112738401004474,0.8388884571677221,0.3449642343886172,0.7856759399454386,0.7385662513152873,0.7728448741203378,0.793804420027521,0.5071997506471839,0.31622898045908604,0.8307176133702505,0.34112629842151515,0.7681181872993113,0.7290962528015457,0.7653864855252815,0.784641514488867,0.6317879128545771,0.3497649421925873,0.8210074660157504,0.31167190693695046,0.8088534914062834,0.7970928903148043,0.7219302990762203,1.0,0.5763927855894356,0.3088857436826744,0.7955449529009871,0.28888622218500204,0.7606096896516544
M_VAL_28,-0.16990434472532157,0.5811511772344139,0.5130179329112876,0.5795844370492689,0.26178762260742644,0.7059689259982951,0.21418260776186976,0.6686430557255374,0.5768017281931749,0.6560756692776915,0.5364684027353355,0.6400402341606972,0.19816098413493222,0.7347382360458989,0.20303265632709497,0.7132014242933254,0.5369572034571832,0.5795041141560842,0.5069481326876061,0.6416599743990582,0.31708182631010323,0.7173568679498168,0.20173225302077685,0.6737117783775507,0.5760807275510321,0.6149409018141607,0.5763927855894356,1.0,0.23583692596894362,0.7318230816031348,0.17146561936426324,0.7211761964829411
M_VAL_29,-0.07978306986687371,0.3443770467259869,0.28614403606780825,0.36628645036962443,0.1657812497063176,0.37454900502658195,0.12500598163423615,0.3777026033422224,0.3401890358061045,0.34801761004460596,0.30643824477767534,0.17985636099238875,0.3366842163462876,0.3363194665440273,0.18212604852171946,0.35257192785234615,0.29465828699837116,0.3597118186890984,0.3302480877295088,0.34303811298629133,0.21399266955536697,0.3403525646991304,0.04399921893357281,0.36807312812894444,0.3474841527509117,0.321938409978325,0.3088857436826744,0.23583692596894362,1.0,0.3123742175288919,0.1909112047952754,0.29074286814328487
M_VAL_30,-0.24200980618089266,0.7617957432998074,0.6635473816299696,0.6723769458166774,0.30263870301663426,0.9083285776454255,0.2197819177407361,0.8169298078234885,0.7738199511582651,0.8224676065531171,0.7483543251678757,0.7162507998407615,0.2798360967025015,0.9475732274998899,0.28279870964133663,0.8757684098073163,0.7549131175578601,0.8041741417127451,0.7324706599677411,0.691305757654862,0.38893256190678654,0.9418256533310096,0.19003501449200258,0.8423172659944086,0.7980182450841724,0.8433009644807077,0.7955449529009871,0.7318230816031348,0.3123742175288919,1.0,0.23910295773071008,0.8714070849508703
M_VAL_31,-0.1250422692773253,0.2883612379996352,0.3681711402940047,0.2480733177838198,0.13085344864006188,0.3037215525897724,0.13181079654968983,0.28238490459280796,0.301082681259703,0.25899113422082526,0.3308237011828721,0.15444180819095435,0.10981516695625614,0.27967585864353567,0.17234800359679653,0.2493788919152586,0.31320859645292753,0.21980153068378833,0.31546400602322505,0.2516969266818074,0.05953869768786999,0.2608761258892893,0.18161898524699419,0.2981116555899254,0.28041859429551447,0.23219120493185688,0.28888622218500204,0.17146561936426324,0.1909112047952754,0.23910295773071008,1.0,0.2912976412252184
M_VAL_32,-0.22894539235828115,0.7373299695841136,0.6551998142198693,0.6656694069659567,0.2984610802600066,0.8607012180225767,0.23522422971803125,0.7788140724615042,0.7275832871606885,0.7724829675875408,0.7027830173380132,0.6567195481732041,0.2733174189301101,0.88740292584325,0.32313258723226856,0.8147375141515419,0.7060573877215295,0.7382616670125871,0.7082578476968122,0.6751984652001991,0.37672083426301506,0.8674549372395612,0.23230399144728753,0.8170178833284444,0.7290347155731282,0.7834388555690568,0.7606096896516544,0.7211761964829411,0.29074286814328487,0.8714070849508703,0.2912976412252184,1.0
