inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement
values_64, 461, 45, 254, 55, 715, 100, 4750.36, 493605.30, 0.01, 103.91, 27422.52
values_11, 459, 45, 254, 56, 713, 101, 4747.30, 484479.41, 0.01, 102.05, 26915.52
values_49, 458, 45, 254, 55, 712, 100, 4730.43, 491534.22, 0.01, 103.91, 27307.46
values_62, 458, 45, 254, 53, 712, 98, 4709.67, 507844.97, 0.01, 107.83, 28213.61
values_80, 451, 45, 248, 49, 699, 94, 4581.66, 521747.95, 0.01, 113.88, 28986.00
values_39, 458, 45, 254, 56, 712, 101, 4740.65, 483799.91, 0.01, 102.05, 26877.77
values_90, 448, 45, 247, 47, 695, 92, 4533.88, 536106.67, 0.01, 118.24, 29783.70
values_53, 457, 45, 252, 53, 709, 98, 4689.83, 501723.25, 0.01, 106.98, 27873.51
values_94, 449, 45, 247, 47, 696, 92, 4540.40, 536878.05, 0.01, 118.24, 29826.56
values_7, 451, 45, 248, 49, 699, 94, 4581.66, 521747.95, 0.01, 113.88, 28986.00
values_31, 451, 45, 248, 49, 699, 94, 4581.66, 521747.95, 0.01, 113.88, 28986.00
values_93, 451, 45, 247, 47, 698, 92, 4553.45, 538420.80, 0.01, 118.24, 29912.27
values_38, 460, 45, 254, 56, 714, 101, 4753.96, 485158.90, 0.01, 102.05, 26953.27
values_58, 453, 45, 248, 50, 701, 95, 4605.47, 513970.32, 0.01, 111.60, 28553.91
values_78, 456, 45, 252, 53, 708, 98, 4683.21, 501015.60, 0.01, 106.98, 27834.20
values_50, 457, 45, 252, 50, 709, 95, 4658.03, 528220.33, 0.01, 113.40, 29345.57
values_3, 457, 45, 252, 53, 709, 98, 4689.83, 501723.25, 0.01, 106.98, 27873.51
values_13, 460, 45, 254, 55, 714, 100, 4743.71, 492914.94, 0.01, 103.91, 27384.16
values_83, 451, 45, 248, 49, 699, 94, 4581.66, 521747.95, 0.01, 113.88, 28986.00
values_1, 455, 45, 252, 52, 707, 97, 4666.14, 508788.55, 0.01, 109.04, 28266.03
values_21, 459, 45, 254, 54, 713, 99, 4726.73, 500245.73, 0.01, 105.83, 27791.43
values_32, 450, 45, 248, 50, 698, 95, 4585.76, 511770.73, 0.01, 111.60, 28431.71
values_22, 458, 45, 254, 55, 712, 100, 4730.43, 491534.22, 0.01, 103.91, 27307.46
values_9, 450, 45, 248, 50, 698, 95, 4585.76, 511770.73, 0.01, 111.60, 28431.71
values_6, 452, 45, 248, 50, 700, 95, 4598.90, 513237.12, 0.01, 111.60, 28513.17
values_76, 457, 45, 252, 52, 709, 97, 4679.34, 510227.84, 0.01, 109.04, 28345.99
values_18, 450, 45, 247, 47, 697, 92, 4546.92, 537649.42, 0.01, 118.24, 29869.41
values_16, 450, 45, 247, 48, 697, 93, 4557.79, 527707.05, 0.01, 115.78, 29317.06
values_40, 449, 45, 247, 48, 696, 93, 4551.25, 526949.94, 0.01, 115.78, 29275.00
values_2, 458, 45, 252, 53, 710, 98, 4696.44, 502430.89, 0.01, 106.98, 27912.83
values_60, 460, 45, 254, 55, 714, 100, 4743.71, 492914.94, 0.01, 103.91, 27384.16
values_99, 459, 45, 254, 55, 713, 100, 4737.07, 492224.58, 0.01, 103.91, 27345.81
values_48, 461, 45, 254, 56, 715, 101, 4760.62, 485838.40, 0.01, 102.05, 26991.02
values_69, 450, 45, 247, 48, 697, 93, 4557.79, 527707.05, 0.01, 115.78, 29317.06
values_46, 460, 45, 254, 56, 714, 101, 4753.96, 485158.90, 0.01, 102.05, 26953.27
values_24, 459, 45, 254, 55, 713, 100, 4737.07, 492224.58, 0.01, 103.91, 27345.81
values_95, 459, 45, 254, 55, 713, 100, 4737.07, 492224.58, 0.01, 103.91, 27345.81
values_42, 449, 45, 247, 48, 696, 93, 4551.25, 526949.94, 0.01, 115.78, 29275.00
values_37, 459, 45, 254, 55, 713, 100, 4737.07, 492224.58, 0.01, 103.91, 27345.81
values_10, 458, 45, 254, 55, 712, 100, 4730.43, 491534.22, 0.01, 103.91, 27307.46
values_67, 450, 45, 247, 47, 697, 92, 4546.92, 537649.42, 0.01, 118.24, 29869.41
values_35, 459, 45, 254, 53, 713, 98, 4716.29, 508558.24, 0.01, 107.83, 28253.24
values_30, 450, 45, 248, 50, 698, 95, 4585.76, 511770.73, 0.01, 111.60, 28431.71
values_4, 458, 45, 252, 53, 710, 98, 4696.44, 502430.89, 0.01, 106.98, 27912.83
