,BugsDelivered,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,GlobalVariables,Loop,Assignment,ExitPoint,Function.1,FunctionCall,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,cInstr,Bugs_Delivered,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Flip_Flop
10,4.9854,66,1452522.76,1824,0.01,14956.2,80695.71,1153,671,294,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,15877.0,4.9854,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,0,11,0,78,0,9,29,20,14,9,0,56,0,30,23,29,17,19,16,53,2,8,26,13,12,3,0,38,0,29,956
11,4.50166,66,1189104.16,1652,0.01,13504.98,66061.34,1057,595,289,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,21220.0,4.50166,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,27,8,0,34,5,28,52,33,27,9,0,46,0,20,23,13,27,19,1,50,0,19,12,17,23,13,6,38,0,15,957
12,2.19778,66,503593.25,871,0.01,6593.34,27977.4,584,287,190,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,487.0,2.19778,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
13,4.515246667,66,1198065.4,1658,0.01,13545.74,66559.19,1063,595,288,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,17026.0,4.515246667,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,23,12,8,46,0,11,44,12,29,2,0,50,0,13,8,15,35,27,0,39,0,24,23,4,18,22,0,49,2,5,957
14,4.48521,66,1200914.78,1649,0.01,13455.63,66717.49,1054,595,286,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,21774.0,4.48521,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,25,1,0,59,0,16,30,16,13,4,12,53,0,21,6,23,22,11,0,68,0,31,24,22,38,2,0,40,0,12,957
15,4.002136667,66,971179.22,1476,0.01,12006.41,53954.4,949,527,281,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,19041.0,4.002136667,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,30,12,0,47,0,32,18,18,35,17,2,53,0,15,18,13,19,13,0,40,1,15,20,5,13,8,4,37,0,24,877
16,3.178233333,66,683652.88,1191,0.01,9534.7,37980.72,776,415,257,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,3411.0,3.178233333,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,16,4,5,23,3,15,19,4,13,3,0,21,0,12,10,8,10,9,0,15,0,14,10,5,18,5,4,5,0,9,1001
17,4.49346,66,1192284.63,1650,0.01,13480.38,66238.03,1055,595,288,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,17091.0,4.49346,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,15,12,0,62,0,38,20,10,36,6,0,70,0,26,23,38,25,13,3,47,29,28,13,20,23,10,4,29,8,21,957
18,5.039473333,66,1481270.3,1846,0.01,15118.42,82292.79,1175,671,292,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,12955.0,5.039473333,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,57,6,24,0,63,13,22,45,6,37,20,2,43,0,21,0,34,13,21,5,60,0,23,43,10,50,14,1,39,0,30,956
19,2.08822,66,507605.64,838,0.01,6264.66,28200.31,563,275,178,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,184.0,2.08822,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
20,4.452243333,66,1219810.95,1642,0.01,13356.73,67767.28,1047,595,281,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,10642.0,4.452243333,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,57,17,11,1,62,2,22,27,14,46,26,0,57,0,30,8,24,16,5,0,38,4,16,13,14,19,17,0,36,11,20,957
21,2.187686667,66,501280.54,867,0.01,6563.06,27848.92,580,287,190,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,331.0,2.187686667,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
22,2.08595,66,511621.8,838,0.01,6257.85,28423.43,563,275,177,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,181.0,2.08595,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
23,2.083463333,66,511011.28,837,0.01,6250.39,28389.52,562,275,177,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,185.0,2.083463333,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
24,4.013596667,66,992423.87,1484,0.01,12040.79,55134.66,957,527,277,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,8129.0,4.013596667,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,27,6,0,32,11,19,21,22,16,1,0,40,0,16,15,20,31,21,13,46,8,10,23,5,21,6,0,29,0,8,877
25,2.183843333,66,517079.43,869,0.01,6551.53,28726.63,582,287,186,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,339.0,2.183843333,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
26,3.209833333,66,686853.83,1202,0.01,9629.5,38158.55,787,415,258,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,3917.0,3.209833333,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,20,8,0,37,8,16,18,10,15,0,0,20,2,8,13,13,8,8,0,16,14,15,8,6,15,7,0,4,0,9,1001
27,2.48534,66,514611.63,959,0.01,7456.02,28589.54,639,320,219,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,1314.0,2.48534,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,7,5,3,1,9,3,0,6,3,0,0,1,0,5,3,4,6,0,2,0,2,1,0,1,2,1,0,2,0,1002
28,2.469526667,66,528612.47,957,0.01,7408.58,29367.36,637,320,214,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,1113.0,2.469526667,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,7,2,3,0,2,3,1,4,4,2,0,0,1,3,2,3,3,0,0,0,0,1,0,2,1,1,0,0,0,1002
29,2.083463333,66,511011.28,837,0.01,6250.39,28389.52,562,275,177,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,132.0,2.083463333,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
30,3.19949,66,667264.15,1194,0.01,9598.47,37070.23,779,415,263,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,4387.0,3.19949,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,27,13,0,26,0,12,9,8,23,0,0,20,0,8,13,13,12,7,0,12,4,20,13,4,9,14,0,3,2,6,1001
31,2.701913333,66,577645.63,1034,0.01,8105.74,32091.42,682,352,229,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,961.0,2.701913333,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,7,17,1,10,5,3,9,1,2,0,1,5,18,7,7,9,0,3,0,11,6,2,4,4,1,1,2,1,875
32,4.018733333,66,984362.93,1484,0.01,12056.2,54686.83,957,527,279,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,15499.0,4.018733333,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,42,22,0,2,40,0,25,15,19,27,2,0,47,0,13,18,10,24,16,0,25,6,16,13,11,20,5,14,39,11,29,877
33,4.034503333,66,974500.89,1487,0.01,12103.51,54138.94,960,527,282,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,7620.0,4.034503333,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,6,7,61,0,24,19,15,35,0,7,45,0,11,21,16,12,1,0,46,3,30,24,28,17,4,0,37,0,14,877
34,2.465986667,66,542517.17,959,0.01,7397.96,30139.84,639,320,210,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,1339.0,2.465986667,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,8,4,1,7,2,7,4,0,3,2,1,1,2,2,7,3,3,5,0,2,0,4,1,1,1,2,1,0,1,0,1002
35,3.228523333,66,690853.82,1209,0.01,9685.57,38380.77,794,415,258,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,3142.0,3.228523333,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,14,14,0,27,0,18,19,11,17,0,0,28,0,0,20,16,20,8,0,19,13,26,9,3,9,2,0,12,0,8,1001
36,2.716356667,66,553565.02,1033,0.01,8149.07,30753.61,681,352,237,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,2459.0,2.716356667,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,7,6,18,0,7,7,4,8,0,5,5,0,1,14,3,11,6,0,1,0,1,5,1,5,6,1,2,3,0,875
37,2.461786667,66,526955.38,954,0.01,7385.36,29275.3,634,320,214,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,896.0,2.461786667,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,3,1,7,0,5,2,1,5,4,3,0,0,2,4,3,3,6,0,3,1,1,2,1,1,2,1,0,1,0,1002
38,5.023093333,66,1476455.77,1840,0.01,15069.28,82025.32,1169,671,292,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,15868.0,5.023093333,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,32,8,0,57,7,25,9,0,31,8,0,68,0,30,22,29,26,23,9,48,28,26,30,20,28,13,1,62,23,29,956
39,4.020326667,66,957773.67,1479,0.01,12060.98,53209.65,952,527,285,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,7495.0,4.020326667,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,15,22,0,35,0,28,30,8,30,14,0,44,0,11,23,15,17,11,0,39,7,28,24,15,21,2,0,38,1,17,877
40,2.715263333,66,546945.31,1031,0.01,8145.79,30385.85,679,352,239,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,1714.0,2.715263333,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,19,5,0,16,4,9,9,2,12,1,4,2,0,4,6,7,8,9,0,0,0,5,4,2,5,4,2,3,0,0,875
41,4.010893333,66,991755.13,1483,0.01,12032.68,55097.51,956,527,277,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,8755.0,4.010893333,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,22,0,0,46,15,41,29,39,18,22,0,33,0,4,11,27,22,27,4,40,13,19,29,12,33,4,0,25,14,12,877
42,2.718386667,66,567247.61,1037,0.01,8155.16,31513.76,685,352,233,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,1861.0,2.718386667,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,0,0,17,5,5,10,5,13,0,1,5,3,10,7,9,8,12,0,2,0,5,3,3,8,4,2,0,1,1,875
43,2.08573,66,506999.9,837,0.01,6257.19,28166.66,562,275,178,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,184.0,2.08573,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
44,2.195866667,66,511403.06,872,0.01,6587.6,28411.28,585,287,188,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,476.0,2.195866667,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
45,2.18801,66,505430.03,868,0.01,6564.03,28079.45,581,287,189,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,412.0,2.18801,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
46,4.034833333,66,983688.79,1489,0.01,12104.5,54649.38,962,527,280,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,17733.0,4.034833333,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,27,7,0,56,1,31,27,14,39,16,0,58,0,40,17,8,14,13,0,53,16,30,27,20,25,5,0,31,1,14,877
47,3.222623333,66,665333.94,1201,0.01,9667.87,36963.0,786,415,265,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,3916.0,3.222623333,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,20,10,0,25,0,13,16,12,20,5,2,16,0,9,13,13,8,16,0,12,5,19,6,5,13,8,5,21,3,7,1001
48,2.195256667,66,503015.07,870,0.01,6585.77,27945.28,583,287,190,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,493.0,2.195256667,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
49,2.185163333,66,500702.36,866,0.01,6555.49,27816.8,579,287,190,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,339.0,2.185163333,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
50,2.090713333,66,508211.37,839,0.01,6272.14,28233.97,564,275,178,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,181.0,2.090713333,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
51,2.19335,66,510816.59,871,0.01,6580.05,28378.7,584,287,188,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,498.0,2.19335,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
52,2.452736667,66,535880.49,953,0.01,7358.21,29771.14,633,320,211,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,1309.0,2.452736667,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,3,3,6,4,4,4,0,4,2,2,0,2,0,3,3,3,6,0,4,1,1,1,0,3,1,1,0,0,0,1002
53,4.479713333,66,1204920.18,1648,0.01,13439.14,66940.01,1053,595,285,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,15834.0,4.479713333,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,23,28,5,0,49,0,26,4,20,19,7,0,41,2,21,5,6,16,0,12,49,0,20,12,15,4,24,0,39,0,19,957
54,2.73364,66,567035.04,1042,0.01,8200.92,31501.95,690,352,234,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,12637.0,2.73364,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,14,3,0,15,0,13,3,4,6,0,1,1,0,4,6,4,7,4,0,3,2,2,2,2,4,3,1,0,1,1,875
55,5.045533333,66,1470042.22,1846,0.01,15136.6,81669.01,1175,671,294,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,14820.0,5.045533333,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,21,7,14,63,0,7,22,35,37,11,0,57,4,31,14,33,17,27,1,53,4,23,11,31,15,10,0,35,0,17,956
56,4.00756,66,972495.18,1478,0.01,12022.68,54027.51,951,527,281,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,14561.0,4.00756,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,22,11,4,49,0,20,28,14,28,10,0,48,1,10,26,20,18,8,0,47,3,16,16,16,15,0,0,27,9,8,877
57,4.471326667,66,1219368.1,1648,0.01,13413.98,67742.67,1053,595,282,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,9993.0,4.471326667,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,7,11,0,51,0,52,24,12,28,6,0,48,9,17,17,26,19,10,0,32,0,16,16,22,25,10,0,42,0,10,957
58,2.720523333,66,564314.15,1037,0.01,8161.57,31350.79,685,352,234,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,1361.0,2.720523333,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,11,5,0,18,1,9,4,4,15,0,2,2,0,1,5,1,9,5,0,4,4,6,7,4,6,4,0,1,0,0,875
59,4.0611,66,967487.4,1494,0.01,12183.3,53749.3,967,527,285,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,16353.0,4.0611,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,13,5,0,46,3,17,13,11,24,2,0,64,0,16,6,15,28,11,0,28,0,29,17,18,23,0,0,34,0,12,877
60,2.090713333,66,508211.37,839,0.01,6272.14,28233.97,564,275,178,103,13,7,36,10,10,11,10,9,90,1,1,1,3,1,184.0,2.090713333,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
