inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_14, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_47, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_91, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_64, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_11, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_49, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_62, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_80, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_39, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_90, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_53, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_94, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_7, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_31, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_93, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_38, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_58, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_78, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_50, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_3, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_13, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_83, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_1, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_21, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_32, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_22, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_9, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_6, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_76, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_18, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_16, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_40, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_2, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_60, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_99, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_48, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_69, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_46, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_24, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_95, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_42, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_37, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_10, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_67, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_35, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_30, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
values_4, 103, 19, 13, 19, 7, 3, 36, 10, 10, 11, 9, 29, 10, 9, 90.0
