,clockCycles,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32
M_VAL_11,0.36068356718636063,0.8165077439037909,0.8024754879889492,0.6638425577684924,0.3492789368813814,0.8612641343695698,0.39234577101121393,0.8021704247261048,0.8271109132773264,0.7933663565725326,1.0,0.5919100830923886,0.36337538082319537,0.8323782419360435,0.32464082901207747,0.7583379220408961,0.7692584720766495,0.78104790285238,0.8311684203488681,0.7145158504487861,0.38763151259124184,0.8163600397714319,0.4355665241111722,0.8425544010117532,0.8047065657644761,0.763265923694056,0.8329981846052528,0.6119633869040788,0.3392507700482005,0.7865864169016621,0.40374176596629924,0.7895449163791574
M_VAL_12,0.5686598849140095,0.581950632527931,0.5141248490999748,0.677765878386583,0.21865875070701007,0.7132773723097112,0.17114788297678618,0.6858471786670141,0.551824387625389,0.6055320546312897,0.5919100830923886,1.0,0.25637134622655067,0.7505609328818257,0.14819742025613866,0.6890084464369484,0.5718090406486522,0.6055081473230497,0.5621961857356294,0.6627553886482305,0.370430775623875,0.7638614194615196,0.16256916084537723,0.6834013545805656,0.6353370573115834,0.6322510453085055,0.5808206307009597,0.6994302103195497,0.33983489470384554,0.7793162581720248,0.225003963828537,0.7214111988883987
M_VAL_13,0.24924074712661465,0.4416404973398089,0.3587149024383706,0.3349062271410528,0.2592756959350155,0.4209200594504532,0.07685695097719489,0.40015612699231307,0.374418195942811,0.41194581228264476,0.36337538082319537,0.25637134622655067,1.0,0.38650187459824964,0.1850996432802765,0.37085439872062465,0.367876360439952,0.42245158971042396,0.32304755399968144,0.41604590825836546,0.3078167965366571,0.372406534046339,0.15712615912944813,0.37508351643697846,0.35717446448033874,0.39484935356985384,0.3557062915415324,0.28470142436341833,0.3396357729661008,0.35532599450400554,0.13134205467579887,0.34373000311244994
M_VAL_14,0.5576211382914391,0.8245201863150383,0.7784090011148216,0.7830011728426121,0.3206651484427885,0.9513593853851394,0.3209688553430737,0.875945199693427,0.8290587464259639,0.8645537957807479,0.8323782419360435,0.7505609328818257,0.38650187459824964,1.0,0.27200694487523697,0.9013837298375678,0.8065122629820193,0.868765334890274,0.8212394222395254,0.8082239754091642,0.46048919776299685,0.9624819228054541,0.3411412948594379,0.9104266049172719,0.856066025176345,0.8766142613476123,0.8659463562333878,0.7639526359219989,0.4060897535979803,0.953639546488324,0.3640260617756797,0.9068478108479218
M_VAL_15,0.08129591634316347,0.2692737914014858,0.33044855007880813,0.17787967605496027,0.24222705921712825,0.291359639594884,0.15170036766883171,0.2871112113669842,0.2998198993348649,0.31144481848435507,0.32464082901207747,0.14819742025613866,0.1850996432802765,0.27200694487523697,1.0,0.272762464340602,0.25486310177779764,0.27678097678705194,0.3044470601768531,0.264257650940133,0.16434104101324415,0.24515791847219728,0.18463218572167323,0.23292311106398608,0.29539220081972695,0.21758599194522846,0.2996405112810887,0.19444970241860887,0.23677193403034158,0.24628958401437526,0.24765765590502076,0.27733892308318503
M_VAL_16,0.5213910611224967,0.7691392042666751,0.7083162995322471,0.7320357968167983,0.34145437476048607,0.8783007280210574,0.27060798115610674,0.8088863791502955,0.7525914010790848,0.8074025718874678,0.7583379220408961,0.6890084464369484,0.37085439872062465,0.9013837298375678,0.272762464340602,1.0,0.7224076175619286,0.7922703673532906,0.7543966796697994,0.7548372798367605,0.4686334792918768,0.8900807982535118,0.31185949488120607,0.8307654731462699,0.7534432448780042,0.8016511077681385,0.7873757049255823,0.7121843186217113,0.4374603520818637,0.8739341629601899,0.3670293400566497,0.8160599813122252
M_VAL_17,0.41676290173994684,0.7235910535087482,0.74531476672659,0.6249677508778727,0.3192507709605956,0.8143369305874789,0.2938287160573102,0.7422726216108188,0.7314154381283879,0.7659530074550006,0.7692584720766495,0.5718090406486522,0.367876360439952,0.8065122629820193,0.25486310177779764,0.7224076175619286,1.0,0.7059544649673185,0.7775598220156704,0.6467852810898321,0.39784984390665146,0.7913805294558096,0.38449269190454205,0.7943457738242256,0.7269581945223333,0.7500311244366829,0.7473087657981148,0.6580662901188131,0.35860900750838076,0.7739038604322712,0.38456808700692185,0.7776202370923143
M_VAL_18,0.4302565905159293,0.7958162640452442,0.7440090138553275,0.6918518872749951,0.34021997311796653,0.8801493355066555,0.31216590524245585,0.808412522747329,0.7978448621979849,0.801615818755926,0.78104790285238,0.6055081473230497,0.42245158971042396,0.868765334890274,0.27678097678705194,0.7922703673532906,0.7059544649673185,1.0,0.7667850348496583,0.747438826922695,0.43871021715203024,0.8569059828031439,0.3763054494951428,0.81772567665663,0.7850923950932057,0.8011929698539281,0.8123466513824451,0.6581110702248365,0.37338723149222475,0.8388370407426325,0.3391842068447829,0.8152675180245786
M_VAL_19,0.39933388267989495,0.77669249928674,0.804217194668357,0.631859044674609,0.33474945670035305,0.8317593119768089,0.36789741976986423,0.7838862785709642,0.8004958998294278,0.7896856500272342,0.8311684203488681,0.5621961857356294,0.32304755399968144,0.8212394222395254,0.3044470601768531,0.7543966796697994,0.7775598220156704,0.7667850348496583,1.0,0.6991663300468484,0.3825912645862476,0.8030753494035657,0.4231345574481635,0.7949582044997282,0.8030303595086201,0.7427209846424839,0.8270665081694244,0.6072089900214918,0.34950156367560925,0.7774805905431452,0.42008294659427,0.7566743795420989
M_VAL_20,0.517251301314842,0.7214584446711738,0.7008984543841034,0.7361994452244845,0.4037873484245955,0.8240082978361893,0.2926217441012065,0.8025554318312604,0.7446454220336519,0.7190095051574358,0.7145158504487861,0.6627553886482305,0.41604590825836546,0.8082239754091642,0.264257650940133,0.7548372798367605,0.6467852810898321,0.747438826922695,0.6991663300468484,1.0,0.4672252921197189,0.7944142610834808,0.28694278504891724,0.7721647739427189,0.7342632668703426,0.7341517158721679,0.7236798510496456,0.6753236447984818,0.4764224152476436,0.7901269288813694,0.28695265679217297,0.7502761669683439
M_VAL_21,0.29724154558171173,0.44317726312053385,0.36120032002877134,0.42281353641343133,0.24239729429368698,0.4582332712769791,0.12017559450359952,0.45226288786730673,0.40815798720744795,0.4048385165311473,0.38763151259124184,0.370430775623875,0.3078167965366571,0.46048919776299685,0.16434104101324415,0.4686334792918768,0.39784984390665146,0.43871021715203024,0.3825912645862476,0.4672252921197189,1.0,0.4576547160084234,0.16233235734297957,0.4039339707762502,0.3984169673556026,0.4272562945376478,0.41676444064214563,0.41752396594472135,0.33020198917729165,0.46411566461057085,0.1384264452663977,0.4392372118193227
M_VAL_22,0.5684080441526159,0.8203391518887699,0.7561944419092955,0.7732601922562911,0.30520779027554534,0.9468588598354136,0.2893065014415331,0.8646063038345618,0.8296078273538724,0.8497372493052974,0.8163600397714319,0.7638614194615196,0.372406534046339,0.9624819228054541,0.24515791847219728,0.8900807982535118,0.7913805294558096,0.8569059828031439,0.8030753494035657,0.7944142610834808,0.4576547160084234,1.0,0.31115603337276915,0.9076444308102551,0.8591811659984001,0.8646082482603091,0.8591287509911035,0.7504318317720763,0.3875458568719488,0.9555039044338879,0.3206977501704356,0.9099548382718051
M_VAL_23,0.10567708744956494,0.33668153427694336,0.45070043584491715,0.29654655214971787,0.11819526393286497,0.3915504665416349,0.255750818596891,0.38131176118690757,0.431422669384624,0.33737786912973056,0.4355665241111722,0.16256916084537723,0.15712615912944813,0.3411412948594379,0.18463218572167323,0.31185949488120607,0.38449269190454205,0.3763054494951428,0.4231345574481635,0.28694278504891724,0.16233235734297957,0.31115603337276915,1.0,0.3628255018548966,0.34825417585157803,0.35775240984207174,0.3584857527533215,0.2381367329048034,0.10079838154742617,0.2787295940308772,0.40019947837318554,0.334391311282635
M_VAL_24,0.5170114286234894,0.8088152830753305,0.7776659567660885,0.729989972821353,0.3218532850426427,0.9122566770571471,0.3430424082382524,0.8553657750758339,0.8156548362092105,0.8185673253882625,0.8425544010117532,0.6834013545805656,0.37508351643697846,0.9104266049172719,0.23292311106398608,0.8307654731462699,0.7943457738242256,0.81772567665663,0.7949582044997282,0.7721647739427189,0.4039339707762502,0.9076444308102551,0.3628255018548966,1.0,0.8413146888751405,0.825180343623973,0.8419198883686215,0.735965178292948,0.3709627050663828,0.8789904522918786,0.35099038571124547,0.8639491603411079
M_VAL_25,0.4449145909721195,0.7929740413282482,0.7535593910328799,0.6537921648656698,0.2788313567827195,0.8721762116862501,0.3069490171969219,0.8239531450486733,0.8177632974165546,0.7888408486174028,0.8047065657644761,0.6353370573115834,0.35717446448033874,0.856066025176345,0.29539220081972695,0.7534432448780042,0.7269581945223333,0.7850923950932057,0.8030303595086201,0.7342632668703426,0.3984169673556026,0.8591811659984001,0.34825417585157803,0.8413146888751405,1.0,0.7500919949176663,0.8419675545717933,0.6085863105912882,0.3669762940966792,0.8316267058313735,0.37494096366201185,0.7869892541182367
M_VAL_26,0.48128838406927343,0.7256060448050562,0.7197774409327627,0.7012348386119771,0.30340750483779744,0.8740922866786712,0.266654332193944,0.7799385100257472,0.7692835049094328,0.8168498982627771,0.763265923694056,0.6322510453085055,0.39484935356985384,0.8766142613476123,0.21758599194522846,0.8016511077681385,0.7500311244366829,0.8011929698539281,0.7427209846424839,0.7341517158721679,0.4272562945376478,0.8646082482603091,0.35775240984207174,0.825180343623973,0.7500919949176663,1.0,0.7645861541149279,0.6465031447939407,0.42548811318502944,0.8620517862841126,0.3150139228593133,0.8373392131456385
M_VAL_27,0.4056020296314234,0.8308443770332256,0.7959720544697372,0.640812993657102,0.30641432503855837,0.8712813937515012,0.360642912902303,0.8258556076903644,0.8449772900401182,0.7916001472987523,0.8329981846052528,0.5808206307009597,0.3557062915415324,0.8659463562333878,0.2996405112810887,0.7873757049255823,0.7473087657981148,0.8123466513824451,0.8270665081694244,0.7236798510496456,0.41676444064214563,0.8591287509911035,0.3584857527533215,0.8419198883686215,0.8419675545717933,0.7645861541149279,1.0,0.6412312295950224,0.31389479687830113,0.8334215842265416,0.3899831141284155,0.8197821732805478
M_VAL_28,0.4908057620874411,0.6288541883192502,0.5918046879084549,0.6612156187045471,0.2985020089994533,0.7537099584305166,0.2525765274780225,0.7253397504080574,0.6132450407968035,0.656042834455647,0.6119633869040788,0.6994302103195497,0.28470142436341833,0.7639526359219989,0.19444970241860887,0.7121843186217113,0.6580662901188131,0.6581110702248365,0.6072089900214918,0.6753236447984818,0.41752396594472135,0.7504318317720763,0.2381367329048034,0.735965178292948,0.6085863105912882,0.6465031447939407,0.6412312295950224,1.0,0.3401163741082905,0.7687929456364736,0.21534292285743026,0.7558639597472012
M_VAL_29,0.26732281714001305,0.36726628051502425,0.3564157154492342,0.43449502732839196,0.26608671298978,0.43353060052396136,0.12233936556033326,0.4499168980157954,0.34752003961066985,0.41258468872673215,0.3392507700482005,0.33983489470384554,0.3396357729661008,0.4060897535979803,0.23677193403034158,0.4374603520818637,0.35860900750838076,0.37338723149222475,0.34950156367560925,0.4764224152476436,0.33020198917729165,0.3875458568719488,0.10079838154742617,0.3709627050663828,0.3669762940966792,0.42548811318502944,0.31389479687830113,0.3401163741082905,1.0,0.40989181009005066,0.1635708924867913,0.41387046473951244
M_VAL_30,0.5894210201613711,0.7806776652744098,0.7237994703890017,0.7587318819251394,0.29250083053125525,0.9186510997505205,0.277752792650291,0.8353215022488106,0.7925967353373875,0.8384045861850881,0.7865864169016621,0.7793162581720248,0.35532599450400554,0.953639546488324,0.24628958401437526,0.8739341629601899,0.7739038604322712,0.8388370407426325,0.7774805905431452,0.7901269288813694,0.46411566461057085,0.9555039044338879,0.2787295940308772,0.8789904522918786,0.8316267058313735,0.8620517862841126,0.8334215842265416,0.7687929456364736,0.40989181009005066,1.0,0.32837994357086625,0.9058186115175201
M_VAL_31,0.13883956553875285,0.32268541311143395,0.43300758454245064,0.21559082029047094,0.13590643310072648,0.38886307541207604,0.19444449107672226,0.3703566029493318,0.3770930035494659,0.32309127539520954,0.40374176596629924,0.225003963828537,0.13134205467579887,0.3640260617756797,0.24765765590502076,0.3670293400566497,0.38456808700692185,0.3391842068447829,0.42008294659427,0.28695265679217297,0.1384264452663977,0.3206977501704356,0.40019947837318554,0.35099038571124547,0.37494096366201185,0.3150139228593133,0.3899831141284155,0.21534292285743026,0.1635708924867913,0.32837994357086625,1.0,0.30905939508215324
M_VAL_32,0.49836870234472397,0.7724116578962055,0.7281231897127824,0.7446255123912724,0.32943411678270357,0.8994088411898319,0.2781896915469128,0.8138711192543937,0.7732392663467567,0.7950486138858035,0.7895449163791574,0.7214111988883987,0.34373000311244994,0.9068478108479218,0.27733892308318503,0.8160599813122252,0.7776202370923143,0.8152675180245786,0.7566743795420989,0.7502761669683439,0.4392372118193227,0.9099548382718051,0.334391311282635,0.8639491603411079,0.7869892541182367,0.8373392131456385,0.8197821732805478,0.7558639597472012,0.41387046473951244,0.9058186115175201,0.30905939508215324,1.0
