,Max_Freq,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function.1,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,ARRAY_INPUT,RANGE_ARRAY_INPUT,cInstr
TotalOperators,0.35137173946216643,0.9961530283475427,0.7630129095710474,0.8732076376468476,0.3647997607721441,0.9661734256339297,0.9958522956130575,-0.6414421684944076,0.9961530283467134,0.9661734253590749,1.0,0.9756206055757206,0.8374207029369545,0.5794433519620167,0.6652120852065102,0.5638236462374111,0.6652120852065102,0.6235665185317325,0.47508192580876163,0.4769867212813357,0.5081796247938886,0.5081796247938886,0.5047788703213658,0.4000361870474507,0.6389172265902936,0.5081796247938886,0.49869994176770094,-0.2453973126875093,-0.13815032895918403,-0.05475231726395178,0.22872748643771884,0.22872748643772012,0.25718671913933583,0.021334441548003145,-0.025107670534861376
Total_Operands,0.3113588581099878,0.9870593347536925,0.7522835287621086,0.8420695214814803,0.24676543841532586,0.9533028971433912,0.9915418707130738,-0.633264518694622,0.9870593347556257,0.9533028977063636,0.9756206055757206,1.0,0.7899038801943152,0.5264156584185157,0.6017624051283182,0.4810148558833983,0.6017624051283182,0.5678881827058737,0.3731327310031559,0.42511296540575255,0.4885285563183701,0.4885285563183701,0.4818907083351446,0.4255903129400923,0.5878782994041335,0.4885285563183701,0.48533325268653865,-0.18273477056976856,-0.16333777482495354,-0.09581693967204456,0.220906963489282,0.2209069634892832,0.32534953885340606,-0.11227596063826395,-0.024850520714817467
VocabularySize,0.3186872659616552,0.8475799287511212,0.5456314418432535,0.9910609313259927,0.7088358176075996,0.7398094293454763,0.8227118814394339,-0.5114292889249855,0.8475799287486981,0.7398094279071389,0.8374207029369545,0.7899038801943152,1.0,0.5361195469821015,0.6011553490300602,0.7600482943533889,0.6011553490300602,0.4972703663125699,0.5450669305176856,0.41703203883204953,0.5553746381446644,0.5553746381446644,0.5739334746460257,0.48988806814326447,0.6104228425891438,0.5553746381446644,0.5236814860052237,-0.4547086233748391,-0.07575251551067702,0.07837740613173295,0.29812782656158227,0.2981278265615822,0.3137568005846939,0.04397661743117898,-0.025718196423367066
Sloc,0.29000285376449103,0.5594228235561997,0.7140524914622093,0.5243000502318383,0.4171747805264731,0.5303452383644468,0.5609124555550805,-0.7481596568875809,0.5594228235558018,0.5303452394068429,0.5794433519620167,0.5264156584185157,0.5361195469821015,1.0,0.9430175200654446,0.7151080802263479,0.9430175200654446,0.8999483255224474,0.4574801576913401,0.9569742388445575,0.8735074465629168,0.8735074465629168,0.8610942320585253,0.21788595114503537,0.9583472021843432,0.8735074465629168,0.873168833794417,-0.29518738358362184,-0.1541785412644337,-0.07517261382654372,0.23285067056359945,0.23285067056359973,0.2783816807020453,0.19804358668008268,0.010533957163586002
DecisionPoint,0.4400770128293948,0.642271043889237,0.7032921891279289,0.6024115572606021,0.391066025012662,0.6020876701960609,0.6428716084938314,-0.6982446407970907,0.6422710438888353,0.6020876720858711,0.6652120852065102,0.6017624051283182,0.6011553490300602,0.9430175200654446,1.0,0.7636334090681903,1.0,0.9477272346434199,0.6149847410378719,0.8328414920815611,0.8230082018210717,0.8230082018210717,0.8044143012191302,0.2517872823179463,0.9807685401527128,0.8230082018210717,0.8183766099509727,-0.3144404256831046,-0.02764668153021411,0.039686289509119156,0.12646075946566,0.12646075946566016,0.1809538138428777,0.12699612642917912,-0.03180676019655334
GlobalVariables,0.42615143359854246,0.5587772709864154,0.4832033007171419,0.7145579331320883,0.7433465521598696,0.4957444212436295,0.5328531172192786,-0.4805161420815137,0.5587772709781657,0.4957444215057322,0.5638236462374111,0.4810148558833983,0.7600482943533889,0.7151080802263479,0.7636334090681903,1.0,0.7636334090681903,0.6154452770683246,0.6494838836448106,0.5469992996397525,0.8247771855499209,0.8247771855499209,0.8323029366306034,0.23329846527776535,0.8163963566828628,0.8247771855499209,0.7976088619558355,-0.5166720666393357,0.13825836005435854,0.2805916522838248,0.13084508979053233,0.13084508979053197,0.20803043410684657,0.10265548254286291,-0.03859754346010661
If,0.4400770128293948,0.642271043889237,0.7032921891279289,0.6024115572606021,0.391066025012662,0.6020876701960609,0.6428716084938314,-0.6982446407970907,0.6422710438888353,0.6020876720858711,0.6652120852065102,0.6017624051283182,0.6011553490300602,0.9430175200654446,1.0,0.7636334090681903,1.0,0.9477272346434199,0.6149847410378719,0.8328414920815611,0.8230082018210717,0.8230082018210717,0.8044143012191302,0.2517872823179463,0.9807685401527128,0.8230082018210717,0.8183766099509727,-0.3144404256831046,-0.02764668153021411,0.039686289509119156,0.12646075946566,0.12646075946566016,0.1809538138428777,0.12699612642917912,-0.03180676019655334
Loop,0.39411812222906123,0.5931913638394817,0.6560648863411245,0.5117337144950275,0.25250897062776295,0.5466345000885022,0.6041996763101439,-0.6556589897531484,0.5931913638395913,0.5466344998916709,0.6235665185317325,0.5678881827058737,0.4972703663125699,0.8999483255224474,0.9477272346434199,0.6154452770683246,0.9477272346434199,1.0,0.430423879097369,0.8085545951364962,0.6874145281662645,0.6874145281662645,0.6548487856611142,0.18094937913648781,0.8976931330013055,0.6874145281662645,0.6956572027410206,-0.14989146867734712,-0.23151187635744877,-0.19109028403393816,0.22503236532984244,0.22503236532984253,0.18941223077269032,0.19109028403393877,-0.04192517320966389
Goto,0.510333868956425,0.45853153358072923,0.4370108266012075,0.5141681553447665,0.5239712451422129,0.448947557542657,0.43564738197643954,-0.39443037320863483,0.45853153357922083,0.44894756363610044,0.47508192580876163,0.3731327310031559,0.5450669305176856,0.4574801576913401,0.6149847410378719,0.6494838836448106,0.6149847410378719,0.430423879097369,1.0,0.3397814408606485,0.40841626505655515,0.40841626505655515,0.4298516524605751,0.06870163040435977,0.5695807560954368,0.40841626505655515,0.3625029052344983,-0.5346891537447909,0.46455480325837073,0.5973951046175712,-0.11067473785474297,-0.11067473785474237,-0.21115394209236663,0.18060782232624334,-0.037115121577554554
Assignment,0.11400329081953803,0.4530167038798603,0.6994960835484348,0.39680027003455964,0.3828676205981315,0.4451593088750788,0.45832363802002474,-0.751625672631691,0.4530167038803937,0.4451593095760354,0.4769867212813357,0.42511296540575255,0.41703203883204953,0.9569742388445575,0.8328414920815611,0.5469992996397525,0.8328414920815611,0.8085545951364962,0.3397814408606485,1.0,0.7601985253431943,0.7601985253431943,0.7520368611706751,0.18454640346049223,0.8425132896391165,0.7601985253431943,0.762550827231997,-0.23226840258927284,-0.24237020342447513,-0.1708708978800029,0.2820809477935772,0.28208094779357695,0.28160379844863376,0.30056808542747515,0.04155412061945852
ExitPoint,0.3267443408852263,0.5124263767406876,0.5658927920944079,0.5447893871069452,0.4233876428836491,0.4755577855302105,0.5030612079456359,-0.5968779591198401,0.5124263767382919,0.47555778665645604,0.5081796247938886,0.4885285563183701,0.5553746381446644,0.8735074465629168,0.8230082018210717,0.8247771855499209,0.8230082018210717,0.6874145281662645,0.40841626505655515,0.7601985253431943,1.0,1.0,0.9968333533964263,0.2888196290269015,0.9180454024830631,1.0,0.9969582515901436,-0.3738900852718671,0.02246446667628704,0.10883469791227603,0.12202322718555643,0.12202322718555642,0.367587599670656,-0.05240189158739229,0.010768650837610456
Function.1,0.3267443408852263,0.5124263767406876,0.5658927920944079,0.5447893871069452,0.4233876428836491,0.4755577855302105,0.5030612079456359,-0.5968779591198401,0.5124263767382919,0.47555778665645604,0.5081796247938886,0.4885285563183701,0.5553746381446644,0.8735074465629168,0.8230082018210717,0.8247771855499209,0.8230082018210717,0.6874145281662645,0.40841626505655515,0.7601985253431943,1.0,1.0,0.9968333533964263,0.2888196290269015,0.9180454024830631,1.0,0.9969582515901436,-0.3738900852718671,0.02246446667628704,0.10883469791227603,0.12202322718555643,0.12202322718555642,0.367587599670656,-0.05240189158739229,0.010768650837610456
FunctionCall,0.3242970427092783,0.5104374698638173,0.5645463871568716,0.5579474169801966,0.46422113424119527,0.4742906776840793,0.4982981634636047,-0.5988811449331853,0.5104374698617133,0.4742906789219245,0.5047788703213658,0.4818907083351446,0.5739334746460257,0.8610942320585253,0.8044143012191302,0.8323029366306034,0.8044143012191302,0.6548487856611142,0.4298516524605751,0.7520368611706751,0.9968333533964263,0.9968333533964263,1.0,0.3139448483367464,0.9039791075913683,0.9968333533964262,0.9894767262717618,-0.410246294266162,0.03814023725637512,0.1368739767238169,0.13084508979053183,0.13084508979053167,0.3640532596869815,-0.04106219301714489,0.018283046902243263
PointerDereferencing,-0.12011370087962416,0.4187386687622528,0.3565792940159232,0.49145594604217646,0.31580675850671985,0.37259980491551103,0.4130143168854309,-0.3630084131917606,0.41873866876903193,0.37259979670894045,0.4000361870474507,0.4255903129400923,0.48988806814326447,0.21788595114503537,0.2517872823179463,0.23329846527776535,0.2517872823179463,0.18094937913648781,0.06870163040435977,0.18454640346049223,0.2888196290269015,0.2888196290269015,0.3139448483367464,1.0,0.27498158003357404,0.2888196290269015,0.2773558852048356,-0.18272051651793592,-0.28874063546227885,-0.18811094002764467,0.3606663996707623,0.3606663996707625,0.6299576936109957,-0.16898101392313836,0.012303270387783631
CyclomaticComplexity,0.41943562418638664,0.6243639363644138,0.685326711251597,0.6076625718409928,0.41843331688978547,0.5836485829810506,0.6215652563645431,-0.6924500830241985,0.6243639363633122,0.5836485846870852,0.6389172265902936,0.5878782994041335,0.6104228425891438,0.9583472021843432,0.9807685401527128,0.8163963566828628,0.9807685401527128,0.8976931330013055,0.5695807560954368,0.8425132896391165,0.9180454024830631,0.9180454024830631,0.9039791075913683,0.27498158003357404,1.0,0.9180454024830629,0.9137674850650072,-0.34794258514543197,-0.011578158234605507,0.0650958914707406,0.1301946164191744,0.13019461641917415,0.252605589998017,0.07063596734059147,-0.018500497573418984
SyntacticallyReachableFunctions,0.3267443408852263,0.5124263767406876,0.5658927920944079,0.5447893871069452,0.4233876428836491,0.4755577855302105,0.5030612079456359,-0.5968779591198401,0.5124263767382919,0.47555778665645604,0.5081796247938886,0.4885285563183701,0.5553746381446644,0.8735074465629168,0.8230082018210717,0.8247771855499209,0.8230082018210717,0.6874145281662645,0.40841626505655515,0.7601985253431943,1.0,1.0,0.9968333533964262,0.2888196290269015,0.9180454024830629,1.0,0.9969582515901436,-0.3738900852718671,0.02246446667628704,0.10883469791227603,0.12202322718555643,0.12202322718555642,0.367587599670656,-0.05240189158739229,0.010768650837610456
SemanticallyReachedFunctions,0.3154901393748542,0.5021473259112984,0.5580604114514585,0.5187213095854889,0.37267908443363795,0.46500615145579005,0.4961303885977653,-0.5873399658162648,0.502147325908281,0.4650061523310932,0.49869994176770094,0.48533325268653865,0.5236814860052237,0.873168833794417,0.8183766099509727,0.7976088619558355,0.8183766099509727,0.6956572027410206,0.3625029052344983,0.762550827231997,0.9969582515901436,0.9969582515901436,0.9894767262717618,0.2773558852048356,0.9137674850650072,0.9969582515901436,1.0,-0.3088440260695912,-0.005141810022175074,0.06785461056583741,0.11986946790899589,0.11986946790899616,0.38243539963672574,-0.06785461056583726,0.012523162037683631
CoverageEstimation,-0.20994324270493311,-0.25403777315775145,-0.2613390740368876,-0.4007333068517753,-0.5862043542765378,-0.24766925977905754,-0.22088131080570456,0.3071353647351217,-0.2540377731693077,-0.24766926315550677,-0.2453973126875093,-0.18273477056976856,-0.4547086233748391,-0.29518738358362184,-0.3144404256831046,-0.5166720666393357,-0.3144404256831046,-0.14989146867734712,-0.5346891537447909,-0.23226840258927284,-0.3738900852718671,-0.3738900852718671,-0.410246294266162,-0.18272051651793592,-0.34794258514543197,-0.3738900852718671,-0.3088440260695912,1.0,-0.2396387130776668,-0.3887523040423456,-0.07130685237906143,-0.07130685237906174,5.007866102980143e-15,-0.13426636370634773,0.013284987395706301
SCALAR_INPUT,0.21771891535112545,-0.12611979606853774,-0.1462543425453997,-0.09371900985216135,0.044877749979542816,-0.07747335208793371,-0.14941575295546558,0.20824080644724638,-0.1261197960705547,-0.07747333667433084,-0.13815032895918403,-0.16333777482495354,-0.07575251551067702,-0.1541785412644337,-0.02764668153021411,0.13825836005435854,-0.02764668153021411,-0.23151187635744877,0.46455480325837073,-0.24237020342447513,0.02246446667628704,0.02246446667628704,0.03814023725637512,-0.28874063546227885,-0.011578158234605507,0.02246446667628704,-0.005141810022175074,-0.2396387130776668,1.0,0.9288407280256498,-0.8072073527955758,-0.8072073527955748,-0.6416889479197482,-0.3377602647365996,-0.02506477089236781
RANGE_SCALAR_VALUES,0.1718427870314505,-0.04012736447110874,-0.08438685406610329,0.04350895685618028,0.23621093112452787,-0.0004430067107236449,-0.07210304424829965,0.1453814956650217,-0.04012736447484507,-0.0004429956209149196,-0.05475231726395178,-0.09581693967204456,0.07837740613173295,-0.07517261382654372,0.039686289509119156,0.2805916522838248,0.039686289509119156,-0.19109028403393816,0.5973951046175712,-0.1708708978800029,0.10883469791227603,0.10883469791227603,0.1368739767238169,-0.18811094002764467,0.0650958914707406,0.10883469791227603,0.06785461056583741,-0.3887523040423456,0.9288407280256498,1.0,-0.5310850045437956,-0.5310850045437944,-0.4605661864718387,-0.15151515151515135,-0.026985004141282833
SCALAR_INDEX_INPUT,-0.22415282772905182,0.22451388441146514,0.2000467002705684,0.28366443955557397,0.27370490930086744,0.17648251244851917,0.22684836407920617,-0.24463514847198484,0.2245138844101262,0.1764824948651547,0.22872748643771884,0.220906963489282,0.29812782656158227,0.23285067056359945,0.12646075946566,0.13084508979053233,0.12646075946566,0.22503236532984244,-0.11067473785474297,0.2820809477935772,0.12202322718555643,0.12202322718555643,0.13084508979053183,0.3606663996707623,0.1301946164191744,0.12202322718555643,0.11986946790899589,-0.07130685237906143,-0.8072073527955758,-0.5310850045437956,1.0,1.0000000000000036,0.733799385705344,0.5310850045437953,0.014331331046995516
RANGE_SCALAR_INDEX_VALUES,-0.22415282772905096,0.22451388441146597,0.2000467002705682,0.2836644395555745,0.2737049093008669,0.17648251244851965,0.22684836407920592,-0.24463514847198536,0.2245138844101262,0.17648249486515444,0.22872748643772012,0.2209069634892832,0.2981278265615822,0.23285067056359973,0.12646075946566016,0.13084508979053197,0.12646075946566016,0.22503236532984253,-0.11067473785474237,0.28208094779357695,0.12202322718555642,0.12202322718555642,0.13084508979053167,0.3606663996707625,0.13019461641917415,0.12202322718555642,0.11986946790899616,-0.07130685237906174,-0.8072073527955748,-0.5310850045437944,1.0000000000000036,1.0,0.7337993857053432,0.5310850045437944,0.014331331046995402
ARRAY_INPUT,-0.356035824039594,0.2811220011906645,0.27700840005781063,0.32215183954055193,0.16318615162647804,0.23720067632369138,0.2869781191469002,-0.32085296723906603,0.2811220011905606,0.23720066001933965,0.25718671913933583,0.32534953885340606,0.3137568005846939,0.2783816807020453,0.1809538138428777,0.20803043410684657,0.1809538138428777,0.18941223077269032,-0.21115394209236663,0.28160379844863376,0.367587599670656,0.367587599670656,0.3640532596869815,0.6299576936109957,0.252605589998017,0.367587599670656,0.38243539963672574,5.007866102980143e-15,-0.6416889479197482,-0.4605661864718387,0.733799385705344,0.7337993857053432,1.0,-2.170044493525529e-16,1.2323321262430719e-15
RANGE_ARRAY_INPUT,-0.15359756407244635,-0.02778062028846826,0.081012241477107,-0.01956470284187778,0.3650532571924532,0.00352631945308698,-0.03393017406469246,-0.11976733089151395,-0.02778062029945641,0.00352631328711429,0.021334441548003145,-0.11227596063826395,0.04397661743117898,0.19804358668008268,0.12699612642917912,0.10265548254286291,0.12699612642917912,0.19109028403393877,0.18060782232624334,0.30056808542747515,-0.05240189158739229,-0.05240189158739229,-0.04106219301714489,-0.16898101392313836,0.07063596734059147,-0.05240189158739229,-0.06785461056583726,-0.13426636370634773,-0.3377602647365996,-0.15151515151515135,0.5310850045437953,0.5310850045437944,-2.170044493525529e-16,1.0,0.026985004141254945
cInstr,-0.0209337991430234,-0.026186260619292537,-0.0011976468854799191,-0.028668301792638073,-0.001416478434364081,-0.022850970836737226,-0.025150689469974133,-0.017408817018739486,-0.026186260617833742,-0.022850971923223076,-0.025107670534861376,-0.024850520714817467,-0.025718196423367066,0.010533957163586002,-0.03180676019655334,-0.03859754346010661,-0.03180676019655334,-0.04192517320966389,-0.037115121577554554,0.04155412061945852,0.010768650837610456,0.010768650837610456,0.018283046902243263,0.012303270387783631,-0.018500497573418984,0.010768650837610456,0.012523162037683631,0.013284987395706301,-0.02506477089236781,-0.026985004141282833,0.014331331046995516,0.014331331046995402,1.2323321262430719e-15,0.026985004141254945,1.0
