,Flip_Flop,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28
V_VAL_7,0.0005825721954258561,0.07469718997374768,-0.019886477057005744,-0.01917865565346524,0.061497124022195385,0.11237280980326562,0.10270431618523579,0.12293517698818827,0.1433330903497907,0.14997447157120603,1.0,0.12617227425253247,0.12069598749048634,0.07899713774362375,0.1024478798135822,0.11762442261010492,0.070343690714912,0.11507461176071411,0.14384764153769933,0.003941722623437528,0.10383859643961438,0.10041100496897444,0.0770003274644682,0.05555699885066546,0.0671054975565726,0.10952317643738961,0.030329121187508953,0.04510766608707514,0.04289168083248177,0.1459212422487559,0.017155968757085315,0.03816261047271379
V_VAL_8,-0.014677936242559362,0.12452007169048991,-0.021146989857754574,-0.02081203059512985,0.07563377350124395,0.07705172727796744,0.08435157453518254,0.14135758275693983,0.05302284415291598,0.1448048755869455,0.12617227425253247,1.0,0.11068173182288417,0.11813637281331492,0.10979925836374328,0.10940959549926524,0.12673523762491054,0.13882346751229122,0.09846147536544819,0.10539439915361774,0.07617399001847397,0.05802678911540635,0.08201621155098036,0.09191030960276914,-0.008269029804669276,0.06616444430150313,0.07869694987418717,0.13380556520775502,0.032191138482137234,0.08437334857936227,0.05912898590899374,0.057655001466660576
V_VAL_9,-0.01003687700022585,0.10801513975971799,-0.026399809034879113,-0.019315411449658183,0.12245261426838483,0.10555499055569953,0.09055509621341362,0.11219054790620632,0.1281563577940789,0.1135121079757891,0.12069598749048634,0.11068173182288417,1.0,0.04149891680645766,0.10684964556307024,0.07722866433257457,0.13671596819525714,0.09901642101284185,0.09588059913210996,0.10732635697004059,0.12275614290252654,0.07049361135137588,0.02539620140473962,0.07220764907589997,0.04800206571997551,0.1087287882443337,0.08843192409854193,0.034822025917915445,0.06924664671550813,0.030872813891967346,0.055366210292228095,0.032753313751860046
V_VAL_10,0.0033915569104377152,0.1074624940241798,-0.02184001099882568,-0.015532053239374899,0.08904671156726343,0.11311789482173752,0.11841851228711102,0.08891820465287562,0.07637351541870382,0.14861665731652715,0.07899713774362375,0.11813637281331492,0.04149891680645766,1.0,0.06516355409065845,0.20971184780275812,0.16508229810433905,0.11291991890082054,0.11530524119013665,0.05484774218016881,0.13482756429196205,0.04553614911215661,0.11046869818756361,0.0675695227934331,0.1705690199080828,0.12403443164035471,0.0460208509026517,-0.03924964397358725,0.11429737297861091,0.07378177672818609,-0.022007593699750416,0.07646348154515818
V_VAL_11,-0.0018645376406958526,0.07138644038671457,-0.01139225761734756,-0.01158413267834668,0.1366165199651683,0.09658988982012802,0.05896674379638052,0.11302909163388816,0.13415710116791707,0.14485739985469212,0.1024478798135822,0.10979925836374328,0.10684964556307024,0.06516355409065845,1.0,0.09284907668097808,0.07536372671238993,0.04621806660749005,0.14934399931060305,0.10861816153610833,0.18994620884447805,0.05036553075091992,0.11785728254919585,0.13627446892126124,0.11236134931442054,0.1110030387550512,0.12924278422181695,0.1234469394921081,-0.007685374306609454,0.09485694198464861,0.014452224270635418,0.051712318185706194
V_VAL_12,-6.539027363766722e-05,0.07886058172615087,-0.02523238207118926,-0.015360215619474444,0.12765983514445206,0.13633730902864946,0.10829027282782684,0.1549937473948699,0.09980424611711906,0.17030700755115694,0.11762442261010492,0.10940959549926524,0.07722866433257457,0.20971184780275812,0.09284907668097808,1.0,0.1787663349823549,0.182339300975503,0.11373653528655615,0.1206967505214194,0.08587361980516876,0.09581751484578209,0.16732135090979955,0.12787749725358527,0.14863783985489093,0.13383722103606088,0.08242198637116185,0.018191969042426644,0.12910817983787823,0.08600108457330707,0.05732979747160986,0.019433059623937238
V_VAL_13,-0.009205070984249017,0.13277337130853054,-0.010523059419938087,-0.021231252582045605,0.13076914359810124,0.08733915979580796,0.062053452333724175,0.11972122161677978,0.10963904996649584,0.1232631496955464,0.070343690714912,0.12673523762491054,0.13671596819525714,0.16508229810433905,0.07536372671238993,0.1787663349823549,1.0,0.11592021974489759,0.16326523424402653,0.11208169635485427,0.10819689332328188,0.046891046972567005,0.1475209492568665,0.1011382995412343,0.0879181503845992,0.1524467384063209,0.0973440532112735,0.032571517816836044,0.05460062463451535,0.07261054830096943,0.011271354756717984,0.007554312721207934
V_VAL_14,-0.009442584932043498,0.11400796852274722,-0.031249812604503255,-0.020356359439066076,0.07453553591562778,0.12706574722435401,0.10747749795035179,0.13597321989507882,0.059476992131618375,0.13344158958097105,0.11507461176071411,0.13882346751229122,0.09901642101284185,0.11291991890082054,0.04621806660749005,0.182339300975503,0.11592021974489759,1.0,0.07889017337669804,0.10902199945875991,0.10377862071112993,0.06909089012657835,0.10267036110227039,0.14649057669615118,0.058453683576828605,0.053641329234542214,0.16098557745897957,0.08967547077052583,0.03684653530921477,0.07992475542880305,0.1019490946900688,0.017028483131754257
V_VAL_15,-0.0012158190109867026,0.11118334106409145,-0.01541509274657219,-0.014686655827264253,0.1389578002034762,0.07374178443325476,0.04522346478781313,0.1420170271869943,0.11902766676505118,0.10058222651628697,0.14384764153769933,0.09846147536544819,0.09588059913210996,0.11530524119013665,0.14934399931060305,0.11373653528655615,0.16326523424402653,0.07889017337669804,1.0,0.16636645278168372,0.1816535389584553,0.1303686233421028,0.1947957440526474,0.1433768394132625,0.21367158138359169,0.1516769917674491,0.1701933505307005,0.04898699737949805,0.07902739184313086,0.036093283178718946,0.02595843643233688,0.07720649523299673
V_VAL_16,0.009138229621430788,0.07693258349590741,-0.002673509038516027,-0.009098318648861332,0.1220518236382276,0.047725950533155835,0.03521041875230489,0.12510274635943497,0.09373551768534741,0.07337400633822896,0.003941722623437528,0.10539439915361774,0.10732635697004059,0.05484774218016881,0.10861816153610833,0.1206967505214194,0.11208169635485427,0.10902199945875991,0.16636645278168372,1.0,0.13305405462760236,0.1849707245261502,0.11597939837752068,0.08135501840654147,0.11858459248684183,0.11183921676394837,0.10293335934217428,0.0687321876800089,0.005246723990347811,0.09275943045285273,0.06500143380782948,0.011558851733062134
V_VAL_17,0.00015177400546976163,0.09771990976262981,-0.02005216155836338,-0.012438971580521202,0.10792730331475604,0.08605891039534598,0.06893402373626432,0.1466695089997026,0.10326623165397551,0.11872077869087164,0.10383859643961438,0.07617399001847397,0.12275614290252654,0.13482756429196205,0.18994620884447805,0.08587361980516876,0.10819689332328188,0.10377862071112993,0.1816535389584553,0.13305405462760236,1.0,0.11031636199911368,0.21587111318820942,0.12116963316795716,0.22041153585048515,0.1259695354994946,0.13840450882049204,0.07950581690134276,0.09682114267040323,0.11599157848546664,0.0892521583532553,0.08957969528261994
V_VAL_18,-0.00017799185027909424,0.09238255823801693,-0.020784402652441365,-0.011091407855085512,0.08039021342122876,0.1319982879737129,0.01816045245414161,0.09114303130525123,0.09002590384764653,0.08306051842205897,0.10041100496897444,0.05802678911540635,0.07049361135137588,0.04553614911215661,0.05036553075091992,0.09581751484578209,0.046891046972567005,0.06909089012657835,0.1303686233421028,0.1849707245261502,0.11031636199911368,1.0,0.0881390883591331,0.08425517158937819,0.07537041146080913,0.13189347128615844,0.09329943500467536,-0.047764082748788204,0.0780645688517105,0.05059200249798812,0.010439765307821126,0.06586434742101856
V_VAL_19,-0.0066319550794384915,0.15364528728547822,-0.02339866894931156,-0.019275334366464152,0.0677281195862677,0.08575101120618175,0.04843905330123854,0.08994032606959972,0.04777635842806923,0.11126196667720768,0.0770003274644682,0.08201621155098036,0.02539620140473962,0.11046869818756361,0.11785728254919585,0.16732135090979955,0.1475209492568665,0.10267036110227039,0.1947957440526474,0.11597939837752068,0.21587111318820942,0.0881390883591331,1.0,0.15023126962624714,0.17119323579321338,0.15880997593378043,0.06939011236362501,0.1301028868010751,0.15111983920099026,0.07974915457302931,0.00508143355067894,0.11102941864598478
V_VAL_20,-0.0017517688502305246,0.1028845211032898,-0.01666060681506038,-0.012263957569395008,0.05883380805646915,0.015531509798779174,0.11735449636266986,0.08073118329279082,0.04259103064068963,0.06321276874650311,0.05555699885066546,0.09191030960276914,0.07220764907589997,0.0675695227934331,0.13627446892126124,0.12787749725358527,0.1011382995412343,0.14649057669615118,0.1433768394132625,0.08135501840654147,0.12116963316795716,0.08425517158937819,0.15023126962624714,1.0,0.06949200954410734,0.09981202855757128,0.17841326998074145,0.12949468115444274,0.19383767976332333,0.05554978070258337,0.0021861141977956387,-0.047115771448322914
V_VAL_21,0.010705531568316344,0.06800404212763486,0.012810720886023995,-0.008177300382270516,0.056764518165352655,0.12205518801762112,0.0939712237108334,0.12641901932969113,0.06495482186930797,0.05828120168678548,0.0671054975565726,-0.008269029804669276,0.04800206571997551,0.1705690199080828,0.11236134931442054,0.14863783985489093,0.0879181503845992,0.058453683576828605,0.21367158138359169,0.11858459248684183,0.22041153585048515,0.07537041146080913,0.17119323579321338,0.06949200954410734,1.0,0.22240019817909082,0.17424140205690722,0.0871689332189773,0.18957942816642043,0.05691227192390327,0.019462744748959374,0.03970323861740804
V_VAL_22,0.0034137100609248614,0.09339139484268696,0.004011812176292434,-0.010209781484007736,0.04662137716761374,0.10126900758644698,0.08591470657340612,0.10289208494880155,0.033570080221779784,0.11417307067933696,0.10952317643738961,0.06616444430150313,0.1087287882443337,0.12403443164035471,0.1110030387550512,0.13383722103606088,0.1524467384063209,0.053641329234542214,0.1516769917674491,0.11183921676394837,0.1259695354994946,0.13189347128615844,0.15880997593378043,0.09981202855757128,0.22240019817909082,1.0,0.1400364853029119,0.18360691674889362,0.050779610786685594,0.099766606297752,0.04268106740753914,0.0599080409593718
V_VAL_23,0.015783491381169232,0.06362028912762181,0.004936334618707588,-0.007373491517318881,0.10428398597221272,0.08157699303868925,0.04955694085421942,0.10881258379851069,0.083839442540421,0.07270678631968396,0.030329121187508953,0.07869694987418717,0.08843192409854193,0.0460208509026517,0.12924278422181695,0.08242198637116185,0.0973440532112735,0.16098557745897957,0.1701933505307005,0.10293335934217428,0.13840450882049204,0.09329943500467536,0.06939011236362501,0.17841326998074145,0.17424140205690722,0.1400364853029119,1.0,0.07372275370912894,0.1420317340397967,0.05402822895452681,0.10073271259370202,0.028718834048167028
V_VAL_24,-0.0014582206322194195,0.09630450991903167,-0.006038949041972163,-0.009902112733290775,0.011016400222596477,0.0247385394078947,0.05741412654110542,0.03709867861357219,0.022028882808888758,0.0538786845266137,0.04510766608707514,0.13380556520775502,0.034822025917915445,-0.03924964397358725,0.1234469394921081,0.018191969042426644,0.032571517816836044,0.08967547077052583,0.04898699737949805,0.0687321876800089,0.07950581690134276,-0.047764082748788204,0.1301028868010751,0.12949468115444274,0.0871689332189773,0.18360691674889362,0.07372275370912894,1.0,0.08970731320524901,0.12222996463227413,0.08659687175945027,-0.001614369840686176
V_VAL_25,-0.005893313731156623,0.09722127502410807,-0.035561544252814555,-0.009813069954508606,0.06778278509501105,0.05838357268455462,0.0173099922454842,0.08584470861122204,0.004038512441224496,0.05462984592792482,0.04289168083248177,0.032191138482137234,0.06924664671550813,0.11429737297861091,-0.007685374306609454,0.12910817983787823,0.05460062463451535,0.03684653530921477,0.07902739184313086,0.005246723990347811,0.09682114267040323,0.0780645688517105,0.15111983920099026,0.19383767976332333,0.18957942816642043,0.050779610786685594,0.1420317340397967,0.08970731320524901,1.0,0.008628223425579413,0.07178038441972696,0.15685391264293524
V_VAL_26,0.004514009761250584,0.08899003983222757,-0.013813152625638772,-0.008266425037364062,-0.019217115279867653,0.043024727840944486,0.040120887053348764,0.10386223432404679,0.08909650196521661,0.09839827321838641,0.1459212422487559,0.08437334857936227,0.030872813891967346,0.07378177672818609,0.09485694198464861,0.08600108457330707,0.07261054830096943,0.07992475542880305,0.036093283178718946,0.09275943045285273,0.11599157848546664,0.05059200249798812,0.07974915457302931,0.05554978070258337,0.05691227192390327,0.099766606297752,0.05402822895452681,0.12222996463227413,0.008628223425579413,1.0,0.12776872359270916,0.03787129271284999
V_VAL_27,0.00852206965950832,0.001458369767090046,-0.03890780138620979,-0.0002939990516037689,0.06376874295428459,0.006567763113597097,0.05119523713851814,0.04638597709515494,-0.014183097406313749,0.01858257070156832,0.017155968757085315,0.05912898590899374,0.055366210292228095,-0.022007593699750416,0.014452224270635418,0.05732979747160986,0.011271354756717984,0.1019490946900688,0.02595843643233688,0.06500143380782948,0.0892521583532553,0.010439765307821126,0.00508143355067894,0.0021861141977956387,0.019462744748959374,0.04268106740753914,0.10073271259370202,0.08659687175945027,0.07178038441972696,0.12776872359270916,1.0,-0.13748941803901044
V_VAL_28,-0.005100066137232594,0.09489630457772315,-0.008278538708174445,-0.008571226750202426,0.04409314749803636,0.029195143799977154,0.041910817991404926,-0.0077671341146768455,0.04463982399623781,0.04101771440631261,0.03816261047271379,0.057655001466660576,0.032753313751860046,0.07646348154515818,0.051712318185706194,0.019433059623937238,0.007554312721207934,0.017028483131754257,0.07720649523299673,0.011558851733062134,0.08957969528261994,0.06586434742101856,0.11102941864598478,-0.047115771448322914,0.03970323861740804,0.0599080409593718,0.028718834048167028,-0.001614369840686176,0.15685391264293524,0.03787129271284999,-0.13748941803901044,1.0
