inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement
values_82, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_34, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_70, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_29, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_51, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_57, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_88, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_23, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_45, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_66, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_36, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_56, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_26, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_43, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_52, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_98, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_61, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_44, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_68, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_41, 182, 31, 52, 18, 234, 49, 1313.84, 58830.93, 0.02, 44.78, 3268.38
values_85, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_79, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_71, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_63, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_20, 182, 31, 52, 18, 234, 49, 1313.84, 58830.93, 0.02, 44.78, 3268.38
values_74, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_72, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_86, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_75, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_55, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_14, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_47, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_91, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_64, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_11, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_49, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_62, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_80, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_39, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_90, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_53, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_94, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_7, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_31, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_93, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_38, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_58, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_78, 182, 31, 52, 18, 234, 49, 1313.84, 58830.93, 0.02, 44.78, 3268.38
values_50, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_3, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_13, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_83, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_1, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_21, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_32, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_22, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_9, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_6, 182, 31, 52, 18, 234, 49, 1313.84, 58830.93, 0.02, 44.78, 3268.38
values_76, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_18, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_16, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_40, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_2, 181, 31, 52, 18, 233, 49, 1308.23, 58579.52, 0.02, 44.78, 3254.42
values_60, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_99, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_48, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_69, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_46, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_24, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_95, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_42, 182, 31, 52, 19, 234, 50, 1320.66, 56023.89, 0.02, 42.42, 3112.44
values_37, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_10, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_67, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_35, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_30, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
values_4, 181, 31, 52, 19, 233, 50, 1315.02, 55784.47, 0.02, 42.42, 3099.14
