inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_64, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_11, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_49, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_62, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_80, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_39, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_90, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_53, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_94, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_7, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_31, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_93, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_38, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_58, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_78, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_50, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_3, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_13, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_83, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_1, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_21, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_32, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_22, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_9, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_6, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_76, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_18, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_16, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_40, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_2, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_60, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_99, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_48, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_69, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_46, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_24, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_95, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_42, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_37, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_10, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_67, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_35, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_30, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
values_4, 26, 6, 2, 6, 2, 1, 9, 3, 3, 2, 0, 9, 3, 3, 100.0
