,Area,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function.1,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,ARRAY_INPUT,RANGE_ARRAY_INPUT,cInstr
TotalOperators,0.28173127705978707,0.9955057252651444,0.6161136033861926,0.8648764126938566,0.4166184492322016,0.9555918056047713,0.9961964158824229,-0.6064712488668732,0.9955057252647463,0.9555918028831722,1.0,0.9775620622797812,0.8373464128562271,0.5905888376567067,0.6728467495858971,0.6050226369765173,0.6728467495858971,0.6496344021337808,0.22910257866536515,0.46353582598367027,0.5345609272393054,0.5345609272393054,0.5263095043082616,0.25540355032322803,0.666333376807634,0.5350292468809925,0.5262857581214648,-0.2219620013054159,-0.17167108916164997,-0.18586620336458357,0.34934108426350025,0.3493410842635,0.38423615142872924,0.04727675426777331,-0.04628342354145926
Total_Operands,0.27328780071500525,0.987914587579986,0.6051745215256967,0.8379565882261746,0.3086190824934432,0.9427325186550658,0.9921988349867562,-0.5992560136557614,0.987914587578833,0.9427325185975531,0.9775620622797812,1.0,0.7949599662795561,0.5607561961378588,0.6359831502085173,0.528062965634264,0.6359831502085173,0.6168573996310125,0.19386117859562033,0.43297963021115404,0.5342669147924687,0.5342669147924687,0.5194107486254818,0.25652518887387593,0.6390084812228366,0.5298327140198142,0.5266548249641463,-0.1738168766433578,-0.1963749826325063,-0.22561508674592254,0.3668188523625154,0.36681885236251544,0.44765936331580447,-0.0385364817072417,-0.04218577164479855
VocabularySize,0.2612432918049495,0.8482991042480564,0.36343466323682566,0.9907516833447572,0.7146952732168196,0.7161057290185825,0.8243999399712066,-0.4314691218393485,0.8482991042521123,0.7161057193264164,0.8373464128562271,0.7949599662795561,1.0,0.47074258560678045,0.5415057829781567,0.8062562201763741,0.5415057829781567,0.49660444946570675,0.17847450738068715,0.31500863853308314,0.5389976150648815,0.5389976150648815,0.5631355179536149,0.14161201457983863,0.570714561377995,0.5646051379501932,0.5386638928017526,-0.36892871405011224,-0.13852452058686707,-0.09338899003750906,0.336318837540511,0.33631883754051106,0.3793567084825096,-0.06169826229330444,-0.042366100148686
Sloc,0.6921311284827796,0.562243143055426,0.7939027459481659,0.44390941976657244,0.45231428675921426,0.5844875948643118,0.5814835980158969,-0.8019502881888401,0.5622431430392123,0.5844876027031506,0.5905888376567067,0.5607561961378588,0.47074258560678045,1.0,0.958558789359746,0.5233829264267399,0.958558789359746,0.9273091922973445,0.5287201472136166,0.9456815893613365,0.7612326949403457,0.7612326949403457,0.7214373675298003,0.4869746681324448,0.9491783764403704,0.6887250028205687,0.6885647222331722,-0.20213177705097032,-0.007114724535034559,-0.14362858099021822,0.45652959164765794,0.4565295916476561,0.45443375360983485,0.2907947797862066,-0.04869718749151761
DecisionPoint,0.6282622234031546,0.6459638102409507,0.7533534414755313,0.5290416115144337,0.42544627669832785,0.646172571782616,0.6612837098552536,-0.7632575149631777,0.6459638102263952,0.6461725821839064,0.6728467495858971,0.6359831502085173,0.5415057829781567,0.958558789359746,1.0,0.5925354449389963,1.0,0.9587796748150019,0.5400869322303553,0.850986384759624,0.756600945314253,0.756600945314253,0.7116284600820061,0.4294174532277455,0.978324897306497,0.6933508203067259,0.6892276273186634,-0.2395281854272654,0.022516964479467383,-0.10763712331374624,0.42077212399096664,0.42077212399096686,0.4186416185342788,0.24545040566139642,-0.05095056857036712
GlobalVariables,0.21845534505357522,0.6045124691925867,0.2738202948774967,0.7694117641306906,0.727715170323394,0.5078273796579325,0.5765019849935396,-0.3565661615494397,0.6045124692005232,0.5078273703187454,0.6050226369765173,0.528062965634264,0.8062562201763741,0.5233829264267399,0.5925354449389963,1.0,0.5925354449389962,0.5035770889863348,0.16554487052170208,0.3239683642341124,0.7296464046923341,0.7296464046923341,0.7573750318861322,0.019054981742113133,0.6687874961228801,0.7752593997211619,0.7499424687254932,-0.4371117514189044,0.01271668864933626,0.08684168428648387,0.16337434459115105,0.16337434459115235,0.22376617538799645,-0.009901475429767163,-0.045450949998088394
If,0.6282622234031546,0.6459638102409507,0.7533534414755313,0.5290416115144337,0.42544627669832785,0.646172571782616,0.6612837098552536,-0.7632575149631777,0.6459638102263952,0.6461725821839064,0.6728467495858971,0.6359831502085173,0.5415057829781567,0.958558789359746,1.0,0.5925354449389962,1.0,0.9587796748150019,0.5400869322303553,0.850986384759624,0.756600945314253,0.756600945314253,0.7116284600820061,0.4294174532277455,0.978324897306497,0.6933508203067259,0.6892276273186634,-0.2395281854272654,0.022516964479467383,-0.10763712331374624,0.42077212399096664,0.42077212399096686,0.4186416185342788,0.24545040566139642,-0.05095056857036712
Loop,0.5786821788296238,0.6173169394346741,0.7228707215910403,0.49200523603777463,0.35495414327178987,0.6009516867152379,0.639634658178838,-0.7303539056979279,0.6173169394208273,0.6009516934351198,0.6496344021337808,0.6168573996310125,0.49660444946570675,0.9273091922973445,0.9587796748150019,0.5035770889863348,0.9587796748150019,1.0,0.4243135530311253,0.8355672479605888,0.6424537018557988,0.6424537018557988,0.5892731132313237,0.4245583669102739,0.9117255121706374,0.5826482645509083,0.5883709233661425,-0.11060197907062448,-0.1393737455479634,-0.2907790918034695,0.5212342693563065,0.5212342693563072,0.4780305106098539,0.23412818000594693,-0.04182202337384456
Goto,0.8560761848123652,0.21016466737610212,0.4620045083417506,0.1364291437058573,0.33578007338005855,0.28789404237755967,0.21577972113237281,-0.39648546730576384,0.21016466734893618,0.28789404746224206,0.22910257866536515,0.19386117859562033,0.17847450738068715,0.5287201472136166,0.5400869322303553,0.16554487052170208,0.5400869322303553,0.4243135530311253,1.0,0.4943839996235655,0.36558891911261127,0.36558891911261127,0.33595571616924486,0.21534740462581192,0.5147497529444592,0.23039988431444655,0.2153721191563993,-0.20915839389715768,0.6424950916742427,0.5080343690578243,-0.0164559176904962,-0.016455917690496678,-0.07016826879805657,0.26000349950984436,-0.04026478909371521
Assignment,0.6948148531588115,0.42393226943695594,0.8541646453921201,0.27606187485480355,0.4108788804967539,0.4900476057014563,0.4534352791513991,-0.803146270976369,0.4239322694240853,0.49004761245029027,0.46353582598367027,0.43297963021115404,0.31500863853308314,0.9456815893613365,0.850986384759624,0.3239683642341124,0.850986384759624,0.8355672479605888,0.4943839996235655,1.0,0.5599224266458888,0.5599224266458888,0.5200943290040195,0.6553079257624367,0.8059599535000178,0.47476136021369336,0.47638656371809995,-0.11905387292252034,-0.013565530054659818,-0.16917894928633787,0.45781947130293915,0.45781947130293976,0.4264603396894815,0.34873238093953135,-0.04959606269595788
ExitPoint,0.4435519617900786,0.5463603297229598,0.4119868140521609,0.5343173174952645,0.3836493059024566,0.5078042108341162,0.5373676593524002,-0.518359945973338,0.5463603297063393,0.5078042147712857,0.5345609272393054,0.5342669147924687,0.5389976150648815,0.7612326949403457,0.756600945314253,0.7296464046923341,0.756600945314253,0.6424537018557988,0.36558891911261127,0.5599224266458888,1.0,1.0,0.9931600535475272,0.07427349086499983,0.8756036389580226,0.9841227658858847,0.9819296474864943,-0.3232148616284197,0.06502926975856918,0.04953221241994258,0.1947427977655485,0.19474279776554926,0.3421190648669764,0.07205483517325306,-0.039264743883099036
Function.1,0.4435519617900786,0.5463603297229598,0.4119868140521609,0.5343173174952645,0.3836493059024566,0.5078042108341162,0.5373676593524002,-0.518359945973338,0.5463603297063393,0.5078042147712857,0.5345609272393054,0.5342669147924687,0.5389976150648815,0.7612326949403457,0.756600945314253,0.7296464046923341,0.756600945314253,0.6424537018557988,0.36558891911261127,0.5599224266458888,1.0,1.0,0.9931600535475272,0.07427349086499983,0.8756036389580226,0.9841227658858847,0.9819296474864943,-0.3232148616284197,0.06502926975856918,0.04953221241994258,0.1947427977655485,0.19474279776554926,0.3421190648669764,0.07205483517325306,-0.039264743883099036
FunctionCall,0.4025187970379234,0.5395152455710522,0.3780690115596793,0.5539126059042246,0.42316589611917627,0.49620862994725207,0.526338928618684,-0.4936958740092827,0.5395152455555265,0.4962086297547321,0.5263095043082616,0.5194107486254818,0.5631355179536149,0.7214373675298003,0.7116284600820061,0.7573750318861322,0.7116284600820061,0.5892731132313237,0.33595571616924486,0.5200943290040195,0.9931600535475272,0.9931600535475272,1.0,0.05448962967652618,0.8402155404429351,0.990125702099295,0.9843024832563028,-0.3533745164943715,0.07096971129229253,0.08371208403671224,0.15572843637248854,0.155728436372489,0.30416779452907233,0.050234979474996076,-0.03818400620888486
PointerDereferencing,0.40471872565436123,0.22431708732042416,0.7243761422594145,0.11178243749706325,0.24822257002278414,0.31417736976117866,0.2572666393165305,-0.5353076896054504,0.22431708731415365,0.3141773734872322,0.25540355032322803,0.25652518887387593,0.14161201457983863,0.4869746681324448,0.4294174532277455,0.019054981742113133,0.4294174532277455,0.4245583669102739,0.21534740462581192,0.6553079257624367,0.07427349086499983,0.07427349086499983,0.05448962967652618,1.0,0.3407397958942578,0.005579709232079283,0.0012461166908057475,-0.014011850659243303,-0.1039206367165329,-0.22632695572622125,0.4155081547605263,0.4155081547605263,0.428945817614834,0.1005967111525483,-0.009655953304165242
CyclomaticComplexity,0.6045764426848882,0.6502112242969078,0.6869871666787765,0.5600248599648546,0.4357822288090015,0.6381551297807244,0.6586804193433139,-0.727990711544103,0.6502112242808931,0.6381551387111987,0.666333376807634,0.6390084812228366,0.570714561377995,0.9491783764403704,0.978324897306497,0.6687874961228801,0.978324897306497,0.9117255121706374,0.5147497529444592,0.8059599535000178,0.8756036389580226,0.8756036389580226,0.8402155404429351,0.3407397958942578,1.0,0.8238515162637481,0.8201111044262204,-0.2793023443112748,0.037227749048121594,-0.06382710207176485,0.37250468063951137,0.3725046806395118,0.4176033259468893,0.20413749882728152,-0.05008768522273018
SyntacticallyReachableFunctions,0.29702763762306306,0.5491904901173795,0.3347262015213521,0.5640577565007858,0.3794259269366432,0.4906323073630222,0.5358105767947946,-0.4701417536295264,0.5491904901048774,0.49063230758022175,0.5350292468809925,0.5298327140198142,0.5646051379501932,0.6887250028205687,0.6933508203067259,0.7752593997211619,0.6933508203067259,0.5826482645509083,0.23039988431444655,0.47476136021369336,0.9841227658858847,0.9841227658858847,0.990125702099295,0.005579709232079283,0.8238515162637481,1.0,0.9971087544212995,-0.3344850405027401,-0.0012800289023558625,0.027972027972027396,0.14750521233800054,0.14750521233800118,0.3076825548936922,0.021926450482676562,-0.03896942247800601
SemanticallyReachedFunctions,0.2901426413689368,0.5398240960108669,0.328958898244121,0.5428337811970625,0.3378061612290927,0.47940500702214617,0.5293214465975828,-0.4634708375755058,0.5398240959978076,0.4794050070601671,0.5262857581214648,0.5266548249641463,0.5386638928017526,0.6885647222331722,0.6892276273186634,0.7499424687254932,0.6892276273186634,0.5883709233661425,0.2153721191563993,0.47638656371809995,0.9819296474864943,0.9819296474864943,0.9843024832563028,0.0012461166908057475,0.8201111044262204,0.9971087544212995,1.0,-0.27190175872401406,-0.01658039661000822,0.004231248944636696,0.14487591996081112,0.14487591996081162,0.3144298311250983,0.011387988563448848,-0.03908740451479655
CoverageEstimation,-0.1355240968187427,-0.23166075802853378,-0.1428205819350638,-0.3292629389021108,-0.4505511103426215,-0.23224813590602722,-0.20326229606750326,0.2174726311956747,-0.23166075802705205,-0.23224813957704643,-0.2219620013054159,-0.1738168766433578,-0.36892871405011224,-0.20213177705097032,-0.2395281854272654,-0.4371117514189044,-0.2395281854272654,-0.11060197907062448,-0.20915839389715768,-0.11905387292252034,-0.3232148616284197,-0.3232148616284197,-0.3533745164943715,-0.014011850659243303,-0.2793023443112748,-0.3344850405027401,-0.27190175872401406,1.0,-0.13887878261457362,-0.22987912372446362,-0.030998780302249753,-0.030998780302249927,-0.006891836033643356,-0.11458693107835537,0.013994004936343674
SCALAR_INPUT,0.42348566929997716,-0.1718485512892704,-0.010951294298846647,-0.17046768277605373,0.0722602228848067,-0.08501051660138964,-0.1828304800290168,0.13094362545645039,-0.17184855128951979,-0.08501051888379418,-0.17167108916164997,-0.1963749826325063,-0.13852452058686707,-0.007114724535034559,0.022516964479467383,0.01271668864933626,0.022516964479467383,-0.1393737455479634,0.6424950916742427,-0.013565530054659818,0.06502926975856918,0.06502926975856918,0.07096971129229253,-0.1039206367165329,0.037227749048121594,-0.0012800289023558625,-0.01658039661000822,-0.13887878261457362,1.0,0.9152206651837477,-0.61005323411454,-0.6100532341145404,-0.5887097706016731,-0.10435121109853972,-0.04914999243170138
RANGE_SCALAR_VALUES,0.20671415464474036,-0.1806500656473487,-0.1534879738516466,-0.125451786722204,0.10298332218431129,-0.11523953844647768,-0.20332683897669926,0.23620589214063387,-0.18065006564176378,-0.11523955035487939,-0.18586620336458357,-0.22561508674592254,-0.09338899003750906,-0.14362858099021822,-0.10763712331374624,0.08684168428648387,-0.10763712331374624,-0.2907790918034695,0.5080343690578243,-0.16917894928633787,0.04953221241994258,0.04953221241994258,0.08371208403671224,-0.22632695572622125,-0.06382710207176485,0.027972027972027396,0.004231248944636696,-0.22987912372446362,0.9152206651837477,1.0,-0.7126096406869616,-0.7126096406869616,-0.6825113027061738,-0.02192645048267582,-0.05373411819434522
SCALAR_INDEX_INPUT,0.28371956916520386,0.34576632722669165,0.41818389897897945,0.32542232602522,0.2805010714129807,0.31922612556925223,0.35848461479304694,-0.413592664276495,0.34576632721214656,0.3192261385574135,0.34934108426350025,0.3668188523625154,0.336318837540511,0.45652959164765794,0.42077212399096664,0.16337434459115105,0.42077212399096664,0.5212342693563065,-0.0164559176904962,0.45781947130293915,0.1947427977655485,0.1947427977655485,0.15572843637248854,0.4155081547605263,0.37250468063951137,0.14750521233800054,0.14487591996081112,-0.030998780302249753,-0.61005323411454,-0.7126096406869616,1.0,1.0000000000000004,0.9061030445113442,0.21250000000000063,0.03822410853450443
RANGE_SCALAR_INDEX_VALUES,0.2837195691652031,0.345766327226692,0.4181838989789783,0.32542232602522003,0.28050107141298025,0.3192261255692519,0.3584846147930479,-0.41359266427649416,0.3457663272121468,0.3192261385574126,0.3493410842635,0.36681885236251544,0.33631883754051106,0.4565295916476561,0.42077212399096686,0.16337434459115235,0.42077212399096686,0.5212342693563072,-0.016455917690496678,0.45781947130293976,0.19474279776554926,0.19474279776554926,0.155728436372489,0.4155081547605263,0.3725046806395118,0.14750521233800118,0.14487591996081162,-0.030998780302249927,-0.6100532341145404,-0.7126096406869616,1.0000000000000004,1.0,0.9061030445113442,0.21249999999999938,0.038224108534504614
ARRAY_INPUT,0.259402487513457,0.4004004357821264,0.4131921414506644,0.383388164322353,0.23225827683136083,0.36093642435175116,0.4125765476850418,-0.4298177135522152,0.4004004357702804,0.3609364365041084,0.38423615142872924,0.44765936331580447,0.3793567084825096,0.45443375360983485,0.4186416185342788,0.22376617538799645,0.4186416185342788,0.4780305106098539,-0.07016826879805657,0.4264603396894815,0.3421190648669764,0.3421190648669764,0.30416779452907233,0.428945817614834,0.4176033259468893,0.3076825548936922,0.3144298311250983,-0.006891836033643356,-0.5887097706016731,-0.6825113027061738,0.9061030445113442,0.9061030445113442,1.0,0.010660035817780914,0.02605286829332229
RANGE_ARRAY_INPUT,0.14863841639292763,0.0048314265706661495,0.22818921562548208,-0.09752271688403136,0.14351217607175862,0.07718886614353976,0.012038391672013527,-0.21045133707836505,0.0048314265474173465,0.07718887442637441,0.04727675426777331,-0.0385364817072417,-0.06169826229330444,0.2907947797862066,0.24545040566139642,-0.009901475429767163,0.24545040566139642,0.23412818000594693,0.26000349950984436,0.34873238093953135,0.07205483517325306,0.07205483517325306,0.050234979474996076,0.1005967111525483,0.20413749882728152,0.021926450482676562,0.011387988563448848,-0.11458693107835537,-0.10435121109853972,-0.02192645048267582,0.21250000000000063,0.21249999999999938,0.010660035817780914,1.0,-0.10343151422039125
cInstr,-0.020991269515781192,-0.04339640706809974,-0.04257095655859214,-0.04351390974255151,-0.022333261677527298,-0.03809426370802373,-0.04484255126810886,0.03367904461913913,-0.04339640706745368,-0.03809425970346609,-0.04628342354145926,-0.04218577164479855,-0.042366100148686,-0.04869718749151761,-0.05095056857036712,-0.045450949998088394,-0.05095056857036712,-0.04182202337384456,-0.04026478909371521,-0.04959606269595788,-0.039264743883099036,-0.039264743883099036,-0.03818400620888486,-0.009655953304165242,-0.05008768522273018,-0.03896942247800601,-0.03908740451479655,0.013994004936343674,-0.04914999243170138,-0.05373411819434522,0.03822410853450443,0.038224108534504614,0.02605286829332229,-0.10343151422039125,1.0
