,DSP,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28
V_VAL_7,0.027750817795080294,0.08136887716037836,-0.017460453190201584,-0.02135904318748987,0.10960025485480984,0.07967071657286717,0.12078977738109696,0.14078162479869608,0.14544360031898923,0.14014615243265025,1.0,0.10608463592119259,0.1540530203691816,0.1456598399143655,0.15851794576027417,0.15397305475129677,0.06213753552112357,0.08673500006313588,0.14028974950732245,0.15493985185882603,0.12344053760831968,0.10480969337349791,0.14052489121032985,0.09482277304245418,0.05264489834227109,0.05963903107070116,0.03630916109938877,0.07747295367426711,0.06835844753472813,0.03651063073566473,0.06751599697794432,0.05300676722125349
V_VAL_8,0.00034606577638031556,0.08209902948515625,-0.005190913222820124,-0.01453339964569085,0.11164759987206413,0.08222279132784704,0.11989128575133974,0.17825769673553066,0.08489012846579826,0.09500917788842098,0.10608463592119259,1.0,0.1658170793759677,0.18293726507719577,0.09994849641013812,0.16276903703956522,0.15214734864594134,0.15527499497918204,0.14284713142084315,0.11890130437738229,0.12157785537379205,0.08377638857265918,0.17221272382601188,0.08473273559736572,0.059805664367110954,0.10076022297681476,0.09062614886053974,0.061938726837161194,0.09809028221332668,-0.017397092329872025,0.07168810218037837,0.031801098647234245
V_VAL_9,0.011108905794328605,0.07476493030096838,-0.002994614917796596,-0.01684702915976592,0.1134189780835061,0.10237032089279773,0.09218222368859433,0.13993904096062737,0.20501719667576584,0.12913760207675998,0.1540530203691816,0.1658170793759677,1.0,0.1451659900003594,0.14161405414795838,0.1731904684050244,0.10247697498289576,0.05960006162921562,0.13878931228337427,0.15079960321042812,0.0877032407002318,0.15558401632198904,0.12697417752621112,0.1140617232150657,0.047474101169102445,0.06606998493043123,0.06870670294881748,0.058722862241351564,0.100094559153021,-0.0014616629510481843,0.03598416495019125,0.06369804954977434
V_VAL_10,0.016362974869074783,0.11396145322404118,-0.021353944089303932,-0.023247123908300568,0.09833023513680893,0.13338649829425736,0.07499762955437057,0.0834599119468042,0.11750312207309604,0.12937416596823717,0.1456598399143655,0.18293726507719577,0.1451659900003594,1.0,0.10645974251291938,0.06499901220993623,0.1619777704931437,0.12097639469369063,0.11688185042467625,0.10246613528783628,0.13813146865585196,0.11447380521702348,0.07891262700994808,0.0540257729542502,0.0350768962065375,0.052573179049907014,0.04599747521090651,0.058319046934979225,0.04707093775791142,0.0029700259911859114,-0.016670622975372314,0.10996894682889288
V_VAL_11,0.008024840378859522,0.15914112054382568,-0.017266002664113718,-0.03175561579157822,0.08950145831266489,0.07953646553400022,0.09512226863622229,0.17794073624624623,0.08885135451530084,0.10784913657483632,0.15851794576027417,0.09994849641013812,0.14161405414795838,0.10645974251291938,1.0,0.17944067317984622,0.2010505293059036,0.17393902626313623,0.1078026777742637,0.11924561543178813,0.1094155323574691,0.1341968032703352,0.10426783146524475,0.175311304589489,0.020633040191956557,-0.0011830609986852982,0.024032380004305152,0.01993995859017567,0.033072896514246296,-0.003944463318313196,0.024059417022026564,0.09489849694545949
V_VAL_12,0.018207408514009222,0.08923513611453436,-0.01925966116355721,-0.016397961818721708,0.10092401144894435,0.17805746735065986,0.10712823551649694,0.14591562409454756,0.1619420443591215,0.13127273311588905,0.15397305475129677,0.16276903703956522,0.1731904684050244,0.06499901220993623,0.17944067317984622,1.0,0.14784324707940658,0.10935685990732213,0.14923511856843977,0.09326204631105423,0.08975056270231038,0.15086397101898003,0.19503057510821897,0.1389475240514016,0.1583803814301319,0.0776752558950587,0.09621413538061276,0.11253297819303122,0.005882100524995524,0.09118664306906618,0.021718181958600282,0.03414395102958588
V_VAL_13,0.0013902170476348843,0.07294661729619085,-0.010474571749417193,-0.016823893083720093,0.09940405534526617,0.08778682607651886,0.10402825276504128,0.15751086639771272,0.07647785635423088,0.11075280905721793,0.06213753552112357,0.15214734864594134,0.10247697498289576,0.1619777704931437,0.2010505293059036,0.14784324707940658,1.0,0.1678191796958306,0.11775063069386535,0.20499993428003427,0.11375275623545236,0.1492772025150117,0.1842218920214975,0.15312517317266386,0.13179009548206108,0.09567358525189812,0.09048815060283838,0.08682513140075106,0.10188361974251087,0.054478289150949225,0.08665942892565555,0.0710095772072693
V_VAL_14,0.015768251245744186,0.12995095035495743,-0.008435705845575788,-0.022821241138571962,0.0811502794396595,0.11004451289426358,0.08761977593423888,0.12822943870700276,0.08875934753759082,0.06738313863880635,0.08673500006313588,0.15527499497918204,0.05960006162921562,0.12097639469369063,0.17393902626313623,0.10935685990732213,0.1678191796958306,1.0,0.10545794596096275,0.10626354222838853,0.12371499686531064,0.17466241023977166,0.0559463076457489,0.11501160810021593,0.07669390145567462,0.032983298762994495,0.059568026429523434,0.09809796598733717,0.07445290949209536,0.05074348601020091,0.0849249065819799,0.051210995562992495
V_VAL_15,0.00607351016415107,0.05388659262727107,0.0009049412648037553,-0.012587771337543154,0.0301369866120928,0.11717295820457527,0.09119870311094944,0.11402404062084706,0.0897727611371382,0.13310724140126898,0.14028974950732245,0.14284713142084315,0.13878931228337427,0.11688185042467625,0.1078026777742637,0.14923511856843977,0.11775063069386535,0.10545794596096275,1.0,0.12404874868677082,0.12220190376100767,0.14791040192357166,0.11822583369230026,0.05265687895758048,0.04606695200789696,0.06545805867273827,0.05800327538625782,0.10380365636520988,0.036794723068328136,0.028938847530611624,0.09347127612121514,0.04505602362303459
V_VAL_16,0.006561145997443886,0.04899098131412806,-0.023890562137900202,-0.009181916061434682,0.11714302621860888,0.10310369900837278,0.08514619908936874,0.14512161325969217,0.128586088043422,0.08105733805007546,0.15493985185882603,0.11890130437738229,0.15079960321042812,0.10246613528783628,0.11924561543178813,0.09326204631105423,0.20499993428003427,0.10626354222838853,0.12404874868677082,1.0,0.16774074696075855,0.14318126340143203,0.15002879923922535,0.09996466090121126,0.05609130467805782,0.05624137984964341,0.1845056878661155,0.09284951134609232,0.049813022864025225,0.006772879480737476,0.06076094205242625,0.07955336840179136
V_VAL_17,0.020598746572654994,0.11087960510501368,-0.01796187529355046,-0.01759279257185055,0.17960046006244784,0.11710098578036691,0.08527455996107379,0.15797103457705813,0.08993996362639926,0.11579963148186945,0.12344053760831968,0.12157785537379205,0.0877032407002318,0.13813146865585196,0.1094155323574691,0.08975056270231038,0.11375275623545236,0.12371499686531064,0.12220190376100767,0.16774074696075855,1.0,0.21284027624248975,0.10469185289321925,0.150447883953747,0.1572453188123196,0.09430080904147567,0.1211033673936631,0.09610452472186358,0.1409659835324511,0.0030945288729385787,0.10487462000705391,-0.025227474716857032
V_VAL_18,0.01773398792016496,0.17087738309746223,-0.016236362933884793,-0.026126380075248506,0.11013327410257447,0.0969186619654372,0.06766686376698898,0.10987837857864821,0.12341808328882119,0.11356918583124974,0.10480969337349791,0.08377638857265918,0.15558401632198904,0.11447380521702348,0.1341968032703352,0.15086397101898003,0.1492772025150117,0.17466241023977166,0.14791040192357166,0.14318126340143203,0.21284027624248975,1.0,0.15430943226455707,0.1249114292233721,0.0717553491992714,0.08729541286131766,0.1523113110828701,0.1718190959871866,0.08798382984982846,0.03572924037250442,0.11235153096613382,0.06806610134598232
V_VAL_19,0.030827580858100435,0.08833228410644704,-0.0032073819798285634,-0.015346496200471411,0.08246711703608606,0.12044815029434175,0.11412692760085606,0.08889044125145866,0.11159015427490335,0.07628940946717463,0.14052489121032985,0.17221272382601188,0.12697417752621112,0.07891262700994808,0.10426783146524475,0.19503057510821897,0.1842218920214975,0.0559463076457489,0.11822583369230026,0.15002879923922535,0.10469185289321925,0.15430943226455707,1.0,0.2493031627264602,0.2225931908397809,0.07736722808748692,0.15964368639742738,0.17439049774635945,0.10057141341201904,0.08873473018552834,0.025759184396646678,0.048746092639737365
V_VAL_20,0.018289355124613358,0.1096780102642859,-0.018386248197585896,-0.017476547216509264,0.12183676819474112,0.06187989696191358,0.13992144970268908,0.0859696855167077,0.059749642097961915,0.07902427743304107,0.09482277304245418,0.08473273559736572,0.1140617232150657,0.0540257729542502,0.175311304589489,0.1389475240514016,0.15312517317266386,0.11501160810021593,0.05265687895758048,0.09996466090121126,0.150447883953747,0.1249114292233721,0.2493031627264602,1.0,0.2364429683589354,0.1128159157552937,0.12888155966724524,0.07440278567592634,0.03663108647948618,0.12933816922029723,0.10382099846949651,0.10152262336824766
V_VAL_21,0.031066743947039014,0.06602321169096069,-0.011494602971512278,-0.00959233366044136,0.03377790466219058,0.09490597686902338,0.06650817450086798,0.06420980822543501,0.05794514123589265,0.07377029938291774,0.05264489834227109,0.059805664367110954,0.047474101169102445,0.0350768962065375,0.020633040191956557,0.1583803814301319,0.13179009548206108,0.07669390145567462,0.04606695200789696,0.05609130467805782,0.1572453188123196,0.0717553491992714,0.2225931908397809,0.2364429683589354,1.0,0.060303671561026666,0.13068544717790306,0.09250026787504417,0.06886739063825863,0.13423944746327401,0.10620768179575829,-0.04404426548154208
V_VAL_22,0.016718850642686498,0.10587331418748017,-0.01989562205581542,-0.014329739537060945,0.0984102114469904,0.09526196861624676,0.04183369560779421,0.06508169722691612,0.04768100268031039,0.041709211956113726,0.05963903107070116,0.10076022297681476,0.06606998493043123,0.052573179049907014,-0.0011830609986852982,0.0776752558950587,0.09567358525189812,0.032983298762994495,0.06545805867273827,0.05624137984964341,0.09430080904147567,0.08729541286131766,0.07736722808748692,0.1128159157552937,0.060303671561026666,1.0,0.17792646649157529,0.09948893959137592,0.1990025451261073,0.11080277420612167,0.05229257204492141,0.054468294102348
V_VAL_23,0.036895712480588816,0.06036725700589392,-0.01837992858515568,-0.00789083036791656,0.13169795839727272,0.09779764552500118,0.05306078217287965,0.039357624858886775,0.03380824663036805,0.043182960378174345,0.03630916109938877,0.09062614886053974,0.06870670294881748,0.04599747521090651,0.024032380004305152,0.09621413538061276,0.09048815060283838,0.059568026429523434,0.05800327538625782,0.1845056878661155,0.1211033673936631,0.1523113110828701,0.15964368639742738,0.12888155966724524,0.13068544717790306,0.17792646649157529,1.0,0.05701710715708062,0.09603171445330978,0.06444198396930967,0.014030292914769394,0.1050102357715179
V_VAL_24,0.0326801463648713,0.07206390022255364,-0.0161426979632483,-0.008912587135382443,0.041748942166945475,0.05981765509795716,0.04392232343429772,0.05028668422764326,0.05734832917733149,-0.024043396773261894,0.07747295367426711,0.061938726837161194,0.058722862241351564,0.058319046934979225,0.01993995859017567,0.11253297819303122,0.08682513140075106,0.09809796598733717,0.10380365636520988,0.09284951134609232,0.09610452472186358,0.1718190959871866,0.17439049774635945,0.07440278567592634,0.09250026787504417,0.09948893959137592,0.05701710715708062,1.0,0.14153867367849624,0.08114524677164173,0.21464617229167796,0.04431596146882679
V_VAL_25,-0.008323376807110792,0.08830692617859777,-0.0027096646249982394,-0.010752154645264207,0.04271817167169234,0.02812840006281473,0.06357062918527123,0.018163930982528182,0.05185303252929832,0.040351542789051675,0.06835844753472813,0.09809028221332668,0.100094559153021,0.04707093775791142,0.033072896514246296,0.005882100524995524,0.10188361974251087,0.07445290949209536,0.036794723068328136,0.049813022864025225,0.1409659835324511,0.08798382984982846,0.10057141341201904,0.03663108647948618,0.06886739063825863,0.1990025451261073,0.09603171445330978,0.14153867367849624,1.0,0.1484192489024203,0.14090186793174855,0.025408249436010687
V_VAL_26,-0.008991629583015975,0.09469609519632465,0.019711060032833988,-0.010895502061707982,-0.014266858746143009,0.013328959841942822,0.07831703247465649,0.027181794438777912,0.06410973989777755,0.0477918655992797,0.03651063073566473,-0.017397092329872025,-0.0014616629510481843,0.0029700259911859114,-0.003944463318313196,0.09118664306906618,0.054478289150949225,0.05074348601020091,0.028938847530611624,0.006772879480737476,0.0030945288729385787,0.03572924037250442,0.08873473018552834,0.12933816922029723,0.13423944746327401,0.11080277420612167,0.06444198396930967,0.08114524677164173,0.1484192489024203,1.0,0.04325550156827247,-0.03149574593560457
V_VAL_27,0.004327635535627884,0.056889297245191574,0.007769242298685307,-0.006352709640926531,0.01332896754079789,0.03586525692544922,0.0732872059743854,0.0390463518633071,0.046179603381669494,0.06268053208700022,0.06751599697794432,0.07168810218037837,0.03598416495019125,-0.016670622975372314,0.024059417022026564,0.021718181958600282,0.08665942892565555,0.0849249065819799,0.09347127612121514,0.06076094205242625,0.10487462000705391,0.11235153096613382,0.025759184396646678,0.10382099846949651,0.10620768179575829,0.05229257204492141,0.014030292914769394,0.21464617229167796,0.14090186793174855,0.04325550156827247,1.0,0.1491808179199745
V_VAL_28,0.0019085860774675173,0.10444156789612177,-0.01595244063145414,-0.011334552414016172,0.030529579190791564,0.049847709681393085,0.051309442757921826,0.02719958625635271,0.03266852794380246,0.05126870364697847,0.05300676722125349,0.031801098647234245,0.06369804954977434,0.10996894682889288,0.09489849694545949,0.03414395102958588,0.0710095772072693,0.051210995562992495,0.04505602362303459,0.07955336840179136,-0.025227474716857032,0.06806610134598232,0.048746092639737365,0.10152262336824766,-0.04404426548154208,0.054468294102348,0.1050102357715179,0.04431596146882679,0.025408249436010687,-0.03149574593560457,0.1491808179199745,1.0
