,Flip_Flop,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32
M_VAL_14,0.03967011996766282,0.8252069483634369,0.786914946455305,0.78271243017705,0.37893791146413525,0.9542974330155845,0.261668236187637,0.8881894018928271,0.8377932171076734,0.8703617704752771,0.822309036703311,0.7314272692797601,0.3681469724732647,1.0,0.24478872277663247,0.8933762250578066,0.8151953636464939,0.8569564237066151,0.833744519815775,0.7791033111664203,0.44703184400510165,0.9572268691939821,0.3924329893526411,0.9003455955562162,0.8655049707106864,0.8758708882665298,0.869332645116591,0.7731459621856096,0.44440618816906546,0.949750188514086,0.36081374400714034,0.8986524444906703
M_VAL_15,0.011206839608658816,0.26980161635804284,0.2642087426388121,0.1590458205673142,0.24829130689042192,0.25654149829644085,0.08256770489211647,0.2575405480582943,0.2528325956829624,0.2814360157053276,0.2522873818970697,0.14598099882356516,0.24837206342340276,0.24478872277663247,1.0,0.25246430069646364,0.2533406207148061,0.23060967952583208,0.24123270202903288,0.2419961264053743,0.1662686406820357,0.23365827442162243,0.1268468494940289,0.19049181632952458,0.21357459288323463,0.24428774070229764,0.24449035263159852,0.16524449883760328,0.19463090939216487,0.23197046040993188,0.20022119410594946,0.22853815895174692
M_VAL_16,0.038541486073902745,0.7712360440539746,0.6912772195946777,0.7237869660787384,0.3898463592029821,0.8752475176111614,0.2593543118182508,0.8398822416294596,0.7638679760783358,0.8093628940596713,0.7232389058212133,0.7049911331586258,0.3705135566333443,0.8933762250578066,0.25246430069646364,1.0,0.7482272889702166,0.7711708615585972,0.7539998404455733,0.7431703111198303,0.47310957578882806,0.8781008651087294,0.32970436562595246,0.8009229715569645,0.762553968470511,0.7971591956738225,0.7914081987287787,0.7482711564475258,0.40628644006001086,0.8750002212114538,0.31452724598108234,0.8366661244634809
M_VAL_17,0.03920293553514252,0.7783614421609703,0.7729446321839316,0.6401676619966861,0.31633634711776976,0.8403171981536262,0.3020832969608398,0.7614937337110316,0.777161800907616,0.7849762296209329,0.8035844678616594,0.57823493714256,0.33934727569483847,0.8151953636464939,0.2533406207148061,0.7482272889702166,1.0,0.7518878680995955,0.7809324008119858,0.6501396238678513,0.33187891331421543,0.8081044178753676,0.4306044797246018,0.8141823068871533,0.7380517745017654,0.778071816429502,0.777126998933851,0.6679784305769148,0.40897463667623457,0.8006213917850641,0.37040481326963265,0.7506679062830978
M_VAL_18,0.040356868720657885,0.7854382909242541,0.7310334060977277,0.6945511854766439,0.37238940818066535,0.8790504089442359,0.24109330304460733,0.8117765492711899,0.8045836369877789,0.7816416101810414,0.7434940166848768,0.5866000214613855,0.3830371582577929,0.8569564237066151,0.23060967952583208,0.7711708615585972,0.7518878680995955,1.0,0.7547255278197127,0.6924602519561975,0.4202313468213782,0.8584234313809791,0.3653007468894781,0.8007825286162474,0.8088522476932616,0.7768905750803995,0.7997214119032899,0.6335758279138168,0.443259438684946,0.8250012611652944,0.28705880952124063,0.7823641890592054
M_VAL_19,0.0385308760804389,0.828070819557464,0.8066481627880624,0.6537317872004004,0.37355287937562365,0.8494812207990445,0.32427477605963356,0.8273486404694028,0.8198211101075513,0.7922508944658925,0.8280718885588861,0.5558131459342428,0.36117805384144774,0.833744519815775,0.24123270202903288,0.7539998404455733,0.7809324008119858,0.7547255278197127,1.0,0.6579443341287708,0.32946476384501794,0.8176004796431655,0.45552086123752655,0.8059049135597194,0.7956749067185255,0.7659395347087717,0.8138413787211384,0.6324111084888259,0.38077397717082484,0.7886765159545837,0.3542411872525139,0.7568311527416759
M_VAL_20,0.033062640511682444,0.7028216839257568,0.6523110335344157,0.7139311527088803,0.37339992774130387,0.8029134920296017,0.2546879508691603,0.8063372281807851,0.7065800014281126,0.6918278577619901,0.6789419829766452,0.6184856217758046,0.4036066241969314,0.7791033111664203,0.2419961264053743,0.7431703111198303,0.6501396238678513,0.6924602519561975,0.6579443341287708,1.0,0.4699508176045877,0.7669134116950076,0.2756874552731184,0.7410309838542385,0.7072448807535485,0.6886366644753706,0.7159909953426329,0.6930732759132165,0.3844626648637307,0.7387146374263033,0.3251309825009104,0.7068323632180903
M_VAL_21,0.01697350258618257,0.3755217304041772,0.32922845368986375,0.4259203541335085,0.3248733417314635,0.4568903547838737,0.08929822439877741,0.44612435823683166,0.3794983792070691,0.3967456238376159,0.32436622288227207,0.3236005121806188,0.3027056999909805,0.44703184400510165,0.1662686406820357,0.47310957578882806,0.33187891331421543,0.4202313468213782,0.32946476384501794,0.4699508176045877,1.0,0.4193877601567609,0.07966499302446599,0.4054452190421038,0.3486097892830545,0.40496340232155226,0.3873534447148256,0.40092248861298957,0.31520858131674434,0.4116609624795487,0.10757611037096314,0.40663410947643813
M_VAL_22,0.03916362046037041,0.8133264873320564,0.756464563529614,0.7779048689365119,0.34210401428700554,0.9413000688335101,0.23781050459153433,0.8688923504523964,0.8237152130027203,0.8455418000290245,0.8103908674842351,0.7288758756156594,0.32971565342201464,0.9572268691939821,0.23365827442162243,0.8781008651087294,0.8081044178753676,0.8584234313809791,0.8176004796431655,0.7669134116950076,0.4193877601567609,1.0,0.3744231188562428,0.8905141067778267,0.850706400223609,0.8711436816603642,0.8360766842819766,0.7602385785400599,0.413642585558873,0.9533271136977202,0.34619245111584446,0.8984725874032882
M_VAL_23,0.0203338718845336,0.39869582834170014,0.4978526004695072,0.30551550773639885,0.22980502960196345,0.440377124095662,0.25654262589398324,0.4357556083910984,0.4423329422489403,0.3676222280106899,0.47611649795846006,0.18525240977354115,0.20086242397127038,0.3924329893526411,0.1268468494940289,0.32970436562595246,0.4306044797246018,0.3653007468894781,0.45552086123752655,0.2756874552731184,0.07966499302446599,0.3744231188562428,1.0,0.4323484864549515,0.44679375577284847,0.40570694533260293,0.40388406822640277,0.2979144381807723,0.14281378968029654,0.33385846947523157,0.3128747720519583,0.366760452219967
M_VAL_24,0.041419224573010074,0.8040270664523957,0.779227763197673,0.7443996767185673,0.35062452892850826,0.9019604891274646,0.31828396534480896,0.8677748421945395,0.8124421281888407,0.7983240801924593,0.8212526100768421,0.6358320914151617,0.3498447360744986,0.9003455955562162,0.19049181632952458,0.8009229715569645,0.8141823068871533,0.8007825286162474,0.8059049135597194,0.7410309838542385,0.4054452190421038,0.8905141067778267,0.4323484864549515,1.0,0.8285520505228415,0.8106117636877573,0.8312600827163759,0.7285151822966497,0.40410597854980707,0.861072601883004,0.38594725442415473,0.8363019896880262
M_VAL_25,0.03737002124505897,0.7851812811627534,0.7519030534946114,0.705242397519557,0.3222982274888969,0.8717721262249939,0.24534001069432937,0.8278020474590015,0.8060537026537484,0.7580374788642285,0.7782129341992128,0.5922513100134322,0.33478034075244306,0.8655049707106864,0.21357459288323463,0.762553968470511,0.7380517745017654,0.8088522476932616,0.7956749067185255,0.7072448807535485,0.3486097892830545,0.850706400223609,0.44679375577284847,0.8285520505228415,1.0,0.756085938402172,0.8047665995893665,0.6460030047371336,0.42882078458550016,0.8155923823872574,0.39966416907184915,0.8108772879170308
M_VAL_26,0.036821773095888986,0.7747470480761875,0.7175588158038769,0.7071167413974467,0.37478733515248946,0.8662996326532458,0.2817863120957528,0.8033791249079738,0.7733752666771355,0.8213307129157593,0.7672078091895939,0.5904597886265148,0.3540560164597469,0.8758708882665298,0.24428774070229764,0.7971591956738225,0.778071816429502,0.7768905750803995,0.7659395347087717,0.6886366644753706,0.40496340232155226,0.8711436816603642,0.40570694533260293,0.8106117636877573,0.756085938402172,1.0,0.789770002566941,0.6575416853692541,0.45691430094637364,0.8618996034196544,0.28768003411887405,0.7977687566927268
M_VAL_27,0.034110580287183674,0.8137202161111795,0.8115832267396992,0.6256188844927755,0.38333543158148536,0.8691195151034503,0.33503865172975383,0.8117387610855261,0.7940521278253507,0.8168906707452469,0.80265514433582,0.5736199839815477,0.33823853328733167,0.869332645116591,0.24449035263159852,0.7914081987287787,0.777126998933851,0.7997214119032899,0.8138413787211384,0.7159909953426329,0.3873534447148256,0.8360766842819766,0.40388406822640277,0.8312600827163759,0.8047665995893665,0.789770002566941,1.0,0.6563938592552742,0.37347753053186716,0.8302385407171138,0.37127828059772094,0.8035851961960944
M_VAL_28,0.0321699376172082,0.6510433109729409,0.6023144249267632,0.6828385107840012,0.33697508841100343,0.7527143066285231,0.23795641737345097,0.7016923382227228,0.6393887281540429,0.7020368191400147,0.6078047538885333,0.6931135195826591,0.36960324141851136,0.7731459621856096,0.16524449883760328,0.7482711564475258,0.6679784305769148,0.6335758279138168,0.6324111084888259,0.6930732759132165,0.40092248861298957,0.7602385785400599,0.2979144381807723,0.7285151822966497,0.6460030047371336,0.6575416853692541,0.6563938592552742,1.0,0.28900087854921935,0.7723522823559441,0.2290928677747323,0.7547263578377599
M_VAL_29,0.018052609818263853,0.39609960079939815,0.4330619869899482,0.3915061318654552,0.2220773043477037,0.42934291741468655,0.1838192347950192,0.4272321045587759,0.42083474152082273,0.4465646930951859,0.3776518108089195,0.2740625706524033,0.32784267099644093,0.44440618816906546,0.19463090939216487,0.40628644006001086,0.40897463667623457,0.443259438684946,0.38077397717082484,0.3844626648637307,0.31520858131674434,0.413642585558873,0.14281378968029654,0.40410597854980707,0.42882078458550016,0.45691430094637364,0.37347753053186716,0.28900087854921935,1.0,0.4175818866644543,0.21753008722279635,0.4007412414500412
M_VAL_30,0.037314471355167356,0.7892122787177641,0.7294720089621985,0.7510568819427843,0.35522007729909716,0.915810604288077,0.20370667285865837,0.8454023011472552,0.7870771430250822,0.8509088387334174,0.7835290149404236,0.7532224694938491,0.3169480527691839,0.949750188514086,0.23197046040993188,0.8750002212114538,0.8006213917850641,0.8250012611652944,0.7886765159545837,0.7387146374263033,0.4116609624795487,0.9533271136977202,0.33385846947523157,0.861072601883004,0.8155923823872574,0.8618996034196544,0.8302385407171138,0.7723522823559441,0.4175818866644543,1.0,0.31504610859273974,0.8868473987922784
M_VAL_31,0.01575582209964471,0.35184735326585465,0.4206862696189081,0.22776397792601064,0.16596007894215958,0.36981163409764456,0.15092750342348404,0.34624509418471217,0.3824823126810999,0.28717419563042057,0.4178890409103823,0.2503725475413287,0.15955489732920924,0.36081374400714034,0.20022119410594946,0.31452724598108234,0.37040481326963265,0.28705880952124063,0.3542411872525139,0.3251309825009104,0.10757611037096314,0.34619245111584446,0.3128747720519583,0.38594725442415473,0.39966416907184915,0.28768003411887405,0.37127828059772094,0.2290928677747323,0.21753008722279635,0.31504610859273974,1.0,0.35026342764824825
M_VAL_32,0.03739447812476201,0.7664723795379883,0.7376262990373276,0.7420246576648665,0.3642257036821107,0.8922880005445701,0.23922202559467742,0.8186687856504845,0.776166801157138,0.8228478059137463,0.7508506076545699,0.693924971233133,0.3418230136001196,0.8986524444906703,0.22853815895174692,0.8366661244634809,0.7506679062830978,0.7823641890592054,0.7568311527416759,0.7068323632180903,0.40663410947643813,0.8984725874032882,0.366760452219967,0.8363019896880262,0.8108772879170308,0.7977687566927268,0.8035851961960944,0.7547263578377599,0.4007412414500412,0.8868473987922784,0.35026342764824825,1.0
