,Max_Freq,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32
M_VAL_11,-0.1579108758642465,0.7869016592948717,0.79054986578145,0.6232305480309512,0.3759380542463992,0.8170766526587723,0.3184888727394377,0.7965249462221353,0.7812883724188233,0.7344128454803884,1.0,0.5198246876880636,0.3148013237052505,0.8016636537453382,0.22380304348265675,0.6932182419888993,0.7812195683451236,0.7162465811994608,0.8082915851244086,0.6423677074943094,0.28217710237117544,0.7893435671820891,0.44689137314734523,0.8005926907520948,0.7538303780077922,0.7432877716672606,0.7809471011105298,0.5701853379780619,0.3423709264565796,0.7609391731637616,0.3913133880340532,0.7244824214773173
M_VAL_12,-0.11807103352449795,0.5771408675512435,0.47530404761112555,0.6145821334833904,0.17992186161981027,0.6734083698462221,0.10985279167870936,0.6112860843028043,0.5248390577242001,0.5709082453682875,0.5198246876880636,1.0,0.21320668015065633,0.7115951808630783,0.11901737318764237,0.6832903976584761,0.5453471999303804,0.5556396734582967,0.5207939978090554,0.5890535164709891,0.29114128281355184,0.70898039204152,0.14689701592845134,0.607688877712601,0.5611480204679765,0.5603103605001938,0.5409516171031119,0.6717912234202654,0.24114185345058461,0.7355721057060542,0.22062584146888173,0.6715262561449233
M_VAL_13,-0.09137590864304079,0.36990610768475646,0.35449418595248844,0.32216830668566065,0.24905628298725582,0.35980712485939675,0.18877081041180344,0.3457986917095703,0.3705395995508112,0.34107310087528053,0.3148013237052505,0.21320668015065633,1.0,0.3297880553640747,0.2294842578539167,0.33392017513587435,0.2993416663887367,0.3477134671795255,0.3225283209012372,0.36834638358617044,0.2759617676129541,0.2896418516084854,0.17096166135924448,0.310235266788202,0.295333377544966,0.31742824515389056,0.2989952194115009,0.3357259584965781,0.30343555585602966,0.2774973125249022,0.1325729879139214,0.3037856436271059
M_VAL_14,-0.16054789247883197,0.8049827705057093,0.761090146398741,0.7588031314267208,0.33751488265271495,0.9489613805864353,0.22404699768091313,0.8747287540649299,0.8193568616904646,0.8563791838315461,0.8016636537453382,0.7115951808630783,0.3297880553640747,1.0,0.21612517695805264,0.8820974200040042,0.7944930897431125,0.8421008033654803,0.814933528461184,0.7543722513785104,0.41466460476309525,0.952608872675687,0.35717569714052894,0.8890227304841813,0.8509819052833688,0.863495068178007,0.8552011042567061,0.7522004585419318,0.4144149156656782,0.9448583373616237,0.3304301665010644,0.8882557713241895
M_VAL_15,-0.06543973367212405,0.2425511194247757,0.2357765083371172,0.12578086346446404,0.22817269971299303,0.22746484352253576,0.06262643320027661,0.2285651968858673,0.22476582858222813,0.25584024408163797,0.22380304348265675,0.11901737318764237,0.2294842578539167,0.21612517695805264,1.0,0.2253578874320808,0.2255416015588768,0.20254623495552687,0.21250181259452325,0.21349825305027162,0.14510911920418387,0.20503461323421776,0.10510448134526533,0.15843177132020686,0.18392721373451879,0.2174323542375112,0.2166596407498631,0.13571827968429837,0.1752363683656309,0.20419641397215646,0.18301896991351732,0.20040692820323805
M_VAL_16,-0.15240013146340575,0.7465602476593337,0.6564347221014915,0.6951838742165585,0.3510420254755756,0.8616681750855845,0.22326501896942222,0.822198802221983,0.7387585544226264,0.7898951390508212,0.6932182419888993,0.6832903976584761,0.33392017513587435,0.8820974200040042,0.2253578874320808,1.0,0.7217637236012754,0.7484645917798367,0.7279318949933463,0.7161895488885401,0.4436381759354291,0.8655477986338361,0.2915175634601209,0.7797835753982505,0.7382892315437343,0.7775520236784735,0.7700650352776215,0.7257716486807884,0.37464205225919217,0.8627561577497419,0.28223565499286385,0.8205065502781748
M_VAL_17,-0.15436010274798123,0.7532158602738346,0.746029651800441,0.6012270360923468,0.2706496043459336,0.8214430015596669,0.2677078548256622,0.733120351342581,0.7523025582856488,0.7620735276697073,0.7812195683451236,0.5453471999303804,0.2993416663887367,0.7944930897431125,0.2255416015588768,0.7217637236012754,1.0,0.7262910521548949,0.7565973513821475,0.611662554063075,0.29135255540325794,0.7874515856003851,0.3985155345684028,0.793460267019851,0.7101213301256809,0.7558522162466157,0.7533338186656092,0.6371498208464437,0.37670665121586655,0.7803626513926945,0.34096830662642946,0.7250203057172091
M_VAL_18,-0.14649946776474398,0.7627892286468007,0.7014435050947461,0.6634646830134774,0.3328179691637871,0.8663359285354802,0.20431658271645833,0.7913588960259614,0.7842481536843477,0.7597259721102874,0.7162465811994608,0.5556396734582967,0.3477134671795255,0.8421008033654803,0.20254623495552687,0.7484645917798367,0.7262910521548949,1.0,0.7292259997745653,0.660711207477648,0.38744732281158456,0.8441147679344376,0.3299485272213979,0.7800508766993072,0.7896612164193002,0.7556305672786215,0.7795870772169561,0.6010625369970484,0.41435385568586247,0.8081009091088055,0.2534228345384153,0.7611627574147346
M_VAL_19,-0.1536058591152406,0.8083689157049514,0.7835016894646635,0.6159156970165598,0.33197378251019644,0.8314707371083714,0.2912120928237557,0.8066610784338569,0.7995240680738964,0.7699400265369085,0.8082915851244086,0.5207939978090554,0.3225283209012372,0.814933528461184,0.21250181259452325,0.7279318949933463,0.7565973513821475,0.7292259997745653,1.0,0.6199707213826188,0.28847757655023415,0.7978036979245985,0.425101648628437,0.7840463842730726,0.773716813770996,0.7423235961737971,0.7938106018892691,0.5979308903937542,0.346288745242491,0.7670382761370808,0.32354940465787607,0.7316291667196656
M_VAL_20,-0.15518986983538371,0.6691123191572769,0.6109204885341208,0.6829959766544503,0.33211437228906737,0.7795347821538205,0.2171124376433002,0.7833998126420096,0.6738665180270028,0.6590042565739627,0.6423677074943094,0.5890535164709891,0.36834638358617044,0.7543722513785104,0.21349825305027162,0.7161895488885401,0.611662554063075,0.660711207477648,0.6199707213826188,1.0,0.43959576034079795,0.741838441325508,0.23236841708704356,0.7121677606815683,0.6760440256366049,0.6573513090518588,0.6856790468311784,0.664660905449632,0.35045449468242246,0.7121081277945216,0.2926418654041586,0.6766612790471137
M_VAL_21,-0.09558230180696567,0.33741257682217485,0.28596346033357145,0.3926429931325636,0.2970289113267895,0.42420498943250695,0.059835012120340474,0.41255941490486986,0.34213675255279496,0.3617067095796013,0.28217710237117544,0.29114128281355184,0.2759617676129541,0.41466460476309525,0.14510911920418387,0.4436381759354291,0.29135255540325794,0.38744732281158456,0.28847757655023415,0.43959576034079795,1.0,0.3857411843009541,0.0452469898633801,0.37003822016845833,0.31016494410912515,0.3716898115998928,0.35160469804580696,0.36894043318875774,0.2903553200506968,0.37854078879656916,0.07891139583480233,0.3729882226942777
M_VAL_22,-0.15537598130527755,0.792679608850287,0.7283448367977372,0.7543752348618784,0.2991121162850013,0.935003265436589,0.19970496974006158,0.8540120922483928,0.8045110264613332,0.8294168776736146,0.7893435671820891,0.70898039204152,0.2896418516084854,0.952608872675687,0.20503461323421776,0.8655477986338361,0.7874515856003851,0.8441147679344376,0.7978036979245985,0.741838441325508,0.3857411843009541,1.0,0.3387605639286855,0.8786127104006657,0.8351101931915395,0.8585254796014282,0.8189272631960717,0.7385203064823475,0.3820905109827122,0.9487481037298006,0.3155025712140916,0.888264814789959
M_VAL_23,-0.08608381985381525,0.3636262574321854,0.46990664162123275,0.2648519735200318,0.19881779288932355,0.40761104661849146,0.23312580037875782,0.40263095024755446,0.41087180523608124,0.3317181516970694,0.44689137314734523,0.14689701592845134,0.17096166135924448,0.35717569714052894,0.10510448134526533,0.2915175634601209,0.3985155345684028,0.3299485272213979,0.425101648628437,0.23236841708704356,0.0452469898633801,0.3387605639286855,1.0,0.4001520948632664,0.41637559980447947,0.3735538208743508,0.37045516511245463,0.2608582293644585,0.11244435076201711,0.29671839162781705,0.29141127275507533,0.33156850114665815
M_VAL_24,-0.1576905590605012,0.7814666181746893,0.7526195989363715,0.7163876722611169,0.3071279396901857,0.8902753152292774,0.2847215938228776,0.8519167248343256,0.7912258965626584,0.7765921261007586,0.8005926907520948,0.607688877712601,0.310235266788202,0.8890227304841813,0.15843177132020686,0.7797835753982505,0.793460267019851,0.7800508766993072,0.7840463842730726,0.7121677606815683,0.37003822016845833,0.8786127104006657,0.4001520948632664,1.0,0.8100776663253926,0.7915304602731407,0.8130490675970022,0.7032760289401233,0.3712385776083399,0.8469196931107845,0.3573797511077306,0.819370222849274
M_VAL_25,-0.14972652284913424,0.7616543561882128,0.7235820593194436,0.6743004034435415,0.2781498880288046,0.8574528315038158,0.20798862229492504,0.8083236189248658,0.7851375188112604,0.7329984986118777,0.7538303780077922,0.5611480204679765,0.295333377544966,0.8509819052833688,0.18392721373451879,0.7382892315437343,0.7101213301256809,0.7896612164193002,0.773716813770996,0.6760440256366049,0.31016494410912515,0.8351101931915395,0.41637559980447947,0.8100776663253926,1.0,0.7322269031125378,0.7845223648011938,0.6138368204615853,0.3984707946140056,0.7973096097192932,0.37259280806906014,0.7919436849851079
M_VAL_26,-0.14484101271643443,0.751688333018584,0.687430821738137,0.6780951335106408,0.3361028494052205,0.8527919644223253,0.24812498203970063,0.7828100166177935,0.7504514821477704,0.8038961384224343,0.7432877716672606,0.5603103605001938,0.31742824515389056,0.863495068178007,0.2174323542375112,0.7775520236784735,0.7558522162466157,0.7556305672786215,0.7423235961737971,0.6573513090518588,0.3716898115998928,0.8585254796014282,0.3735538208743508,0.7915304602731407,0.7322269031125378,1.0,0.7692000824661789,0.6277915125564578,0.42925836448525523,0.848878055575782,0.25465629996615247,0.7785452759095898
M_VAL_27,-0.14769489171333022,0.7933096396637362,0.7902003758594286,0.586260727374317,0.3436399600258564,0.8544525281047631,0.30347102634180123,0.790329861530133,0.7718003815263217,0.797916011396988,0.7809471011105298,0.5409516171031119,0.2989952194115009,0.8552011042567061,0.2166596407498631,0.7700650352776215,0.7533338186656092,0.7795870772169561,0.7938106018892691,0.6856790468311784,0.35160469804580696,0.8189272631960717,0.37045516511245463,0.8130490675970022,0.7845223648011938,0.7692000824661789,1.0,0.6251553669133775,0.3393103500681238,0.8133946879436499,0.34235163948464875,0.7838959517011733
M_VAL_28,-0.13521628088158635,0.6178427529114878,0.562810996605291,0.6537809549787869,0.29790239555389747,0.7290898583377907,0.20356435323437191,0.6726550215333293,0.6054743103533207,0.6750692980478831,0.5701853379780619,0.6717912234202654,0.3357259584965781,0.7522004585419318,0.13571827968429837,0.7257716486807884,0.6371498208464437,0.6010625369970484,0.5979308903937542,0.664660905449632,0.36894043318875774,0.7385203064823475,0.2608582293644585,0.7032760289401233,0.6138368204615853,0.6277915125564578,0.6251553669133775,1.0,0.25269154902808283,0.7524387604392817,0.19449583206090038,0.7331126010242776
M_VAL_29,-0.08808698113370249,0.3622966037593903,0.4012959442027727,0.35832110442422027,0.19171041127452848,0.39719906175557346,0.15880447292504407,0.39493930146442263,0.3891841810872447,0.417438412441001,0.3423709264565796,0.24114185345058461,0.30343555585602966,0.4144149156656782,0.1752363683656309,0.37464205225919217,0.37670665121586655,0.41435385568586247,0.346288745242491,0.35045449468242246,0.2903553200506968,0.3820905109827122,0.11244435076201711,0.3712385776083399,0.3984707946140056,0.42925836448525523,0.3393103500681238,0.25269154902808283,1.0,0.38719540538235275,0.1937230815577183,0.36909847369723875
M_VAL_30,-0.14791094195219365,0.7672925405163066,0.7001512814915417,0.7260501327840507,0.3147858026584358,0.9075662672123591,0.16496948724263275,0.8291610950735598,0.7652034194728295,0.8361490624749317,0.7609391731637616,0.7355721057060542,0.2774973125249022,0.9448583373616237,0.20419641397215646,0.8627561577497419,0.7803626513926945,0.8081009091088055,0.7670382761370808,0.7121081277945216,0.37854078879656916,0.9487481037298006,0.29671839162781705,0.8469196931107845,0.7973096097192932,0.848878055575782,0.8133946879436499,0.7524387604392817,0.38719540538235275,1.0,0.2833756789515267,0.875947356143517
M_VAL_31,-0.08013951605841951,0.32060904102928584,0.39392208632317866,0.18917021190642266,0.1372213527124518,0.3390275070205297,0.1278375758445891,0.3136461530358943,0.35367111718510075,0.2528524560512486,0.3913133880340532,0.22062584146888173,0.1325729879139214,0.3304301665010644,0.18301896991351732,0.28223565499286385,0.34096830662642946,0.2534228345384153,0.32354940465787607,0.2926418654041586,0.07891139583480233,0.3155025712140916,0.29141127275507533,0.3573797511077306,0.37259280806906014,0.25465629996615247,0.34235163948464875,0.19449583206090038,0.1937230815577183,0.2833756789515267,1.0,0.32057664816280335
M_VAL_32,-0.1484099348475109,0.7418651687229052,0.7088887630491084,0.7158570872764192,0.324155700212056,0.881155754225632,0.20240302245958025,0.799121756248264,0.752909697094544,0.8051254893527569,0.7244824214773173,0.6715262561449233,0.3037856436271059,0.8882557713241895,0.20040692820323805,0.8205065502781748,0.7250203057172091,0.7611627574147346,0.7316291667196656,0.6766612790471137,0.3729882226942777,0.888264814789959,0.33156850114665815,0.819370222849274,0.7919436849851079,0.7785452759095898,0.7838959517011733,0.7331126010242776,0.36909847369723875,0.875947356143517,0.32057664816280335,1.0
