,FUNCTION,BugsDelivered,DistinctOperands,Effort,ProgramLength,ProgramLevel,TimeToImplement,TotalOperators,GlobalVariables,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,RANGE_ARRAY_INPUT,cInstr,Bugs_Delivered,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_2,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_18,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Max_Freq
10,insertionsort,1.19747,100,126614.38,495,0.03,7034.13,362,6,100,0,0,1,234.0,1.19747,0,0,54,70,121,51,85,40,-30,-68,41,-121,94,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
11,insertionsort,1.126486667,90,121397.69,472,0.03,6744.32,350,6,100,0,0,1,18.0,1.126486667,0,0,-15,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
12,insertionsort,1.183116667,97,126056.81,491,0.03,7003.16,361,6,100,0,0,1,144.0,1.183116667,0,0,68,61,-117,-8,-11,102,5,-125,-68,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
13,insertionsort,1.204726667,100,126423.99,498,0.03,7023.55,366,6,100,0,0,1,174.0,1.204726667,0,0,50,-43,-79,-112,-67,-105,-114,25,-95,-109,22,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
14,insertionsort,1.25937,107,130998.19,516,0.03,7277.68,376,6,100,0,0,1,291.0,1.25937,0,0,-120,-123,-89,2,-121,-122,30,66,72,-108,35,68,86,-65,-65,-77,34,-88,74,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
15,insertionsort,1.28665,112,131514.11,524,0.03,7306.34,380,6,100,0,0,1,573.0,1.28665,0,0,22,-19,23,-62,80,121,-33,31,-79,-52,68,126,-12,-106,60,15,59,73,-18,58,104,-90,-86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
16,insertionsort,1.137626667,91,123238.88,476,0.03,6846.6,352,6,100,0,0,1,39.0,1.137626667,0,0,92,-106,15,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
17,insertionsort,1.30474,111,137367.88,532,0.03,7631.55,385,6,100,0,0,1,783.0,1.30474,0,0,80,35,101,-73,-26,94,-37,113,69,84,105,16,-105,-114,-67,8,101,17,-72,-36,-54,108,54,-119,-70,86,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
18,insertionsort,1.15277,93,124164.33,481,0.03,6898.02,355,6,100,0,0,1,66.0,1.15277,0,0,24,-46,1,-41,27,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
19,insertionsort,1.17986,98,124427.07,489,0.03,6912.61,359,6,100,0,0,1,123.0,1.17986,0,0,124,-56,-74,28,55,2,87,50,-27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
20,insertionsort,1.185526667,97,126313.55,492,0.03,7017.42,362,6,100,0,0,1,159.0,1.185526667,0,0,-29,125,42,-80,90,-45,-90,-112,-114,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
21,insertionsort,1.25937,107,131933.89,516,0.03,7329.66,375,6,100,0,0,1,390.0,1.25937,0,0,-82,-49,68,55,-33,-19,52,84,114,16,-78,99,8,15,91,-36,45,-15,103,-64,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
22,insertionsort,1.27378,110,130724.52,520,0.03,7262.47,378,6,100,0,0,1,498.0,1.27378,0,0,102,-18,-11,98,95,79,-74,-49,-94,-116,109,-112,17,7,122,5,-121,-27,-9,60,71,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
23,insertionsort,1.205573333,99,129726.85,499,0.03,7207.05,365,6,100,0,0,1,243.0,1.205573333,0,0,101,-20,0,5,20,-21,86,-92,92,76,-123,2,48,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
24,insertionsort,1.194336667,98,127891.53,495,0.03,7105.09,363,6,100,0,0,1,162.0,1.194336667,0,0,12,-74,65,17,-111,-12,42,87,-35,60,-101,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
25,insertionsort,1.159146667,94,124503.51,483,0.03,6916.86,356,6,100,0,0,1,84.0,1.159146667,0,0,99,12,-81,-99,125,-126,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
26,insertionsort,1.151946667,94,122755.95,480,0.03,6819.77,354,6,100,0,0,1,69.0,1.151946667,0,0,101,44,-76,100,98,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
27,insertionsort,1.27244,106,135515.03,522,0.03,7528.61,380,6,100,0,0,1,414.0,1.27244,0,0,-74,29,75,-78,-73,122,-48,53,101,-19,-39,-87,-5,-96,-36,15,103,-39,53,-4,55,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
28,insertionsort,1.285353333,108,136247.53,526,0.03,7569.31,382,6,100,0,0,1,597.0,1.285353333,0,0,33,-100,51,67,-1,-96,-63,120,-54,88,108,106,-3,65,-89,33,3,-118,-76,-33,34,-53,-74,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
29,insertionsort,1.281126667,110,133330.51,523,0.03,7407.25,379,6,100,0,0,1,579.0,1.281126667,0,0,107,-33,63,77,105,-109,-13,-39,83,32,16,-60,-110,118,-73,-41,57,24,10,29,85,71,26,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
30,insertionsort,1.126486667,90,121397.69,472,0.03,6744.32,350,6,100,0,0,1,18.0,1.126486667,0,0,-49,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
31,insertionsort,1.306293333,112,135376.43,532,0.03,7520.91,386,6,100,0,0,1,645.0,1.306293333,0,0,42,62,-88,-27,91,-68,-82,78,-63,-45,77,-86,-110,41,84,122,50,89,-23,-45,-68,-48,117,-57,9,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
32,insertionsort,1.18866,99,125043.44,492,0.03,6946.86,361,6,100,0,0,1,168.0,1.18866,0,0,120,-68,101,8,32,-110,112,-43,51,-73,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
33,insertionsort,1.22239,102,129573.22,504,0.03,7198.51,368,6,100,0,0,1,252.0,1.22239,0,0,-88,25,52,3,-9,-8,-25,32,114,78,13,55,-13,65,75,-124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
34,insertionsort,1.29513,108,137283.64,530,0.03,7626.87,386,6,100,0,0,1,453.0,1.29513,0,0,-32,-110,-50,-27,98,-45,2,-113,-38,-43,-113,31,-105,5,-93,-45,-32,-68,30,-81,-15,42,98,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
35,insertionsort,1.311206667,112,136816.08,534,0.03,7600.89,387,6,100,0,0,1,753.0,1.311206667,0,0,102,-59,33,-91,111,19,-40,-11,10,-25,112,-120,27,-8,27,-52,77,-86,109,-66,-112,-95,-44,24,61,20,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
36,insertionsort,1.242516667,104,131073.6,511,0.03,7281.87,373,6,100,0,0,1,324.0,1.242516667,0,0,-1,-14,4,79,-72,103,-99,-42,-55,117,69,95,101,-13,-113,34,119,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
37,insertionsort,1.31366,112,138004.76,535,0.03,7666.93,387,6,100,0,0,1,834.0,1.31366,0,0,-9,126,-41,-3,84,1,87,35,57,58,-110,117,85,53,-10,-95,-57,73,-16,-26,67,-72,34,-69,87,-53,-40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
38,insertionsort,1.143183333,93,122154.54,477,0.03,6786.36,352,6,100,0,0,1,42.0,1.143183333,0,0,29,59,-105,80,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
39,insertionsort,1.311206667,112,136816.08,534,0.03,7600.89,387,6,100,0,0,1,741.0,1.311206667,0,0,103,100,-31,-92,-97,52,-112,2,102,-48,103,-1,-49,101,41,-54,-108,-123,20,-46,35,80,107,-84,-17,-113,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
40,insertionsort,1.240086667,104,130817.1,510,0.03,7267.62,372,6,100,0,0,1,399.0,1.240086667,0,0,44,5,106,70,70,122,-30,-48,65,-86,-114,57,-90,69,-36,-115,90,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
41,insertionsort,1.269133333,107,132956.63,520,0.03,7386.48,379,6,100,0,0,1,414.0,1.269133333,0,0,108,18,-60,-6,-93,-80,101,-53,-74,-62,-108,5,107,80,-46,7,-86,59,-44,-9,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
42,insertionsort,1.207146667,100,128597.21,499,0.03,7144.29,365,6,100,0,0,1,234.0,1.207146667,0,0,20,88,-63,42,-6,20,-33,19,102,-110,71,-72,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
43,insertionsort,1.159146667,94,123523.17,483,0.03,6862.4,357,6,100,0,0,1,66.0,1.159146667,0,0,110,-54,-70,-51,-81,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
44,insertionsort,1.137626667,91,123238.88,476,0.03,6846.6,352,6,100,0,0,1,33.0,1.137626667,0,0,20,-69,-5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
45,insertionsort,1.19505,100,125408.53,494,0.03,6967.14,362,6,100,0,0,1,147.0,1.19505,0,0,-32,57,69,-117,120,123,-44,124,-115,41,125,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
46,insertionsort,1.241793333,102,133565.68,512,0.03,7420.32,374,6,100,0,0,1,285.0,1.241793333,0,0,-12,-61,-117,-4,-109,106,-28,59,109,35,47,-2,-2,71,-44,-39,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
47,insertionsort,1.180706667,97,124832.38,490,0.03,6935.13,361,6,100,0,0,1,105.0,1.180706667,0,0,-83,-122,87,106,-26,-23,110,-31,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
48,insertionsort,1.20871,101,126537.45,499,0.03,7029.86,366,6,100,0,0,1,162.0,1.20871,0,0,-81,-56,-124,-3,122,-113,57,94,-51,-87,111,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
49,insertionsort,1.147976667,93,122666.72,479,0.03,6814.82,354,6,100,0,0,1,51.0,1.147976667,0,0,-19,31,-102,120,-121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
50,insertionsort,1.304453333,114,134633.43,530,0.03,7479.63,382,6,100,0,0,1,633.0,1.304453333,0,0,-118,2,68,33,-115,-49,43,79,74,105,56,92,-13,-80,77,117,51,96,109,94,-70,47,-57,6,-115,105,122,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
51,insertionsort,1.180706667,97,125800.08,490,0.03,6988.89,360,6,100,0,0,1,105.0,1.180706667,0,0,-75,-62,0,40,-117,122,25,-82,43,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
52,insertionsort,1.16793,95,125103.9,486,0.03,6950.22,358,6,100,0,0,1,99.0,1.16793,0,0,-3,123,64,-26,-87,76,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
53,insertionsort,1.223946667,103,127534.15,504,0.03,7085.23,369,6,100,0,0,1,216.0,1.223946667,0,0,40,-103,-119,-22,30,-62,-52,108,-25,-79,12,82,-57,43,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
54,insertionsort,1.235223333,104,129359.86,508,0.03,7186.66,371,6,100,0,0,1,318.0,1.235223333,0,0,-101,79,-119,33,108,123,42,78,-73,79,-76,-19,-93,-36,-48,11,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
55,insertionsort,1.18951,98,125444.88,493,0.03,6969.16,363,6,100,0,0,1,120.0,1.18951,0,0,-99,-32,-45,60,-33,75,-82,-26,86,-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
56,insertionsort,1.29277,105,141927.59,531,0.03,7884.87,386,6,100,0,0,1,513.0,1.29277,0,0,-74,-27,-94,94,-80,76,-121,-126,-52,72,-12,-27,87,38,-71,-91,-27,121,-46,-38,21,0,91,-46,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
57,insertionsort,1.154346667,94,123011.69,481,0.03,6833.98,355,6,100,0,0,1,60.0,1.154346667,0,0,-113,34,-124,16,-103,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
58,insertionsort,1.135236667,91,121988.2,475,0.03,6777.12,352,6,100,0,0,1,21.0,1.135236667,0,0,-115,-78,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
59,insertionsort,1.159146667,94,124503.51,483,0.03,6916.86,356,6,100,0,0,1,78.0,1.159146667,0,0,0,34,-95,104,-124,66,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
60,insertionsort,1.147976667,93,122666.72,479,0.03,6814.82,354,6,100,0,0,1,57.0,1.147976667,0,0,56,48,-96,-44,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
61,insertionsort,1.294016667,112,133185.57,527,0.03,7399.2,382,6,100,0,0,1,507.0,1.294016667,0,0,-20,55,-64,-99,-80,-8,-11,-91,106,-123,56,34,93,101,110,107,-39,108,72,122,53,-70,34,14,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
62,insertionsort,1.140016667,91,123497.78,477,0.03,6860.99,353,6,100,0,0,1,42.0,1.140016667,0,0,-106,47,-115,-125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
63,insertionsort,1.274016667,107,134414.59,522,0.03,7467.48,380,6,100,0,0,1,378.0,1.274016667,0,0,23,-124,-83,44,-107,-112,46,-67,-92,-106,-24,109,95,-24,92,120,-59,-43,4,48,110,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
64,insertionsort,1.299833333,111,136851.46,530,0.03,7602.86,383,6,100,0,0,1,675.0,1.299833333,0,0,2,-95,-34,27,73,46,71,116,-55,21,-121,0,-75,33,76,-101,20,-108,91,99,38,125,71,13,-59,-51,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
65,insertionsort,1.165526667,95,123871.12,485,0.03,6881.73,358,6,100,0,0,1,72.0,1.165526667,0,0,-88,-25,-3,62,-94,-93,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
66,insertionsort,1.207146667,100,128597.21,499,0.03,7144.29,365,6,100,0,0,1,189.0,1.207146667,0,0,-10,18,-53,102,33,-41,-96,44,-93,84,39,18,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
67,insertionsort,1.184686667,98,124935.97,491,0.03,6940.89,361,6,100,0,0,1,120.0,1.184686667,0,0,49,-115,-117,61,-28,35,94,104,-7,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
68,insertionsort,1.140016667,91,123497.78,477,0.03,6860.99,353,6,100,0,0,1,30.0,1.140016667,0,0,-66,-55,119,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
69,insertionsort,1.297573333,108,138497.82,531,0.03,7694.32,386,6,100,0,0,1,618.0,1.297573333,0,0,-73,-104,-20,54,18,-25,17,9,-93,8,-55,103,-121,-9,-53,58,50,75,48,-74,-121,-25,-89,-4,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
70,insertionsort,1.32076,115,135131.05,536,0.03,7507.28,388,6,100,0,0,1,684.0,1.32076,0,0,41,70,-29,-50,-3,23,-22,-5,-97,42,79,33,-110,82,-121,-112,-84,-125,-34,109,-57,-70,36,81,71,40,114,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
71,insertionsort,1.234516667,102,131820.87,509,0.03,7323.38,372,6,100,0,0,1,327.0,1.234516667,0,0,66,-77,-102,122,21,-71,-47,-122,103,16,7,-92,-47,2,-36,7,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0
