,Flip_Flop,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function.1,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,ARRAY_INPUT,RANGE_ARRAY_INPUT,cInstr
TotalOperators,0.7099792687857508,0.9962024208879228,0.7692467867331159,0.8772106231468304,0.36435397423971627,0.9605399604167689,0.9959756761628517,-0.6366468832879888,0.9962024208875405,0.9605399599104153,1.0,0.9762249432641392,0.8432065088059482,0.5969420278702444,0.681224370262633,0.5884191403826242,0.681224370262633,0.6347413392165154,0.4936164138270022,0.4891873657995753,0.534587615715829,0.534587615715829,0.529911300557979,0.38257177419749977,0.6591673028324494,0.534587615715829,0.5259230073708487,-0.2912795605858042,-0.13919917422645445,-0.05504229125516021,0.23066428482217982,0.23066428482217935,0.27594682537113335,0.01710054610526574,-0.02902663058720846
Total_Operands,0.7228432250973476,0.9875408813697949,0.7577144759405079,0.8525683304640335,0.25122717380773396,0.9446933269540505,0.991723177708823,-0.6311715507980558,0.9875408813702201,0.9446933267695359,0.9762249432641392,1.0,0.8022225353028097,0.5488847240080202,0.622576170311296,0.5107951204720412,0.622576170311296,0.5820564284135034,0.39155668688197404,0.4420082727073535,0.5220686568780676,0.5220686568780676,0.5141430239071606,0.41942309311123804,0.6139303170143018,0.5220686568780676,0.5197618993619334,-0.22306870970923867,-0.16546738697829405,-0.09669958619738196,0.22437129182239907,0.22437129182239926,0.353622935758043,-0.11968516222043624,-0.028808702065488946
VocabularySize,0.648410363280119,0.8532629787453352,0.5584478931681793,0.9907624479070807,0.6949271928984787,0.7472508882395807,0.8311564570450772,-0.5079701113702106,0.8532629787443907,0.747250887370351,0.8432065088059482,0.8022225353028097,1.0,0.5519793809331417,0.6189455135560611,0.7759971408261646,0.6189455135560611,0.5164380805108068,0.5506935829565326,0.42531824142720787,0.5768763182873952,0.5768763182873952,0.5931009214777548,0.4837457775284257,0.6302280452269007,0.5768763182873952,0.5470508062188014,-0.5158600862767603,-0.08831047249186257,0.06536344235004725,0.3061144099512208,0.3061144099512214,0.3383091514293318,0.026757457285050253,-0.029372013672840352
Sloc,0.802031109941738,0.5790201158315197,0.7073751658951705,0.5405459500185718,0.4171747805264731,0.5410138296076704,0.5805375535649382,-0.752557783712888,0.5790201158335158,0.5410138295035414,0.5969420278702444,0.5488847240080202,0.5519793809331417,1.0,0.9430175200654446,0.7151080802263479,0.9430175200654446,0.8999483255224474,0.4574801576913401,0.9569742388445575,0.8735074465629168,0.8735074465629168,0.8610942320585253,0.21788595114503537,0.9583472021843432,0.8735074465629168,0.8730080059028398,-0.34782459113970293,-0.1541785412644337,-0.07517261382654372,0.23285067056359945,0.23285067056359973,0.2783816807020453,0.19804358668008268,0.011823941857060294
DecisionPoint,0.8132373517771982,0.6601505284544321,0.6961913275121737,0.6205934196743255,0.391066025012662,0.6086908477232263,0.660930208051816,-0.699028251963615,0.6601505284559999,0.608690848228169,0.681224370262633,0.622576170311296,0.6189455135560611,0.9430175200654446,1.0,0.7636334090681903,1.0,0.9477272346434199,0.6149847410378719,0.8328414920815611,0.8230082018210717,0.8230082018210717,0.8044143012191302,0.2517872823179463,0.9807685401527128,0.8230082018210717,0.8181719708397748,-0.3700093114969229,-0.02764668153021411,0.039686289509119156,0.12646075946566,0.12646075946566016,0.1809538138428777,0.12699612642917912,-0.03570611014638883
GlobalVariables,0.6428386413902345,0.5847818336337013,0.48595234546790883,0.7303411175929854,0.7433465521598696,0.5242452943513042,0.5597402010994672,-0.47107371429675016,0.5847818336345862,0.52424529596027,0.5884191403826242,0.5107951204720412,0.7759971408261646,0.7151080802263479,0.7636334090681903,1.0,0.7636334090681903,0.6154452770683246,0.6494838836448106,0.5469992996397525,0.8247771855499209,0.8247771855499209,0.8323029366306034,0.23329846527776535,0.8163963566828628,0.8247771855499209,0.7974155588255618,-0.5954675279619472,0.13825836005435854,0.2805916522838248,0.13084508979053233,0.13084508979053197,0.20803043410684657,0.10265548254286291,-0.04333218346336678
If,0.8132373517771982,0.6601505284544321,0.6961913275121737,0.6205934196743255,0.391066025012662,0.6086908477232263,0.660930208051816,-0.699028251963615,0.6601505284559999,0.608690848228169,0.681224370262633,0.622576170311296,0.6189455135560611,0.9430175200654446,1.0,0.7636334090681903,1.0,0.9477272346434199,0.6149847410378719,0.8328414920815611,0.8230082018210717,0.8230082018210717,0.8044143012191302,0.2517872823179463,0.9807685401527128,0.8230082018210717,0.8181719708397748,-0.3700093114969229,-0.02764668153021411,0.039686289509119156,0.12646075946566,0.12646075946566016,0.1809538138428777,0.12699612642917912,-0.03570611014638883
Loop,0.7940869776059111,0.605932270697027,0.6414528010258225,0.5317289054463761,0.25250897062776295,0.5421998915408905,0.6166429451997144,-0.6611153539021614,0.6059322706974378,0.5421998901706451,0.6347413392165154,0.5820564284135034,0.5164380805108068,0.8999483255224474,0.9477272346434199,0.6154452770683246,0.9477272346434199,1.0,0.430423879097369,0.8085545951364962,0.6874145281662645,0.6874145281662645,0.6548487856611142,0.18094937913648781,0.8976931330013055,0.6874145281662645,0.6953730088487067,-0.18687799570149752,-0.23151187635744877,-0.19109028403393816,0.22503236532984244,0.22503236532984253,0.18941223077269032,0.19109028403393877,-0.04706969208254436
Goto,0.30300042596144605,0.47562332258267853,0.4455128541900461,0.5189631354837148,0.5239712451422129,0.4730787414209205,0.454283594781697,-0.3786844945317835,0.4756233225824604,0.4730787433944855,0.4936164138270022,0.39155668688197404,0.5506935829565326,0.4574801576913401,0.6149847410378719,0.6494838836448106,0.6149847410378719,0.430423879097369,1.0,0.3397814408606485,0.40841626505655515,0.40841626505655515,0.4298516524605751,0.06870163040435977,0.5695807560954368,0.40841626505655515,0.36214116669485574,-0.6149319639424665,0.46455480325837073,0.5973951046175712,-0.11067473785474297,-0.11067473785474237,-0.21115394209236663,0.18060782232624334,-0.04166729128143968
Assignment,0.6863709752217302,0.467178646173915,0.6963833895619338,0.40492527500417236,0.3828676205981315,0.4529153275031526,0.47252038546430475,-0.7644595907044728,0.46717864617599864,0.4529153263019337,0.4891873657995753,0.4420082727073535,0.42531824142720787,0.9569742388445575,0.8328414920815611,0.5469992996397525,0.8328414920815611,0.8085545951364962,0.3397814408606485,1.0,0.7601985253431943,0.7601985253431943,0.7520368611706751,0.18454640346049223,0.8425132896391165,0.7601985253431943,0.7623864196067038,-0.27600848153293456,-0.24237020342447513,-0.1708708978800029,0.2820809477935772,0.28208094779357695,0.28160379844863376,0.30056808542747515,0.046652915160411604
ExitPoint,0.7956944091450994,0.5418266014169281,0.5636238431298916,0.5673040804963141,0.4233876428836491,0.499737427257231,0.5325151903709558,-0.5920029739862983,0.5418266014204889,0.49973742975348573,0.534587615715829,0.5220686568780676,0.5768763182873952,0.8735074465629168,0.8230082018210717,0.8247771855499209,0.8230082018210717,0.6874145281662645,0.40841626505655515,0.7601985253431943,1.0,1.0,0.9968333533964263,0.2888196290269015,0.9180454024830631,1.0,0.9970736036969124,-0.42852097614170404,0.02246446667628704,0.10883469791227603,0.12202322718555643,0.12202322718555642,0.367587599670656,-0.05240189158739229,0.012087384125336604
Function.1,0.7956944091450994,0.5418266014169281,0.5636238431298916,0.5673040804963141,0.4233876428836491,0.499737427257231,0.5325151903709558,-0.5920029739862983,0.5418266014204889,0.49973742975348573,0.534587615715829,0.5220686568780676,0.5768763182873952,0.8735074465629168,0.8230082018210717,0.8247771855499209,0.8230082018210717,0.6874145281662645,0.40841626505655515,0.7601985253431943,1.0,1.0,0.9968333533964263,0.2888196290269015,0.9180454024830631,1.0,0.9970736036969124,-0.42852097614170404,0.02246446667628704,0.10883469791227603,0.12202322718555643,0.12202322718555642,0.367587599670656,-0.05240189158739229,0.012087384125336604
FunctionCall,0.7757861670372157,0.5384326484343698,0.5636918003586517,0.5778044563541065,0.46422113424119527,0.4992618010203319,0.5264682257806503,-0.5929417010261328,0.5384326484379309,0.4992618034260842,0.529911300557979,0.5141430239071606,0.5931009214777548,0.8610942320585253,0.8044143012191302,0.8323029366306034,0.8044143012191302,0.6548487856611142,0.4298516524605751,0.7520368611706751,0.9968333533964263,0.9968333533964263,1.0,0.3139448483367464,0.9039791075913683,0.9968333533964262,0.9895658269841618,-0.4699286823752057,0.03814023725637512,0.1368739767238169,0.13084508979053183,0.13084508979053167,0.3640532596869815,-0.04106219301714489,0.02052259586389821
PointerDereferencing,0.46271812376252575,0.4050836099315414,0.36750442933963107,0.48311702656698746,0.31580675850671985,0.3589116486834145,0.40002992972163587,-0.36121540674354014,0.40508360993291403,0.35891164332021064,0.38257177419749977,0.41942309311123804,0.4837457775284257,0.21788595114503537,0.2517872823179463,0.23329846527776535,0.2517872823179463,0.18094937913648781,0.06870163040435977,0.18454640346049223,0.2888196290269015,0.2888196290269015,0.3139448483367464,1.0,0.27498158003357404,0.2888196290269015,0.2769070265974043,-0.22302074688465737,-0.28874063546227885,-0.18811094002764467,0.3606663996707623,0.3606663996707625,0.6299576936109957,-0.16898101392313836,0.013809999252143346
CyclomaticComplexity,0.8410262774466385,0.6469454162891507,0.6795908172889743,0.6280892436948738,0.41843331688978547,0.5965655975082422,0.6442902267354219,-0.6913219899127984,0.6469454162914691,0.5965655987183952,0.6591673028324494,0.6139303170143018,0.6302280452269007,0.9583472021843432,0.9807685401527128,0.8163963566828628,0.9807685401527128,0.8976931330013055,0.5695807560954368,0.8425132896391165,0.9180454024830631,0.9180454024830631,0.9039791075913683,0.27498158003357404,1.0,0.9180454024830629,0.9136642852092272,-0.40549988517716895,-0.011578158234605507,0.0650958914707406,0.1301946164191744,0.13019461641917415,0.252605589998017,0.07063596734059147,-0.020766705000148374
SyntacticallyReachableFunctions,0.7956944091450994,0.5418266014169281,0.5636238431298916,0.5673040804963141,0.4233876428836491,0.499737427257231,0.5325151903709558,-0.5920029739862983,0.5418266014204889,0.49973742975348573,0.534587615715829,0.5220686568780676,0.5768763182873952,0.8735074465629168,0.8230082018210717,0.8247771855499209,0.8230082018210717,0.6874145281662645,0.40841626505655515,0.7601985253431943,1.0,1.0,0.9968333533964262,0.2888196290269015,0.9180454024830629,1.0,0.9970736036969124,-0.42852097614170404,0.02246446667628704,0.10883469791227603,0.12202322718555643,0.12202322718555642,0.367587599670656,-0.05240189158739229,0.012087384125336604
SemanticallyReachedFunctions,0.806520973046757,0.5325421075322432,0.554508346054814,0.543459963717666,0.3724050648244915,0.4880262902793484,0.5264290628331267,-0.5842169830307845,0.5325421075357076,0.4880262928924359,0.5259230073708487,0.5197618993619334,0.5470508062188014,0.8730080059028398,0.8181719708397748,0.7974155588255618,0.8181719708397748,0.6953730088487067,0.36214116669485574,0.7623864196067038,0.9970736036969124,0.9970736036969124,0.9895658269841618,0.2769070265974043,0.9136642852092272,0.9970736036969124,1.0,-0.3635845555069004,-0.005494776003039522,0.06750651280769354,0.12012212349321408,0.12012212349321447,0.38260167798872824,-0.06750651280769344,0.01402100340413456
CoverageEstimation,-0.2036997119924331,-0.3003886037039718,-0.31298039815602424,-0.4523854714309183,-0.6697974657199942,-0.3101398684136934,-0.2647675095759721,0.32222023051095056,-0.3003886037065027,-0.3101398671931825,-0.2912795605858042,-0.22306870970923867,-0.5158600862767603,-0.34782459113970293,-0.3700093114969229,-0.5954675279619472,-0.3700093114969229,-0.18687799570149752,-0.6149319639424665,-0.27600848153293456,-0.42852097614170404,-0.42852097614170404,-0.4699286823752057,-0.22302074688465737,-0.40549988517716895,-0.42852097614170404,-0.3635845555069004,1.0,-0.2794781174406594,-0.44709382290185756,-0.07314356609523605,-0.07314356609523606,4.557865260040531e-17,-0.13772478128631715,0.015296113345908866
SCALAR_INPUT,-0.27774601912076524,-0.12831920155734244,-0.13834248388376588,-0.10753148208776463,0.044877749979542816,-0.06502139960823307,-0.15086850668335441,0.22842197108942416,-0.1283192015556314,-0.06502138879399412,-0.13919917422645445,-0.16546738697829405,-0.08831047249186257,-0.1541785412644337,-0.02764668153021411,0.13825836005435854,-0.02764668153021411,-0.23151187635744877,0.46455480325837073,-0.24237020342447513,0.02246446667628704,0.02246446667628704,0.03814023725637512,-0.28874063546227885,-0.011578158234605507,0.02246446667628704,-0.005494776003039522,-0.2794781174406594,1.0,0.9288407280256498,-0.8072073527955758,-0.8072073527955748,-0.6416889479197482,-0.3377602647365996,-0.02813614221648321
RANGE_SCALAR_VALUES,-0.22070350527212546,-0.04175310877432731,-0.07521136488291211,0.02877955997294641,0.23621093112452787,0.01620729904940737,-0.07258595110715572,0.17941960095222975,-0.041753108773292656,0.016207304485145388,-0.05504229125516021,-0.09669958619738196,0.06536344235004725,-0.07517261382654372,0.039686289509119156,0.2805916522838248,0.039686289509119156,-0.19109028403393816,0.5973951046175712,-0.1708708978800029,0.10883469791227603,0.10883469791227603,0.1368739767238169,-0.18811094002764467,0.0650958914707406,0.10883469791227603,0.06750651280769354,-0.44709382290185756,0.9288407280256498,1.0,-0.5310850045437956,-0.5310850045437944,-0.4605661864718387,-0.15151515151515135,-0.030292081149014247
SCALAR_INDEX_INPUT,0.2835924820904497,0.22695389194944976,0.19657048137068234,0.2917870867120419,0.27370490930086744,0.17453199071756292,0.22940154519624983,-0.23655985594886972,0.22695389194718318,0.17453197464496875,0.23066428482217982,0.22437129182239907,0.3061144099512208,0.23285067056359945,0.12646075946566,0.13084508979053233,0.12646075946566,0.22503236532984244,-0.11067473785474297,0.2820809477935772,0.12202322718555643,0.12202322718555643,0.13084508979053183,0.3606663996707623,0.1301946164191744,0.12202322718555643,0.12012212349321408,-0.07314356609523605,-0.8072073527955758,-0.5310850045437956,1.0,1.0000000000000036,0.733799385705344,0.5310850045437953,0.016086544137320646
RANGE_SCALAR_INDEX_VALUES,0.28359248209044907,0.22695389194944976,0.19657048137068248,0.29178708671204207,0.2737049093008669,0.17453199071756184,0.22940154519625044,-0.23655985594887036,0.2269538919471832,0.17453197464496903,0.23066428482217935,0.22437129182239926,0.3061144099512214,0.23285067056359973,0.12646075946566016,0.13084508979053197,0.12646075946566016,0.22503236532984253,-0.11067473785474237,0.28208094779357695,0.12202322718555642,0.12202322718555642,0.13084508979053167,0.3606663996707625,0.13019461641917415,0.12202322718555642,0.12012212349321447,-0.07314356609523606,-0.8072073527955748,-0.5310850045437944,1.0000000000000036,1.0,0.7337993857053432,0.5310850045437944,0.01608654413732058
ARRAY_INPUT,0.533749338469488,0.3038279472344203,0.27992516572521886,0.3487460364333197,0.16318615162647804,0.24994793052132708,0.3096657888685609,-0.3094109507374392,0.30382794723475126,0.24994792029001395,0.27594682537113335,0.353622935758043,0.3383091514293318,0.2783816807020453,0.1809538138428777,0.20803043410684657,0.1809538138428777,0.18941223077269032,-0.21115394209236663,0.28160379844863376,0.367587599670656,0.367587599670656,0.3640532596869815,0.6299576936109957,0.252605589998017,0.367587599670656,0.38260167798872824,4.557865260040531e-17,-0.6416889479197482,-0.4605661864718387,0.733799385705344,0.7337993857053432,1.0,-2.170044493525529e-16,9.248515895006737e-16
RANGE_ARRAY_INPUT,-0.05629087114282817,-0.03381212840339714,0.0905063969628831,-0.038827208099836384,0.3650532571924532,0.005635104425213152,-0.03935709987243058,-0.13191819374097363,-0.03381212840640316,0.005635095462880196,0.01710054610526574,-0.11968516222043624,0.026757457285050253,0.19804358668008268,0.12699612642917912,0.10265548254286291,0.12699612642917912,0.19109028403393877,0.18060782232624334,0.30056808542747515,-0.05240189158739229,-0.05240189158739229,-0.04106219301714489,-0.16898101392313836,0.07063596734059147,-0.05240189158739229,-0.06750651280769344,-0.13772478128631715,-0.3377602647365996,-0.15151515151515135,0.5310850045437953,0.5310850045437944,-2.170044493525529e-16,1.0,0.030292081148990842
cInstr,-0.02714770686080811,-0.03016503288420489,-0.006011906912472891,-0.03265170148010236,-0.0015899166969898133,-0.02619584704451907,-0.029105090252777258,-0.015034349493738249,-0.030165032887661685,-0.026195845085310098,-0.02902663058720846,-0.028808702065488946,-0.029372013672840352,0.011823941857060294,-0.03570611014638883,-0.04333218346336678,-0.03570611014638883,-0.04706969208254436,-0.04166729128143968,0.046652915160411604,0.012087384125336604,0.012087384125336604,0.02052259586389821,0.013809999252143346,-0.020766705000148374,0.012087384125336604,0.01402100340413456,0.015296113345908866,-0.02813614221648321,-0.030292081149014247,0.016086544137320646,0.01608654413732058,9.248515895006737e-16,0.030292081148990842,1.0
