,DSP,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28
V_VAL_10,0.1379333984841911,0.06678034521199308,-0.02529715062799805,-0.0192200116988445,0.07032263909457061,0.09342129411440138,0.051286052342351306,0.040126471700183755,0.10831482325121657,0.09497956328882999,0.11293037302050231,0.15683608365543258,0.12688363960698582,1.0,0.06114433146282497,0.03113922743569866,0.1270605509013656,0.09321938861711555,0.07272984328522096,0.0641536130567694,0.10874886897436015,0.0810377396195619,0.04651750459372291,0.052720296199090085,0.0141346225003612,0.03615419629176199,0.04255279664576819,0.0491112088957366,0.03680721145332947,-0.01251347633431936,-0.03337029970321384,0.1015439536928058
V_VAL_11,0.1346201072412844,0.09907788769046409,-0.022781563667738834,-0.03062089653668874,0.043717059700832644,0.030762065454886467,0.06446661336890891,0.15188285969419427,0.07620660030414365,0.05964898453915779,0.09219444648265598,0.0715031429931595,0.10268475151128556,0.06114433146282497,1.0,0.14683017302841028,0.15873305466093304,0.16196462161642008,0.08173493843282408,0.07714093712362978,0.07148345955536708,0.11728574932156907,0.05768468044329506,0.1519068995079308,-9.928575013285017e-05,-0.03786969755346147,0.015044452957040906,-0.02570408480444386,0.010302366310343126,-0.01388417188907279,-0.02479952802271004,0.06772995189448716
V_VAL_12,0.11559415319255245,0.049583966893063,-0.022246992326099547,-0.012343236387924098,0.053612296186915015,0.1487257865419165,0.0751637320458527,0.1146127721233518,0.11402706634556951,0.08239825577951189,0.12184582790681664,0.14196031837627202,0.12852429467714577,0.03113922743569866,0.14683017302841028,1.0,0.0867658379562396,0.0612517410571905,0.11721567805084536,0.039403283838015966,0.04103020877785894,0.09095179345257953,0.13988407839157502,0.09552614477768688,0.13376865636827873,0.06927987987405997,0.05970231872616062,0.1067744440596766,-0.005788818321226951,0.07662181032644377,0.009521033883229503,0.015383772100969912
V_VAL_13,0.06965939920668845,0.015248749203177635,-0.00635471121555912,-0.0093515083167568,0.0730462374783664,0.04356118176823301,0.08345274265396019,0.13917912246739478,0.03361078794461586,0.08990440728135057,0.007782044505989211,0.11017767330747681,0.06434404035807433,0.1270605509013656,0.15873305466093304,0.0867658379562396,1.0,0.12243369237984332,0.089131159558426,0.1774721489184986,0.08885152051065857,0.11065461517701265,0.14106644649526406,0.1229723996717822,0.1133908408054349,0.08270543545982073,0.08466874121511835,0.08480435637232339,0.06845892886802886,0.0349073896002105,0.0608184535672364,0.046584113970327405
V_VAL_14,0.12604082465360583,0.06847238216967073,-0.009179325201898727,-0.020249617737495656,0.05213959061511308,0.09454719433674268,0.06880731632985784,0.11206946990201379,0.06559097291809049,0.03580186065167692,0.0885427573303466,0.12108059345984488,-0.005887794023894136,0.09321938861711555,0.16196462161642008,0.0612517410571905,0.12243369237984332,1.0,0.051806307711675256,0.09648974608853109,0.07592538702427076,0.1437861294774429,0.021008486533690893,0.0807623512826785,0.03583774815401207,-0.01945054616558594,0.033771161484906304,0.07539438114549422,0.02733907958565205,0.027117022658693958,0.056207679370326086,0.03153725625384441
V_VAL_15,0.06627638395961508,0.005214356616587003,0.006558636409902683,-0.007482375454473307,-0.011037357624290818,0.0803693934962063,0.06756691813980042,0.10053896491247812,0.0689041940216325,0.08591147947601536,0.09810376064748899,0.1306868316215026,0.11739884590688908,0.07272984328522096,0.08173493843282408,0.11721567805084536,0.089131159558426,0.051806307711675256,1.0,0.0853407370655478,0.07062039962002392,0.09383189520007883,0.07707942070267827,0.010794095892667025,0.00757526565848313,0.047074613848415964,0.01809380137010146,0.11084480571218593,0.00790396561747522,-0.0036306365253046817,0.0973810998779626,0.010134291728818476
V_VAL_16,0.05975045397629195,0.008263563391427912,-0.02458566735332873,-0.0019091965092328197,0.10831790888327669,0.07030679412349239,0.03556538109373508,0.11511951952738439,0.11246009223555203,0.03942810110734403,0.12945912661889183,0.10169752612361081,0.14151220765777642,0.0641536130567694,0.07714093712362978,0.039403283838015966,0.1774721489184986,0.09648974608853109,0.0853407370655478,1.0,0.1279524806224256,0.10463634271093963,0.10818911442160052,0.07044287035639071,0.020683846649309758,0.0610778797491532,0.17561018322112687,0.0788787585828922,0.06154569479984721,-0.022371671539383645,0.04804477596974397,0.055778922086597606
V_VAL_17,0.1258011689340442,0.06355072509989679,-0.020219642819336855,-0.013356040531346688,0.1800099921796036,0.09081583561819433,0.04744634993827492,0.109563572084991,0.05958964441483571,0.09761188188872537,0.1035630893860712,0.09855959758822493,0.03903639324141704,0.10874886897436015,0.07148345955536708,0.04103020877785894,0.08885152051065857,0.07592538702427076,0.07062039962002392,0.1279524806224256,1.0,0.18226062203860116,0.05033707513884999,0.10560579169113121,0.10491218940034384,0.06539254354386509,0.14489536789383822,0.08585279818381093,0.14659695503509448,-0.04788368530031846,0.09820388495001803,-0.0635020752774284
V_VAL_18,0.14140780709352335,0.13143697303350352,-0.025160090308321528,-0.028408416475754865,0.07386936040055286,0.0451468509208995,0.042439150177051105,0.1129532902960421,0.08785638467072757,0.07571811444444251,0.10263611069342334,0.05460787902205173,0.1211663386543105,0.0810377396195619,0.11728574932156907,0.09095179345257953,0.11065461517701265,0.1437861294774429,0.09383189520007883,0.10463634271093963,0.18226062203860116,1.0,0.10591999740047116,0.0857872128183654,0.028257428512833936,0.03750613815027364,0.08365965240482169,0.1653108036949182,0.06233815888050256,0.0005144705647344721,0.13670804714295864,0.046013627587162056
V_VAL_19,0.15033533705332575,0.03661527019691768,0.0004889903137399331,-0.010738548237069077,0.05341787063818583,0.08058819376768146,0.09061466305302916,0.06356218685440627,0.056448544951013875,0.012792321942826087,0.12132071402384717,0.15622572338453436,0.08801799110388212,0.04651750459372291,0.05768468044329506,0.13988407839157502,0.14106644649526406,0.021008486533690893,0.07707942070267827,0.10818911442160052,0.05033707513884999,0.10591999740047116,1.0,0.20344667325191812,0.2176112923771846,0.05893053190260215,0.1749842412852679,0.16514336715596312,0.07540785969608899,0.05636049210631055,-0.007465259924016267,-0.011389906155490508
V_VAL_20,0.11339732632024359,0.06241882387798853,-0.023808766369614175,-0.015974676332192628,0.09642258762384617,0.050522532290234706,0.11440616289974709,0.05910984305707671,0.04841100870448235,0.043236048302539874,0.06881066631515398,0.06620637062001329,0.0553860741795363,0.052720296199090085,0.1519068995079308,0.09552614477768688,0.1229723996717822,0.0807623512826785,0.010794095892667025,0.07044287035639071,0.10560579169113121,0.0857872128183654,0.20344667325191812,1.0,0.2131974484596184,0.06431095692707355,0.08925534328222129,0.05217147066951846,-0.024778469494200858,0.10494356179942237,0.0693027007973803,0.06098833328432716
V_VAL_21,0.12881818822570273,0.024667444613057445,-0.011170817703395808,-0.005401963522196697,0.011894310929003006,0.10708848689267103,0.051907699350312905,0.039454662728462424,0.06259007238386315,0.05468033399343487,0.0312860334708228,0.056782221164648095,0.030180289898300818,0.0141346225003612,-9.928575013285017e-05,0.13376865636827873,0.1133908408054349,0.03583774815401207,0.00757526565848313,0.020683846649309758,0.10491218940034384,0.028257428512833936,0.2176112923771846,0.2131974484596184,1.0,0.04505754283239366,0.07382929711322515,0.0780990257613742,0.043741547541252146,0.11930866502025285,0.11457404265814128,-0.07972932253064724
V_VAL_22,0.08979636776932289,0.09536795548833198,-0.03273439467320079,-0.019051001036308177,0.08124367208999914,0.10209991527661601,0.04406032313359656,0.044189813883539576,0.0159952542368642,0.03510961286790766,0.05198903254698582,0.08346705657606474,0.024298159520196653,0.03615419629176199,-0.03786969755346147,0.06927987987405997,0.08270543545982073,-0.01945054616558594,0.047074613848415964,0.0610778797491532,0.06539254354386509,0.03750613815027364,0.05893053190260215,0.06431095692707355,0.04505754283239366,1.0,0.18139214780068935,0.06620653429426349,0.15109892400123473,0.09205910856845838,0.02344240635501841,0.0278617948290868
V_VAL_23,0.14130186016504218,0.03452933515170269,-0.02429027696369199,-0.006687750436305321,0.15342152143078272,0.11227480529481802,0.030398472105109854,0.05089807968430172,0.03748960849652936,0.01697423345119393,0.022316789188223732,0.09566260015366092,0.08797951838863323,0.04255279664576819,0.015044452957040906,0.05970231872616062,0.08466874121511835,0.033771161484906304,0.01809380137010146,0.17561018322112687,0.14489536789383822,0.08365965240482169,0.1749842412852679,0.08925534328222129,0.07382929711322515,0.18139214780068935,1.0,0.01282975997569493,0.07673506281382216,0.028344685049073,0.013872598351259263,0.0716116672368634
V_VAL_24,0.12264492544337156,0.03960988230794099,-0.019442327957245834,-0.006969933080307641,0.04591938087605004,0.048209085158010485,0.03312682611630195,0.03217114746545448,0.055197324566748876,-0.05562329275482569,0.07156749441093722,0.043972336254651745,0.0528536530599438,0.0491112088957366,-0.02570408480444386,0.1067744440596766,0.08480435637232339,0.07539438114549422,0.11084480571218593,0.0788787585828922,0.08585279818381093,0.1653108036949182,0.16514336715596312,0.05217147066951846,0.0780990257613742,0.06620653429426349,0.01282975997569493,1.0,0.11010682551760273,0.06604433092242519,0.1838453048626625,-0.007223501844237649
V_VAL_25,0.008723234775075766,0.0688563884221664,-0.00530099202598217,-0.011947646454459553,0.02576798235761048,0.0073629422180953455,0.061684094836347146,-0.005569733251387996,0.02150552850294248,0.021533925090725065,0.02669896954875707,0.08645220006456929,0.07725253428700103,0.03680721145332947,0.010302366310343126,-0.005788818321226951,0.06845892886802886,0.02733907958565205,0.00790396561747522,0.06154569479984721,0.14659695503509448,0.06233815888050256,0.07540785969608899,-0.024778469494200858,0.043741547541252146,0.15109892400123473,0.07673506281382216,0.11010682551760273,1.0,0.10412487678966148,0.067722934877371,-0.05846134919583577
V_VAL_26,0.008993854593347145,0.06444752611740473,0.026540694220810814,-0.01062109639964907,-0.06082645763524302,0.013317863528890292,0.07607708459156427,-0.003437760423386548,0.0436725598489793,0.027046530438850754,0.020650941312965233,-0.02558248857205656,-0.011129860374939203,-0.01251347633431936,-0.01388417188907279,0.07662181032644377,0.0349073896002105,0.027117022658693958,-0.0036306365253046817,-0.022371671539383645,-0.04788368530031846,0.0005144705647344721,0.05636049210631055,0.10494356179942237,0.11930866502025285,0.09205910856845838,0.028344685049073,0.06604433092242519,0.10412487678966148,1.0,-0.01659746154300968,-0.1754174315975396
V_VAL_27,0.03416369997376517,0.038229419430679125,0.010724985155543263,-0.0060932934464269835,0.0051706685133722195,0.019596900283285593,0.06455060062855587,0.017767838987064244,0.02959948738066647,0.057833735214107874,0.03511871660868961,0.06210808215050527,0.01105535994576487,-0.03337029970321384,-0.02479952802271004,0.009521033883229503,0.0608184535672364,0.056207679370326086,0.0973810998779626,0.04804477596974397,0.09820388495001803,0.13670804714295864,-0.007465259924016267,0.0693027007973803,0.11457404265814128,0.02344240635501841,0.013872598351259263,0.1838453048626625,0.067722934877371,-0.01659746154300968,1.0,0.026747243458357384
V_VAL_28,0.043309302521785636,0.07788345780894687,-0.022615646597958505,-0.01170805771269298,0.010486126282807684,0.03181085551058728,0.04080253049368034,-0.0024712620844681665,0.002623754670123982,0.01801791157466375,0.02700790772585786,0.026436837946623867,0.05837318315977274,0.1015439536928058,0.06772995189448716,0.015383772100969912,0.046584113970327405,0.03153725625384441,0.010134291728818476,0.055778922086597606,-0.0635020752774284,0.046013627587162056,-0.011389906155490508,0.06098833328432716,-0.07972932253064724,0.0278617948290868,0.0716116672368634,-0.007223501844237649,-0.05846134919583577,-0.1754174315975396,0.026747243458357384,1.0
