,FUNCTION,BugsDelivered,ProgramLength,ProgramLevel,ProgramVolume,CoverageEstimation,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,Bugs_Delivered,SV_VAL_1,SV_VAL_2,V_VAL_3,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,Max_Freq
10,astar,4.9854,1824,0.01,14956.2,90,1,1,3,4.9854,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,0,11,0,78,0,9,29,20,9,0,0,30,23,29,17,19,16,53,2,8,26,13,12,0,38,0,29,288.6502712
11,astar,4.50166,1652,0.01,13504.98,90,1,1,3,4.50166,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,27,8,0,34,5,28,52,33,9,0,0,20,23,13,27,19,1,50,0,19,12,17,23,6,38,0,15,288.6502712
12,astar,2.19778,871,0.01,6593.34,90,1,1,3,2.19778,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.8554309
13,astar,4.515246667,1658,0.01,13545.74,90,1,1,3,4.515246667,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,23,12,8,46,0,11,44,12,2,0,0,13,8,15,35,27,0,39,0,24,23,4,18,0,49,2,5,288.6502712
14,astar,4.48521,1649,0.01,13455.63,90,1,1,3,4.48521,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,25,1,0,59,0,16,30,16,4,12,0,21,6,23,22,11,0,68,0,31,24,22,38,0,40,0,12,288.6502712
15,astar,4.002136667,1476,0.01,12006.41,90,1,1,3,4.002136667,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,30,12,0,47,0,32,18,18,17,2,0,15,18,13,19,13,0,40,1,15,20,5,13,4,37,0,24,332.9559831
16,astar,3.178233333,1191,0.01,9534.7,90,1,1,3,3.178233333,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,16,4,5,23,3,15,19,4,3,0,0,12,10,8,10,9,0,15,0,14,10,5,18,4,5,0,9,288.6502712
17,astar,4.49346,1650,0.01,13480.38,90,1,1,3,4.49346,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,15,12,0,62,0,38,20,10,6,0,0,26,23,38,25,13,3,47,29,28,13,20,23,4,29,8,21,288.6502712
18,astar,5.039473333,1846,0.01,15118.42,90,1,1,3,5.039473333,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,57,6,24,0,63,13,22,45,6,20,2,0,21,0,34,13,21,5,60,0,23,43,10,50,1,39,0,30,288.6502712
19,astar,2.08822,838,0.01,6264.66,90,1,1,3,2.08822,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.1509275
20,astar,4.452243333,1642,0.01,13356.73,90,1,1,3,4.452243333,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,57,17,11,1,62,2,22,27,14,26,0,0,30,8,24,16,5,0,38,4,16,13,14,19,0,36,11,20,288.6502712
21,astar,2.187686667,867,0.01,6563.06,90,1,1,3,2.187686667,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.8554309
22,astar,2.08595,838,0.01,6257.85,90,1,1,3,2.08595,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.1509275
23,astar,2.083463333,837,0.01,6250.39,90,1,1,3,2.083463333,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.1509275
24,astar,4.013596667,1484,0.01,12040.79,90,1,1,3,4.013596667,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,27,6,0,32,11,19,21,22,1,0,0,16,15,20,31,21,13,46,8,10,23,5,21,0,29,0,8,332.9559831
25,astar,2.183843333,869,0.01,6551.53,90,1,1,3,2.183843333,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.8554309
26,astar,3.209833333,1202,0.01,9629.5,90,1,1,3,3.209833333,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,20,8,0,37,8,16,18,10,0,0,2,8,13,13,8,8,0,16,14,15,8,6,15,0,4,0,9,288.6502712
27,astar,2.48534,959,0.01,7456.02,90,1,1,3,2.48534,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,7,5,3,1,9,3,0,3,0,1,0,5,3,4,6,0,2,0,2,1,0,1,1,0,2,0,288.6502712
28,astar,2.469526667,957,0.01,7408.58,90,1,1,3,2.469526667,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,7,2,3,0,2,3,1,4,2,0,1,3,2,3,3,0,0,0,0,1,0,2,1,0,0,0,288.6502712
29,astar,2.083463333,837,0.01,6250.39,90,1,1,3,2.083463333,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.1509275
30,astar,3.19949,1194,0.01,9598.47,90,1,1,3,3.19949,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,27,13,0,26,0,12,9,8,0,0,0,8,13,13,12,7,0,12,4,20,13,4,9,0,3,2,6,288.6502712
31,astar,2.701913333,1034,0.01,8105.74,90,1,1,3,2.701913333,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,7,17,1,10,5,3,1,2,1,5,18,7,7,9,0,3,0,11,6,2,4,1,1,2,1,332.9559831
32,astar,4.018733333,1484,0.01,12056.2,90,1,1,3,4.018733333,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,42,22,0,2,40,0,25,15,19,2,0,0,13,18,10,24,16,0,25,6,16,13,11,20,14,39,11,29,332.9559831
33,astar,4.034503333,1487,0.01,12103.51,90,1,1,3,4.034503333,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,6,7,61,0,24,19,15,0,7,0,11,21,16,12,1,0,46,3,30,24,28,17,0,37,0,14,332.9559831
34,astar,2.465986667,959,0.01,7397.96,90,1,1,3,2.465986667,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,8,4,1,7,2,7,4,0,2,1,2,2,7,3,3,5,0,2,0,4,1,1,1,1,0,1,0,288.6502712
35,astar,3.228523333,1209,0.01,9685.57,90,1,1,3,3.228523333,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,14,14,0,27,0,18,19,11,0,0,0,0,20,16,20,8,0,19,13,26,9,3,9,0,12,0,8,288.6502712
36,astar,2.716356667,1033,0.01,8149.07,90,1,1,3,2.716356667,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,7,6,18,0,7,7,4,0,5,0,1,14,3,11,6,0,1,0,1,5,1,5,1,2,3,0,332.9559831
37,astar,2.461786667,954,0.01,7385.36,90,1,1,3,2.461786667,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,3,1,7,0,5,2,1,4,3,0,2,4,3,3,6,0,3,1,1,2,1,1,1,0,1,0,288.6502712
38,astar,5.023093333,1840,0.01,15069.28,90,1,1,3,5.023093333,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,32,8,0,57,7,25,9,0,8,0,0,30,22,29,26,23,9,48,28,26,30,20,28,1,62,23,29,288.6502712
39,astar,4.020326667,1479,0.01,12060.98,90,1,1,3,4.020326667,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,15,22,0,35,0,28,30,8,14,0,0,11,23,15,17,11,0,39,7,28,24,15,21,0,38,1,17,332.9559831
40,astar,2.715263333,1031,0.01,8145.79,90,1,1,3,2.715263333,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,19,5,0,16,4,9,9,2,1,4,0,4,6,7,8,9,0,0,0,5,4,2,5,2,3,0,0,332.9559831
41,astar,4.010893333,1483,0.01,12032.68,90,1,1,3,4.010893333,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,22,0,0,46,15,41,29,39,22,0,0,4,11,27,22,27,4,40,13,19,29,12,33,0,25,14,12,332.9559831
42,astar,2.718386667,1037,0.01,8155.16,90,1,1,3,2.718386667,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,0,0,17,5,5,10,5,0,1,3,10,7,9,8,12,0,2,0,5,3,3,8,2,0,1,1,332.9559831
43,astar,2.08573,837,0.01,6257.19,90,1,1,3,2.08573,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.1509275
44,astar,2.195866667,872,0.01,6587.6,90,1,1,3,2.195866667,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.8554309
45,astar,2.18801,868,0.01,6564.03,90,1,1,3,2.18801,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.8554309
46,astar,4.034833333,1489,0.01,12104.5,90,1,1,3,4.034833333,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,27,7,0,56,1,31,27,14,16,0,0,40,17,8,14,13,0,53,16,30,27,20,25,0,31,1,14,332.9559831
47,astar,3.222623333,1201,0.01,9667.87,90,1,1,3,3.222623333,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,20,10,0,25,0,13,16,12,5,2,0,9,13,13,8,16,0,12,5,19,6,5,13,5,21,3,7,288.6502712
48,astar,2.195256667,870,0.01,6585.77,90,1,1,3,2.195256667,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.8554309
49,astar,2.185163333,866,0.01,6555.49,90,1,1,3,2.185163333,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.8554309
50,astar,2.090713333,839,0.01,6272.14,90,1,1,3,2.090713333,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.1509275
51,astar,2.19335,871,0.01,6580.05,90,1,1,3,2.19335,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.8554309
52,astar,2.452736667,953,0.01,7358.21,90,1,1,3,2.452736667,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,3,3,6,4,4,4,0,2,2,2,0,3,3,3,6,0,4,1,1,1,0,3,1,0,0,0,288.6502712
53,astar,4.479713333,1648,0.01,13439.14,90,1,1,3,4.479713333,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,23,28,5,0,49,0,26,4,20,7,0,2,21,5,6,16,0,12,49,0,20,12,15,4,0,39,0,19,288.6502712
54,astar,2.73364,1042,0.01,8200.92,90,1,1,3,2.73364,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,14,3,0,15,0,13,3,4,0,1,0,4,6,4,7,4,0,3,2,2,2,2,4,1,0,1,1,332.9559831
55,astar,5.045533333,1846,0.01,15136.6,90,1,1,3,5.045533333,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,21,7,14,63,0,7,22,35,11,0,4,31,14,33,17,27,1,53,4,23,11,31,15,0,35,0,17,288.6502712
56,astar,4.00756,1478,0.01,12022.68,90,1,1,3,4.00756,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,22,11,4,49,0,20,28,14,10,0,1,10,26,20,18,8,0,47,3,16,16,16,15,0,27,9,8,332.9559831
57,astar,4.471326667,1648,0.01,13413.98,90,1,1,3,4.471326667,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,7,11,0,51,0,52,24,12,6,0,9,17,17,26,19,10,0,32,0,16,16,22,25,0,42,0,10,288.6502712
58,astar,2.720523333,1037,0.01,8161.57,90,1,1,3,2.720523333,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,11,5,0,18,1,9,4,4,0,2,0,1,5,1,9,5,0,4,4,6,7,4,6,0,1,0,0,332.9559831
59,astar,4.0611,1494,0.01,12183.3,90,1,1,3,4.0611,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,13,5,0,46,3,17,13,11,2,0,0,16,6,15,28,11,0,28,0,29,17,18,23,0,34,0,12,332.9559831
60,astar,2.090713333,839,0.01,6272.14,90,1,1,3,2.090713333,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.1509275
61,astar,4.015316667,1479,0.01,12045.95,90,1,1,3,4.015316667,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,41,40,16,4,44,0,23,10,14,3,0,1,12,12,34,26,17,10,36,12,23,17,27,15,1,31,0,19,332.9559831
62,astar,5.009726667,1834,0.01,15029.18,90,1,1,3,5.009726667,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,30,26,0,69,0,25,23,32,17,0,0,14,22,4,26,15,0,62,0,15,29,34,26,0,44,0,26,288.6502712
63,astar,2.466053333,954,0.01,7398.16,90,1,1,3,2.466053333,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,5,0,11,3,5,4,2,3,4,0,1,5,4,4,3,0,0,2,2,1,1,1,2,0,2,0,288.6502712
64,astar,5.07769,1860,0.01,15233.07,90,1,1,3,5.07769,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,25,0,8,48,0,25,1,20,1,2,0,17,49,24,6,19,2,46,9,34,8,26,21,0,66,3,44,288.6502712
65,astar,4.512593333,1654,0.01,13537.78,90,1,1,3,4.512593333,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,22,13,15,59,0,20,10,24,13,10,0,21,36,13,28,5,0,32,6,36,10,39,12,0,29,0,21,288.6502712
66,astar,4.070183333,1503,0.01,12210.55,90,1,1,3,4.070183333,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,17,6,0,45,0,19,23,33,10,0,0,2,10,4,15,26,4,42,8,10,17,4,18,0,35,3,17,332.9559831
67,astar,5.083796667,1860,0.01,15251.39,90,1,1,3,5.083796667,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,6,46,0,43,0,22,28,17,19,0,0,19,28,8,21,26,5,56,22,30,24,24,13,0,71,0,31,288.6502712
68,astar,4.026176667,1483,0.01,12078.53,90,1,1,3,4.026176667,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,42,0,6,48,0,20,37,1,13,0,0,20,38,4,30,18,1,37,0,24,22,20,17,3,31,8,15,332.9559831
69,astar,2.486283333,961,0.01,7458.85,90,1,1,3,2.486283333,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,4,0,4,3,8,6,3,4,2,1,0,6,7,8,6,2,0,1,2,1,1,4,2,0,0,0,288.6502712
70,astar,2.19335,871,0.01,6580.05,90,1,1,3,2.19335,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.8554309
71,astar,2.459206667,953,0.01,7377.62,90,1,1,3,2.459206667,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,3,0,1,3,4,3,1,2,4,0,0,6,2,4,4,1,2,2,0,1,1,0,1,1,1,0,288.6502712
72,astar,4.50128,1658,0.01,13503.84,90,1,1,3,4.50128,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,29,8,0,61,8,16,25,15,3,0,0,7,23,10,25,12,3,40,0,42,35,18,26,0,32,0,32,288.6502712
73,astar,4.50969,1658,0.01,13529.07,90,1,1,3,4.50969,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,18,9,0,54,0,5,22,16,1,0,9,12,11,32,28,0,0,54,0,24,20,21,17,0,33,0,21,288.6502712
74,astar,2.090713333,839,0.01,6272.14,90,1,1,3,2.090713333,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.1509275
75,astar,4.520763333,1658,0.01,13562.29,90,1,1,3,4.520763333,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,28,17,0,50,4,21,6,25,6,0,0,25,14,8,33,18,4,33,0,23,17,31,22,0,40,0,22,288.6502712
76,astar,3.179893333,1195,0.01,9539.68,90,1,1,3,3.179893333,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,30,6,0,26,0,21,20,7,0,1,0,16,18,12,13,11,0,7,4,17,9,3,9,2,1,5,8,288.6502712
77,astar,4.026993333,1488,0.01,12080.98,90,1,1,3,4.026993333,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,18,9,0,62,7,11,22,19,1,0,0,18,6,18,24,13,0,22,0,14,13,15,25,0,24,0,6,332.9559831
78,astar,3.172446667,1188,0.01,9517.34,90,1,1,3,3.172446667,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,21,9,0,40,0,20,17,4,5,1,0,5,10,11,16,13,0,20,9,16,7,4,12,0,5,0,7,288.6502712
79,astar,4.441656667,1634,0.01,13324.97,90,1,1,3,4.441656667,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,12,17,10,0,59,4,12,10,19,0,9,0,27,12,36,22,27,0,28,0,29,9,44,19,0,65,0,32,288.6502712
80,astar,4.517916667,1660,0.01,13553.75,90,1,1,3,4.517916667,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,29,17,0,45,9,32,35,23,3,0,0,23,28,19,30,0,1,46,12,24,19,12,34,0,44,0,15,288.6502712
81,astar,2.1886,870,0.01,6565.8,90,1,1,3,2.1886,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.8554309
82,astar,4.52057,1662,0.01,13561.71,90,1,1,3,4.52057,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,24,15,1,2,55,0,19,23,6,4,12,0,22,23,26,20,22,8,40,0,20,24,24,32,6,44,6,15,288.6502712
83,astar,4.49076,1648,0.01,13472.28,90,1,1,3,4.49076,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,30,20,0,52,0,39,24,15,15,11,0,41,5,25,18,25,1,65,5,32,12,10,28,0,40,0,17,288.6502712
84,astar,2.72625,1040,0.01,8178.75,90,1,1,3,2.72625,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,11,7,0,7,7,7,8,3,2,2,0,0,5,2,11,5,1,2,4,5,4,1,5,2,0,1,0,332.9559831
