,FUNCTION,BugsDelivered,DistinctOperands,DistinctOperators,ProgramLength,ProgramLevel,ProgramVolume,VocabularySize,GlobalVariables,CoverageEstimation,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,Bugs_Delivered,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,min_Slack
28,astar,2.580153333,161,66,989,0.01,7740.46,227,13,90,1,1,3,1,2.580153333,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,10,5,8,6,3,0,2,0,2,0,7,4,5,5,0,2,1,1,3,2,3,3,2,0,2,0,5e-10
29,astar,6.615263333,231,66,2416,0.01,19845.79,297,13,100,1,1,3,1,6.615263333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,14,20,74,11,36,40,10,22,0,55,26,31,26,20,27,9,18,63,11,27,6,48,28,5,0,70,4,29,3.44169e-15
30,astar,2.582096667,157,66,993,0.01,7746.29,223,13,90,1,1,3,1,2.582096667,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,2,1,10,1,13,6,0,5,1,0,1,0,6,5,9,4,1,3,2,2,2,2,3,2,2,0,0,0,5e-10
31,astar,2.58636,159,66,993,0.01,7759.08,225,13,90,1,1,3,1,2.58636,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,1,9,0,11,10,3,0,3,2,1,0,9,4,7,10,1,1,0,1,7,4,1,4,1,0,0,0,5e-10
32,astar,2.353623333,136,66,922,0.01,7060.87,202,13,90,1,1,3,1,2.353623333,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,1,1,2,3,2,0,3,1,0,1,0,0,2,1,3,0,0,0,0,0,0,1,1,0,0,0,0,3.44169e-15
33,astar,5.037333333,228,66,1843,0.01,15112.0,294,13,100,1,1,3,1,5.037333333,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,26,0,59,6,39,27,30,0,0,51,7,18,0,41,6,29,3,79,8,29,32,22,23,17,9,52,0,17,3.44169e-15
34,astar,2.59814,156,66,1000,0.01,7794.42,222,13,90,1,1,3,1,2.59814,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,3,0,5,2,12,7,2,2,4,0,0,0,6,5,7,6,1,2,1,4,0,1,6,4,1,0,1,0,5e-10
35,astar,2.56266,154,66,988,0.01,7687.98,220,13,90,1,1,3,1,2.56266,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,10,0,11,0,9,5,2,3,2,1,2,0,8,2,8,7,0,0,4,1,2,3,2,3,2,0,1,0,5e-10
36,astar,2.56956,156,66,989,0.01,7708.68,222,13,90,1,1,3,1,2.56956,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,7,1,16,2,7,4,2,4,3,1,0,0,4,1,8,7,0,2,1,2,3,2,4,2,1,0,1,0,5e-10
37,astar,2.585583333,155,66,996,0.01,7756.75,221,13,90,1,1,3,1,2.585583333,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,0,7,4,15,6,4,1,1,0,1,0,6,4,7,5,1,1,3,2,4,1,3,3,1,0,1,0,5e-10
38,astar,2.13446,117,66,852,0.01,6403.38,183,13,90,1,1,3,1,2.13446,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44169e-15
39,astar,2.359756667,140,66,921,0.01,7079.27,206,13,90,1,1,3,1,2.359756667,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,2,4,3,6,3,0,1,1,0,0,0,1,3,2,4,0,0,0,0,0,0,1,0,1,0,0,0,3.44169e-15
40,astar,2.565253333,154,66,989,0.01,7695.76,220,13,90,1,1,3,1,2.565253333,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,4,3,14,5,18,7,4,2,1,1,1,0,6,3,8,8,1,2,0,3,2,1,4,3,3,0,0,0,5e-10
41,astar,2.374723333,141,66,926,0.01,7124.17,207,13,90,1,1,3,1,2.374723333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,1,0,1,1,0,0,2,1,0,1,0,2,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,3.44169e-15
42,astar,2.592043333,158,66,996,0.01,7776.13,224,13,90,1,1,3,1,2.592043333,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,0,8,5,4,9,7,2,1,1,1,4,9,8,13,6,0,1,3,5,6,4,2,2,2,0,2,0,5e-10
43,astar,6.598836667,231,66,2410,0.01,19796.51,297,13,90,1,1,3,1,6.598836667,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,36,5,53,0,12,30,10,29,2,63,0,51,16,20,12,33,0,55,4,32,0,25,10,13,14,59,4,26,3.44169e-15
44,astar,2.854386667,174,66,1083,0.01,8563.16,240,13,90,1,1,3,1,2.854386667,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,2,20,5,13,9,3,0,2,7,1,3,11,5,8,8,0,3,2,9,5,7,9,6,2,0,0,4,3.44169e-15
45,astar,2.843363333,175,66,1078,0.01,8530.09,241,13,90,1,1,3,1,2.843363333,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,0,30,0,25,7,5,0,0,2,3,8,7,5,16,9,1,6,0,12,7,0,11,3,2,1,1,5,3.44169e-15
46,astar,2.36873,143,66,922,0.01,7106.19,209,13,90,1,1,3,1,2.36873,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,1,2,0,2,2,0,2,1,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.44169e-15
47,astar,2.573036667,154,66,992,0.01,7719.11,220,13,90,1,1,3,1,2.573036667,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,0,4,0,6,6,6,3,1,2,0,1,9,4,6,4,0,2,0,4,2,3,3,2,2,0,1,0,5e-10
48,astar,2.853916667,175,66,1082,0.01,8561.75,241,13,90,1,1,3,1,2.853916667,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,9,0,20,2,14,9,8,0,4,16,0,0,12,11,8,6,0,11,9,5,14,3,8,4,3,6,0,2,3.44169e-15
49,astar,2.84038,170,66,1081,0.01,8521.14,236,13,90,1,1,3,1,2.84038,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,14,0,21,4,9,10,6,0,6,13,3,10,9,2,9,8,0,6,3,7,7,7,5,4,0,2,0,2,3.44169e-15
50,astar,6.597663333,230,66,2411,0.01,19792.99,296,13,100,1,1,3,1,6.597663333,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25,2,0,68,0,9,18,31,4,1,49,0,30,30,21,17,6,0,57,0,23,27,26,8,15,0,61,0,19,3.44169e-15
51,astar,2.86493,174,66,1087,0.01,8594.79,240,13,90,1,1,3,1,2.86493,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,2,0,22,3,16,7,4,4,1,11,0,2,10,5,7,8,1,1,2,18,6,3,12,7,2,0,0,5,3.44169e-15
52,astar,2.587746667,156,66,996,0.01,7763.24,222,13,90,1,1,3,1,2.587746667,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,11,7,6,6,1,0,1,0,0,0,4,4,5,6,0,1,0,4,2,3,4,2,1,0,0,0,5e-10
53,astar,2.471673333,149,66,957,0.01,7415.02,215,13,90,1,1,3,1,2.471673333,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,1,3,3,7,3,0,1,1,0,0,2,7,3,3,4,1,1,0,1,0,1,2,2,1,0,0,0,3.44169e-15
54,astar,2.5963,160,66,996,0.01,7788.9,226,13,90,1,1,3,1,2.5963,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,8,5,3,8,7,3,2,2,2,0,1,6,4,8,5,0,1,0,2,3,2,3,2,1,0,0,0,5e-10
55,astar,2.132213333,116,66,852,0.01,6396.64,182,13,90,1,1,3,1,2.132213333,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44169e-15
56,astar,2.364463333,141,66,922,0.01,7093.39,207,13,90,1,1,3,1,2.364463333,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,1,2,7,1,0,1,1,0,1,0,1,3,1,4,0,0,0,0,0,0,0,1,0,0,0,0,3.44169e-15
57,astar,2.477686667,147,66,961,0.01,7433.06,213,13,90,1,1,3,1,2.477686667,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,7,1,5,6,1,1,2,0,1,0,3,2,5,3,2,0,0,0,0,1,2,3,0,0,0,0,3.44169e-15
58,astar,2.614546667,160,66,1003,0.01,7843.64,226,13,90,1,1,3,1,2.614546667,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,4,0,8,3,7,6,1,3,2,0,0,1,9,4,4,9,0,4,0,1,2,1,4,2,1,0,0,0,5e-10
59,astar,2.357993333,138,66,922,0.01,7073.98,204,13,90,1,1,3,1,2.357993333,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,1,3,2,3,4,0,1,1,0,2,0,0,3,2,4,0,0,0,0,0,0,1,1,0,0,0,0,3.44169e-15
60,astar,6.618003333,231,66,2417,0.01,19854.01,297,13,100,1,1,3,1,6.618003333,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,54,0,17,31,29,17,0,31,0,30,28,28,22,8,0,70,0,34,42,16,18,18,0,95,1,31,3.44169e-15
61,astar,5.069823333,227,66,1856,0.01,15209.47,293,13,90,1,1,3,1,5.069823333,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,36,0,69,10,22,50,32,5,20,68,0,39,10,24,25,20,0,56,0,17,33,25,16,10,0,43,0,16,3.44169e-15
62,astar,2.131953333,117,66,851,0.01,6395.86,183,13,90,1,1,3,1,2.131953333,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44169e-15
63,astar,2.582986667,155,66,995,0.01,7748.96,221,13,90,1,1,3,1,2.582986667,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,15,8,6,7,2,1,3,0,0,2,4,7,5,8,0,2,0,1,1,2,5,4,2,0,0,0,5e-10
64,astar,2.134183333,118,66,851,0.01,6402.55,184,13,90,1,1,3,1,2.134183333,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44169e-15
65,astar,3.81346,211,66,1410,0.01,11440.38,277,13,90,1,1,3,1,3.81346,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,9,0,50,18,23,29,28,2,0,38,6,8,11,19,18,16,0,36,12,31,20,15,22,2,0,31,4,19,3.44169e-15
66,astar,5.056163333,227,66,1851,0.01,15168.49,293,13,90,1,1,3,1,5.056163333,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,54,0,13,49,18,8,10,64,0,39,22,44,10,17,8,49,17,23,11,29,27,16,0,61,0,36,3.44169e-15
67,astar,2.134183333,118,66,851,0.01,6402.55,184,13,90,1,1,3,1,2.134183333,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44169e-15
68,astar,5.023666667,228,66,1838,0.01,15071.0,294,13,100,1,1,3,1,5.023666667,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,13,0,50,0,21,35,29,0,0,66,0,26,27,13,16,17,0,42,5,23,18,24,26,16,5,52,0,8,3.44169e-15
69,astar,2.580393333,155,66,994,0.01,7741.18,221,13,90,1,1,3,1,2.580393333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,1,14,3,7,2,3,2,1,1,0,0,6,2,6,4,1,0,0,0,2,2,2,2,1,0,0,0,5e-10
70,astar,2.887273333,177,66,1093,0.01,8661.82,243,13,90,1,1,3,1,2.887273333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,6,0,18,0,24,19,6,0,3,3,0,0,17,7,8,6,0,7,16,6,9,5,9,5,1,1,1,3,3.44169e-15
71,astar,2.58798,161,66,992,0.01,7763.94,227,13,90,1,1,3,1,2.58798,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,5,0,13,0,14,5,5,3,5,2,0,0,9,7,8,4,1,1,1,1,3,2,2,3,1,0,2,0,5e-10
72,astar,3.82227,208,66,1416,0.01,11466.81,274,13,90,1,1,3,1,3.82227,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,17,9,39,0,11,20,20,14,0,40,6,12,23,20,17,6,0,45,7,10,13,23,16,0,0,22,3,18,3.44169e-15
