,FUNCTION,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Assignment,ExitPoint,Function.1,FunctionCall,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,RANGE_ARRAY_INPUT,Bugs_Delivered,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,BRAM
10,astar,7.381933333,142.86,231,66,3163686.34,2696,0.01,22145.8,175760.35,1696,1000,297,103,19,13,19,7,36,10,10,11,29,10,10,100,1,1,1,3,1,7.381933333,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,15,8,0,51,0,23,23,14,22,1,0,70,17,14,22,35,17,21,0,61,0,10,14,41,15,0,0,59,0,24,16
11,astar,2.363106667,73.41,138,66,520448.63,924,0.01,7089.32,28913.81,617,307,204,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.363106667,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,9,6,2,0,0,3,3,1,5,3,2,1,3,0,3,2,5,4,0,0,1,0,0,1,0,1,1,0,0,0,16
12,astar,2.861826667,69.96,175,66,600640.53,1085,0.01,8585.48,33368.92,714,371,241,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.861826667,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,16,7,0,20,9,20,14,7,11,2,3,8,0,1,11,13,12,9,4,4,3,9,4,3,6,4,2,1,0,5,16
13,astar,3.006226667,70.69,183,66,637517.34,1133,0.01,9018.68,35417.63,741,392,249,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,3.006226667,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,12,17,1,21,15,15,13,9,15,3,0,11,0,6,7,6,9,9,5,5,2,14,5,4,11,2,1,1,1,5,16
14,astar,3.021996667,73.08,177,66,662585.25,1144,0.01,9065.99,36810.29,752,392,243,103,19,13,19,7,36,10,10,11,29,10,10,100,1,1,1,3,1,3.021996667,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,21,3,1,32,0,10,9,6,14,1,0,16,2,7,5,10,13,10,0,13,4,14,11,4,9,3,0,10,0,9,16
15,astar,4.25138,84.38,219,66,1076239.38,1564,0.01,12754.14,59791.08,1004,560,285,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,4.25138,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,26,28,0,62,10,21,19,13,38,0,2,51,3,13,25,9,28,28,0,31,2,19,15,36,15,4,2,26,16,19,16
16,astar,7.420266667,142.86,231,66,3180114.97,2710,0.01,22260.8,176673.05,1710,1000,297,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,7.420266667,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,44,10,3,53,0,47,41,28,17,18,0,50,0,38,10,18,41,27,0,51,0,9,8,53,20,31,0,52,0,32,16
17,astar,3.028326667,71.47,181,66,649300.27,1143,0.01,9084.98,36072.24,751,392,247,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,3.028326667,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,13,16,0,28,11,20,15,11,15,3,0,9,0,11,15,8,11,7,0,9,2,13,8,3,10,6,1,6,0,5,16
18,astar,7.349076667,142.86,231,66,3149604.65,2684,0.01,22047.23,174978.04,1684,1000,297,103,19,13,19,7,36,10,10,11,29,10,10,100,1,1,1,3,1,7.349076667,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,36,12,9,0,75,0,33,32,3,31,16,0,69,12,28,38,19,18,18,1,80,0,30,6,17,29,3,2,71,0,49,16
19,astar,2.583266667,69.09,160,66,535462.56,991,0.01,7749.8,29747.92,656,335,226,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.583266667,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,12,7,0,11,6,11,4,1,5,1,2,0,0,0,8,3,5,8,0,0,0,5,2,1,4,4,1,0,0,0,8
20,astar,2.348146667,73.95,137,66,520928.9,919,0.01,7044.44,28940.49,612,307,203,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.348146667,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,5,3,0,1,5,3,0,3,2,1,1,0,0,3,2,4,5,1,1,0,0,0,0,0,1,1,0,0,0,16
21,astar,2.877836667,68.02,180,66,587222.79,1087,0.01,8633.51,32623.49,716,371,246,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.877836667,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,12,1,0,25,2,17,7,7,14,5,0,5,1,5,8,9,9,7,1,0,0,14,11,3,10,7,5,1,1,2,16
22,astar,2.585146667,70.87,156,66,549592.51,995,0.01,7755.44,30532.92,660,335,222,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.585146667,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,14,3,0,12,3,6,11,2,6,1,2,1,3,0,6,7,5,6,2,0,0,3,4,3,2,2,1,0,0,0,8
23,astar,2.58798,68.66,161,66,533107.54,992,0.01,7763.94,29617.09,657,335,227,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.58798,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,8,6,1,14,0,8,4,2,7,2,3,0,3,0,8,2,9,6,2,2,1,2,3,4,3,5,1,0,1,0,8
24,astar,4.25871,81.77,226,66,1044702.72,1560,0.01,12776.13,58039.04,1000,560,292,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,4.25871,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,16,38,11,0,49,0,13,15,27,6,0,0,56,0,24,8,21,36,28,0,34,11,24,30,14,28,8,0,37,0,16,16
25,astar,2.84958,70.77,173,66,604983.8,1082,0.01,8548.74,33610.21,711,371,239,103,19,13,19,7,36,10,10,11,29,10,10,100,1,1,1,3,1,2.84958,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,11,17,4,33,5,7,8,6,9,2,8,6,0,6,14,10,16,6,1,8,0,8,11,2,7,3,3,0,0,2,16
26,astar,7.32557,143.48,230,66,3153179.65,2677,0.01,21976.71,175176.65,1677,1000,296,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,7.32557,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,32,5,21,49,9,18,21,27,26,14,0,53,0,35,23,14,10,8,0,59,0,37,21,22,17,0,4,85,0,16,16
27,astar,6.283953333,121.0,231,66,2281075.35,2295,0.01,18851.86,126726.41,1448,847,297,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,6.283953333,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,21,11,0,69,0,18,21,27,22,11,0,46,0,11,33,4,22,20,0,59,0,22,34,14,9,8,0,63,4,15,16
28,astar,6.230003333,122.06,229,66,2281242.6,2278,0.01,18690.01,126735.7,1431,847,295,103,19,13,19,7,36,10,10,11,29,10,10,100,1,1,1,3,1,6.230003333,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,22,15,0,74,0,38,31,12,19,10,0,67,0,30,15,10,26,0,0,60,0,28,30,35,9,13,0,55,0,27,16
29,astar,2.584233333,69.97,158,66,542443.9,993,0.01,7752.7,30135.77,658,335,224,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.584233333,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,19,8,0,13,0,12,5,4,6,3,3,3,0,1,4,5,9,10,3,2,3,4,5,3,3,3,1,0,0,0,8
30,astar,7.320096667,143.48,230,66,3150823.9,2675,0.01,21960.29,175045.77,1675,1000,296,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,7.320096667,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,29,14,0,43,5,37,1,38,17,0,11,64,0,14,10,33,9,12,0,58,0,53,13,11,37,25,0,52,0,42,16
31,astar,3.36672,74.85,194,66,755950.2,1259,0.01,10100.16,41997.23,819,440,260,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,3.36672,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,12,6,0,20,19,21,15,7,18,10,0,19,0,2,15,4,25,10,0,16,0,12,10,6,13,2,1,13,0,8,16
32,astar,2.851276667,69.96,175,66,598426.18,1081,0.01,8553.83,33245.9,710,371,241,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.851276667,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,19,9,0,28,7,5,6,10,16,1,0,0,0,3,14,3,8,8,0,7,0,14,6,3,13,8,2,1,0,2,16
33,astar,4.20821,85.95,215,66,1085130.96,1552,0.01,12624.63,60285.05,992,560,281,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,4.20821,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,19,22,5,75,0,18,9,15,22,18,0,44,0,11,17,26,21,18,4,30,9,7,19,9,20,1,0,36,0,6,16
34,astar,6.26455,122.59,228,66,2303953.0,2292,0.01,18793.65,127997.39,1445,847,294,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,6.26455,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,22,12,0,54,0,28,18,28,19,23,0,41,10,22,6,30,16,26,0,68,0,36,28,33,41,21,0,50,0,30,16
35,astar,7.306413333,143.48,230,66,3144934.5,2670,0.01,21919.24,174718.58,1670,1000,296,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,7.306413333,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,23,31,0,55,0,29,13,15,38,3,0,61,3,36,9,25,17,13,0,50,0,13,32,24,23,10,0,67,0,13,16
36,astar,3.385903333,72.6,200,66,737449.83,1261,0.01,10157.71,40969.43,821,440,266,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,3.385903333,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,28,3,0,30,10,8,20,14,9,0,2,17,0,5,17,8,16,16,0,8,1,15,15,2,12,3,0,8,1,6,16
37,astar,6.261076667,121.53,230,66,2282652.36,2288,0.01,18783.23,126814.02,1441,847,296,103,19,13,19,7,36,10,10,11,29,10,10,100,1,1,1,3,1,6.261076667,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,25,19,0,45,2,23,40,26,27,17,0,43,0,16,31,26,21,0,0,58,0,13,18,19,20,18,12,66,0,10,16
38,astar,7.349076667,142.86,231,66,3149604.65,2684,0.01,22047.23,174978.04,1684,1000,297,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,7.349076667,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,0,11,0,59,8,29,20,27,12,4,4,86,0,22,19,39,16,21,0,60,0,37,16,18,35,1,0,33,7,27,16
39,astar,2.85079,69.56,176,66,594924.4,1080,0.01,8552.37,33051.36,709,371,242,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.85079,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,20,17,0,22,3,13,11,14,11,1,0,5,0,4,11,6,10,10,2,2,2,10,4,4,10,7,0,2,1,2,16
40,astar,3.38012,72.24,201,66,732527.17,1258,0.01,10140.36,40695.95,818,440,267,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,3.38012,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,23,11,3,45,0,12,24,13,20,0,0,20,1,3,10,11,13,14,7,23,7,11,21,13,9,12,0,11,1,11,16
41,astar,2.872836667,70.36,174,66,606416.25,1090,0.01,8618.51,33689.79,719,371,240,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.872836667,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,15,1,0,21,11,19,8,5,18,0,0,6,0,0,10,7,11,7,0,4,7,11,8,7,6,6,1,0,1,0,16
42,astar,3.36752,72.96,199,66,737131.51,1255,0.01,10102.56,40951.75,815,440,265,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,3.36752,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,20,19,5,0,24,13,27,14,13,24,0,0,24,0,12,9,11,13,7,3,11,4,13,7,2,12,3,2,7,4,12,16
43,astar,2.56956,70.87,156,66,546278.38,989,0.01,7708.68,30348.8,654,335,222,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.56956,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,13,4,1,5,3,6,5,1,6,2,1,1,2,0,10,4,5,8,0,1,0,5,1,2,3,5,1,0,0,0,8
44,astar,2.843006667,72.02,170,66,614239.94,1082,0.01,8529.02,34124.44,711,371,236,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.843006667,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,25,8,0,23,0,15,5,0,14,0,4,2,0,5,14,8,15,10,0,7,4,12,8,2,5,5,1,5,3,2,16
45,astar,2.866163333,67.27,182,66,578413.55,1081,0.01,8598.49,32134.09,710,371,248,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.866163333,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,12,0,0,19,0,13,7,7,15,0,0,13,3,5,8,5,13,7,0,3,2,11,13,2,7,4,4,6,0,3,16
46,astar,2.88207,67.27,182,66,581623.99,1087,0.01,8646.21,32312.44,716,371,248,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.88207,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,21,7,0,18,3,13,8,3,15,0,3,4,0,8,11,3,11,5,0,11,2,9,8,1,7,6,0,0,0,4,16
47,astar,7.37372,142.86,231,66,3160165.91,2693,0.01,22121.16,175564.77,1693,1000,297,103,19,13,19,7,36,10,10,11,29,10,10,100,1,1,1,3,1,7.37372,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,23,0,0,60,0,26,4,46,21,24,0,56,0,47,19,10,17,0,0,51,14,13,13,30,1,21,0,67,0,14,16
48,astar,2.854846667,70.77,173,66,606102.07,1084,0.01,8564.54,33672.34,713,371,239,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.854846667,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,20,7,3,17,3,16,5,8,12,1,3,2,0,5,9,1,7,8,0,7,7,8,10,5,5,5,2,0,5,0,16
49,astar,2.849073333,72.88,168,66,622878.37,1086,0.01,8547.22,34604.35,715,371,234,103,19,13,19,7,36,10,10,11,29,10,10,100,1,1,1,3,1,2.849073333,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,16,12,1,17,1,15,12,4,12,3,0,9,0,8,9,4,14,13,0,3,1,8,4,9,6,6,3,1,0,3,16
50,astar,2.59554,70.87,156,66,551801.92,999,0.01,7786.62,30655.66,664,335,222,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.59554,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,19,2,0,3,0,10,8,0,8,5,2,0,0,0,9,4,5,4,0,0,0,3,3,0,2,2,2,0,1,0,8
51,astar,2.878353333,68.4,179,66,590609.3,1088,0.01,8635.06,32811.63,717,371,245,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.878353333,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,15,0,0,18,0,10,6,5,12,1,1,1,1,9,15,6,9,11,3,7,2,6,5,3,6,5,1,2,2,2,16
52,astar,6.30658,122.06,229,66,2309282.46,2306,0.01,18919.74,128293.47,1459,847,295,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,6.30658,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,25,1,0,56,2,19,18,40,38,22,0,61,0,42,23,8,13,6,0,63,0,35,13,29,14,17,0,50,0,21,16
53,astar,3.049503333,69.18,187,66,632861.68,1146,0.01,9148.51,35158.98,754,392,253,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,3.049503333,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,9,9,0,38,3,14,13,10,15,0,0,11,0,6,10,8,10,13,0,9,4,16,10,5,7,5,2,5,3,3,16
54,astar,3.37969,71.88,202,66,728808.69,1257,0.01,10139.07,40489.37,817,440,268,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,3.37969,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,10,11,0,46,15,22,15,16,20,3,0,26,0,9,6,17,24,20,0,21,0,21,9,11,13,2,7,13,2,12,16
55,astar,7.32054,142.24,232,66,3123850.88,2672,0.01,21961.62,173547.27,1672,1000,298,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,7.32054,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,14,10,0,76,0,16,31,7,17,32,0,48,0,27,2,63,23,21,1,48,0,36,16,27,18,12,0,67,0,25,16
56,astar,2.85607,69.56,176,66,596026.11,1082,0.01,8568.21,33112.56,711,371,242,103,19,13,19,7,36,10,10,11,29,10,9,90,1,1,1,3,1,2.85607,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,16,5,8,30,10,6,7,4,17,0,0,4,0,1,11,4,9,12,0,5,0,9,4,6,10,6,2,2,1,2,16
