,FUNCTION,ProgramLevel,CoverageEstimation,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,SV_VAL_1,SV_VAL_2,V_VAL_3,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28,M_VAL_1,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_12,M_VAL_13,M_VAL_15,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32,clockCycles
10,astar,0.01,90,1,1,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,0,11,0,78,0,9,29,20,9,0,0,23,29,17,19,16,53,2,8,26,13,12,0,38,0,29,12021
11,astar,0.01,90,1,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,27,8,0,34,5,28,52,33,9,0,0,23,13,27,19,1,50,0,19,12,17,23,6,38,0,15,15594
12,astar,0.01,90,1,1,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
13,astar,0.01,90,1,1,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,23,12,8,46,0,11,44,12,2,0,0,8,15,35,27,0,39,0,24,23,4,18,0,49,2,5,12712
14,astar,0.01,90,1,1,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,25,1,0,59,0,16,30,16,4,12,0,6,23,22,11,0,68,0,31,24,22,38,0,40,0,12,15678
15,astar,0.01,90,1,1,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,30,12,0,47,0,32,18,18,17,2,0,18,13,19,13,0,40,1,15,20,5,13,4,37,0,24,14199
16,astar,0.01,90,1,1,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,16,4,5,23,3,15,19,4,3,0,0,10,8,10,9,0,15,0,14,10,5,18,4,5,0,9,2479
17,astar,0.01,90,1,1,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,15,12,0,62,0,38,20,10,6,0,0,23,38,25,13,3,47,29,28,13,20,23,4,29,8,21,12632
18,astar,0.01,90,1,1,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,57,6,24,0,63,13,22,45,6,20,2,0,0,34,13,21,5,60,0,23,43,10,50,1,39,0,30,8985
19,astar,0.01,90,1,1,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
20,astar,0.01,90,1,1,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,57,17,11,1,62,2,22,27,14,26,0,0,8,24,16,5,0,38,4,16,13,14,19,0,36,11,20,7468
21,astar,0.01,90,1,1,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
22,astar,0.01,90,1,1,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
23,astar,0.01,90,1,1,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
24,astar,0.01,90,1,1,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,27,6,0,32,11,19,21,22,1,0,0,15,20,31,21,13,46,8,10,23,5,21,0,29,0,8,5213
25,astar,0.01,90,1,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
26,astar,0.01,90,1,1,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,20,8,0,37,8,16,18,10,0,0,2,13,13,8,8,0,16,14,15,8,6,15,0,4,0,9,2588
27,astar,0.01,90,1,1,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,7,5,3,1,9,3,0,3,0,1,5,3,4,6,0,2,0,2,1,0,1,1,0,2,0,882
28,astar,0.01,90,1,1,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,7,2,3,0,2,3,1,4,2,0,3,2,3,3,0,0,0,0,1,0,2,1,0,0,0,731
29,astar,0.01,90,1,1,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
30,astar,0.01,90,1,1,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,27,13,0,26,0,12,9,8,0,0,0,13,13,12,7,0,12,4,20,13,4,9,0,3,2,6,3049
31,astar,0.01,90,1,1,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,7,17,1,10,5,3,1,2,1,18,7,7,9,0,3,0,11,6,2,4,1,1,2,1,637
32,astar,0.01,90,1,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,42,22,0,2,40,0,25,15,19,2,0,0,18,10,24,16,0,25,6,16,13,11,20,14,39,11,29,9906
33,astar,0.01,90,1,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,6,7,61,0,24,19,15,0,7,0,21,16,12,1,0,46,3,30,24,28,17,0,37,0,14,4898
34,astar,0.01,90,1,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,8,4,1,7,2,7,4,0,2,1,2,7,3,3,5,0,2,0,4,1,1,1,1,0,1,0,886
35,astar,0.01,90,1,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,14,14,0,27,0,18,19,11,0,0,0,20,16,20,8,0,19,13,26,9,3,9,0,12,0,8,2148
36,astar,0.01,90,1,1,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,7,6,18,0,7,7,4,0,5,0,14,3,11,6,0,1,0,1,5,1,5,1,2,3,0,1661
37,astar,0.01,90,1,1,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,3,1,7,0,5,2,1,4,3,0,4,3,3,6,0,3,1,1,2,1,1,1,0,1,0,574
38,astar,0.01,90,1,1,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,32,8,0,57,7,25,9,0,8,0,0,22,29,26,23,9,48,28,26,30,20,28,1,62,23,29,12901
39,astar,0.01,90,1,1,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,15,22,0,35,0,28,30,8,14,0,0,23,15,17,11,0,39,7,28,24,15,21,0,38,1,17,5060
40,astar,0.01,90,1,1,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,19,5,0,16,4,9,9,2,1,4,0,6,7,8,9,0,0,0,5,4,2,5,2,3,0,0,1249
41,astar,0.01,90,1,1,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,22,0,0,46,15,41,29,39,22,0,0,11,27,22,27,4,40,13,19,29,12,33,0,25,14,12,6090
42,astar,0.01,90,1,1,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,0,0,17,5,5,10,5,0,1,3,7,9,8,12,0,2,0,5,3,3,8,2,0,1,1,1266
43,astar,0.01,90,1,1,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
44,astar,0.01,90,1,1,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
45,astar,0.01,90,1,1,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
46,astar,0.01,90,1,1,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,27,7,0,56,1,31,27,14,16,0,0,17,8,14,13,0,53,16,30,27,20,25,0,31,1,14,13119
47,astar,0.01,90,1,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,20,10,0,25,0,13,16,12,5,2,0,13,13,8,16,0,12,5,19,6,5,13,5,21,3,7,2703
48,astar,0.01,90,1,1,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
49,astar,0.01,90,1,1,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
50,astar,0.01,90,1,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
51,astar,0.01,90,1,1,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
52,astar,0.01,90,1,1,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,3,3,6,4,4,4,0,2,2,2,3,3,3,6,0,4,1,1,1,0,3,1,0,0,0,884
53,astar,0.01,90,1,1,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,23,28,5,0,49,0,26,4,20,7,0,2,5,6,16,0,12,49,0,20,12,15,4,0,39,0,19,11915
54,astar,0.01,90,1,1,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,14,3,0,15,0,13,3,4,0,1,0,6,4,7,4,0,3,2,2,2,2,4,1,0,1,1,10739
55,astar,0.01,90,1,1,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,21,7,14,63,0,7,22,35,11,0,4,14,33,17,27,1,53,4,23,11,31,15,0,35,0,17,9758
56,astar,0.01,90,1,1,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,22,11,4,49,0,20,28,14,10,0,1,26,20,18,8,0,47,3,16,16,16,15,0,27,9,8,10012
57,astar,0.01,90,1,1,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,7,11,0,51,0,52,24,12,6,0,9,17,26,19,10,0,32,0,16,16,22,25,0,42,0,10,7016
58,astar,0.01,90,1,1,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,11,5,0,18,1,9,4,4,0,2,0,5,1,9,5,0,4,4,6,7,4,6,0,1,0,0,899
59,astar,0.01,90,1,1,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,13,5,0,46,3,17,13,11,2,0,0,6,15,28,11,0,28,0,29,17,18,23,0,34,0,12,12356
60,astar,0.01,90,1,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
61,astar,0.01,90,1,1,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,41,40,16,4,44,0,23,10,14,3,0,1,12,34,26,17,10,36,12,23,17,27,15,1,31,0,19,4584
62,astar,0.01,90,1,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,30,26,0,69,0,25,23,32,17,0,0,22,4,26,15,0,62,0,15,29,34,26,0,44,0,26,9634
63,astar,0.01,90,1,1,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,5,0,11,3,5,4,2,3,4,0,5,4,4,3,0,0,2,2,1,1,1,2,0,2,0,582
64,astar,0.01,90,1,1,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,25,0,8,48,0,25,1,20,1,2,0,49,24,6,19,2,46,9,34,8,26,21,0,66,3,44,11102
65,astar,0.01,90,1,1,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,22,13,15,59,0,20,10,24,13,10,0,36,13,28,5,0,32,6,36,10,39,12,0,29,0,21,5977
66,astar,0.01,90,1,1,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,17,6,0,45,0,19,23,33,10,0,0,10,4,15,26,4,42,8,10,17,4,18,0,35,3,17,4873
67,astar,0.01,90,1,1,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,6,46,0,43,0,22,28,17,19,0,0,28,8,21,26,5,56,22,30,24,24,13,0,71,0,31,12888
68,astar,0.01,90,1,1,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,42,0,6,48,0,20,37,1,13,0,0,38,4,30,18,1,37,0,24,22,20,17,3,31,8,15,15395
69,astar,0.01,90,1,1,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,4,0,4,3,8,6,3,4,2,1,6,7,8,6,2,0,1,2,1,1,4,2,0,0,0,649
70,astar,0.01,90,1,1,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
71,astar,0.01,90,1,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,3,0,1,3,4,3,1,2,4,0,6,2,4,4,1,2,2,0,1,1,0,1,1,1,0,507
72,astar,0.01,90,1,1,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,29,8,0,61,8,16,25,15,3,0,0,23,10,25,12,3,40,0,42,35,18,26,0,32,0,32,6292
73,astar,0.01,90,1,1,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,24,18,9,0,54,0,5,22,16,1,0,9,11,32,28,0,0,54,0,24,20,21,17,0,33,0,21,15681
74,astar,0.01,90,1,1,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
75,astar,0.01,90,1,1,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,28,17,0,50,4,21,6,25,6,0,0,14,8,33,18,4,33,0,23,17,31,22,0,40,0,22,7373
76,astar,0.01,90,1,1,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,30,6,0,26,0,21,20,7,0,1,0,18,12,13,11,0,7,4,17,9,3,9,2,1,5,8,1582
77,astar,0.01,90,1,1,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,18,9,0,62,7,11,22,19,1,0,0,6,18,24,13,0,22,0,14,13,15,25,0,24,0,6,5214
78,astar,0.01,90,1,1,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,21,9,0,40,0,20,17,4,5,1,0,10,11,16,13,0,20,9,16,7,4,12,0,5,0,7,15120
79,astar,0.01,90,1,1,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,12,17,10,0,59,4,12,10,19,0,9,0,12,36,22,27,0,28,0,29,9,44,19,0,65,0,32,10847
80,astar,0.01,90,1,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,29,17,0,45,9,32,35,23,3,0,0,28,19,30,0,1,46,12,24,19,12,34,0,44,0,15,7791
81,astar,0.01,90,1,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
82,astar,0.01,90,1,1,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,24,15,1,2,55,0,19,23,6,4,12,0,23,26,20,22,8,40,0,20,24,24,32,6,44,6,15,6768
83,astar,0.01,90,1,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,30,20,0,52,0,39,24,15,15,11,0,5,25,18,25,1,65,5,32,12,10,28,0,40,0,17,13483
84,astar,0.01,90,1,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,11,7,0,7,7,7,8,3,2,2,0,5,2,11,5,1,2,4,5,4,1,5,2,0,1,0,1606
85,astar,0.01,90,1,1,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,28,17,0,49,0,33,16,31,17,0,0,15,10,24,15,0,27,0,32,30,20,33,0,39,0,16,14375
86,astar,0.01,90,1,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,20,27,2,30,0,20,4,16,0,0,0,19,10,33,10,0,40,8,26,6,28,18,5,23,0,23,13360
87,astar,0.01,90,1,1,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,9,8,0,81,0,18,27,2,2,23,0,0,41,20,51,0,46,0,28,25,19,21,0,48,0,6,9843
88,astar,0.01,90,1,1,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,19,3,0,25,0,15,5,6,2,0,2,9,2,8,8,0,0,2,6,5,4,6,2,0,0,0,10907
89,astar,0.01,90,1,1,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,22,12,0,56,0,24,22,0,0,3,0,15,23,35,3,0,42,0,23,12,6,28,0,29,1,25,5299
90,astar,0.01,90,1,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,15,9,0,16,0,14,5,5,0,4,0,9,6,12,5,2,3,3,7,4,3,3,2,1,0,0,1424
91,astar,0.01,90,1,1,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,21,2,8,23,0,8,12,10,3,0,0,11,8,16,12,0,5,0,20,9,0,17,1,6,0,9,2491
92,astar,0.01,90,1,1,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,28,0,0,45,13,33,37,43,2,0,0,27,34,27,7,2,60,0,39,37,14,18,0,67,1,23,12633
93,astar,0.01,90,1,1,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,20,3,5,11,9,6,4,9,4,4,0,10,2,11,6,2,3,6,6,6,5,5,1,1,0,2,911
94,astar,0.01,90,1,1,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,19,7,6,45,0,23,16,20,0,0,0,23,15,25,0,0,51,6,23,20,13,21,0,26,6,31,10925
95,astar,0.01,90,1,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37,3,33,0,39,21,26,38,17,13,0,0,18,19,33,25,8,60,0,35,17,10,31,0,43,6,17,12369
96,astar,0.01,90,1,1,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,12,0,0,47,3,26,33,16,0,1,0,43,4,26,11,0,30,0,26,18,21,32,0,52,0,10,18607
97,astar,0.01,90,1,1,3,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,10,27,6,39,5,14,29,8,14,0,0,12,17,25,12,0,44,0,17,5,12,17,0,27,0,14,4909
98,astar,0.01,90,1,1,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,32,8,0,57,11,8,15,24,12,0,4,13,26,17,11,2,25,7,23,15,8,29,1,22,6,24,5629
99,astar,0.01,90,1,1,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,29,8,0,56,0,9,24,22,1,0,0,48,10,18,22,0,48,1,18,15,19,13,0,40,3,22,11864
100,bellmanford,0.01,100,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
101,bellmanford,0.01,100,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,29,25,0,48,0,17,15,45,14,0,2,22,17,31,32,0,75,0,22,16,27,2,6,64,0,27,7281
102,bellmanford,0.02,100,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,22,28,11,50,4,18,20,17,0,0,1,2,9,13,12,0,34,0,14,14,11,24,0,25,4,15,2654
103,bellmanford,0.02,100,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,12,17,0,52,14,33,22,20,0,0,0,15,25,15,7,0,41,4,15,16,14,19,0,30,6,3,3399
