inputName,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation
values_62, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_80, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_39, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_90, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_53, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_94, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_7, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_31, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_93, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_38, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_58, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_78, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_50, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_3, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_13, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_83, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_1, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_21, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_32, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_22, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_9, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_6, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_76, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_18, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_16, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_40, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_2, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_60, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_99, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_48, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_69, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_46, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_24, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_95, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_42, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_37, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_10, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_67, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_35, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_30, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
values_4, 74, 12, 6, 12, 5, 0, 27, 9, 9, 9, 13, 21, 9, 9, 100.0
