,Area,SS_VAL_1,SV_VAL_1,SV_VAL_2,V_VAL_1,V_VAL_2,V_VAL_3,V_VAL_4,V_VAL_5,V_VAL_6,V_VAL_7,V_VAL_8,V_VAL_9,V_VAL_10,V_VAL_11,V_VAL_12,V_VAL_13,V_VAL_14,V_VAL_15,V_VAL_16,V_VAL_17,V_VAL_18,V_VAL_19,V_VAL_20,V_VAL_21,V_VAL_22,V_VAL_23,V_VAL_24,V_VAL_25,V_VAL_26,V_VAL_27,V_VAL_28
V_VAL_7,0.1490564976862302,0.02722715124257924,0.011494907347335484,-0.011538309319880561,0.14046085124829774,0.06838508894261382,0.06626020311452577,0.13047111423144675,0.027489073091116138,0.07850669865479254,1.0,0.1661001218742109,0.1842434275493929,0.07295719800317131,0.12207398600185154,0.07809264337114248,0.04766005643475806,0.13028899973939934,0.0980600525936909,0.07227900133600239,0.07531302647031882,0.048003175106128934,0.06497892841027254,0.025797141121248337,0.020800916105752153,0.06051792701135029,0.05007637417732593,0.06516049512612027,0.06703356205331823,0.0742901536619796,0.04554147885952728,0.0412816489957605
V_VAL_8,0.12335681563429618,0.06459351946173382,-0.016391442678872423,-0.017819482235928826,0.1392760932280334,0.09747163526396269,0.13576876758931133,0.0865046428647091,0.06976507318288877,0.1868506345962726,0.1661001218742109,1.0,0.0933120992766085,0.06244581323684371,0.083006768321456,0.06589005928748998,0.08016096793901815,0.05375741182518708,0.11825573473488964,0.08920619500927113,0.07367358566492416,0.13856734672943968,0.009437628692146089,0.08989723373600819,0.12039793619109512,0.02092690543712336,0.05607679053475888,0.08258032642598333,0.05784533072997818,0.04942957772880374,0.046028942948603414,0.015341641010179928
V_VAL_9,0.12916730285673106,0.02306026269449578,-0.025699880250018577,-0.01766401629691606,0.029184858556117924,0.05758922028408889,0.056085654508544094,0.11413478599661431,0.07356701693301916,0.08744699762350484,0.1842434275493929,0.0933120992766085,1.0,0.0744915807826256,0.10976375523472864,0.07542213572413128,0.10600298815401593,0.03735256539646062,0.10853448274797847,0.0660295678268997,0.07604548959033752,0.059178017763169374,0.043842318909311465,0.09984400770759048,0.07103051193533907,0.070362420316053,0.08582312995003276,0.12843034578062898,0.08070926892180466,0.10381621383803706,0.02852559054389575,-0.03026780901192719
V_VAL_10,0.12066571941797108,0.046889293679840766,-0.026492609249064793,-0.013486366834999021,0.056023238883868995,0.03306379284462456,0.07776639605071424,0.08923007416679937,0.11584597908091744,0.08809890545762589,0.07295719800317131,0.06244581323684371,0.0744915807826256,1.0,0.1293484727917136,0.10209945572799738,0.045637776868934596,0.1429849024681461,0.09747229189091157,0.10113555493594208,-0.006477499895854002,0.06818940518056792,0.031501645429438806,0.11580165440639655,0.09892885523108923,0.09428029920659305,0.07158912503380593,-0.0004748636514664631,0.10034018949616995,0.07614375540972226,-0.006201128504739282,0.018143660372222866
V_VAL_11,0.08670260400873184,0.054994129735226716,0.02343605099800808,-0.024702916002541812,0.07503452902422605,0.07372327553666572,0.11134737183318061,0.07066495916631066,0.04865909694730059,0.1423340639249721,0.12207398600185154,0.083006768321456,0.10976375523472864,0.1293484727917136,1.0,0.13369430462139645,0.07147740254954939,0.02943889790070171,0.11556812024450258,0.06150531673700919,0.07169806458271838,0.10525937223808257,0.12142046386161619,0.02593862173848721,0.04187125595347355,0.0654358121540381,0.0395483091561334,0.0665228311573642,0.08727185865965498,0.0639679723972331,-0.006765575577001878,-0.03993119861915994
V_VAL_12,0.06131099806756508,0.11330076143095882,-0.07133821861730585,-0.03397775628629335,0.06310568564443146,0.07631930861134485,0.0506542982275511,0.11524539483111136,0.08752614398496654,0.08247319978672296,0.07809264337114248,0.06589005928748998,0.07542213572413128,0.10209945572799738,0.13369430462139645,1.0,0.10569816646412539,0.1529316548967381,0.06677239297623208,0.10350329743830607,0.03357948641083369,0.0249040077573054,0.11441988142904932,0.03374601013754948,0.05034021089887055,-0.015477685163869832,0.031491961806261945,-0.008454448676154693,0.041236564377822214,0.06540474387480769,0.04957086191239179,-0.10142011040934161
V_VAL_13,0.1301568051446291,0.018474791948166112,0.016710552111202138,-0.002176969554506746,0.029746017509385297,0.007523697190064899,0.08769464645719739,0.05582537991721317,0.0924007870026973,0.10324308148376767,0.04766005643475806,0.08016096793901815,0.10600298815401593,0.045637776868934596,0.07147740254954939,0.10569816646412539,1.0,0.14277714931512356,0.02638608203391252,0.10658695508983708,0.09886148085531776,0.021053290924821076,0.03740266702958537,0.1055501062734853,0.07116598066453907,0.05355955329670666,0.05675644607962015,0.06649955254068164,0.013924972312803253,0.11569459206235423,0.046296287658509,0.07894090722464049
V_VAL_14,0.0965786330056013,0.08429816699533771,-0.04497710695329504,-0.025451473820552115,0.060462638436038635,0.06252688207996439,0.12113308213463936,0.14419602023649616,0.07963447393626548,0.07247669625312395,0.13028899973939934,0.05375741182518708,0.03735256539646062,0.1429849024681461,0.02943889790070171,0.1529316548967381,0.14277714931512356,1.0,0.09493016692660357,0.08835092483150207,0.0361601641198176,-0.01637874609461521,0.15265010612442018,0.09005429682981082,0.097848777461364,-0.0037712564451617197,0.13259288079143147,0.021466582737074615,0.051455800195091383,0.06805759304893262,0.005396805881201126,0.00922446116577132
V_VAL_15,0.11817451416517434,0.04056890879984793,-0.027788395473092944,-0.01153584755356176,0.11493586432909521,0.08108861347836077,0.07937568058531118,0.0872949004401815,0.08106320574646379,0.11360973028329142,0.0980600525936909,0.11825573473488964,0.10853448274797847,0.09747229189091157,0.11556812024450258,0.06677239297623208,0.02638608203391252,0.09493016692660357,1.0,0.09197225334360531,0.008540771921677851,0.15480045046915916,0.09211982395525463,0.08345420591929002,0.1036426908906705,0.016090540061284964,0.11206125617620019,0.12133314907365308,0.07902491423281376,0.12027793901401106,0.008317054015076101,0.04195346550279469
V_VAL_16,0.09604185805411457,0.07096497434796062,-0.02676084904741119,-0.018681443824108624,0.08101967874955905,0.08143836838113398,0.005896316183630926,0.05588947912252479,0.12823140313563727,0.09275571181522164,0.07227900133600239,0.08920619500927113,0.0660295678268997,0.10113555493594208,0.06150531673700919,0.10350329743830607,0.10658695508983708,0.08835092483150207,0.09197225334360531,1.0,0.12619471223773193,0.10896103733160348,0.0367672260575183,0.08825828835989062,0.1358482537407144,0.13882880647340745,0.06997059050903022,0.025687527224507387,0.02012067532886667,0.11186411898076325,0.002186162035301422,0.010092369770144053
V_VAL_17,0.08766343660930291,0.05844481843003269,0.006086157068696703,-0.013409740753594999,0.031117232679316414,0.003229096979850012,0.054981518962744745,-0.027412999003819268,0.12709885247176042,0.12700183670630114,0.07531302647031882,0.07367358566492416,0.07604548959033752,-0.006477499895854002,0.07169806458271838,0.03357948641083369,0.09886148085531776,0.0361601641198176,0.008540771921677851,0.12619471223773193,1.0,0.10430471643902531,0.1035603675912629,0.06803706318367717,0.0145088717394484,0.05760780990305625,0.10135281673636008,0.12611017155284673,0.03120752812425717,0.07450938671394879,-0.0005902006367335375,0.03907584911942587
V_VAL_18,0.10786590507381831,0.06307023958142134,-0.008484580774527833,-0.012317283560117237,0.07877745713665556,0.11245724620996381,0.0529152713344766,0.038868478846295074,0.08415540461522386,0.08064533913248396,0.048003175106128934,0.13856734672943968,0.059178017763169374,0.06818940518056792,0.10525937223808257,0.0249040077573054,0.021053290924821076,-0.01637874609461521,0.15480045046915916,0.10896103733160348,0.10430471643902531,1.0,0.044955235066704305,0.08246969555199042,0.052740362449929655,0.07123926148960698,0.1544538689727501,0.13282402128904638,-0.0022856695284322833,0.040441867379789706,-0.0729182058856226,0.0694585883819408
V_VAL_19,0.09001156968450073,0.0515818768180463,-0.01087342507472097,-0.009870070726527964,0.08952703481435806,0.010120459154533287,0.07008874854944203,0.09909240063362666,0.07333032550311103,0.019329130931598743,0.06497892841027254,0.009437628692146089,0.043842318909311465,0.031501645429438806,0.12142046386161619,0.11441988142904932,0.03740266702958537,0.15265010612442018,0.09211982395525463,0.0367672260575183,0.1035603675912629,0.044955235066704305,1.0,0.04939084026520357,0.13563393798097742,0.12223472218215442,0.05253548015091961,0.08401468495680425,0.07319790657816617,0.06886382442873407,0.016576202607773427,0.02630643678225238
V_VAL_20,0.11879093834844583,-0.002273948716565107,-0.020722863377083053,-0.0007460025821366192,0.03914058954159003,0.043843974848682646,0.1009559303651067,0.09270497460097706,0.06306129887539534,0.04380579881120064,0.025797141121248337,0.08989723373600819,0.09984400770759048,0.11580165440639655,0.02593862173848721,0.03374601013754948,0.1055501062734853,0.09005429682981082,0.08345420591929002,0.08825828835989062,0.06803706318367717,0.08246969555199042,0.04939084026520357,1.0,0.09663685838430612,0.08549334215108076,0.046680417848382914,0.1418675550514253,0.1855177167393571,0.0895906601760335,0.03958691864515395,-0.009464899295127994
V_VAL_21,0.09478317237737956,0.08005029383861621,-0.01881082069692621,-0.015621441892698512,0.07494335554864566,0.04006043590700967,0.04207631611128437,0.1875144006884895,0.08367682224437355,0.04966523794111797,0.020800916105752153,0.12039793619109512,0.07103051193533907,0.09892885523108923,0.04187125595347355,0.05034021089887055,0.07116598066453907,0.097848777461364,0.1036426908906705,0.1358482537407144,0.0145088717394484,0.052740362449929655,0.13563393798097742,0.09663685838430612,1.0,0.1961722484681871,-0.018186099603588496,0.04803107851671268,0.14230773407211159,0.16021777200047593,-0.06974801367468525,-0.018870198994099547
V_VAL_22,0.08726907833933373,-0.003507215051243813,0.03535919422989693,0.0011828908306996699,0.0277417829918845,0.08098367125983333,0.030266236559847087,0.06955093147500746,0.049769501444218836,-0.006583133336018338,0.06051792701135029,0.02092690543712336,0.070362420316053,0.09428029920659305,0.0654358121540381,-0.015477685163869832,0.05355955329670666,-0.0037712564451617197,0.016090540061284964,0.13882880647340745,0.05760780990305625,0.07123926148960698,0.12223472218215442,0.08549334215108076,0.1961722484681871,1.0,0.13090166037373385,0.1320589808270039,0.11051887904058484,0.16972242283827,-0.10381339100030247,0.028459791471504205
V_VAL_23,0.07202450059299356,0.1296721762878119,-0.002426538088454562,-0.02403112104079776,0.020587971401731527,0.048871934681568745,0.05925426421497141,0.017851680460922056,0.08524888481615843,8.425742567654645e-05,0.05007637417732593,0.05607679053475888,0.08582312995003276,0.07158912503380593,0.0395483091561334,0.031491961806261945,0.05675644607962015,0.13259288079143147,0.11206125617620019,0.06997059050903022,0.10135281673636008,0.1544538689727501,0.05253548015091961,0.046680417848382914,-0.018186099603588496,0.13090166037373385,1.0,0.19796792722171722,0.08297874605650107,0.13180881251313695,-0.008151130942848962,0.0070634018062071344
V_VAL_24,0.07601795921814736,0.044838051164440715,-0.008454378876035885,-0.007247231904202545,0.013543093252687786,0.030421420621064857,0.0512717093513293,0.05247513221236362,0.051554600453157996,0.04611205590554,0.06516049512612027,0.08258032642598333,0.12843034578062898,-0.0004748636514664631,0.0665228311573642,-0.008454448676154693,0.06649955254068164,0.021466582737074615,0.12133314907365308,0.025687527224507387,0.12611017155284673,0.13282402128904638,0.08401468495680425,0.1418675550514253,0.04803107851671268,0.1320589808270039,0.19796792722171722,1.0,0.17022211802989945,0.07351307368131021,-0.00107199197331593,-0.026657304248589152
V_VAL_25,0.05335007531924156,0.11279297946109901,0.013492380416047355,-0.01882624947333167,-0.0029966596533283667,-0.014215072666480083,0.047059512241764245,0.06345524623147605,0.04138431638743176,0.02939331183221524,0.06703356205331823,0.05784533072997818,0.08070926892180466,0.10034018949616995,0.08727185865965498,0.041236564377822214,0.013924972312803253,0.051455800195091383,0.07902491423281376,0.02012067532886667,0.03120752812425717,-0.0022856695284322833,0.07319790657816617,0.1855177167393571,0.14230773407211159,0.11051887904058484,0.08297874605650107,0.17022211802989945,1.0,0.2075424962744701,-0.027826507493099922,-0.02022940590892026
V_VAL_26,0.07248434436147477,0.07935769082529522,-0.013372606011628183,-0.01339076007757325,0.033669375567679044,0.028290461760246022,0.06578965434429758,0.014011723128691995,0.0190901815723535,0.08678382277296616,0.0742901536619796,0.04942957772880374,0.10381621383803706,0.07614375540972226,0.0639679723972331,0.06540474387480769,0.11569459206235423,0.06805759304893262,0.12027793901401106,0.11186411898076325,0.07450938671394879,0.040441867379789706,0.06886382442873407,0.0895906601760335,0.16021777200047593,0.16972242283827,0.13180881251313695,0.07351307368131021,0.2075424962744701,1.0,0.06917555766898978,0.02990801403594943
V_VAL_27,0.010907466083774995,0.05345150918286997,-0.008266863053475454,-0.008278085785746262,0.006547524017206063,-0.00023714481058166885,0.07415425900640803,-0.01644224834805764,0.026663627234114688,0.053373167341311055,0.04554147885952728,0.046028942948603414,0.02852559054389575,-0.006201128504739282,-0.006765575577001878,0.04957086191239179,0.046296287658509,0.005396805881201126,0.008317054015076101,0.002186162035301422,-0.0005902006367335375,-0.0729182058856226,0.016576202607773427,0.03958691864515395,-0.06974801367468525,-0.10381339100030247,-0.008151130942848962,-0.00107199197331593,-0.027826507493099922,0.06917555766898978,1.0,-0.09446696478522869
V_VAL_28,-0.005548080693637017,0.0466997133837677,-0.006982805974288284,-0.006992285526742643,0.03645046622009477,0.04696656278205462,-0.01114336882572772,-0.031221958147477812,0.019912336733660687,-0.060138351677804465,0.0412816489957605,0.015341641010179928,-0.03026780901192719,0.018143660372222866,-0.03993119861915994,-0.10142011040934161,0.07894090722464049,0.00922446116577132,0.04195346550279469,0.010092369770144053,0.03907584911942587,0.0694585883819408,0.02630643678225238,-0.009464899295127994,-0.018870198994099547,0.028459791471504205,0.0070634018062071344,-0.026657304248589152,-0.02022940590892026,0.02990801403594943,-0.09446696478522869,1.0
