inputName,TotalOperators,DistinctOperators,Total_Operands,DistinctOperands,ProgramLength,VocabularySize,ProgramVolume,Effort,ProgramLevel,DifficultyLevel,TimeToImplement
values_81, 457, 45, 251, 53, 708, 98, 4683.21, 499027.44, 0.01, 106.56, 27723.75
values_8, 456, 45, 251, 53, 707, 98, 4676.60, 498322.60, 0.01, 106.56, 27684.59
values_73, 450, 45, 248, 49, 698, 94, 4575.10, 521001.53, 0.01, 113.88, 28944.53
values_89, 457, 45, 253, 54, 710, 99, 4706.84, 496179.72, 0.01, 105.42, 27565.54
values_82, 455, 45, 251, 53, 706, 98, 4669.99, 497617.76, 0.01, 106.56, 27645.43
values_34, 454, 45, 251, 53, 705, 98, 4663.37, 496912.92, 0.01, 106.56, 27606.27
values_70, 450, 45, 248, 48, 698, 93, 4564.33, 530603.69, 0.01, 116.25, 29477.98
values_29, 456, 45, 251, 53, 707, 98, 4676.60, 498322.60, 0.01, 106.56, 27684.59
values_51, 456, 45, 251, 52, 707, 97, 4666.14, 506769.55, 0.01, 108.61, 28153.86
values_57, 456, 45, 251, 51, 707, 96, 4655.57, 515535.75, 0.01, 110.74, 28640.87
values_88, 457, 45, 253, 54, 710, 99, 4706.84, 496179.72, 0.01, 105.42, 27565.54
values_23, 451, 45, 248, 48, 699, 93, 4570.87, 531363.87, 0.01, 116.25, 29520.22
values_45, 449, 45, 248, 50, 697, 95, 4579.19, 511037.53, 0.01, 111.60, 28390.97
values_66, 459, 45, 253, 52, 712, 97, 4699.14, 514420.05, 0.01, 109.47, 28578.89
values_36, 457, 45, 253, 54, 710, 99, 4706.84, 496179.72, 0.01, 105.42, 27565.54
values_56, 454, 45, 251, 52, 705, 97, 4652.94, 505335.97, 0.01, 108.61, 28074.22
values_26, 456, 45, 251, 53, 707, 98, 4676.60, 498322.60, 0.01, 106.56, 27684.59
values_43, 460, 45, 253, 54, 713, 99, 4726.73, 498276.25, 0.01, 105.42, 27682.01
values_52, 457, 45, 251, 52, 708, 97, 4672.74, 507486.34, 0.01, 108.61, 28193.69
values_98, 449, 45, 248, 49, 697, 94, 4568.55, 520255.11, 0.01, 113.88, 28903.06
values_61, 457, 45, 253, 53, 710, 98, 4696.44, 504424.67, 0.01, 107.41, 28023.59
values_44, 457, 45, 253, 53, 710, 98, 4696.44, 504424.67, 0.01, 107.41, 28023.59
values_68, 458, 45, 253, 53, 711, 98, 4703.06, 505135.13, 0.01, 107.41, 28063.06
values_41, 461, 45, 253, 54, 714, 99, 4733.36, 498975.10, 0.01, 105.42, 27720.84
values_85, 458, 45, 253, 53, 711, 98, 4703.06, 505135.13, 0.01, 107.41, 28063.06
values_79, 455, 45, 251, 52, 706, 97, 4659.54, 506052.76, 0.01, 108.61, 28114.04
values_71, 450, 45, 248, 49, 698, 94, 4575.10, 521001.53, 0.01, 113.88, 28944.53
values_63, 458, 45, 253, 52, 711, 97, 4692.54, 513697.55, 0.01, 109.47, 28538.75
values_20, 449, 45, 248, 49, 697, 94, 4568.55, 520255.11, 0.01, 113.88, 28903.06
values_74, 449, 45, 248, 49, 697, 94, 4568.55, 520255.11, 0.01, 113.88, 28903.06
values_72, 450, 45, 248, 49, 698, 94, 4575.10, 521001.53, 0.01, 113.88, 28944.53
values_86, 461, 45, 253, 53, 714, 98, 4722.90, 507266.50, 0.01, 107.41, 28181.47
values_75, 457, 45, 251, 53, 708, 98, 4683.21, 499027.44, 0.01, 106.56, 27723.75
values_55, 457, 45, 251, 52, 708, 97, 4672.74, 507486.34, 0.01, 108.61, 28193.69
values_14, 457, 45, 253, 54, 710, 99, 4706.84, 496179.72, 0.01, 105.42, 27565.54
values_47, 452, 45, 248, 50, 700, 95, 4598.90, 513237.12, 0.01, 111.60, 28513.17
values_91, 457, 45, 253, 54, 710, 99, 4706.84, 496179.72, 0.01, 105.42, 27565.54
values_64, 459, 45, 253, 53, 712, 98, 4709.67, 505845.58, 0.01, 107.41, 28102.53
values_11, 458, 45, 253, 54, 711, 99, 4713.47, 496878.57, 0.01, 105.42, 27604.36
values_49, 451, 45, 248, 50, 699, 95, 4592.33, 512503.92, 0.01, 111.60, 28472.44
values_62, 461, 45, 253, 52, 714, 97, 4712.34, 515865.05, 0.01, 109.47, 28659.17
values_80, 457, 45, 251, 52, 708, 97, 4672.74, 507486.34, 0.01, 108.61, 28193.69
values_39, 458, 45, 253, 53, 711, 98, 4703.06, 505135.13, 0.01, 107.41, 28063.06
values_90, 460, 45, 253, 52, 713, 97, 4705.74, 515142.55, 0.01, 109.47, 28619.03
values_53, 456, 45, 251, 51, 707, 96, 4655.57, 515535.75, 0.01, 110.74, 28640.87
values_94, 460, 45, 253, 53, 713, 98, 4716.29, 506556.04, 0.01, 107.41, 28142.00
values_7, 455, 45, 251, 53, 706, 98, 4669.99, 497617.76, 0.01, 106.56, 27645.43
values_31, 453, 45, 251, 53, 704, 98, 4656.76, 496208.08, 0.01, 106.56, 27567.12
values_93, 459, 45, 253, 53, 712, 98, 4709.67, 505845.58, 0.01, 107.41, 28102.53
values_38, 458, 45, 253, 54, 711, 99, 4713.47, 496878.57, 0.01, 105.42, 27604.36
values_58, 454, 45, 251, 51, 705, 96, 4642.40, 514077.37, 0.01, 110.74, 28559.85
values_78, 454, 45, 251, 53, 705, 98, 4663.37, 496912.92, 0.01, 106.56, 27606.27
values_50, 457, 45, 251, 52, 708, 97, 4672.74, 507486.34, 0.01, 108.61, 28193.69
values_3, 455, 45, 251, 53, 706, 98, 4669.99, 497617.76, 0.01, 106.56, 27645.43
values_13, 456, 45, 253, 54, 709, 99, 4700.21, 495480.88, 0.01, 105.42, 27526.72
values_83, 456, 45, 251, 52, 707, 97, 4666.14, 506769.55, 0.01, 108.61, 28153.86
values_1, 453, 45, 251, 53, 704, 98, 4656.76, 496208.08, 0.01, 106.56, 27567.12
values_21, 451, 45, 248, 47, 699, 92, 4559.97, 541375.14, 0.01, 118.72, 30076.40
values_32, 454, 45, 251, 53, 705, 98, 4663.37, 496912.92, 0.01, 106.56, 27606.27
values_22, 452, 45, 248, 49, 700, 94, 4588.21, 522494.37, 0.01, 113.88, 29027.46
values_9, 454, 45, 251, 52, 705, 97, 4652.94, 505335.97, 0.01, 108.61, 28074.22
values_6, 456, 45, 251, 53, 707, 98, 4676.60, 498322.60, 0.01, 106.56, 27684.59
values_76, 456, 45, 251, 51, 707, 96, 4655.57, 515535.75, 0.01, 110.74, 28640.87
values_18, 460, 45, 253, 51, 713, 96, 4695.08, 524053.59, 0.01, 111.62, 29114.09
values_16, 457, 45, 253, 53, 710, 98, 4696.44, 504424.67, 0.01, 107.41, 28023.59
values_40, 457, 45, 253, 53, 710, 98, 4696.44, 504424.67, 0.01, 107.41, 28023.59
values_2, 457, 45, 251, 52, 708, 97, 4672.74, 507486.34, 0.01, 108.61, 28193.69
values_60, 457, 45, 253, 52, 710, 97, 4685.94, 512975.05, 0.01, 109.47, 28498.61
values_99, 449, 45, 248, 49, 697, 94, 4568.55, 520255.11, 0.01, 113.88, 28903.06
values_48, 450, 45, 248, 50, 698, 95, 4585.76, 511770.73, 0.01, 111.60, 28431.71
values_69, 456, 45, 253, 53, 709, 98, 4689.83, 503714.21, 0.01, 107.41, 27984.12
values_46, 450, 45, 248, 49, 698, 94, 4575.10, 521001.53, 0.01, 113.88, 28944.53
values_24, 451, 45, 248, 49, 699, 94, 4581.66, 521747.95, 0.01, 113.88, 28986.00
values_95, 450, 45, 248, 49, 698, 94, 4575.10, 521001.53, 0.01, 113.88, 28944.53
values_42, 459, 45, 253, 53, 712, 98, 4709.67, 505845.58, 0.01, 107.41, 28102.53
values_37, 458, 45, 253, 52, 711, 97, 4692.54, 513697.55, 0.01, 109.47, 28538.75
values_10, 459, 45, 253, 54, 712, 99, 4720.10, 497577.41, 0.01, 105.42, 27643.19
values_67, 459, 45, 253, 53, 712, 98, 4709.67, 505845.58, 0.01, 107.41, 28102.53
values_35, 459, 45, 253, 54, 712, 99, 4720.10, 497577.41, 0.01, 105.42, 27643.19
values_30, 456, 45, 251, 53, 707, 98, 4676.60, 498322.60, 0.01, 106.56, 27684.59
values_4, 456, 45, 251, 53, 707, 98, 4676.60, 498322.60, 0.01, 106.56, 27684.59
