,min_Slack,BugsDelivered,DifficultyLevel,DistinctOperands,DistinctOperators,Effort,ProgramLength,ProgramLevel,ProgramVolume,TimeToImplement,TotalOperators,Total_Operands,VocabularySize,Sloc,DecisionPoint,GlobalVariables,If,Loop,Goto,Assignment,ExitPoint,Function.1,FunctionCall,PointerDereferencing,CyclomaticComplexity,SyntacticallyReachableFunctions,SemanticallyReachedFunctions,CoverageEstimation,SCALAR_INPUT,RANGE_SCALAR_VALUES,SCALAR_INDEX_INPUT,RANGE_SCALAR_INDEX_VALUES,ARRAY_INPUT,RANGE_ARRAY_INPUT,cInstr
TotalOperators,-0.30775641791628294,0.9962657100729501,0.7790674105173039,0.8757469787415834,0.33314648843665406,0.9574312658733217,0.9959726079977004,-0.6424023615281347,0.9962657100721197,0.9574312662518928,1.0,0.9762881945342793,0.8378017467289278,0.6011982572676106,0.6828646164011436,0.5742489726373373,0.6828646164011436,0.6501855745630974,0.4493648970412255,0.49177115095482377,0.5373583614653505,0.5373583614653505,0.5298358602982404,0.3710500011337392,0.6612641936885661,0.5373583614653505,0.534949682229812,-0.21529569145049146,-0.15267903974258087,-0.07643489193015034,0.22741004846018945,0.22741004846018992,0.2641518198046282,0.015037907924510216,-0.03084225635070069
Total_Operands,-0.2977651370391903,0.9879404200705155,0.7663443059188098,0.8517447608250274,0.21988643457033416,0.9404530452671668,0.9917650101156271,-0.6348051566836093,0.9879404200730808,0.9404530460447039,0.9762881945342793,1.0,0.7968125830175713,0.5486689715297869,0.6201056699293025,0.49344096579133573,0.6201056699293025,0.5935579275742663,0.3500171456083223,0.4406525297266535,0.5188573552793443,0.5188573552793443,0.5084358018440277,0.40280548610400363,0.6111025476846024,0.5188573552793443,0.5216088524612149,-0.1550653493144134,-0.17691639268155646,-0.1156072711587973,0.2204314057880975,0.22043140578809792,0.3357761496395161,-0.11953042784649091,-0.03016726367349356
VocabularySize,-0.3856709982106783,0.8458848952249872,0.5701949925674288,0.9898693217288189,0.6828245982611616,0.7354518278500078,0.8256788603274208,-0.5298581625479073,0.8458848952184378,0.7354518282638985,0.8378017467289278,0.7968125830175713,1.0,0.558639621173324,0.6242416107962011,0.7697660632014094,0.6242416107962011,0.5294623827751345,0.5283855737837087,0.43319809882230403,0.578363425887979,0.578363425887979,0.59282444748433,0.48443252485543453,0.6344356032021748,0.578363425887979,0.5553182864398933,-0.44094071140382274,-0.1045599829977236,0.042923207066891685,0.30752544493163514,0.3075254449316361,0.3373786324614684,0.03008527918699884,-0.03585549923882617
Sloc,-0.3552483184155726,0.5810130687583354,0.7187273224667463,0.5460380251026925,0.4171747805264731,0.5418018744689947,0.5829250257111235,-0.7603849481033766,0.5810130687650358,0.5418018770739339,0.6011982572676106,0.5486689715297869,0.558639621173324,1.0,0.9430175200654446,0.7151080802263479,0.9430175200654446,0.8999483255224474,0.4574801576913401,0.9569742388445575,0.8735074465629168,0.8735074465629168,0.8610942320585253,0.21788595114503537,0.9583472021843432,0.8735074465629168,0.8729867633964742,-0.32251445590542427,-0.1541785412644337,-0.07517261382654372,0.23285067056359945,0.23285067056359973,0.2783816807020453,0.19804358668008268,0.012072131311239116
DecisionPoint,-0.23389469765910967,0.6598345627685241,0.7047009504062569,0.6247547956106922,0.391066025012662,0.6065844404179986,0.6608276612073303,-0.7140229451217367,0.6598345627725749,0.6065844428296693,0.6828646164011436,0.6201056699293025,0.6242416107962011,0.9430175200654446,1.0,0.7636334090681903,1.0,0.9477272346434199,0.6149847410378719,0.8328414920815611,0.8230082018210717,0.8230082018210717,0.8044143012191302,0.2517872823179463,0.9807685401527128,0.8230082018210717,0.8186101761774949,-0.34313416964657484,-0.02764668153021411,0.039686289509119156,0.12646075946566,0.12646075946566016,0.1809538138428777,0.12699612642917912,-0.03645120059984394
GlobalVariables,-0.18028672568789697,0.567499762087289,0.4908134195078931,0.7196538842373155,0.7433465521598696,0.5074134330484823,0.5441073302232052,-0.4903186676897793,0.5674997620781174,0.5074134347575848,0.5742489726373373,0.49344096579133573,0.7697660632014094,0.7151080802263479,0.7636334090681903,1.0,0.7636334090681903,0.6154452770683246,0.6494838836448106,0.5469992996397525,0.8247771855499209,0.8247771855499209,0.8323029366306034,0.23329846527776535,0.8163963566828628,0.8247771855499209,0.8001894193858498,-0.553448460100418,0.13825836005435854,0.2805916522838248,0.13084508979053233,0.13084508979053197,0.20803043410684657,0.10265548254286291,-0.04423357772469006
If,-0.23389469765910967,0.6598345627685241,0.7047009504062569,0.6247547956106922,0.391066025012662,0.6065844404179986,0.6608276612073303,-0.7140229451217367,0.6598345627725749,0.6065844428296693,0.6828646164011436,0.6201056699293025,0.6242416107962011,0.9430175200654446,1.0,0.7636334090681903,1.0,0.9477272346434199,0.6149847410378719,0.8328414920815611,0.8230082018210717,0.8230082018210717,0.8044143012191302,0.2517872823179463,0.9807685401527128,0.8230082018210717,0.8186101761774949,-0.34313416964657484,-0.02764668153021411,0.039686289509119156,0.12646075946566,0.12646075946566016,0.1809538138428777,0.12699612642917912,-0.03645120059984394
Loop,-0.3516887620233783,0.6202654025733753,0.6593273390082557,0.5452857127926453,0.25250897062776295,0.5554712020406727,0.6304987154205948,-0.6738004678177494,0.6202654025761708,0.5554712026497054,0.6501855745630974,0.5935579275742663,0.5294623827751345,0.8999483255224474,0.9477272346434199,0.6154452770683246,0.9477272346434199,1.0,0.430423879097369,0.8085545951364962,0.6874145281662645,0.6874145281662645,0.6548487856611142,0.18094937913648781,0.8976931330013055,0.6874145281662645,0.6945055416209337,-0.1722708298736369,-0.23151187635744877,-0.19109028403393816,0.22503236532984244,0.22503236532984253,0.18941223077269032,0.19109028403393877,-0.04804710977806303
Goto,0.1524947238730147,0.43079600481284375,0.42778848030989125,0.4913209212156611,0.5239712451422129,0.4247252666990207,0.4108210897549203,-0.4003446394744038,0.4307960048114382,0.4247252691015138,0.4493648970412255,0.3500171456083223,0.5283855737837087,0.4574801576913401,0.6149847410378719,0.6494838836448106,0.6149847410378719,0.430423879097369,1.0,0.3397814408606485,0.40841626505655515,0.40841626505655515,0.4298516524605751,0.06870163040435977,0.5695807560954368,0.40841626505655515,0.3669365027194135,-0.5716701112588659,0.46455480325837073,0.5973951046175712,-0.11067473785474297,-0.11067473785474237,-0.21115394209236663,0.18060782232624334,-0.04253469179347943
Assignment,-0.40929735114234017,0.46790793687466853,0.7018162157654086,0.41188845346621966,0.3828676205981315,0.4513201822010726,0.4734482238075585,-0.76026773691637,0.46790793688530236,0.45132018512967803,0.49177115095482377,0.4406525297266535,0.43319809882230403,0.9569742388445575,0.8328414920815611,0.5469992996397525,0.8328414920815611,0.8085545951364962,0.3397814408606485,1.0,0.7601985253431943,0.7601985253431943,0.7520368611706751,0.18454640346049223,0.8425132896391165,0.7601985253431943,0.7620982833444382,-0.2556958331766533,-0.24237020342447513,-0.1708708978800029,0.2820809477935772,0.28208094779357695,0.28160379844863376,0.30056808542747515,0.04762187588696296
ExitPoint,-0.20852149642440515,0.5410197031465398,0.5761987854776768,0.5669719586647506,0.4233876428836491,0.4998315252821775,0.5328088748377835,-0.6075715799812539,0.5410197031504775,0.49983152805674386,0.5373583614653505,0.5188573552793443,0.578363425887979,0.8735074465629168,0.8230082018210717,0.8247771855499209,0.8230082018210717,0.6874145281662645,0.40841626505655515,0.7601985253431943,1.0,1.0,0.9968333533964263,0.2888196290269015,0.9180454024830631,1.0,0.9972637396506534,-0.3985226704855742,0.02246446667628704,0.10883469791227603,0.12202322718555643,0.12202322718555642,0.367587599670656,-0.05240189158739229,0.012341095083044148
Function.1,-0.20852149642440515,0.5410197031465398,0.5761987854776768,0.5669719586647506,0.4233876428836491,0.4998315252821775,0.5328088748377835,-0.6075715799812539,0.5410197031504775,0.49983152805674386,0.5373583614653505,0.5188573552793443,0.578363425887979,0.8735074465629168,0.8230082018210717,0.8247771855499209,0.8230082018210717,0.6874145281662645,0.40841626505655515,0.7601985253431943,1.0,1.0,0.9968333533964263,0.2888196290269015,0.9180454024830631,1.0,0.9972637396506534,-0.3985226704855742,0.02246446667628704,0.10883469791227603,0.12202322718555643,0.12202322718555642,0.367587599670656,-0.05240189158739229,0.012341095083044148
FunctionCall,-0.2145739378001972,0.5346838840419865,0.5745099288558563,0.5752698767692416,0.46422113424119527,0.49638384348521936,0.5240420836363022,-0.6090840998609375,0.5346838840456399,0.49638384625963294,0.5298358602982404,0.5084358018440277,0.59282444748433,0.8610942320585253,0.8044143012191302,0.8323029366306034,0.8044143012191302,0.6548487856611142,0.4298516524605751,0.7520368611706751,0.9968333533964263,0.9968333533964263,1.0,0.3139448483367464,0.9039791075913683,0.9968333533964262,0.9902092846919156,-0.4370580114097707,0.03814023725637512,0.1368739767238169,0.13084508979053183,0.13084508979053167,0.3640532596869815,-0.04106219301714489,0.020952747343306644
PointerDereferencing,-0.43305473171925135,0.39115545470586044,0.34345970616132027,0.48243527066863995,0.31580675850671985,0.3397732829290224,0.38635190604864783,-0.36476971106766265,0.3911554547060863,0.33977327851159606,0.3710500011337392,0.40280548610400363,0.48443252485543453,0.21788595114503537,0.2517872823179463,0.23329846527776535,0.2517872823179463,0.18094937913648781,0.06870163040435977,0.18454640346049223,0.2888196290269015,0.2888196290269015,0.3139448483367464,1.0,0.27498158003357404,0.2888196290269015,0.27815819768977396,-0.20603335558497718,-0.28874063546227885,-0.18811094002764467,0.3606663996707623,0.3606663996707625,0.6299576936109957,-0.16898101392313836,0.014099800613686741
CyclomaticComplexity,-0.23490247742240064,0.6464476278433681,0.6898511343210394,0.6308796990787812,0.41843331688978547,0.5951276917510188,0.6443195604591347,-0.7071374000061164,0.6464476278475478,0.5951276943876647,0.6612641936885661,0.6111025476846024,0.6344356032021748,0.9583472021843432,0.9807685401527128,0.8163963566828628,0.9807685401527128,0.8976931330013055,0.5695807560954368,0.8425132896391165,0.9180454024830631,0.9180454024830631,0.9039791075913683,0.27498158003357404,1.0,0.9180454024830629,0.9140354759061254,-0.3764340838377171,-0.011578158234605507,0.0650958914707406,0.1301946164191744,0.13019461641917415,0.252605589998017,0.07063596734059147,-0.02120195027972196
SyntacticallyReachableFunctions,-0.20852149642440515,0.5410197031465398,0.5761987854776768,0.5669719586647506,0.4233876428836491,0.4998315252821775,0.5328088748377835,-0.6075715799812539,0.5410197031504775,0.49983152805674386,0.5373583614653505,0.5188573552793443,0.578363425887979,0.8735074465629168,0.8230082018210717,0.8247771855499209,0.8230082018210717,0.6874145281662645,0.40841626505655515,0.7601985253431943,1.0,1.0,0.9968333533964262,0.2888196290269015,0.9180454024830629,1.0,0.9972637396506534,-0.3985226704855742,0.02246446667628704,0.10883469791227603,0.12202322718555643,0.12202322718555642,0.367587599670656,-0.05240189158739229,0.012341095083044148
SemanticallyReachedFunctions,-0.20759460540364508,0.5383290553345235,0.5712287643125665,0.5499853008724347,0.3776785269671022,0.4958313007178445,0.5325234469446747,-0.5995655909695504,0.5383290553388007,0.49583130340009524,0.534949682229812,0.5216088524612149,0.5553182864398933,0.8729867633964742,0.8186101761774949,0.8001894193858498,0.8186101761774949,0.6945055416209337,0.3669365027194135,0.7620982833444382,0.9972637396506534,0.9972637396506534,0.9902092846919156,0.27815819768977396,0.9140354759061254,0.9972637396506534,1.0,-0.3351378505586258,-0.002561188010560891,0.07181780890812707,0.12028174519394128,0.12028174519394126,0.3809899456181886,-0.06596877269687729,0.014112797169461764
CoverageEstimation,0.09492208352951878,-0.21959654651539282,-0.26162205889294315,-0.3738899892510377,-0.6231170139331385,-0.22046285371001062,-0.19159720315824308,0.31654505824471163,-0.2195965465172459,-0.22046285519573425,-0.21529569145049146,-0.1550653493144134,-0.44094071140382274,-0.32251445590542427,-0.34313416964657484,-0.553448460100418,-0.34313416964657484,-0.1722708298736369,-0.5716701112588659,-0.2556958331766533,-0.3985226704855742,-0.3985226704855742,-0.4370580114097707,-0.20603335558497718,-0.3764340838377171,-0.3985226704855742,-0.3351378505586258,1.0,-0.25942574613741265,-0.41563976255651286,-0.06889075449569483,-0.06889075449569501,-1.4374121594618048e-15,-0.1297170018100425,0.014709002587691181
SCALAR_INPUT,0.900697764227651,-0.14285802222061034,-0.14098843397562427,-0.12609739362824277,0.044877749979542816,-0.07631971202096634,-0.16360202747679164,0.20695088512018192,-0.14285802221959581,-0.07631969980487713,-0.15267903974258087,-0.17691639268155646,-0.1045599829977236,-0.1541785412644337,-0.02764668153021411,0.13825836005435854,-0.02764668153021411,-0.23151187635744877,0.46455480325837073,-0.24237020342447513,0.02246446667628704,0.02246446667628704,0.03814023725637512,-0.28874063546227885,-0.011578158234605507,0.02246446667628704,-0.002561188010560891,-0.25942574613741265,1.0,0.9288407280256498,-0.8072073527955758,-0.8072073527955748,-0.6416889479197482,-0.3377602647365996,-0.028724742354740516
RANGE_SCALAR_VALUES,0.7317628512566464,-0.06469183417227099,-0.07734997122908358,0.0022790333683080886,0.23621093112452787,-0.002810377997276342,-0.09310185172598262,0.13882500717083945,-0.06469183417093413,-0.0028103703690297937,-0.07643489193015034,-0.1156072711587973,0.042923207066891685,-0.07517261382654372,0.039686289509119156,0.2805916522838248,0.039686289509119156,-0.19109028403393816,0.5973951046175712,-0.1708708978800029,0.10883469791227603,0.10883469791227603,0.1368739767238169,-0.18811094002764467,0.0650958914707406,0.10883469791227603,0.07181780890812707,-0.41563976255651286,0.9288407280256498,1.0,-0.5310850045437956,-0.5310850045437944,-0.4605661864718387,-0.15151515151515135,-0.03092536910585012
SCALAR_INDEX_INPUT,-0.8940897659175951,0.22365820770056527,0.19921465546708333,0.29202685403800455,0.27370490930086744,0.17007221050090734,0.2258371599085494,-0.252131143694576,0.22365820770037598,0.17007219471538415,0.22741004846018945,0.2204314057880975,0.30752544493163514,0.23285067056359945,0.12646075946566,0.13084508979053233,0.12646075946566,0.22503236532984244,-0.11067473785474297,0.2820809477935772,0.12202322718555643,0.12202322718555643,0.13084508979053183,0.3606663996707623,0.1301946164191744,0.12202322718555643,0.12028174519394128,-0.06889075449569483,-0.8072073527955758,-0.5310850045437956,1.0,1.0000000000000036,0.733799385705344,0.5310850045437953,0.016423999792100748
RANGE_SCALAR_INDEX_VALUES,-0.8940897659175905,0.22365820770056594,0.19921465546708284,0.292026854038005,0.2737049093008669,0.17007221050090807,0.22583715990854936,-0.2521311436945765,0.2236582077003757,0.17007219471538473,0.22741004846018992,0.22043140578809792,0.3075254449316361,0.23285067056359973,0.12646075946566016,0.13084508979053197,0.12646075946566016,0.22503236532984253,-0.11067473785474237,0.28208094779357695,0.12202322718555642,0.12202322718555642,0.13084508979053167,0.3606663996707625,0.13019461641917415,0.12202322718555642,0.12028174519394126,-0.06889075449569501,-0.8072073527955748,-0.5310850045437944,1.0000000000000036,1.0,0.7337993857053432,0.5310850045437944,0.016423999792100668
ARRAY_INPUT,-0.6814391747561597,0.29033966960336505,0.2705256827894537,0.34701735558082053,0.16318615162647804,0.232592366283376,0.2953470203674589,-0.3147570250082129,0.29033966960564606,0.23259235445078466,0.2641518198046282,0.3357761496395161,0.3373786324614684,0.2783816807020453,0.1809538138428777,0.20803043410684657,0.1809538138428777,0.18941223077269032,-0.21115394209236663,0.28160379844863376,0.367587599670656,0.367587599670656,0.3640532596869815,0.6299576936109957,0.252605589998017,0.367587599670656,0.3809899456181886,-1.4374121594618048e-15,-0.6416889479197482,-0.4605661864718387,0.733799385705344,0.7337993857053432,1.0,-2.170044493525529e-16,4.429106153180915e-16
RANGE_ARRAY_INPUT,-0.42812399718498867,-0.03527810045179813,0.09025359354538666,-0.03717166021779097,0.3650532571924532,0.004414435015814179,-0.04060954365843251,-0.1368254700305195,-0.03527810045860958,0.004414429487250351,0.015037907924510216,-0.11953042784649091,0.03008527918699884,0.19804358668008268,0.12699612642917912,0.10265548254286291,0.12699612642917912,0.19109028403393877,0.18060782232624334,0.30056808542747515,-0.05240189158739229,-0.05240189158739229,-0.04106219301714489,-0.16898101392313836,0.07063596734059147,-0.05240189158739229,-0.06596877269687729,-0.1297170018100425,-0.3377602647365996,-0.15151515151515135,0.5310850045437953,0.5310850045437944,-2.170044493525529e-16,1.0,0.03092536910583872
cInstr,-0.022630036188597977,-0.03205745215966063,0.013129261402152988,-0.039934815187754734,-0.0016233133848626495,-0.024933699114676276,-0.030741374062961437,-0.028992353992911318,-0.032057452157129344,-0.024933702837410858,-0.03084225635070069,-0.03016726367349356,-0.03585549923882617,0.012072131311239116,-0.03645120059984394,-0.04423357772469006,-0.03645120059984394,-0.04804710977806303,-0.04253469179347943,0.04762187588696296,0.012341095083044148,0.012341095083044148,0.020952747343306644,0.014099800613686741,-0.02120195027972196,0.012341095083044148,0.014112797169461764,0.014709002587691181,-0.028724742354740516,-0.03092536910585012,0.016423999792100748,0.016423999792100668,4.429106153180915e-16,0.03092536910583872,1.0
