,clockCycles,M_VAL_2,M_VAL_3,M_VAL_4,M_VAL_5,M_VAL_6,M_VAL_7,M_VAL_8,M_VAL_9,M_VAL_10,M_VAL_11,M_VAL_12,M_VAL_13,M_VAL_14,M_VAL_15,M_VAL_16,M_VAL_17,M_VAL_18,M_VAL_19,M_VAL_20,M_VAL_21,M_VAL_22,M_VAL_23,M_VAL_24,M_VAL_25,M_VAL_26,M_VAL_27,M_VAL_28,M_VAL_29,M_VAL_30,M_VAL_31,M_VAL_32
M_VAL_11,0.2481074100905812,0.7708557433544401,0.7608253136083831,0.5568927312362477,0.3221924455630452,0.8173732441105178,0.2967628808383742,0.7627137191271492,0.7663160659838043,0.7385288502217021,1.0,0.4649831694952425,0.2608872781945044,0.797227219868103,0.2923516561220544,0.7035361014062015,0.7393918110483269,0.7183902593160509,0.7926616854010464,0.6248562523413054,0.2820998888788454,0.7545705559402989,0.46727329130145584,0.7800244454417969,0.7396763262385075,0.7035995454492475,0.7809071639339951,0.5719172600433621,0.30519880530064736,0.7336041849433539,0.4454378995175859,0.7376308887634215
M_VAL_12,0.4358183940182653,0.4981123294834314,0.4347673337964331,0.6092936935225277,0.3210541468404849,0.6534766275764533,0.07370043782822253,0.5929576047745115,0.4989160341106364,0.5373157471910577,0.4649831694952425,1.0,0.1042473023968075,0.6978718111938478,0.15456761404804803,0.6474345863072041,0.5758113316974474,0.5316024149325274,0.4858558427460972,0.6110926671537501,0.33155257329668075,0.706120864030192,0.11219563939554698,0.6133546634902719,0.5261234283819978,0.6006853243622869,0.47322478953635005,0.6578313588259964,0.2084523892880051,0.7334007793715669,0.17177456106472114,0.6899595086525744
M_VAL_13,0.19235855551547226,0.35723596739383257,0.2775937850447928,0.2672650318259113,0.23907730034897232,0.33021755140208503,0.11707673086773356,0.3321069375007323,0.32030429029591434,0.2990906738497075,0.2608872781945044,0.1042473023968075,1.0,0.28149405588651455,0.24973755055398092,0.2960674982409844,0.274701556292576,0.3366497285856345,0.2908750106614961,0.31312663779560795,0.26715208493808745,0.2725066119208539,0.11974156824136829,0.2572986298164638,0.2944101411028362,0.34847453047249766,0.25355770512449516,0.2682397930211653,0.3274829455934858,0.22453056452289816,0.15142504748028876,0.26492560124734943
M_VAL_14,0.45773767661332937,0.7995750777569175,0.7270455096377392,0.722224140979704,0.3383115938470173,0.9394497456566959,0.23602184635575663,0.8490381367876395,0.8329337246912685,0.8443976658665536,0.797227219868103,0.6978718111938478,0.28149405588651455,1.0,0.2595324661930478,0.8729645342848702,0.8172978640867367,0.852697651334636,0.805901406674358,0.7621423796388682,0.4092589980142007,0.9604979649304638,0.3374665970813481,0.890268548002505,0.841392143043101,0.8721968732738609,0.8256643072345546,0.7353857302332041,0.38246683832970346,0.9444515363105122,0.34283161659712597,0.908944103825394
M_VAL_15,0.0529278964355675,0.2779717040068134,0.3017729026912914,0.1811514003008809,0.31269867266806745,0.2783436260619343,0.21477003672796,0.2719945745368821,0.2945432957234357,0.2580826596507421,0.2923516561220544,0.15456761404804803,0.24973755055398092,0.2595324661930478,1.0,0.22961946609299008,0.24713131733080815,0.30435155964061,0.2979676962825312,0.25721862893363345,0.2950429975189845,0.24620023649518158,0.18710210786027662,0.25745771562444003,0.2708276259180183,0.2658629286800386,0.2866168057680671,0.16997524719519502,0.2379977542857367,0.23228801764622747,0.16274738969601293,0.25317286105727377
M_VAL_16,0.45867645013955266,0.7583307551161117,0.6504491565595438,0.6307021259178391,0.3340504624075706,0.8605489821853651,0.23744276729451655,0.7802458083843431,0.7580948078693147,0.786119387853252,0.7035361014062015,0.6474345863072041,0.2960674982409844,0.8729645342848702,0.22961946609299008,1.0,0.7314397427613785,0.777395484127911,0.7098920426667826,0.7327127866933892,0.43331625493452997,0.8561963205519472,0.26189740575836895,0.8227134138918184,0.733182516444308,0.7857400837048707,0.7435561356588797,0.718015729392006,0.3684218818259392,0.8591818995180963,0.3483052558875624,0.8494000073971736
M_VAL_17,0.3660758078248716,0.7552802059204411,0.7616188803380957,0.5691246674605668,0.29522056503311983,0.8170836011969139,0.18057429311103385,0.7338145535969757,0.745134225815591,0.7593583247101472,0.7393918110483269,0.5758113316974474,0.274701556292576,0.8172978640867367,0.24713131733080815,0.7314397427613785,1.0,0.7286271240419712,0.7508938981292417,0.6209058964968988,0.3088885634243507,0.8044325073693955,0.3388589451474838,0.7686742392750416,0.7593764005968037,0.7527500552930805,0.7070639652665349,0.5822370016168841,0.33199721279401073,0.7954763301651054,0.34345758225028766,0.7663596838101997
M_VAL_18,0.3703522730137227,0.7408462810114473,0.7030187821440843,0.6059508696252309,0.30833214399405573,0.8511307459360713,0.23808723190498005,0.7732933158158684,0.771533802171568,0.7687001891670483,0.7183902593160509,0.5316024149325274,0.3366497285856345,0.852697651334636,0.30435155964061,0.777395484127911,0.7286271240419712,1.0,0.7118374080227028,0.6858650835185278,0.4071767697213885,0.8498703622618597,0.33819961992021624,0.7930949194468822,0.7634635898581037,0.7922276421560552,0.7755799103013051,0.6418501783279068,0.3951103940402643,0.8186523779261131,0.3110790817118035,0.8105736172313768
M_VAL_19,0.3177808589515865,0.7798092177781997,0.7614761659092334,0.5697069235692599,0.27366069405786353,0.8230653456055567,0.3406099815189461,0.7644438752711427,0.8237350863925914,0.7595408757420243,0.7926616854010464,0.4858558427460972,0.2908750106614961,0.805901406674358,0.2979676962825312,0.7098920426667826,0.7508938981292417,0.7118374080227028,1.0,0.6101150417357893,0.30684179147067153,0.7821779238833954,0.3867833673438071,0.8071408238434572,0.7966750181700873,0.6976430783538846,0.8057220455036158,0.5818533775302663,0.27024105669832243,0.7642252575211765,0.40495770556950633,0.7313235488402847
M_VAL_20,0.36366704138156647,0.6754579730983046,0.5962580237572589,0.7032162615418082,0.33918346269104094,0.7773140482478437,0.24271491925925615,0.761131961719625,0.6906531490478399,0.6579110494763811,0.6248562523413054,0.6110926671537501,0.31312663779560795,0.7621423796388682,0.25721862893363345,0.7327127866933892,0.6209058964968988,0.6858650835185278,0.6101150417357893,1.0,0.43509359631647765,0.7669887328721567,0.2961789924015704,0.7283411549165381,0.6688562752740354,0.6535573244833146,0.6533352772975632,0.706905358517892,0.4261041183529374,0.7214168194079517,0.2564951630373365,0.6949698023866205
M_VAL_21,0.2380273151311318,0.36915747961780737,0.30425949449039147,0.3875906287803879,0.34047535766784687,0.41699781124352037,0.14717075916967007,0.42076138273849806,0.3926275682106615,0.37586823801497143,0.2820998888788454,0.33155257329668075,0.26715208493808745,0.4092589980142007,0.2950429975189845,0.43331625493452997,0.3088885634243507,0.4071767697213885,0.30684179147067153,0.43509359631647765,1.0,0.4030135217113397,0.13213778787095393,0.3838592487207161,0.31325850745744027,0.3828204175413662,0.34343056381528597,0.3651074240154372,0.29282194409637263,0.3794474764255697,0.18863854001864636,0.3741986859110088
M_VAL_22,0.4603720259875372,0.7915817370105009,0.7104096535641155,0.7156709150728042,0.32414773124503554,0.9395228672775191,0.19104839825663925,0.8406788694693816,0.8244216954356408,0.8238189586482232,0.7545705559402989,0.706120864030192,0.2725066119208539,0.9604979649304638,0.24620023649518158,0.8561963205519472,0.8044325073693955,0.8498703622618597,0.7821779238833954,0.7669887328721567,0.4030135217113397,1.0,0.3237560916277181,0.871062294622738,0.8512743936991144,0.8612909499643274,0.8006277747967796,0.7312792734493099,0.34246901173069677,0.9437977580883855,0.3152168209449601,0.8904102197535426
M_VAL_23,0.05555485733385987,0.31153574286562324,0.45345009064717456,0.2694907903859086,0.16112373873430658,0.3726540735387316,0.2277829679643145,0.40657234272130466,0.44724736260401093,0.32281263176668756,0.46727329130145584,0.11219563939554698,0.11974156824136829,0.3374665970813481,0.18710210786027662,0.26189740575836895,0.3388589451474838,0.33819961992021624,0.3867833673438071,0.2961789924015704,0.13213778787095393,0.3237560916277181,1.0,0.3786526099664804,0.3380204605418528,0.326330747174713,0.3644401462664718,0.217889822494903,0.10843565344548746,0.2565872341665295,0.2846231036847141,0.302297791949835
M_VAL_24,0.4073759713217735,0.7887608411776699,0.7372193928182995,0.6630116231281276,0.29808077194802507,0.8840480783919031,0.2954612007294479,0.8297685869348755,0.8082319998700993,0.7868105102082927,0.7800244454417969,0.6133546634902719,0.2572986298164638,0.890268548002505,0.25745771562444003,0.8227134138918184,0.7686742392750416,0.7930949194468822,0.8071408238434572,0.7283411549165381,0.3838592487207161,0.871062294622738,0.3786526099664804,1.0,0.8125985625858126,0.7773990607393492,0.7975323407406645,0.6885751546002212,0.3327393154076336,0.8659003444732823,0.3642219842483743,0.8505458850755022
M_VAL_25,0.37185852094021277,0.7691103962632674,0.7085792046757249,0.6124877126825189,0.23766854065490034,0.865729530643861,0.24517585054243557,0.7900270842171615,0.8061322971542675,0.7873436324382909,0.7396763262385075,0.5261234283819978,0.2944101411028362,0.841392143043101,0.2708276259180183,0.733182516444308,0.7593764005968037,0.7634635898581037,0.7966750181700873,0.6688562752740354,0.31325850745744027,0.8512743936991144,0.3380204605418528,0.8125985625858126,1.0,0.7365195507668578,0.7859075533044352,0.6051403751947735,0.32402623577222456,0.8176104972553854,0.3498506674155034,0.7621496556831338
M_VAL_26,0.41255883302131907,0.7503929143029519,0.6666859568954259,0.6080903195831833,0.34533672895028444,0.850487356400644,0.2621154940011508,0.7445905357891461,0.7471273013582892,0.7985556671446453,0.7035995454492475,0.6006853243622869,0.34847453047249766,0.8721968732738609,0.2658629286800386,0.7857400837048707,0.7527500552930805,0.7922276421560552,0.6976430783538846,0.6535573244833146,0.3828204175413662,0.8612909499643274,0.326330747174713,0.7773990607393492,0.7365195507668578,1.0,0.7266865935883428,0.6378525677494492,0.37719585791758375,0.8432140965697056,0.2849523732131162,0.8081190454781353
M_VAL_27,0.31504281356341823,0.7605449991572353,0.7451273285956402,0.5352069760813929,0.3306287361756631,0.831548905221273,0.336787868775826,0.7816610317487047,0.7870631766563047,0.7873655801902772,0.7809071639339951,0.47322478953635005,0.25355770512449516,0.8256643072345546,0.2866168057680671,0.7435561356588797,0.7070639652665349,0.7755799103013051,0.8057220455036158,0.6533352772975632,0.34343056381528597,0.8006277747967796,0.3644401462664718,0.7975323407406645,0.7859075533044352,0.7266865935883428,1.0,0.5901482235418392,0.31420965751255736,0.7681714535891382,0.3799095457377424,0.7536533519688146
M_VAL_28,0.34564937828943876,0.6243110434150198,0.5202854583672559,0.6173415040718102,0.30736103827117844,0.7371202389257601,0.19361910470558452,0.7038172831698182,0.5985312147191282,0.6475740343701081,0.5719172600433621,0.6578313588259964,0.2682397930211653,0.7353857302332041,0.16997524719519502,0.718015729392006,0.5822370016168841,0.6418501783279068,0.5818533775302663,0.706905358517892,0.3651074240154372,0.7312792734493099,0.217889822494903,0.6885751546002212,0.6051403751947735,0.6378525677494492,0.5901482235418392,1.0,0.2971636670378898,0.7324327425599888,0.15790188302217303,0.7187500393498742
M_VAL_29,0.24337544005039832,0.3691654321118632,0.32182229094718756,0.38476481258044487,0.1869489975620646,0.3847277439675208,0.11042715794771231,0.4123337055737911,0.36654695709536445,0.36683141187247775,0.30519880530064736,0.2084523892880051,0.3274829455934858,0.38246683832970346,0.2379977542857367,0.3684218818259392,0.33199721279401073,0.3951103940402643,0.27024105669832243,0.4261041183529374,0.29282194409637263,0.34246901173069677,0.10843565344548746,0.3327393154076336,0.32402623577222456,0.37719585791758375,0.31420965751255736,0.2971636670378898,1.0,0.3193095518171855,0.11716824795402826,0.32893309690463984
M_VAL_30,0.48786755660465386,0.7646533342613606,0.6872456046378632,0.6727635291976016,0.30397386268851206,0.9114013929847268,0.19788001765139412,0.8052766080280008,0.7845099073098688,0.824914832365179,0.7336041849433539,0.7334007793715669,0.22453056452289816,0.9444515363105122,0.23228801764622747,0.8591818995180963,0.7954763301651054,0.8186523779261131,0.7642252575211765,0.7214168194079517,0.3794474764255697,0.9437977580883855,0.2565872341665295,0.8659003444732823,0.8176104972553854,0.8432140965697056,0.7681714535891382,0.7324327425599888,0.3193095518171855,1.0,0.2969286527443163,0.9023712081746591
M_VAL_31,0.09904485120950075,0.3611601953108434,0.40690979796583665,0.2727046737209092,0.14889914918662492,0.3688292708561877,0.14233807762687203,0.34955090896708035,0.3789270064508954,0.32632675896965185,0.4454378995175859,0.17177456106472114,0.15142504748028876,0.34283161659712597,0.16274738969601293,0.3483052558875624,0.34345758225028766,0.3110790817118035,0.40495770556950633,0.2564951630373365,0.18863854001864636,0.3152168209449601,0.2846231036847141,0.3642219842483743,0.3498506674155034,0.2849523732131162,0.3799095457377424,0.15790188302217303,0.11716824795402826,0.2969286527443163,1.0,0.3030210484430659
M_VAL_32,0.45868332273973955,0.7550371493516007,0.6912680732055415,0.6509333710098495,0.3238501609016714,0.8776811061039412,0.23433818018467437,0.7769122503583574,0.7677107496499391,0.7819405959942398,0.7376308887634215,0.6899595086525744,0.26492560124734943,0.908944103825394,0.25317286105727377,0.8494000073971736,0.7663596838101997,0.8105736172313768,0.7313235488402847,0.6949698023866205,0.3741986859110088,0.8904102197535426,0.302297791949835,0.8505458850755022,0.7621496556831338,0.8081190454781353,0.7536533519688146,0.7187500393498742,0.32893309690463984,0.9023712081746591,0.3030210484430659,1.0
